primary_mechanism,raw_signal_positive,amount_ranking_harmful,exit_upper_hit_rate,pf,win_rate,payoff_ratio,breakeven_wr,expectancy_per_trade
MULTI-COMPONENT EDGE,True,True,98.5,1.228,68.9,0.554,64.4,3589.0
