round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,002728.SZ,,2020-03-16,2020-04-15,TAKE_PROFIT_DYN,2,24800,9355.477694219968,2.4,21
1,600161.SH,,2020-03-16,2020-05-19,TAKE_PROFIT_DYN,1,6100,18537.180026760034,9.37,42
2,000601.SZ,,2020-06-01,2020-06-03,TAKE_PROFIT_DYN,1,39400,27207.865605240047,13.6,2
3,300024.SZ,,2020-04-28,2020-06-16,TAKE_PROFIT_DYN,1,15100,6231.56055696003,3.13,32
4,000031.SZ,,2020-03-16,2020-07-01,TAKE_PROFIT_DYN,5,110300,-30815.06831329991,-5.12,71
5,603050.SH,,2020-06-18,2020-07-07,TAKE_PROFIT_DYN,1,17400,17182.265409720043,8.64,11
6,000797.SZ,,2020-07-01,2020-07-07,TAKE_PROFIT_DYN,1,52500,24964.853413500037,12.5,4
7,600609.SH,,2020-08-27,2020-09-24,TAKE_PROFIT_DYN,1,30500,24252.647277600016,12.16,20
8,600183.SH,,2020-08-24,2020-10-12,TAKE_PROFIT_DYN,2,16100,3437.145681480062,0.86,29
9,002961.SZ,,2020-10-26,2020-11-11,TAKE_PROFIT_DYN,1,7300,13069.672394220019,6.6,12
10,000723.SZ,,2020-09-25,2020-11-13,TAKE_PROFIT_DYN,3,60800,13953.349040360074,3.65,29
11,000903.SZ,,2020-11-12,2020-12-23,TAKE_PROFIT_DYN,3,73300,-64061.25625441992,-15.71,29
12,002940.SZ,,2020-12-25,2021-03-17,TAKE_PROFIT_DYN,1,3600,-15018.264937439948,-10.41,52
13,688566.SH,,2020-08-28,2021-04-07,TAKE_PROFIT_DYN,3,17500,-179106.9636459599,-30.53,145
14,600883.SH,,2021-04-13,2021-05-24,TAKE_PROFIT_DYN,1,24500,18854.796681000007,9.45,26
15,002975.SZ,,2021-03-25,2021-06-01,TAKE_PROFIT_DYN,1,1500,4635.951478200004,3.86,44
16,300484.SZ,,2021-05-27,2021-06-07,TAKE_PROFIT_DYN,1,19200,23437.38523392004,11.77,7
17,300051.SZ,,2020-11-17,2021-06-09,TAKE_PROFIT_DYN,5,140300,-123612.6453718599,-20.01,136
18,603181.SH,,2021-06-18,2021-07-01,TAKE_PROFIT_DYN,1,12800,25351.24672512003,12.7,9
19,300575.SZ,,2021-07-09,2021-08-06,TAKE_PROFIT_DYN,2,13800,19580.575840200006,6.6,20
20,002807.SZ,,2021-06-15,2021-09-01,TAKE_PROFIT_DYN,2,102100,-8491.624842780002,-2.12,56
21,002567.SZ,,2021-06-17,2021-09-09,TAKE_PROFIT_DYN,2,31000,-10244.720974560012,-5.1,60
22,002245.SZ,,2021-09-17,2021-10-19,TAKE_PROFIT_DYN,1,9800,22182.54674831999,11.17,15
23,002082.SZ,,2021-08-18,2021-11-16,TAKE_PROFIT_DYN,3,47600,112.98085596004967,0.02,57
24,003006.SZ,,2021-09-02,2021-12-01,TAKE_PROFIT_DYN,2,10100,-37262.69442737996,-16.74,57
25,600463.SH,,2021-10-26,2021-12-10,TAKE_PROFIT_DYN,2,34100,7818.525685470027,3.9,33
26,603987.SH,,2021-12-03,2021-12-14,TAKE_PROFIT_DYN,2,22000,37911.03856452013,9.5,7
27,000501.SZ,,2021-11-30,2021-12-20,TAKE_PROFIT_DYN,1,20300,6589.994554080011,3.3,14
28,600811.SH,,2021-12-14,2021-12-21,TAKE_PROFIT_DYN,1,68400,4074.3423208800377,2.04,5
29,603630.SH,,2021-12-21,2022-01-11,TAKE_PROFIT_DYN,1,9900,14217.426952739974,7.16,14
30,300125.SZ,,2022-01-20,2022-02-21,TAKE_PROFIT_DYN,1,14900,3165.267756240006,1.59,17
31,688276.SH,,2021-12-27,2022-03-04,TAKE_PROFIT_DYN,2,6100,-61003.13880366,-15.35,43
32,300797.SZ,,2022-03-08,2022-05-30,TAKE_PROFIT_DYN,1,12900,-30820.07987135998,-15.42,54
33,000697.SZ,,2022-03-09,2022-05-30,TAKE_PROFIT_DYN,1,17600,-9062.835186240016,-6.95,53
34,600203.SH,,2022-01-19,2022-06-06,TAKE_PROFIT_DYN,3,58000,-78714.37539612001,-15.15,87
35,002310.SZ,,2022-06-14,2022-06-30,TAKE_PROFIT_DYN,1,88400,15173.019033120072,7.59,12
36,688080.SH,,2022-07-13,2022-07-19,TAKE_PROFIT_DYN,1,5200,22343.24063087997,11.34,4
37,002987.SZ,,2022-07-18,2022-07-26,TAKE_PROFIT_DYN,1,11100,29868.392349360045,15.03,6
38,688049.SH,,2022-07-13,2022-07-28,TAKE_PROFIT_DYN,1,5800,22160.83573260001,11.17,11
39,002630.SZ,,2022-08-03,2022-08-17,TAKE_PROFIT_DYN,1,73100,45246.71604978002,22.64,10
40,002280.SZ,,2022-08-03,2022-08-19,TAKE_PROFIT_DYN,1,63600,21506.96207159999,10.76,12
41,600763.SH,,2022-08-18,2022-09-13,TAKE_PROFIT_DYN,2,3100,25186.000930020236,6.41,17
42,603707.SH,,2022-08-22,2022-10-14,TAKE_PROFIT_DYN,2,17000,16257.12303618004,5.73,33
43,300321.SZ,,2022-09-19,2022-11-07,TAKE_PROFIT_DYN,1,1300,549.9900572400038,2.66,30
44,603102.SH,,2022-08-02,2022-11-14,TAKE_PROFIT_DYN,3,14900,-20430.22722479992,-3.43,68
45,688179.SH,,2022-11-24,2022-12-12,TAKE_PROFIT_DYN,1,5600,34338.04052112001,17.37,12
46,300666.SZ,,2022-10-17,2023-01-10,TAKE_PROFIT_DYN,2,4800,-6340.333590719849,-1.74,60
47,000633.SZ,,2022-12-13,2023-01-11,TAKE_PROFIT_DYN,1,24100,5310.029758500023,2.66,20
48,300508.SZ,,2022-11-14,2023-01-12,TAKE_PROFIT_DYN,3,16300,-5293.370315879991,-1.42,42
49,002693.SZ,,2023-02-28,2023-04-14,TAKE_PROFIT_DYN,2,46900,-12755.350058219978,-3.78,32
50,300165.SZ,,2023-04-19,2023-04-20,TAKE_PROFIT_DYN,1,39400,24850.59175260004,12.45,1
51,300086.SZ,,2023-04-21,2023-05-23,TAKE_PROFIT_DYN,1,25700,18706.920646500046,12.53,19
52,002037.SZ,,2023-02-28,2023-06-16,TAKE_PROFIT_DYN,3,60400,-26491.742306999862,-4.66,74
53,600844.SH,,2023-05-30,2023-06-20,TAKE_PROFIT_DYN,1,200,10.307428220000133,1.87,15
54,002135.SZ,,2023-06-26,2023-07-11,TAKE_PROFIT_DYN,1,31400,9636.941526120034,4.83,11
55,002145.SZ,,2023-06-26,2023-07-31,TAKE_PROFIT_DYN,3,57400,9335.362782940094,2.72,25
56,603883.SH,,2023-02-06,2023-08-03,TAKE_PROFIT_DYN,2,10400,-94282.39633878,-23.84,122
57,600161.SH,,2023-08-08,2023-09-27,TAKE_PROFIT_DYN,2,10400,17584.724551679974,7.06,36
58,000721.SZ,,2023-10-10,2023-11-22,TAKE_PROFIT_DYN,1,5800,-4323.189352679983,-6.14,31
59,001218.SZ,,2023-08-08,2023-11-24,TAKE_PROFIT_DYN,2,18200,11806.186932540033,2.97,72
60,688338.SH,,2023-07-13,2023-11-30,TAKE_PROFIT_DYN,3,12000,1686.4129002100672,0.41,94
61,002310.SZ,,2023-11-30,2024-01-12,TAKE_PROFIT_DYN,2,96400,-2490.801520840003,-1.24,30
62,600596.SH,,2023-11-27,2024-03-01,TAKE_PROFIT_DYN,3,51500,-27890.79816599982,-5.75,62
63,002399.SZ,,2024-01-16,2024-03-20,TAKE_PROFIT_DYN,1,19300,-22945.363958879985,-11.6,40
64,301519.SZ,,2023-12-01,2024-03-29,TAKE_PROFIT_DYN,1,9300,-43122.25432943998,-21.56,78
65,000014.SZ,,2024-04-15,2024-05-16,TAKE_PROFIT_DYN,1,500,300.8411282500001,5.53,20
66,002843.SZ,,2024-03-28,2024-05-23,TAKE_PROFIT_DYN,2,21900,-28992.99148218002,-7.29,35
67,002445.SZ,,2024-05-24,2024-06-25,TAKE_PROFIT_DYN,1,110300,2700.3566363400314,1.35,21
68,301257.SZ,,2024-06-26,2024-07-31,TAKE_PROFIT_DYN,1,100,-16.030914489999304,-0.57,25
69,002939.SZ,,2024-06-26,2024-07-31,TAKE_PROFIT_DYN,1,100,-14.711251029999858,-2.14,25
70,300244.SZ,,2024-03-26,2024-08-06,TAKE_PROFIT_DYN,4,53200,-75440.63463551993,-9.82,89
