round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300254.SZ,,2020-03-16,2020-04-15,TAKE_PROFIT_DYN,2,51300,9463.13712540007,2.37,21
1,002252.SZ,,2020-03-16,2020-04-15,TAKE_PROFIT_DYN,2,24600,-8931.470985039981,-4.22,21
2,688012.SH,,2020-03-03,2020-04-17,TAKE_PROFIT_DYN,2,2400,-6274.962799199857,-1.61,32
3,000016.SZ,,2020-04-20,2020-05-15,TAKE_PROFIT_DYN,1,27200,20738.817218879994,10.4,16
4,002344.SZ,,2020-05-25,2020-05-29,TAKE_PROFIT_DYN,1,52700,10864.951741439989,5.43,4
5,002227.SZ,,2020-04-28,2020-06-19,TAKE_PROFIT_DYN,2,14900,-3929.224183019949,-1.82,35
6,600061.SH,,2020-04-22,2020-06-22,TAKE_PROFIT_DYN,3,50600,21966.02790624008,3.67,40
7,002062.SZ,,2020-06-24,2020-07-03,TAKE_PROFIT_DYN,2,91400,28706.34262680012,7.18,5
8,603773.SH,,2020-07-02,2020-07-07,TAKE_PROFIT_DYN,1,6100,13002.152836500027,6.61,3
9,002851.SZ,,2020-06-15,2020-07-08,TAKE_PROFIT_DYN,1,8400,43046.327076479996,21.53,15
10,603882.SH,,2020-08-13,2020-08-25,TAKE_PROFIT_DYN,1,2300,39157.375670280046,20.23,8
11,603356.SH,,2020-07-17,2020-08-31,TAKE_PROFIT_DYN,1,15100,10600.669534500019,5.33,31
12,002790.SZ,,2020-08-27,2020-09-21,TAKE_PROFIT_DYN,2,59900,31148.019549179997,7.98,17
13,002174.SZ,,2020-10-20,2020-11-16,TAKE_PROFIT_DYN,1,1400,1569.640025520006,7.02,19
14,688088.SH,,2020-07-27,2020-12-11,TAKE_PROFIT_DYN,3,9300,89545.1483937602,15.18,93
15,002928.SZ,,2020-12-14,2021-01-05,TAKE_PROFIT_DYN,3,41500,72861.54887141997,15.18,15
16,600984.SH,,2020-09-07,2021-02-22,TAKE_PROFIT_DYN,5,62100,-191864.07703043998,-19.29,108
17,300218.SZ,,2021-01-11,2021-03-08,TAKE_PROFIT_DYN,1,17700,60739.62536394005,39.48,35
18,600093.SH,,2020-11-19,2021-03-25,TAKE_PROFIT_DYN,3,29900,25206.312395100016,11.21,84
19,600584.SH,,2021-03-10,2021-04-02,TAKE_PROFIT_DYN,2,11100,24058.638390780194,6.1,17
20,002780.SZ,,2021-03-10,2021-05-12,TAKE_PROFIT_DYN,5,59600,-62301.070842839894,-6.26,41
21,600580.SH,,2021-04-13,2021-05-20,TAKE_PROFIT_DYN,1,18900,13628.554271640023,6.81,24
22,603863.SH,,2021-04-14,2021-08-25,TAKE_PROFIT_DYN,3,35600,1980.3887508601183,0.67,91
23,603658.SH,,2021-06-09,2021-09-23,TAKE_PROFIT_DYN,2,4800,-98179.68708683993,-27.28,73
24,603755.SH,,2021-08-27,2021-09-27,TAKE_PROFIT_DYN,1,4800,1655.6684515200322,0.84,19
25,300100.SZ,,2021-09-28,2021-11-02,TAKE_PROFIT_DYN,2,29600,15932.635763040045,6.0,20
26,000858.SZ,,2021-11-03,2021-11-24,TAKE_PROFIT_DYN,1,900,16503.958596060053,9.09,15
27,002361.SZ,,2021-09-29,2021-11-30,TAKE_PROFIT_DYN,1,39600,15496.99100136006,7.75,39
28,603208.SH,,2021-05-13,2021-12-08,TAKE_PROFIT_DYN,4,7900,-177327.77423724002,-25.97,141
29,603806.SH,,2021-11-26,2021-12-10,TAKE_PROFIT_DYN,1,1600,26472.992688000057,13.98,10
