round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,600673.SH,,2020-03-10,2020-04-10,TAKE_PROFIT_DYN,2,53400,-3766.1885134199983,-0.94,22
1,601601.SH,,2020-03-10,2020-04-17,TAKE_PROFIT_DYN,1,6400,-11299.073610240011,-5.68,27
2,603086.SH,,2020-04-28,2020-05-13,TAKE_PROFIT_DYN,1,9500,8526.57862590003,4.49,8
3,002889.SZ,,2020-04-27,2020-05-29,TAKE_PROFIT_DYN,1,8600,14829.032207160024,7.43,21
4,300191.SZ,,2020-03-10,2020-06-08,TAKE_PROFIT_DYN,4,31100,-4853.001276619849,-0.88,60
5,300033.SZ,,2020-06-01,2020-06-11,TAKE_PROFIT_DYN,1,1700,15057.395057340065,7.95,8
6,000055.SZ,,2020-05-25,2020-06-24,TAKE_PROFIT_DYN,1,48300,11827.668142079987,5.92,22
7,600020.SH,,2020-06-30,2020-07-03,TAKE_PROFIT_DYN,1,56200,8269.613719920017,4.14,3
8,002383.SZ,,2020-06-30,2020-07-07,TAKE_PROFIT_DYN,1,20500,17504.03613870006,8.79,5
9,300832.SZ,,2020-08-13,2020-09-23,TAKE_PROFIT_DYN,2,2600,55028.626197479956,14.41,29
10,603881.SH,,2020-08-14,2020-10-12,TAKE_PROFIT_DYN,3,6100,4304.238059340045,0.89,35
11,002428.SZ,,2020-09-25,2020-10-13,TAKE_PROFIT_DYN,2,32500,63317.58390594012,15.84,6
12,600371.SH,,2020-08-26,2020-11-30,TAKE_PROFIT_DYN,2,27500,-12272.25505769992,-3.08,62
13,300525.SZ,,2020-10-20,2020-12-10,TAKE_PROFIT_DYN,1,6200,-9608.621705280006,-4.82,37
14,603712.SH,,2020-12-01,2020-12-23,TAKE_PROFIT_DYN,1,5100,10758.125308499992,5.47,16
15,000976.SZ,,2020-12-11,2021-01-19,TAKE_PROFIT_DYN,1,34400,2079.989147520042,1.1,26
16,600114.SH,,2020-10-27,2021-01-21,TAKE_PROFIT_DYN,4,87800,-30573.720127619803,-3.98,61
17,600323.SH,,2021-01-26,2021-02-22,TAKE_PROFIT_DYN,2,17900,48383.645256180025,12.18,14
18,002302.SZ,,2021-01-29,2021-03-30,TAKE_PROFIT_DYN,2,41400,40799.72384262009,12.03,37
19,600718.SH,,2020-12-24,2021-04-19,TAKE_PROFIT_DYN,3,41300,-13446.875296919898,-3.31,75
20,603700.SH,,2021-04-02,2021-04-19,TAKE_PROFIT_DYN,1,8000,24286.397630400024,12.25,10
21,601865.SH,,2021-03-08,2021-04-29,TAKE_PROFIT_DYN,3,21700,19304.100578699843,3.24,37
22,300810.SZ,,2021-05-06,2021-05-25,TAKE_PROFIT_DYN,1,6300,15082.26244938001,7.63,13
23,600520.SH,,2021-05-06,2021-05-27,TAKE_PROFIT_DYN,1,29500,15780.926635200041,7.9,15
24,000671.SZ,,2021-05-06,2021-07-06,TAKE_PROFIT_DYN,4,149800,-50526.274396500085,-6.32,42
25,601311.SH,,2021-06-10,2021-07-06,TAKE_PROFIT_DYN,2,27300,15949.283297220012,5.29,17
26,000666.SZ,,2021-06-16,2021-07-15,TAKE_PROFIT_DYN,1,25400,5128.044856920023,2.57,21
27,600593.SH,,2021-07-12,2021-09-08,TAKE_PROFIT_DYN,1,10900,-64431.66017123996,-32.26,42
28,300347.SZ,,2021-07-09,2021-09-14,TAKE_PROFIT_DYN,3,4000,55032.04276758013,9.57,47
29,002571.SZ,,2021-09-27,2021-10-25,TAKE_PROFIT_DYN,1,28500,18064.469685600023,9.03,15
30,603006.SH,,2021-09-22,2021-10-29,TAKE_PROFIT_DYN,3,68800,23905.941413940047,3.99,22
31,000032.SZ,,2021-10-27,2021-11-09,TAKE_PROFIT_DYN,1,1100,1404.4011672400047,7.48,9
32,300673.SZ,,2021-07-19,2021-11-15,TAKE_PROFIT_DYN,4,36100,-13605.624340560054,-2.06,78
33,600834.SH,,2021-11-01,2021-11-19,TAKE_PROFIT_DYN,2,43100,35601.88337262004,8.93,14
34,002721.SZ,,2021-12-28,2022-01-05,TAKE_PROFIT_DYN,1,64600,46993.58152704002,23.51,5
35,000036.SZ,,2021-12-27,2022-01-06,TAKE_PROFIT_DYN,1,46400,18741.87079488003,9.38,7
36,301017.SZ,,2021-12-27,2022-02-21,TAKE_PROFIT_DYN,3,28000,31074.917704740074,5.2,34
37,300751.SZ,,2022-01-06,2022-03-17,TAKE_PROFIT_DYN,3,1100,92237.72911848011,17.09,45
38,002597.SZ,,2022-01-12,2022-04-20,TAKE_PROFIT_DYN,4,15600,12955.28696046013,2.09,63
39,600992.SH,,2022-04-06,2022-05-20,TAKE_PROFIT_DYN,1,16600,6919.51992336,3.48,29
40,002511.SZ,,2022-03-03,2022-05-31,TAKE_PROFIT_DYN,4,46900,-41727.22633799992,-7.45,58
41,300981.SZ,,2022-04-21,2022-07-04,TAKE_PROFIT_DYN,4,15100,-229124.59958141984,-37.09,48
42,300599.SZ,,2022-06-27,2022-09-01,TAKE_PROFIT_DYN,2,47700,2251.233117900032,0.56,48
43,688468.SH,,2022-07-08,2022-10-14,TAKE_PROFIT_DYN,3,29500,-4736.061530099949,-1.47,64
44,300792.SZ,,2022-07-06,2022-10-27,TAKE_PROFIT_DYN,2,13400,-26830.547840879997,-6.73,75
45,000625.SZ,,2022-10-31,2022-11-30,TAKE_PROFIT_DYN,1,15400,26897.320379160054,15.59,22
46,300069.SZ,,2022-09-02,2022-12-01,TAKE_PROFIT_DYN,4,52800,16192.430598960142,2.22,58
47,000633.SZ,,2022-12-14,2023-01-11,TAKE_PROFIT_DYN,1,24000,4567.089052799973,2.29,19
48,603048.SH,,2022-12-20,2023-01-19,TAKE_PROFIT_DYN,1,8300,2288.2721171400335,1.81,21
49,603618.SH,,2022-12-13,2023-01-30,TAKE_PROFIT_DYN,3,109600,20695.98277404008,3.45,28
50,301215.SZ,,2023-02-28,2023-03-03,TAKE_PROFIT_DYN,1,35400,10953.023935320001,5.48,3
51,002251.SZ,,2023-01-20,2023-03-31,TAKE_PROFIT_DYN,1,34200,18407.101277520036,9.22,45
52,600793.SH,,2023-03-13,2023-06-01,TAKE_PROFIT_DYN,3,43200,-18207.309596759966,-3.34,54
