round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,600615.SH,,2020-03-02,2020-04-23,TAKE_PROFIT_DYN,2,23600,3087.291291790054,1.54,37
1,600036.SH,,2020-03-02,2020-04-27,TAKE_PROFIT_DYN,3,11800,-9589.988615259936,-2.4,39
2,000659.SZ,,2020-04-28,2020-06-02,TAKE_PROFIT_DYN,1,96000,4086.4841279999528,2.04,22
3,600121.SH,,2020-04-28,2020-06-18,TAKE_PROFIT_DYN,1,102700,345.2458300200524,0.18,34
4,002379.SZ,,2020-03-13,2020-07-07,TAKE_PROFIT_DYN,5,243900,-69065.31099618995,-8.7,76
5,600476.SH,,2020-06-10,2020-07-07,TAKE_PROFIT_DYN,2,15500,4566.447826479998,2.24,17
6,603707.SH,,2020-07-17,2020-08-05,TAKE_PROFIT_DYN,1,3400,-30239.14213763998,-15.36,13
7,300013.SZ,,2020-08-13,2020-09-02,TAKE_PROFIT_DYN,1,26800,35130.16677312,17.62,14
8,600469.SH,,2020-08-27,2020-09-02,TAKE_PROFIT_DYN,1,40400,10584.141189119953,5.3,4
9,002816.SZ,,2020-09-04,2020-10-12,TAKE_PROFIT_DYN,3,17800,10015.336650060257,1.69,20
10,300223.SZ,,2020-09-10,2020-11-09,TAKE_PROFIT_DYN,1,2300,-2550.803317379963,-1.3,36
11,001914.SZ,,2020-10-20,2020-11-11,TAKE_PROFIT_DYN,2,15900,33445.49767290009,8.45,16
12,688006.SH,,2020-11-18,2020-11-24,TAKE_PROFIT_DYN,1,3700,21410.103751380026,10.71,4
13,002746.SZ,,2020-09-10,2020-12-07,TAKE_PROFIT_DYN,2,29200,3306.6587449801154,0.93,56
14,603087.SH,,2020-11-30,2020-12-15,TAKE_PROFIT_DYN,1,1800,32520.353804640006,17.1,11
15,600697.SH,,2020-12-04,2021-02-22,TAKE_PROFIT_DYN,3,42900,-13655.267425799859,-2.28,50
16,300576.SZ,,2020-12-16,2021-02-24,TAKE_PROFIT_DYN,2,4200,-32696.47029348,-14.91,44
17,002821.SZ,,2021-02-25,2021-03-26,TAKE_PROFIT_DYN,1,700,10856.357252999995,5.72,21
18,603369.SH,,2021-02-26,2021-03-29,TAKE_PROFIT_DYN,1,4100,9534.164436000021,4.84,21
19,600368.SH,,2020-12-10,2021-03-31,TAKE_PROFIT_DYN,3,63700,4970.008796940034,2.17,73
20,300026.SZ,,2021-04-14,2021-04-26,TAKE_PROFIT_DYN,1,51200,12579.25773312006,6.29,8
21,002528.SZ,,2021-04-16,2021-06-03,TAKE_PROFIT_DYN,3,170000,21339.093049740186,3.56,31
22,600658.SH,,2021-04-27,2021-06-03,TAKE_PROFIT_DYN,2,49900,-30133.511993339955,-12.6,24
23,603496.SH,,2021-04-28,2021-06-08,TAKE_PROFIT_DYN,1,13300,-6407.654738939978,-3.21,26
24,600157.SH,,2021-07-02,2021-07-23,TAKE_PROFIT_DYN,1,17400,3385.8044388000017,13.78,15
25,600048.SH,,2021-06-16,2021-08-11,TAKE_PROFIT_DYN,2,32000,-2304.8567150399904,-0.58,40
26,600383.SH,,2021-07-26,2021-08-11,TAKE_PROFIT_DYN,1,3000,3973.132090799998,14.3,12
27,002562.SZ,,2021-06-16,2021-09-08,TAKE_PROFIT_DYN,3,137800,-67551.29640791984,-11.27,60
28,688289.SH,,2021-08-31,2021-10-26,TAKE_PROFIT_DYN,1,2800,-37185.17665967997,-18.68,33
29,002008.SZ,,2021-09-22,2021-10-26,TAKE_PROFIT_DYN,1,5000,12379.806756000005,6.3,19
30,600998.SH,,2021-10-28,2021-11-25,TAKE_PROFIT_DYN,1,12200,-3405.0003555600124,-1.98,20
31,601187.SH,,2021-10-28,2021-12-06,TAKE_PROFIT_DYN,1,27900,-5156.886500639957,-2.58,27
32,605266.SH,,2021-12-07,2021-12-27,TAKE_PROFIT_DYN,1,2600,14017.690496160038,7.41,14
33,002690.SZ,,2021-08-18,2022-01-12,TAKE_PROFIT_DYN,4,17900,-45763.085046959925,-6.27,97
34,000821.SZ,,2022-01-21,2022-02-23,TAKE_PROFIT_DYN,1,17800,16349.733956880053,8.21,18
35,600486.SH,,2022-01-05,2022-02-25,TAKE_PROFIT_DYN,2,2200,1686.2547279600403,0.62,32
36,002352.SZ,,2022-03-02,2022-04-12,TAKE_PROFIT_DYN,2,5200,-17963.38782576,-6.15,27
37,300207.SZ,,2022-03-08,2022-05-11,TAKE_PROFIT_DYN,2,11000,893.7414287999854,0.32,41
38,603988.SH,,2021-12-06,2022-05-23,TAKE_PROFIT_DYN,5,35800,-70970.04694710992,-16.83,109
39,688778.SH,,2022-04-13,2022-05-23,TAKE_PROFIT_DYN,1,2600,16645.584505680046,8.56,25
40,300763.SZ,,2022-06-16,2022-06-20,TAKE_PROFIT_DYN,1,1300,45275.80200858004,24.36,2
41,300786.SZ,,2022-07-07,2022-07-25,TAKE_PROFIT_DYN,2,31600,62535.11835654004,15.71,12
42,300465.SZ,,2022-07-07,2022-08-05,TAKE_PROFIT_DYN,2,38100,18368.90957988007,6.01,21
43,688680.SH,,2022-07-06,2022-08-09,TAKE_PROFIT_DYN,1,1000,36911.00402640001,20.14,24
44,600998.SH,,2022-07-26,2022-08-19,TAKE_PROFIT_DYN,1,17400,1035.5917284000607,0.52,18
45,300238.SZ,,2022-08-30,2022-10-17,TAKE_PROFIT_DYN,3,37400,11051.330323059985,2.68,28
46,603197.SH,,2022-08-25,2022-11-03,TAKE_PROFIT_DYN,3,12300,5117.798425860121,0.87,44
47,688065.SH,,2022-08-25,2022-11-11,TAKE_PROFIT_DYN,1,2700,-15627.214954080002,-7.81,50
48,000858.SZ,,2022-10-26,2022-11-30,TAKE_PROFIT_DYN,2,1500,22644.497706480033,10.6,25
49,002428.SZ,,2022-11-29,2023-01-06,TAKE_PROFIT_DYN,3,45600,20069.398063080036,4.58,27
50,300811.SZ,,2022-12-14,2023-01-06,TAKE_PROFIT_DYN,1,2300,16645.096809900046,8.59,16
51,300358.SZ,,2022-11-29,2023-01-13,TAKE_PROFIT_DYN,2,25800,9149.83704846009,2.3,32
52,002138.SZ,,2023-02-24,2023-03-29,TAKE_PROFIT_DYN,1,7600,4156.321868640021,2.1,23
53,001330.SZ,,2023-02-09,2023-04-11,TAKE_PROFIT_DYN,3,47800,44312.21315496019,9.27,42
54,603712.SH,,2023-03-30,2023-04-18,TAKE_PROFIT_DYN,1,6400,20633.37624575998,10.44,12
55,002667.SZ,,2023-02-28,2023-05-17,TAKE_PROFIT_DYN,4,42000,-59989.00114241976,-7.53,52
56,688601.SH,,2023-04-24,2023-06-02,TAKE_PROFIT_DYN,1,1900,5323.149821519997,3.63,26
57,002743.SZ,,2023-06-07,2023-06-30,TAKE_PROFIT_DYN,1,36100,8303.37670350002,4.16,15
58,000039.SZ,,2023-04-20,2023-07-03,TAKE_PROFIT_DYN,3,70800,775.6199483399978,0.16,47
59,300967.SZ,,2023-05-29,2023-07-07,TAKE_PROFIT_DYN,2,26300,16889.04007506004,4.24,27
60,000999.SZ,,2023-07-06,2023-09-18,TAKE_PROFIT_DYN,4,13400,-61993.802797739976,-8.69,52
61,688166.SH,,2023-07-19,2023-09-18,TAKE_PROFIT_DYN,3,19500,-11853.636159359943,-2.96,43
62,603712.SH,,2023-08-09,2023-10-30,TAKE_PROFIT_DYN,2,1800,3082.672047020009,6.92,52
63,000056.SZ,,2023-09-20,2023-11-07,TAKE_PROFIT_DYN,1,63800,33.9015718800365,0.02,28
64,600072.SH,,2023-09-20,2023-11-14,TAKE_PROFIT_DYN,4,42400,-13136.048636039952,-1.65,33
65,603277.SH,,2023-11-22,2024-01-02,TAKE_PROFIT_DYN,2,14800,2479.493703060085,0.63,28
66,603606.SH,,2023-11-23,2024-02-08,TAKE_PROFIT_DYN,3,11000,28408.152453119983,6.58,54
67,605598.SH,,2024-01-08,2024-03-18,TAKE_PROFIT_DYN,1,100,-505.4180078999998,-20.62,44
68,002060.SZ,,2023-11-23,2024-04-22,TAKE_PROFIT_DYN,5,121700,-58788.561477679876,-9.79,98
69,603883.SH,,2024-03-21,2024-04-29,TAKE_PROFIT_DYN,2,13900,60295.84901802009,15.18,25
70,300037.SZ,,2024-04-23,2024-06-17,TAKE_PROFIT_DYN,1,6600,15479.801069040055,7.83,35
71,001229.SZ,,2024-05-29,2024-06-21,TAKE_PROFIT_DYN,2,15200,49262.223827520094,12.37,16
72,000970.SZ,,2024-06-25,2024-07-22,TAKE_PROFIT_DYN,1,26800,15983.895098159992,8.0,19
73,300601.SZ,,2024-03-26,2024-07-31,TAKE_PROFIT_DYN,2,16500,683.7110992800444,0.26,85
74,000960.SZ,,2024-07-24,2024-08-19,TAKE_PROFIT_DYN,2,29700,24699.290641740023,6.19,18
75,300521.SZ,,2024-08-06,2024-08-29,TAKE_PROFIT_DYN,2,37400,34657.11409643997,9.3,17
76,603096.SH,,2024-06-25,2024-09-25,TAKE_PROFIT_DYN,4,52100,15707.016598680057,1.97,64
77,300285.SZ,,2024-08-22,2024-09-25,TAKE_PROFIT_DYN,1,12700,2696.4337435200287,1.36,22
78,002226.SZ,,2024-08-30,2024-09-27,TAKE_PROFIT_DYN,1,51700,14364.046255680034,7.19,18
79,300784.SZ,,2024-12-24,2024-12-31,FINAL_SETTLE,2,6400,-13228.836128639989,-3.36,5
80,301558.SZ,,2024-12-24,2024-12-31,FINAL_SETTLE,2,42800,-25480.74209867994,-6.37,5
81,301141.SZ,,2024-12-26,2024-12-31,FINAL_SETTLE,1,5200,-8223.594247439993,-4.18,3
