feature_id,name,family,seg_mean,outside_mean,seg_minus_outside,seg_days
F01,ALL_A_EW_RET20,TREND,-0.15850771579096967,0.9004881522797221,-1.0589958680706917,53
F02,ALL_A_EW_RET60,TREND,5.413894342952648,2.5953350272352274,2.8185593157174202,53
F03,CSI300_RET20,TREND,-2.3706557850233123,0.11128697480481943,-2.4819427598281316,53
F04,CSI1000_RET20,TREND,-2.8854937633841398,0.5664406791655018,-3.4519344425496414,53
F05,ALL_A_DISTANCE_MA20,TREND,-0.2981976952298463,0.22401103912974363,-0.5222087343595899,53
F06,ALL_A_MA20_SLOPE,TREND,-0.03763051034071478,0.22196604542762124,-0.259596555768336,53
F07,BREADTH_MA20,BREADTH,0.4475475401942364,0.4622393454324304,-0.014691805238193967,53
F08,BREADTH_UP1D,BREADTH,0.4635492212145202,0.4673500278936806,-0.0038008066791603845,53
F09,BREADTH_NEWLOW20,BREADTH,0.13301424150280125,0.12936155462288002,0.0036526868799212353,53
F10,BREADTH_BELOW_BB,BREADTH,0.05433999146286882,0.047064465745637954,0.007275525717230863,53
F11,ALL_A_RV20,VOLATILITY,1.2027078601464545,1.2937636927965208,-0.09105583265006634,53
F12,ALL_A_RV60,VOLATILITY,1.098303723622946,1.3465100586171268,-0.24820633499418077,53
F13,CROSS_SECTION_RET_STD,VOLATILITY,0.027538266404382637,0.02754030349243758,-2.0370880549416825e-06,53
F14,DOWN_VOL_SHARE,VOLATILITY,0.040672182882130946,0.03918322149355281,0.0014889613885781389,53
F15,MARKET_AMOUNT_RATIO20,LIQUIDITY,0.9657862446193424,1.000586397838038,-0.03480015321869567,53
F16,MARKET_AMOUNT_Z60,LIQUIDITY,-0.6871734999932346,0.06599588616315057,-0.7531693861563852,53
F17,MEDIAN_STOCK_AMOUNT_RATIO20,LIQUIDITY,0.8322677336291662,0.8554745405331251,-0.023206806903958932,53
F18,LIMIT_DOWN_SHARE,STRESS,0.0028994560574691513,0.0034130830064292308,-0.0005136269489600795,53
F19,DROP5_SHARE,STRESS,0.040672182882130946,0.03918322149355281,0.0014889613885781389,53
F20,DROP7_SHARE,STRESS,0.01439658445772496,0.015120772704166702,-0.0007241882464417409,53
F21,CROSS_SECTION_P10_RET,STRESS,-0.028330263498390927,-0.026797238805010108,-0.001533024693380819,53
F22,N_OVERSOLD_SIGNALS,CROWDING,67.26415094339623,51.2952691680261,15.968881775370129,53
F23,OVERSOLD_SIGNAL_SHARE,CROWDING,0.01569327819817059,0.012665281816907478,0.003027996381263111,53
F24,N_OVERSOLD_Z60,CROWDING,0.3515886328362582,0.04954828592877292,0.30204034690748527,53
F25,MRH_20_REALIZED,MRH,10.77137168217589,11.950333852192788,-1.1789621700168986,53
F26,MRH_60_REALIZED,MRH,8.408148499952071,8.64700650435405,-0.2388580044019779,53
F27,MRH_WIN20_REALIZED,MRH,98.34777272404602,97.79079354559939,0.5569791784466389,53
