group,n,n_signal_days,mean_return,median_return,win_rate,profit_factor,mean_MAE,median_MAE,mean_MFE,median_MFE,mean_hold,median_hold,mean_days_underwater,mae20,mae30,hold60,hold90,slot_pos_per_1000_hold,slot_norm_pnl_per_1000_hold,censored
DEEP30,19253,1110,4.6546521562139045,4.947117516003977,74.84028463096661,1.6395471781842836,-10.645336576743201,-7.005985671063131,6.777790044419073,5.166056744358927,32.531034124552015,25.0,21.48750844024308,18.1737910974913,8.61164493845115,12.694125590817015,3.4332311847504284,23.00581172563546,1.430834365237998,0
MID40,25505,1058,4.93409656081267,5.314179147236751,76.40462654381494,1.763340423078363,-10.59291885950021,-6.815873202427825,6.747937485761696,5.200921527452151,31.64085473436581,25.0,21.0592824936287,18.03175847872966,8.649284454028622,12.279945108802195,3.199372672025093,24.147459727385378,1.5594068498578333,0
SHALLOW30,19027,1001,4.931776899112889,5.3554471864245095,76.55437010563936,1.7131179551161786,-10.874317360464278,-7.047178173938717,6.675074054917571,5.194344825681241,31.530824617648605,24.0,21.227571345982025,18.647185578388605,9.391916749881748,12.229988963052504,3.295317180848268,24.279215984345022,1.5641128828430475,0
