pop,hit,n,n_signal_days,mean_return,median_return,win_rate,profit_factor,mean_MAE,median_MAE,mean_MFE,median_MFE,mean_hold,median_hold,mean_days_underwater,mae20,mae30,hold60,hold90,slot_pos_per_1000_hold,slot_norm_pnl_per_1000_hold,censored
all,FIRST_HIT,62472,1098,4.763855284697715,5.1964628676750255,76.00845178640031,1.6893508542266449,-10.687893974518202,-6.923438404016036,6.620441902909712,5.132819074506534,31.84735561531566,25.0,21.30210334229735,18.209757971571264,8.839159943654758,12.392751952874887,3.3198873095146624,23.86648759931804,1.4958401388926421,0
all,REPEAT_HIT,1313,419,8.90289600982387,7.172342309384533,74.48591012947449,2.920118448388974,-10.920475754030802,-7.8533406891615805,12.19598231827383,9.261995489540432,33.27418126428027,27.0,18.223914699162226,20.563594821020565,9.824828636709825,12.261995430312261,2.284843869002285,22.385497493648288,2.6756168511292873,0
"[-2.5,-3.0)",FIRST_HIT,11489,849,4.989243140379242,5.32503707351535,76.01183740969623,1.7210384935566552,-10.452554949059387,-6.606803158527286,7.055974495416882,5.4985771142976425,32.32709548263556,25.0,20.836626338236574,18.24353729654452,8.808425450430848,12.907998955522674,3.533814953433719,23.51335196523481,1.543362639263154,0
"[-2.5,-3.0)",REPEAT_HIT,486,240,8.909135999256263,7.113935566059259,76.74897119341564,3.2562238989116112,-10.914768946229632,-7.888703770219779,11.806225507090264,8.757885887006777,33.724279835390945,27.0,18.967078189300413,20.781893004115226,10.493827160493826,11.522633744855968,2.4691358024691357,22.757779133618058,2.6417572273572563,0
"[-3.0,-3.5)",FIRST_HIT,2186,442,5.288999021626156,5.674590799561987,77.67612076852699,1.7541029963302897,-10.396464784579376,-6.73089850108482,7.746195326952848,6.189227329369851,34.14501372369625,26.0,20.805580969807867,18.98444647758463,8.462946020128088,14.95882891125343,3.293687099725526,22.74889135997642,1.548981372338899,0
"[-3.0,-3.5)",REPEAT_HIT,154,94,7.988907132121818,7.5654170113229595,75.97402597402598,1.8666850964683475,-10.250602345368078,-6.0637228504282765,12.145729392483565,8.997577111758726,35.14935064935065,25.5,18.454545454545453,22.07792207792208,9.740259740259742,16.233766233766232,2.5974025974025974,21.614631442822834,2.272846292899981,0
