deep_mae30,shallow_mae30,deep_hold90,shallow_hold90,deep_mae20,shallow_mae20,tail_tradeoff_flag
8.61164493845115,9.391916749881748,3.4332311847504284,3.295317180848268,18.1737910974913,18.647185578388605,False
