n_collision_days,depth3_ep_mean,amt3_ep_mean,depth3_win,amt3_win,depth3_slot_norm_pnl_per_1000,amt3_slot_norm_pnl_per_1000,depth3_mae30,amt3_mae30,depth3_hold90,amt3_hold90,depth3_n,amt3_n,day_delta_point,day_delta_hac_ci_lo,day_delta_hac_ci_hi,day_delta_boot_ci_lo,day_delta_boot_ci_hi
961,3.7086068412780526,3.6180039843844525,69.96184530003468,69.23343739160597,1.086333698096424,1.033828125258229,10.058966354491847,10.822060353798127,4.162330905306972,4.19701699618453,2883,2883,0.09060285689360019,-0.4661394950394228,0.6473452088266232,-0.54539588118107,0.7409664032116543
