reverse_id,HAC_t_lag10,HAC_t_lag20,HAC_t_lag40,raw_p
R01,-3.444353960286979,-3.17541352312114,-3.429052869968117,0.001496231108685242
R02,-1.7017366835657468,-1.4793881125905823,-1.471576845739463,0.13903661538303824
R03,-1.4038007146422358,-1.2235397226330194,-1.2029520075989595,0.2211259104956027
R04,-3.047133630754942,-2.9039746745246906,-3.011607043537192,0.003684579632718732
R05,2.622199118578197,2.612723541579101,2.501250426346671,0.008982392880485301
R06,-2.553345714031425,-2.295881311527629,-2.161921675197834,0.021682668580007114
R07,-2.20554560158661,-1.9784708992196778,-2.0296992056703047,0.04787560835270077
