reverse_id,original_feature_id,family,name,expected_direction,col,n_validation_days,n_discovery_days,discovery_IC,validation_IC,HAC_t_lag10,HAC_t_lag20,HAC_t_lag40,raw_p,Q1_n,Q2_n,Q3_n,Q4_n,Q5_n,Q1_Y20,Q2_Y20,Q3_Y20,Q4_Y20,Q5_Y20,directional_spread,discovery_directional_spread,Q2_vs_Q4_ok,bootstrap_CI_lo,bootstrap_CI_hi,IC_2023,IC_2024,temporal_robust_ok,nonoverlap_dir_frac,nonoverlap_n_offsets,expanding_pit_spread,dir_ok,econ_ok,boot_ok,disc_ic_reference,disc_sp_reference,BH_q_m7,stat_ok,VALIDATION_PASS,PASS_STRENGTH,IC_ratio_V_D,spread_ratio_V_D,replication
R01,F02,TREND,ALL_A_EW_RET60,NEGATIVE,ret60_ea,425,616,-0.4408987462709248,-0.4169761298088196,-3.444353960286979,-3.17541352312114,-3.429052869968117,0.001496231108685242,133,84,103,59,46,6.404870166356599,4.941564485660151,3.425353676229215,1.948920632202467,3.656199680761225,2.7486704855953734,3.7681974716403035,True,0.1818716244276624,5.978274058416288,-0.4038754000620428,-0.22140578949493323,True,1.0,20,2.5541142430179904,True,True,True,-0.4408987462709248,3.7681974716403035,0.010473617760796694,True,True,STRONG,0.9457412463418411,0.7294390769809821,REPLICATED
R02,F01,TREND,ALL_A_EW_RET20,NEGATIVE,ret20_ea,425,645,-0.331852053258108,-0.24056166075252852,-1.7017366835657468,-1.4793881125905823,-1.471576845739463,0.13903661538303824,97,144,75,46,63,5.710157166147945,5.12181980737091,3.5394438127237042,3.407856337134722,3.004366751543085,2.7057904146048597,2.6809086896538306,True,-0.6557061317194567,6.450920229102344,-0.5121305976974764,-0.013011131950128279,True,1.0,20,2.481080530017989,True,True,False,-0.331852053258108,2.6809086896538306,0.16220938461354462,False,False,,0.7249063502567042,1.009281078854738,REPLICATED
R03,F06,TREND,ALL_A_MA20_SLOPE,NEGATIVE,ma20_slope,425,644,-0.33059989590000116,-0.207358177924372,-1.4038007146422358,-1.2235397226330194,-1.2029520075989595,0.2211259104956027,102,150,74,25,74,5.608225651721736,5.049225555893483,3.6017000993391646,2.863645033923508,3.180841853089538,2.427383798632198,2.52009388068502,True,-1.0432311077085548,6.190194315070532,-0.4662830759124264,0.028826355525051472,True,1.0,20,2.076918196101566,True,True,False,-0.33059989590000116,2.52009388068502,0.2211259104956027,False,False,,0.6272179165691361,0.9632116554214951,REPLICATED
R04,F08,BREADTH,BREADTH_UP1D,NEGATIVE,up1d,425,646,-0.08877480015708561,-0.15314041335684983,-3.047133630754942,-2.9039746745246906,-3.011607043537192,0.003684579632718732,111,79,69,66,100,5.226038017616797,4.8345587441798425,4.001291836154816,3.665865463175808,4.228654621774939,0.9973833958418581,0.9284573947022103,True,-0.052259114801140184,1.9866264951831043,-0.18512630410990732,-0.1027778962972043,True,0.8,20,1.0614720848629,True,False,False,-0.08877480015708561,0.9284573947022103,0.012896028714515562,True,False,,1.7250437408574313,1.0742371179689454,REPLICATED
R05,F18,STRESS,LIMIT_DOWN_SHARE,POSITIVE,limit_down,425,646,0.19234061298070124,0.16404531063691632,2.622199118578197,2.612723541579101,2.501250426346671,0.008982392880485301,181,83,72,56,33,3.8811979314262177,4.025726331226832,5.667180134694558,4.3996378704082,6.420402383836712,2.539204452410494,1.2495792098587,True,0.3012234433763037,4.63109058094091,0.18560215568819777,0.038277160867977056,True,0.9,20,2.521890599623822,True,True,True,0.19234061298070124,1.2495792098587,0.02095891672113237,True,True,STRONG,0.8528896112719369,2.0320476144106325,REPLICATED
R06,F21,STRESS,CROSS_SECTION_P10_RET,NEGATIVE,p10_ret,425,646,-0.11797255072257197,-0.13875394270605815,-2.553345714031425,-2.295881311527629,-2.161921675197834,0.021682668580007114,54,69,82,112,108,4.989930237603504,5.175692828914854,4.814500677993773,3.813921736057329,4.207358815998398,0.7825714216051063,0.8228865013182833,True,-0.7325462368931925,2.069273701359264,-0.21229354866427294,-0.002268231183407412,True,0.8,20,1.2515222906585768,True,False,False,-0.11797255072257197,0.8228865013182833,0.03794467001501245,True,False,,1.1761544686132654,0.9510077274951146,REPLICATED
R07,F07,BREADTH,BREADTH_MA20,NEGATIVE,breadth_ma20,425,646,-0.28495921221456555,-0.2865836081974645,-2.20554560158661,-1.9784708992196778,-2.0296992056703047,0.04787560835270077,116,103,73,54,79,5.445333716432996,5.48948619161617,4.628111780246942,3.156001621786014,2.500886630509959,2.9444470859230374,1.9330786911373163,True,0.059166345984070993,5.8274460128993,-0.5939976117558936,-0.046577650215261744,True,1.0,20,2.9416023679335663,True,True,True,-0.28495921221456555,1.9330786911373163,0.06702585169378109,False,False,,1.0057004508479475,1.523190493704469,REPLICATED
