reverse_id,expanding_pit_spread,validation_spread_fixed
R01,2.5541142430179904,2.7486704855953734
R02,2.481080530017989,2.7057904146048597
R03,2.076918196101566,2.427383798632198
R04,1.0614720848629,0.9973833958418581
R05,2.521890599623822,2.539204452410494
R06,1.2515222906585768,0.7825714216051063
R07,2.9416023679335663,2.9444470859230374
