reverse_id,IC_2023,IC_2024,validation_IC
R01,-0.4038754000620428,-0.22140578949493323,-0.4169761298088196
R02,-0.5121305976974764,-0.013011131950128279,-0.24056166075252852
R03,-0.4662830759124264,0.028826355525051472,-0.207358177924372
R04,-0.18512630410990732,-0.1027778962972043,-0.15314041335684983
R05,0.18560215568819777,0.038277160867977056,0.16404531063691632
R06,-0.21229354866427294,-0.002268231183407412,-0.13875394270605815
R07,-0.5939976117558936,-0.046577650215261744,-0.2865836081974645
