reverse_id,bootstrap_CI_lo,bootstrap_CI_hi,block_L,B
R01,0.1818716244276624,5.978274058416288,21,5000
R02,-0.6557061317194567,6.450920229102344,21,5000
R03,-1.0432311077085548,6.190194315070532,21,5000
R04,-0.052259114801140184,1.9866264951831043,21,5000
R05,0.3012234433763037,4.63109058094091,21,5000
R06,-0.7325462368931925,2.069273701359264,21,5000
R07,0.059166345984070993,5.8274460128993,21,5000
