episode_id,ts_code,entry_date,exit_date,exit_type,hold_days,total_cost,pnl,simple_return_pct,adj_ret_pct,delta_pp,factor_ratio,crossed,adj_pnl
37792,002110.SZ,2023-03-21,2023-07-24,TAKE_PROFIT_DYN,83,999301.79493144,-83973.96300743998,-8.40326350191348,-7.356870755301315,1.0463927466121659,1.011423908608731,True,-73517.34150851223
16017,600459.SH,2021-09-17,2021-11-01,TAKE_PROFIT_DYN,24,198524.8780515,-14603.24966561998,-7.35587892507442,-7.355878925074421,-8.881784197001252e-16,1.0,False,-14603.249665619986
19520,603345.SH,2022-01-05,2022-04-14,TAKE_PROFIT_DYN,64,966140.0551202398,-71062.37980919983,-7.355287614108478,-7.355287614108475,3.552713678800501e-15,1.0,False,-71062.37980919979
29190,002402.SZ,2022-08-29,2022-11-04,TAKE_PROFIT_DYN,43,595881.0197940599,-43824.7941884998,-7.354621599400148,-7.354621599400146,1.7763568394002505e-15,1.0,False,-43824.79418849979
45988,601319.SH,2023-10-11,2024-01-24,TAKE_PROFIT_DYN,74,999013.43197656,-73444.5993045601,-7.351712895316041,-7.351712895316043,-1.7763568394002505e-15,1.0,False,-73444.59930456012
9455,600073.SH,2021-01-15,2021-03-24,TAKE_PROFIT_DYN,43,199659.30592608,-14678.076322080016,-7.351561327932438,-7.351561327932443,-5.329070518200751e-15,1.0,False,-14678.076322080027
62324,300637.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,798940.6055630998,-58725.117207899806,-7.35037333175848,-7.350373331758475,4.440892098500626e-15,1.0,False,-58725.11720789976
7621,600783.SH,2020-12-10,2021-04-08,TAKE_PROFIT_DYN,78,797889.2822901001,-58666.77372114023,-7.352746179614668,-7.349716907648263,0.0030292719664046786,1.0000326968349464,True,-58642.603484788866
18577,301046.SZ,2021-12-03,2022-02-23,TAKE_PROFIT_DYN,52,987920.46955602,-72604.61052713986,-7.349236377273264,-7.349236377273261,2.6645352591003757e-15,1.0,False,-72604.61052713984
57123,601566.SH,2024-06-06,2024-08-12,TAKE_PROFIT_DYN,46,399111.35097834,-29392.920697139984,-7.364591516901045,-7.349235036520351,0.015356480380694038,1.0001657733325966,True,-29331.631240829876
44951,601390.SH,2023-08-25,2024-01-03,TAKE_PROFIT_DYN,86,998658.98584452,-73389.62540051993,-7.348817408222458,-7.348817408222463,-5.329070518200751e-15,1.0,False,-73389.62540051999
11114,300795.SZ,2021-04-14,2021-06-10,TAKE_PROFIT_DYN,38,397330.1089758,-29193.516273599933,-7.347421102531651,-7.347421102531648,3.552713678800501e-15,1.0,False,-29193.51627359992
38291,000948.SZ,2023-04-07,2023-05-31,TAKE_PROFIT_DYN,35,397298.06864748,-29180.433029219977,-7.344720584360953,-7.344720584360953,0.0,1.0,False,-29180.433029219974
49225,605007.SH,2023-12-11,2024-03-14,TAKE_PROFIT_DYN,61,996335.06078106,-73177.97778522002,-7.344715715198598,-7.344715715198602,-3.552713678800501e-15,1.0,False,-73177.97778522005
51265,600883.SH,2024-01-18,2024-03-18,TAKE_PROFIT_DYN,36,998518.80940812,-73323.31878035993,-7.343208569483325,-7.343208569483329,-3.552713678800501e-15,1.0,False,-73323.31878035997
22507,000555.SZ,2022-03-09,2022-06-06,TAKE_PROFIT_DYN,57,996332.05700028,-73134.04201739992,-7.340328106835107,-7.340328106835104,3.552713678800501e-15,1.0,False,-73134.0420173999
22368,002283.SZ,2022-03-08,2022-06-06,TAKE_PROFIT_DYN,58,998899.28830692,-73319.66493641981,-7.340045767846393,-7.340045767846393,0.0,1.0,False,-73319.66493641982
62504,688357.SH,2024-12-18,2024-12-31,FINAL_SETTLE,9,597891.55039614,-46227.769752779976,-7.731798471169434,-7.340045213281654,0.39175325788778004,1.004245810055866,True,-43885.51012546734
49794,300830.SZ,2023-12-21,2024-03-20,TAKE_PROFIT_DYN,57,999110.55422178,-73319.11386030016,-7.3384385291985375,-7.338438529198532,5.329070518200751e-15,1.0,False,-73319.1138603001
55832,000757.SZ,2024-04-18,2024-07-23,TAKE_PROFIT_DYN,64,599943.1326688799,-44018.86046183994,-7.337172152637137,-7.337172152637139,-1.7763568394002505e-15,1.0,False,-44018.86046183995
13243,600754.SH,2021-06-21,2021-09-03,TAKE_PROFIT_DYN,54,988316.96861898,-72500.2434775799,-7.335727886862833,-7.335727886862831,2.6645352591003757e-15,1.0,False,-72500.24347757989
43265,600428.SH,2023-08-10,2023-11-13,TAKE_PROFIT_DYN,61,998775.13203468,-73238.24306699983,-7.332806025897011,-7.33280602589701,1.7763568394002505e-15,1.0,False,-73238.24306699983
44595,000799.SZ,2023-08-24,2023-12-28,TAKE_PROFIT_DYN,84,980816.52801132,-71918.3160313199,-7.332494302185115,-7.332494302185111,3.552713678800501e-15,1.0,False,-71918.31603131988
13686,002626.SZ,2021-07-06,2021-09-24,TAKE_PROFIT_DYN,56,789890.2140729598,-57897.33867395972,-7.329795665579915,-7.329795665579919,-4.440892098500626e-15,1.0,False,-57897.338673959755
7670,603095.SH,2020-12-10,2021-03-25,TAKE_PROFIT_DYN,69,992634.4028601,-72756.87079049973,-7.329674508647263,-7.329674508647265,-2.6645352591003757e-15,1.0,False,-72756.87079049976
3717,603031.SH,2020-07-28,2020-11-17,TAKE_PROFIT_DYN,74,396934.6111730999,-29091.35440133995,-7.329004219451512,-7.329004219451507,5.329070518200751e-15,1.0,False,-29091.354401339926
22928,688071.SH,2022-03-09,2022-05-23,TAKE_PROFIT_DYN,48,795401.1505439999,-58266.91443221993,-7.325475251370878,-7.325475251370883,-5.329070518200751e-15,1.0,False,-58266.91443221997
43526,600313.SH,2023-08-14,2023-11-27,TAKE_PROFIT_DYN,69,997866.98897886,-73096.74891485996,-7.325299836770983,-7.3252998367709825,8.881784197001252e-16,1.0,False,-73096.74891485994
63467,300079.SZ,2024-12-25,2024-12-31,FINAL_SETTLE,4,199877.58066276,-14641.030514879969,-7.3249988649716515,-7.324998864971654,-2.6645352591003757e-15,1.0,False,-14641.030514879974
22280,000703.SZ,2022-03-02,2022-04-07,TAKE_PROFIT_DYN,24,798026.45494572,-58443.76178190007,-7.32353688523713,-7.323536885237125,4.440892098500626e-15,1.0,False,-58443.76178190003
15885,688156.SH,2021-09-13,2021-11-08,TAKE_PROFIT_DYN,33,596365.6297598999,-43668.85426541988,-7.322496818436905,-7.322496818436908,-2.6645352591003757e-15,1.0,False,-43668.8542654199
54409,000890.SZ,2024-04-16,2024-07-03,TAKE_PROFIT_DYN,52,599611.7155228199,-43899.07035689987,-7.321249605442236,-7.321249605442237,-8.881784197001252e-16,1.0,False,-43899.07035689988
53395,002555.SZ,2024-03-27,2024-07-31,TAKE_PROFIT_DYN,84,996623.4237359398,-105907.16895857987,-10.626598415836602,-7.318240930848097,3.3083574849885053,1.03701724927492,True,-72935.30332226321
45998,603281.SH,2023-10-11,2024-01-16,TAKE_PROFIT_DYN,68,992890.72548666,-72660.48439913988,-7.318074641449162,-7.318074641449157,5.329070518200751e-15,1.0,False,-72660.48439913984
26618,301026.SZ,2022-07-08,2022-10-27,TAKE_PROFIT_DYN,73,992380.08275406,-72622.27963565988,-7.317990445164724,-7.317990445164724,0.0,1.0,False,-72622.2796356599
54685,300485.SZ,2024-04-16,2024-07-31,TAKE_PROFIT_DYN,72,399378.68746775994,-30263.19460559991,-7.577568747466758,-7.317162742528893,0.2604060049378649,1.0028175628081708,True,-29223.18852099184
9389,300173.SZ,2021-01-14,2021-04-26,TAKE_PROFIT_DYN,66,399747.15124344,-29237.92982496001,-7.3141058626718145,-7.314105862671816,-1.7763568394002505e-15,1.0,False,-29237.929824960018
42688,603067.SH,2023-07-28,2024-01-02,TAKE_PROFIT_DYN,105,997556.59829826,-72958.05564497993,-7.313675812424046,-7.313675812424048,-1.7763568394002505e-15,1.0,False,-72958.05564497996
49028,300920.SZ,2023-12-11,2024-03-19,TAKE_PROFIT_DYN,64,997577.62476372,-72941.14896155987,-7.311826884533046,-7.311826884533046,0.0,1.0,False,-72941.14896155985
46068,600648.SH,2023-10-12,2024-01-24,TAKE_PROFIT_DYN,73,996364.0973285998,-72851.64062219963,-7.311748869467066,-7.311748869467061,5.329070518200751e-15,1.0,False,-72851.64062219957
39615,000721.SZ,2023-04-26,2023-06-07,TAKE_PROFIT_DYN,27,398121.10458119994,-29104.50408767996,-7.31046502000847,-7.310465020008472,-1.7763568394002505e-15,1.0,False,-29104.50408767997
35992,000707.SZ,2023-03-08,2023-06-19,TAKE_PROFIT_DYN,69,997010.91145656,-72883.00161935983,-7.310150850092814,-7.310150850092811,2.6645352591003757e-15,1.0,False,-72883.00161935981
62397,600187.SH,2024-12-18,2024-12-31,FINAL_SETTLE,9,599601.70292022,-43829.163308699965,-7.309712946984684,-7.309712946984681,2.6645352591003757e-15,1.0,False,-43829.16330869994
36016,002009.SZ,2023-03-08,2023-06-05,TAKE_PROFIT_DYN,59,995673.2277492,-72632.85588539997,-7.294848737631766,-7.308601170692497,-0.013752433060730596,0.9998516540572615,True,-72769.7851795498
40054,605136.SH,2023-05-05,2023-07-20,TAKE_PROFIT_DYN,52,597991.6764221399,-43702.50587669981,-7.308213073830301,-7.308213073830306,-4.440892098500626e-15,1.0,False,-43702.50587669984
63470,300238.SZ,2024-12-25,2024-12-31,FINAL_SETTLE,4,199681.33365179997,-14591.524895640005,-7.307405569057542,-7.307405569057545,-3.552713678800501e-15,1.0,False,-14591.524895640008
2117,300234.SZ,2020-04-22,2020-06-22,TAKE_PROFIT_DYN,40,599124.1017762,-43762.35937625996,-7.304389732698016,-7.304389732698013,2.6645352591003757e-15,1.0,False,-43762.35937625995
62037,688232.SH,2024-11-25,2024-12-31,FINAL_SETTLE,26,199803.48740352,-14593.889756160002,-7.304121637620074,-7.304121637620076,-1.7763568394002505e-15,1.0,False,-14593.889756160008
53457,000733.SZ,2024-03-28,2024-08-07,TAKE_PROFIT_DYN,88,993324.27117924,-96961.96666331997,-9.761360864384203,-7.303232977096574,2.4581278872876293,1.0272403031654036,True,-72544.78574226645
24210,300288.SZ,2022-04-11,2022-06-06,TAKE_PROFIT_DYN,36,598822.72243794,-44864.80199081986,-7.492167599814067,-7.302912623545277,0.1892549762687903,1.0020458265139116,True,-43731.50018957782
35609,002501.SZ,2023-02-27,2023-05-22,TAKE_PROFIT_DYN,56,999732.3368432398,-73006.30876499985,-7.302585509589993,-7.302585509589998,-5.329070518200751e-15,1.0,False,-73006.3087649999
57359,300224.SZ,2024-06-07,2024-09-24,TAKE_PROFIT_DYN,74,997388.3865745796,-72817.79466257954,-7.300846454876442,-7.300846454876442,0.0,1.0,False,-72817.79466257954
56141,603369.SH,2024-05-24,2024-07-17,TAKE_PROFIT_DYN,37,195762.40099416,-17804.02422743998,-9.0947108009628,-7.296224863571766,1.7984859373910336,1.0197841726618706,True,-14283.264974860964
5104,002982.SZ,2020-09-11,2020-12-03,TAKE_PROFIT_DYN,53,587225.12484636,-42841.52953019983,-7.295588645225079,-7.295588645225082,-2.6645352591003757e-15,1.0,False,-42841.52953019985
51335,000565.SZ,2024-01-19,2024-03-19,TAKE_PROFIT_DYN,36,999105.54792048,-72888.85699523997,-7.295411095149006,-7.2954110951490065,-8.881784197001252e-16,1.0,False,-72888.85699523997
47958,300275.SZ,2023-12-01,2024-03-20,TAKE_PROFIT_DYN,71,997407.4105195198,-72756.95934671978,-7.294607858269556,-7.294607858269552,3.552713678800501e-15,1.0,False,-72756.95934671974
62245,002423.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,198970.43886719996,-14513.514752879944,-7.29430705159513,-7.294307051595128,1.7763568394002505e-15,1.0,False,-14513.51475287994
37830,300903.SZ,2023-03-21,2023-05-26,TAKE_PROFIT_DYN,44,997676.7495294596,-72770.60150945978,-7.294005953710059,-7.294005953710059,0.0,1.0,False,-72770.60150945977
1167,600568.SH,2020-03-17,2020-06-23,TAKE_PROFIT_DYN,66,999935.59267602,-72882.30546449986,-7.288699992111772,-7.288699992111769,2.6645352591003757e-15,1.0,False,-72882.30546449985
61497,603998.SH,2024-11-15,2024-12-31,FINAL_SETTLE,32,599108.0816120399,-43658.97200675984,-7.2873281711181725,-7.287328171118168,4.440892098500626e-15,1.0,False,-43658.97200675981
17279,600381.SH,2021-10-08,2021-11-23,TAKE_PROFIT_DYN,32,598615.4615641199,-43612.90601777984,-7.285629726940873,-7.285629726940868,5.329070518200751e-15,1.0,False,-43612.9060177798
7275,603917.SH,2020-12-08,2021-02-24,TAKE_PROFIT_DYN,50,997003.90263474,-72720.34516097978,-7.293887713859977,-7.280965200299039,0.01292251356093832,1.000139392249791,True,-72591.50719645873
62311,300480.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,398745.89098344,-29027.46070224,-7.279688984543172,-7.279688984543176,-4.440892098500626e-15,1.0,False,-29027.46070224002
52240,600421.SH,2024-01-23,2024-03-15,TAKE_PROFIT_DYN,32,798332.8405852799,-58094.39269259991,-7.276963910191808,-7.276963910191814,-5.329070518200751e-15,1.0,False,-58094.392692599955
62295,300334.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,599213.21393934,-43578.43155269988,-7.272608570529863,-7.27260857052986,3.552713678800501e-15,1.0,False,-43578.43155269986
63386,688280.SH,2024-12-24,2024-12-31,FINAL_SETTLE,5,199907.61847056,-14537.30406084002,-7.27201102792433,-7.27201102792433,0.0,1.0,False,-14537.30406084002
29089,300473.SZ,2022-08-26,2023-01-30,TAKE_PROFIT_DYN,99,995466.9681356398,-72362.74083119968,-7.269225714914904,-7.269225714914906,-2.6645352591003757e-15,1.0,False,-72362.74083119971
11625,600589.SH,2021-04-28,2021-06-09,TAKE_PROFIT_DYN,27,399734.13486005994,-29053.30194485997,-7.268156359734208,-7.2681563597342125,-4.440892098500626e-15,1.0,False,-29053.30194485998
61548,300758.SZ,2024-11-18,2024-12-31,FINAL_SETTLE,31,199891.59830639997,-14528.271581999958,-7.268075149276948,-7.268075149276942,5.329070518200751e-15,1.0,False,-14528.271581999947
62333,300721.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,797168.3749029,-57927.16952946002,-7.266616608632512,-7.266616608632514,-1.7763568394002505e-15,1.0,False,-57927.169529460036
3584,603811.SH,2020-07-20,2020-11-30,TAKE_PROFIT_DYN,89,596768.13638442,-43343.009770139935,-7.262956436102293,-7.2629564361022965,-3.552713678800501e-15,1.0,False,-43343.00977013996
28850,300930.SZ,2022-08-25,2023-01-09,TAKE_PROFIT_DYN,90,994024.1521009798,-72181.06974917976,-7.26150059801033,-7.261500598010329,8.881784197001252e-16,1.0,False,-72181.06974917975
54534,002696.SZ,2024-04-16,2024-08-01,TAKE_PROFIT_DYN,73,999431.9587652398,-72553.43421611981,-7.259467098266182,-7.259467098266182,0.0,1.0,False,-72553.43421611981
21362,300882.SZ,2022-01-26,2022-05-26,TAKE_PROFIT_DYN,76,995742.31470714,-72271.9163602799,-7.258094317457621,-7.258094317457619,1.7763568394002505e-15,1.0,False,-72271.9163602799
58097,600315.SH,2024-06-21,2024-09-25,TAKE_PROFIT_DYN,66,995803.391583,-84481.45103771996,-8.483748072340086,-7.25722478861881,1.226523283721276,1.0134022455890217,True,-72267.69057986831
3936,000058.SZ,2020-08-26,2020-10-09,TAKE_PROFIT_DYN,26,399141.38878614,-28966.41068976,-7.257180413650413,-7.25718041365041,3.552713678800501e-15,1.0,False,-28966.410689759985
7400,002035.SZ,2020-12-10,2021-09-01,TAKE_PROFIT_DYN,178,998480.76151824,-91573.86582863994,-9.171320005144343,-7.256803286582159,1.9145167185621847,1.021078328108155,True,-72457.7847177462
22762,600219.SH,2022-03-09,2022-05-23,TAKE_PROFIT_DYN,48,999055.48490748,-72473.13157067983,-7.25416482522904,-7.2541648252290365,3.552713678800501e-15,1.0,False,-72473.13157067979
5,000687.SZ,2020-02-07,2020-06-03,TAKE_PROFIT_DYN,79,999410.93229978,-72493.33789961995,-7.253606655352764,-7.253606655352762,1.7763568394002505e-15,1.0,False,-72493.33789961993
55843,002094.SZ,2024-04-18,2024-07-08,TAKE_PROFIT_DYN,53,999446.97766914,-72495.58154453977,-7.253569540388259,-7.253569540388261,-1.7763568394002505e-15,1.0,False,-72495.5815445398
58321,600971.SH,2024-06-25,2024-09-25,TAKE_PROFIT_DYN,64,997007.90767578,-72273.60427914001,-7.249050255541492,-7.251946369628303,-0.002896114086810897,0.9999687753700119,True,-72302.47876560084
57868,002120.SZ,2024-06-14,2024-07-31,TAKE_PROFIT_DYN,33,199868.56932042,-14493.263706900005,-7.251397133715947,-7.251397133715942,4.440892098500626e-15,1.0,False,-14493.263706899997
44324,000876.SZ,2023-08-22,2023-11-24,TAKE_PROFIT_DYN,62,998537.83335306,-72401.99992938002,-7.250801873601152,-7.250801873601153,-8.881784197001252e-16,1.0,False,-72401.99992938004
4312,000910.SZ,2020-09-07,2020-12-03,TAKE_PROFIT_DYN,57,596439.7230191398,-43242.08141213993,-7.250033782668142,-7.250033782668142,0.0,1.0,False,-43242.08141213994
55842,002072.SZ,2024-04-18,2024-07-31,TAKE_PROFIT_DYN,70,599761.90456182,-43482.25864421995,-7.249920062193289,-7.2499200621932935,-4.440892098500626e-15,1.0,False,-43482.25864421998
28528,603025.SH,2022-08-04,2022-12-02,TAKE_PROFIT_DYN,80,399388.70007036,-28947.325057559938,-7.247907878330135,-7.24790787833014,-4.440892098500626e-15,1.0,False,-28947.325057559952
49596,603115.SH,2023-12-19,2024-03-18,TAKE_PROFIT_DYN,57,997801.90706196,-72292.9688355599,-7.245222556091063,-7.245222556091058,5.329070518200751e-15,1.0,False,-72292.96883555986
55203,002354.SZ,2024-04-17,2024-08-20,TAKE_PROFIT_DYN,85,599748.8881784399,-43443.28800107993,-7.243579580951969,-7.243579580951964,4.440892098500626e-15,1.0,False,-43443.288001079905
54321,300026.SZ,2024-04-15,2024-07-18,TAKE_PROFIT_DYN,64,799660.5116900399,-63899.17360595986,-7.990787674498565,-7.242851978184595,0.74793569631397,1.00812892184826,True,-57918.22718970311
4831,603106.SH,2020-09-10,2020-12-01,TAKE_PROFIT_DYN,52,599694.8201243998,-43434.11284919991,-7.242702686708216,-7.242702686708213,2.6645352591003757e-15,1.0,False,-43434.11284919989
62942,300291.SZ,2024-12-24,2024-12-31,FINAL_SETTLE,5,400036.51545858,-28973.45487365994,-7.242702541903294,-7.24270254190329,4.440892098500626e-15,1.0,False,-28973.454873659917
130,601689.SH,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,31,198032.25800358,-14342.105590020015,-7.242307760668336,-7.242307760668332,3.552713678800501e-15,1.0,False,-14342.105590020008
53439,000061.SZ,2024-03-28,2024-07-12,TAKE_PROFIT_DYN,70,998618.93543412,-91847.97451367998,-9.197499792426006,-7.2412225181069605,1.9562772743190457,1.0215443106725808,True,-72312.21922273551
56175,002762.SZ,2024-05-27,2024-08-09,TAKE_PROFIT_DYN,53,998954.3576212198,-72303.43196537986,-7.237911463498079,-7.239559951858643,-0.0016484883605647482,0.9999822288567822,True,-72319.8996116926
6949,300640.SZ,2020-11-18,2021-03-18,TAKE_PROFIT_DYN,80,998377.6317114598,-72100.58720021986,-7.221775098929459,-7.238193117846647,-0.016418018917187638,0.9998230401698815,True,-72264.50102865923
62520,688488.SH,2024-12-18,2024-12-31,FINAL_SETTLE,9,598852.76024574,-43343.756194859976,-7.237798516128374,-7.23779851612838,-5.329070518200751e-15,1.0,False,-43343.75619486001
55519,301356.SZ,2024-04-17,2024-09-09,TAKE_PROFIT_DYN,99,996822.67452768,-72144.2726135999,-7.2374229095243745,-7.237422909524371,3.552713678800501e-15,1.0,False,-72144.27261359987
24153,300075.SZ,2022-04-08,2022-06-08,TAKE_PROFIT_DYN,39,598541.3683048799,-44643.31233335985,-7.458684511614212,-7.234389906067795,0.224294605546417,1.0024237239806102,True,-43300.81633228829
47305,300582.SZ,2023-10-24,2024-04-30,TAKE_PROFIT_DYN,126,998954.3576212196,-72261.50585345982,-7.233714463745271,-7.233714463745267,3.552713678800501e-15,1.0,False,-72261.50585345978
3876,300573.SZ,2020-08-17,2020-10-12,TAKE_PROFIT_DYN,34,374671.589292,-27098.443958399992,-7.232585745187325,-7.232585745187325,0.0,1.0,False,-27098.443958399996
63458,002819.SZ,2024-12-25,2024-12-31,FINAL_SETTLE,4,198878.32292328,-14379.472697040008,-7.23028658210633,-7.230286582106327,2.6645352591003757e-15,1.0,False,-14379.472697040006
20333,600636.SH,2022-01-21,2022-04-06,TAKE_PROFIT_DYN,46,997481.5037787596,-72111.40607285965,-7.229347692130627,-7.229347692130627,0.0,1.0,False,-72111.40607285964
7980,300061.SZ,2020-12-14,2021-04-15,TAKE_PROFIT_DYN,81,799562.38818456,-57777.680059920065,-7.226162825280803,-7.227887855257464,-0.0017250299766606858,0.9999814060727766,True,-57791.472750798355
26522,301027.SZ,2022-07-07,2022-11-11,TAKE_PROFIT_DYN,85,996821.67326742,-72042.23838743998,-7.227194223345607,-7.227194223345612,-5.329070518200751e-15,1.0,False,-72042.23838744005
57173,605098.SH,2024-06-06,2024-08-06,TAKE_PROFIT_DYN,42,786226.6027816199,-56460.69870209985,-7.181224662501304,-7.226925684331686,-0.04570102183038216,0.999507631708518,True,-56820.01229347335
19178,688329.SH,2021-12-21,2022-02-25,TAKE_PROFIT_DYN,42,990281.4412491,-71559.2935585801,-7.226157189042963,-7.226157189042959,4.440892098500626e-15,1.0,False,-71559.29355858006
19237,000831.SZ,2021-12-27,2022-02-16,TAKE_PROFIT_DYN,31,196747.64108999996,-14210.877572999918,-7.2228960379247,-7.222896037924698,2.6645352591003757e-15,1.0,False,-14210.87757299991
61679,300347.SZ,2024-11-19,2024-12-31,FINAL_SETTLE,30,399621.99371093995,-28859.403594779957,-7.221675495582192,-7.221675495582192,0.0,1.0,False,-28859.40359477996
55353,300490.SZ,2024-04-17,2024-07-26,TAKE_PROFIT_DYN,68,798002.42469948,-57627.21782268002,-7.221433925389623,-7.22143392538962,2.6645352591003757e-15,1.0,False,-57627.21782268001
35647,002001.SZ,2023-02-28,2023-07-11,TAKE_PROFIT_DYN,89,994801.13006274,-100501.69293449994,-10.102691874521849,-7.221110592751989,2.8815812817698596,1.0320541442436493,True,-71835.689779777
19008,603306.SH,2021-12-20,2022-02-21,TAKE_PROFIT_DYN,39,199580.20636553995,-14407.41043961994,-7.218857371673487,-7.218857371673493,-5.329070518200751e-15,1.0,False,-14407.410439619951
47737,600776.SH,2023-11-23,2024-04-29,TAKE_PROFIT_DYN,103,997762.8579118198,-72014.34190301981,-7.217580944407563,-7.2175809444075645,-1.7763568394002505e-15,1.0,False,-72014.34190301983
42917,002203.SZ,2023-08-07,2023-11-27,TAKE_PROFIT_DYN,74,997472.49243642,-71979.52606217994,-7.2161915850293985,-7.216191585029397,1.7763568394002505e-15,1.0,False,-71979.52606217994
2100,002740.SZ,2020-04-20,2020-06-04,TAKE_PROFIT_DYN,30,599209.2088982998,-43235.85110597976,-7.215485086664934,-7.2154850866649305,3.552713678800501e-15,1.0,False,-43235.85110597974
9502,300424.SZ,2021-01-25,2021-03-30,TAKE_PROFIT_DYN,41,398337.37679736,-28726.122512880014,-7.211505669851667,-7.21150566985167,-2.6645352591003757e-15,1.0,False,-28726.12251288003
5505,000005.SZ,2020-09-23,2021-03-22,TAKE_PROFIT_DYN,116,999479.01799746,-72107.4513239999,-7.214503759015696,-7.210499033035244,0.004004725980451873,1.0000431611204628,True,-72067.42492809701
6028,000524.SZ,2020-10-19,2020-11-25,TAKE_PROFIT_DYN,27,199939.65879888,-14411.666984399984,-7.208008191559799,-7.2080081915598,-1.7763568394002505e-15,1.0,False,-14411.666984399986
58252,300812.SZ,2024-06-25,2024-08-30,TAKE_PROFIT_DYN,48,198119.3676462,-14297.324655239994,-7.216520436695539,-7.206428694302325,0.010091742393214531,1.0001087665869044,True,-14277.330959026072
8067,600273.SH,2020-12-14,2021-02-18,TAKE_PROFIT_DYN,42,598273.0305552,-43122.80930237984,-7.207881201390892,-7.202253684937576,0.0056275164533161615,1.0000606464916004,True,-43089.1413891496
28935,603192.SH,2022-08-25,2022-12-09,TAKE_PROFIT_DYN,70,595433.4564578398,-42884.346669839695,-7.202206427054566,-7.20220642705457,-3.552713678800501e-15,1.0,False,-42884.34666983972
40551,603016.SH,2023-06-02,2023-11-15,TAKE_PROFIT_DYN,110,994229.41045428,-83857.79511251999,-8.434451267560467,-7.201521975831026,1.232929291729441,1.0134649910233393,True,-71599.64948404023
32979,603922.SH,2022-12-12,2023-01-20,TAKE_PROFIT_DYN,28,597264.7614733799,-42999.53671817994,-7.1994096239840575,-7.199409623984055,2.6645352591003757e-15,1.0,False,-42999.536718179916
54394,000619.SZ,2024-04-16,2024-08-09,TAKE_PROFIT_DYN,79,998888.2744440596,-71913.91878197971,-7.199395630307509,-7.199395630307515,-5.329070518200751e-15,1.0,False,-71913.91878197977
16075,002799.SZ,2021-09-22,2021-11-23,TAKE_PROFIT_DYN,39,998562.86485956,-71887.72158557991,-7.199118264395938,-7.199118264395943,-4.440892098500626e-15,1.0,False,-71887.72158557996
6747,603776.SH,2020-11-03,2021-02-09,TAKE_PROFIT_DYN,69,996825.6783084598,-71659.11981959979,-7.188731327748305,-7.197933317503635,-0.009201989755330153,0.9999008526670633,True,-71750.84761639623
7955,002822.SZ,2020-12-14,2021-02-05,TAKE_PROFIT_DYN,38,998407.6695192598,-71759.46525929985,-7.187391228059428,-7.196445233402504,-0.0090540053430761,0.9999024485416057,True,-71849.8611430438
49408,600216.SH,2023-12-18,2024-04-30,TAKE_PROFIT_DYN,87,998484.76655928,-71841.82682951982,-7.195084916225869,-7.195084916225869,0.0,1.0,False,-71841.82682951984
36014,002006.SZ,2023-03-08,2023-05-22,TAKE_PROFIT_DYN,49,995152.5724139998,-71545.48351451987,-7.189398439775703,-7.189398439775707,-4.440892098500626e-15,1.0,False,-71545.48351451992
8591,603220.SH,2020-12-23,2021-04-07,TAKE_PROFIT_DYN,68,797007.1720010398,-56928.60143099981,-7.142796631060372,-7.188606795524577,-0.04581016446420527,0.9995066600888011,True,-57293.711727285
54371,000068.SZ,2024-04-16,2024-07-31,TAKE_PROFIT_DYN,72,999764.3771715598,-71851.67519507988,-7.186860908002737,-7.186860908002735,2.6645352591003757e-15,1.0,False,-71851.67519507985
57172,605060.SH,2024-06-06,2024-08-12,TAKE_PROFIT_DYN,46,598051.7520377398,-56813.59789181978,-9.499779525474006,-7.181462682198669,2.318316843275337,1.0256166982922201,True,-42948.8633928256
321,300513.SZ,2020-03-13,2020-06-01,TAKE_PROFIT_DYN,52,598494.3090726599,-42975.92129490001,-7.18067334031785,-7.180673340317845,5.329070518200751e-15,1.0,False,-42975.92129489998
62249,002549.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,598607.4514820399,-42982.651502999826,-7.180440436647227,-7.1804404366472285,-1.7763568394002505e-15,1.0,False,-42982.65150299983
44138,002139.SZ,2023-08-21,2024-03-25,TAKE_PROFIT_DYN,142,998375.6291909398,-71682.77742317994,-7.179940628285365,-7.1799406282853635,1.7763568394002505e-15,1.0,False,-71682.77742317991
62255,002777.SZ,2024-12-18,2024-12-31,FINAL_SETTLE,9,398164.15877238,-28585.482197579982,-7.179320782090172,-7.179320782090171,8.881784197001252e-16,1.0,False,-28585.48219757998
63389,688310.SH,2024-12-24,2024-12-31,FINAL_SETTLE,5,199771.44707519995,-14338.243497599937,-7.177323740465569,-7.177323740465569,0.0,1.0,False,-14338.243497599937
41884,300133.SZ,2023-06-29,2023-10-31,TAKE_PROFIT_DYN,82,999385.90079328,-71728.7484513598,-7.177282408569489,-7.177282408569486,3.552713678800501e-15,1.0,False,-71728.74845135977
