episode,stock_name,ts_code,entry_date,recorded_exit,first_numeric_trigger_current_data,delta_trading_days,classification,data_basis
300014.SZ|2023-02-21,,300014.SZ,2023-02-21,2023-11-06,2023-11-06,0.0,MATCH,CURRENT_DATA_CALCULATION
002714.SZ|2020-05-12,,002714.SZ,2020-05-12,2020-07-06,2020-06-18,10.0,EARLIER_TRIGGER_CONFIRMED,CURRENT_DATA_CALCULATION
000628.SZ|2024-04-01,,000628.SZ,2024-04-01,2024-05-21,2024-05-21,0.0,MATCH,CURRENT_DATA_CALCULATION
688525.SH|2026-07-16,,688525.SH,2026-07-16,2026-08-25,,,NO_TRIGGER_FINAL_SETTLE,CURRENT_DATA_CALCULATION
300750.SZ|2021-12-21,,300750.SZ,2021-12-21,2022-06-02,2022-06-02,0.0,MATCH,CURRENT_DATA_CALCULATION
002475.SZ|2021-01-29,,002475.SZ,2021-01-29,2021-04-19,2021-04-19,0.0,MATCH,CURRENT_DATA_CALCULATION
600487.SH|2026-07-07,,600487.SH,2026-07-07,2026-08-18,2026-08-18,0.0,MATCH,CURRENT_DATA_CALCULATION
002594.SZ|2023-08-15,,002594.SZ,2023-08-15,2024-03-12,2024-03-12,0.0,MATCH,CURRENT_DATA_CALCULATION
000858.SZ|2021-07-09,,000858.SZ,2021-07-09,2021-09-27,2021-09-27,0.0,MATCH,CURRENT_DATA_CALCULATION
300274.SZ|2026-07-02,,300274.SZ,2026-07-02,2026-08-11,2026-08-11,0.0,MATCH,CURRENT_DATA_CALCULATION
300418.SZ|2023-06-27,,300418.SZ,2023-06-27,2023-08-14,2023-08-14,0.0,MATCH,CURRENT_DATA_CALCULATION
601138.SH|2024-07-19,,601138.SH,2024-07-19,2024-09-24,2024-09-24,0.0,MATCH,CURRENT_DATA_CALCULATION
000063.SZ|2025-03-04,,000063.SZ,2025-03-04,2025-05-07,2025-05-07,0.0,MATCH,CURRENT_DATA_CALCULATION
600745.SH|2020-09-09,,600745.SH,2020-09-09,2020-12-07,2020-12-07,0.0,MATCH,CURRENT_DATA_CALCULATION
000858.SZ|2022-03-04,,000858.SZ,2022-03-04,2022-05-30,2022-05-30,0.0,MATCH,CURRENT_DATA_CALCULATION
300059.SZ|2021-02-26,,300059.SZ,2021-02-26,2021-04-02,2021-04-02,0.0,MATCH,CURRENT_DATA_CALCULATION
002594.SZ|2022-07-13,,002594.SZ,2022-07-13,2022-11-04,2022-11-04,0.0,MATCH,CURRENT_DATA_CALCULATION
601318.SH|2023-11-10,,601318.SH,2023-11-10,2024-01-25,2024-01-25,0.0,MATCH,CURRENT_DATA_CALCULATION
300750.SZ|2020-03-02,,300750.SZ,2020-03-02,2020-04-15,2020-04-15,0.0,MATCH,CURRENT_DATA_CALCULATION
600519.SH|2023-10-16,,600519.SH,2023-10-16,2024-02-06,2023-12-29,26.0,EARLIER_TRIGGER_CONFIRMED,CURRENT_DATA_CALCULATION
