episode,stock_name,ts_code,date,prior19_count,S,T,pstar_adjusted_exact,adj_factor_today,pstar_raw_exact,tick_rule,executable_pstar_raw,open_raw,high_raw,low_raw,close_raw,gap_high_minus_pstar,high_ge_pstar,t1_legal,limit_constraint,legal_exit_trigger,recorded_exit_date,before_recorded_exit
300014.SZ|2023-02-21,,300014.SZ,2023-02-22,19,28554.67557,43013815.559704125,1675.671555386749,17.8294,93.98362005377349,ceil_0.01,93.99,74.42,74.76,73.08,73.57,-19.23,False,False,60.02,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-02-23,19,28373.172277999995,42504713.1266515,1693.9791148942606,17.8294,95.01043865156767,ceil_0.01,95.02,74.0,75.1,73.68,74.44,-19.92,False,False,58.86,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-02-24,19,28187.211635999996,41976510.200378165,1702.3226032191276,17.8294,95.4784010241022,ceil_0.01,95.48,74.35,74.35,72.6,72.78,-21.13,False,False,59.55,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-02-27,19,27921.731869999996,41217045.00476794,1704.546207780281,17.8294,95.60311663770408,ceil_0.01,95.61,72.55,73.23,72.12,72.32,-22.38,False,False,58.22,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-02-28,19,27641.275407999998,40415135.59673057,1701.147328662777,17.8294,95.41248323907574,ceil_0.01,95.42,72.48,72.87,71.18,72.7,-22.55,False,False,57.86,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-01,19,27331.935318000003,39517512.67707543,1683.2791217362178,17.8294,94.41030666967019,ceil_0.01,94.42,72.5,73.2,71.9,72.67,-21.22,False,False,58.16,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-02,19,27019.385936000002,38609908.53482589,1658.4030243384907,17.8294,93.01507758749541,ceil_0.01,93.02,72.56,72.72,70.75,70.85,-20.3,False,False,58.14,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-03,19,26706.836554,37722588.53991957,1639.7071807290085,17.8294,91.9664812460884,ceil_0.01,91.97,70.89,72.1,70.64,71.79,-19.87,False,False,56.68,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-06,19,26439.395554,36966429.53329843,1620.400094330724,17.8294,90.88360204666023,ceil_0.01,90.89,71.79,72.62,70.15,72.5,-18.27,False,False,57.43,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-07,19,26216.706348,36341128.886058345,1603.2826523100862,17.8294,89.92353373136989,ceil_0.01,89.93,72.0,72.66,71.21,71.29,-17.27,False,False,58.0,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-08,19,25982.606325999997,35691216.68887819,1586.3805389865706,17.8294,88.9755425862099,ceil_0.01,88.98,71.14,71.6,69.65,70.62,-17.38,False,False,57.03,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-09,19,25723.36685,34971188.39453762,1562.5432525171127,17.8294,87.63857743486112,ceil_0.01,87.64,70.74,70.8,68.9,69.05,-16.84,False,False,56.5,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-10,19,25455.03438,34238487.10158197,1541.1709943196581,17.8294,86.43986866185391,ceil_0.01,86.44,68.6,70.47,67.99,68.74,-15.97,False,False,55.24,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-13,19,25180.461619999995,33490068.019916996,1513.9078286111103,17.8294,84.91075575235904,ceil_0.01,84.92,68.18,68.84,66.79,67.28,-16.08,False,False,54.99,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-14,19,24880.392818,32680124.450249426,1482.0790502920815,17.8294,83.12557070300075,ceil_0.01,83.13,67.5,67.65,64.55,65.8,-15.48,False,False,53.82,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-15,19,24576.758135999997,31875497.485514782,1453.2351401984733,17.8294,81.50779836665694,ceil_0.01,81.51,66.33,67.69,65.6,65.61,-13.82,False,False,52.64,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-16,19,24285.782327999998,31110071.16805654,1420.958942643273,17.8294,79.6975188533138,ceil_0.01,79.7,64.49,65.59,63.51,63.7,-14.11,False,False,52.49,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-17,19,23998.728988,30375639.772358418,1400.5620071472522,17.8294,78.55351313825773,ceil_0.01,78.56,64.48,64.48,62.0,62.0,-14.08,False,False,50.96,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-20,19,23761.954556,29796105.929529797,1404.2148067209218,17.8294,78.75838820829203,ceil_0.01,78.76,62.14,65.5,61.38,64.2,-13.26,False,False,49.6,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-21,19,23568.862154,29316775.791106775,1395.6838780834194,17.8294,78.27991284526789,ceil_0.01,78.28,64.25,67.13,63.7,66.61,-11.15,False,False,51.36,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-22,19,23444.76953,29006627.957392927,1386.137701806164,17.8294,77.74449514880837,ceil_0.01,77.75,67.0,68.9,66.46,67.75,-8.85,False,False,53.29,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-23,19,23325.490844,28704237.11919422,1370.960565746556,17.8294,76.89325303972967,ceil_0.01,76.9,67.0,68.77,66.7,67.65,-8.13,False,False,54.2,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-24,19,23234.026022000002,28475229.085517,1360.9569192620327,17.8294,76.33217714909266,ceil_0.01,76.34,67.59,68.77,66.66,68.13,-7.57,False,False,54.12,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-27,19,23159.320836000003,28288156.898569956,1351.8728278196518,17.8294,75.82267646806127,ceil_0.01,75.83,67.87,69.29,67.78,68.38,-6.54,False,False,54.5,False,2023-11-06,True
300014.SZ|2023-02-21,,300014.SZ,2023-03-28,19,23082.297828000002,28094415.399992686,1340.5363617122457,17.8294,75.18684654067135,ceil_0.01,75.19,68.2,69.06,67.7,67.8,-6.13,False,False,54.7,False,2023-11-06,True
