date,B20_COUNT,DAY_MEAN_RETURN,DAY_WIN_RATE,DAY_MEAN_MAE,DAY_MAE20_RATE,DAY_MAE30_RATE,DAY_MEAN_HOLD,DAY_HOLD90_RATE,universe_size,BREADTH_PCT,MKT_RET,MKT_RET5,MKT_RET20,day_idx,Q,FWD_5,FWD_10,FWD_20,FWD_40
2020-02-06,24,12.544306307314594,0.8333333333333334,-7.425305484058189,0.0833333333333333,0.0416666666666666,33.833333333333336,0.0,3525,0.0068085106382978,0.0262656027782573,-0.0143223481628799,-0.0013125514132215,19,Q4,0.033568383114746636,0.1028667672227852,0.14577991220081254,0.03227708016219699
2020-02-07,2,8.251701621389001,0.5,-10.317276753753443,0.5,0.0,25.0,0.0,3530,0.0005665722379603,0.0124348108570185,-0.0052220545549974,-0.0016178528972794,20,Q1,0.022547704228551124,0.10161654897754246,0.13014358546478766,0.01480470246842347
2020-02-13,1,-2.5799196512874154,0.0,-16.412701222827796,0.0,0.0,54.0,0.0,3533,0.0002830455703368,-0.0087718857766794,0.0066857331276747,-0.0012462567571688,24,Q1,0.06704770118760939,0.07853672639368892,0.0646094807535158,0.015390878689567122
2020-02-20,1,12.763962833414302,1.0,-3.686057532211362,0.0,0.0,8.0,0.0,3540,0.0002824858757062,0.0178361182762541,0.0131582617513754,0.0010963895976137,29,Q1,0.010767114903384556,0.0389105431892649,-0.06199090944468211,-0.04073277579540113
2020-02-24,1,-16.616353330477352,0.0,-36.448701424296736,1.0,1.0,48.0,0.0,3543,0.0002822466836014,0.0124884912044484,0.0107882982712952,0.0025444751302176,31,Q1,-0.02619450315316796,-0.019716177099424748,-0.10580456342643363,-0.05660022737790016
2020-02-25,1,-7.644489962177108,0.0,-24.334924334924334,1.0,0.0,34.0,0.0,3544,0.0002821670428893,-0.0020344973887874,0.0068148924405,0.0019656524632141,32,Q1,-0.01200600387332973,0.003320910541199096,-0.08661284734811969,-0.045733572715890736
2020-02-26,2,10.566376580134127,1.0,-6.890604948315782,0.0,0.0,36.0,0.0,3545,0.0005641748942172,-0.0138396441792979,0.0051475149770588,0.0018310378218515,33,Q1,0.012269000359860449,0.008748733422272004,-0.052093953257966286,-0.035753843196655866
2020-02-27,5,-3.015784847062639,0.4,-18.568462744918556,0.6,0.0,45.6,0.0,3546,0.0014100394811054,0.0030520489282333,0.0021907011074547,0.0019280869559062,34,Q2,0.027843632693343334,-0.012913093545494525,-0.06418353863148019,-0.05537861216710538
2020-02-28,113,3.1810297536308494,0.6902654867256637,-12.675100858819706,0.1769911504424778,0.0442477876106194,32.85840707964602,0.0,3546,0.0318668922729836,-0.0527476867258359,-0.0106162576322479,0.0009440354787341,35,Q5,0.08357971174653245,0.02982984154805446,-0.015576499122346266,-0.009226432480524238
2020-03-02,5,-3.726821253868625,0.2,-27.04690832316884,1.0,0.2,50.2,0.0,3545,0.001410437235543,0.0414058407783057,-0.0048327877174764,0.0074364848486835,36,Q2,0.006652587272017119,-0.0487769360525081,-0.07546104638837492,-0.06859521463689688
2020-03-03,2,-4.6481352561451645,0.0,-19.77622425047062,0.5,0.0,28.5,0.0,3546,0.0005640157924421,0.0125060169756839,-0.0019246848445821,0.0083214921317514,37,Q1,0.015513165540090634,-0.06302579125008234,-0.08698483642371568,-0.08060437517855379
2020-03-04,3,0.3847740313147101,0.3333333333333333,-21.828093292618153,0.6666666666666666,0.0,49.0,0.0,3545,0.0008462623413258,0.0103903075268892,0.0029213054966552,0.0073996780632912,38,Q1,-0.0034776002587623145,-0.08731725584608574,-0.10144651548748773,-0.0702288656902903
2020-03-09,102,2.6486081028423047,0.6470588235294118,-17.29937564032285,0.284313725490196,0.0588235294117647,38.705882352941174,0.0098039215686274,3551,0.0287243030132357,-0.0325272126681393,0.0014944423462854,0.0038887446848494,41,Q5,-0.05506321051112251,-0.08781985820420923,-0.043099675862795395,-0.029057391197980342
2020-03-10,2,-1.3783798846978286,0.5,-30.80387064765914,0.5,0.5,25.5,0.0,3552,0.000563063063063,0.0214181172610669,0.003276862403362,0.005172450455216,42,Q1,-0.07733918126842088,-0.08963608447152549,-0.058589218469679794,-0.048637514020276496
2020-03-11,7,2.7977032118317573,0.5714285714285714,-14.325733565337616,0.1428571428571428,0.0,26.142857142857142,0.0,3552,0.0019707207207207,-0.0085046574492359,-0.0005021305918629,0.0038508377056599,43,Q2,-0.08413223386558466,-0.06031500676469159,-0.04189754681397195,-0.04088548242017864
2020-03-12,99,6.103910563403909,0.8484848484848485,-9.567243849065992,0.0808080808080808,0.0404040404040404,28.616161616161616,0.0,3552,0.0278716216216216,-0.018487447681426,-0.0078965942297721,0.0033650596104226,44,Q5,-0.059842635384282805,-0.051941166224302115,-0.04623160224828382,-0.017315626797799966
2020-03-13,255,3.3360506251959716,0.7098039215686275,-12.308454767783951,0.0901960784313725,0.0235294117647058,28.462745098039218,0.0,3554,0.0717501406865503,-0.0117296731358061,-0.0099661747347081,0.0026966022576559,45,Q5,-0.034622584798277733,-0.04409110984990039,-0.04300840822068952,-0.013239532028997969
2020-03-16,773,5.448334160727682,0.8137128072445019,-10.761341655953466,0.1009055627425614,0.0219922380336351,30.721862871927556,0.0,3553,0.2175626231353785,-0.0380845313349471,-0.0110776384680696,-0.0009069213919913,46,Q5,-0.034665438003324,-0.028052421505771696,0.012733840576480526,0.028516372237133103
2020-03-17,111,5.711198986867672,0.7837837837837838,-12.541601344984164,0.1351351351351351,0.054054054054054,29.666666666666668,0.009009009009009,3552,0.03125,-0.0026608268166521,-0.0158934272836135,-0.0019315893210833,47,Q5,-0.013327652972204729,-0.02557065600087205,0.009503398645025918,0.02762685434938139
2020-03-18,206,6.69556412972515,0.8592233009708737,-8.664203499216136,0.0728155339805825,0.0194174757281553,31.58252427184466,0.0048543689320388,3553,0.0579791725302561,-0.0158045014168702,-0.0173533960771403,-0.0024466765488222,48,Q5,0.026005093728124207,-0.015481019808805674,0.030432657659792417,0.05610074628070705
2020-03-19,31,9.776312500524352,0.935483870967742,-8.221612529629107,0.032258064516129,0.0,27.0,0.0,3557,0.0087152094461624,0.0075431068175047,-0.0121472851773542,-0.0029613271217597,49,Q4,0.00840441127981828,-0.0021478735596587306,0.0226630358525588,0.04044411278713289
