round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,300750.SZ,,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,3000,-17564.68204523984,-4.33,31
1,601318.SH,,2020-03-02,2020-04-17,TAKE_PROFIT_DYN,3,7900,-18830.235931379837,-3.22,33
2,000725.SZ,,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,57200,27049.232838490076,13.44,35
3,002714.SZ,,2020-05-12,2020-06-18,TAKE_PROFIT_DYN,1,1700,-73659.76495883995,-37.47,27
4,000063.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,5300,16120.073579040036,8.14,17
5,002415.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,7100,13822.296990300034,6.94,17
6,600030.SH,,2020-09-08,2020-10-12,TAKE_PROFIT_DYN,1,6600,6218.746201800037,3.14,18
7,002456.SZ,,2020-09-02,2020-10-28,TAKE_PROFIT_DYN,4,44300,-5617.413448020001,-0.79,34
8,300136.SZ,,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,3900,2664.112930120027,1.32,19
9,600745.SH,,2020-09-09,2020-12-07,TAKE_PROFIT_DYN,1,1600,-12521.759578559984,-6.35,57
10,300122.SZ,,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,2,3000,54316.04187384003,14.23,17
11,601012.SH,,2020-11-16,2020-12-09,TAKE_PROFIT_DYN,2,5900,44080.38923274004,11.34,17
12,002475.SZ,,2020-12-15,2020-12-23,TAKE_PROFIT_DYN,1,4000,16542.517852800025,8.32,6
13,000651.SZ,,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,17866.163868840027,4.57,17
14,688981.SH,,2020-12-17,2021-01-11,TAKE_PROFIT_DYN,2,7300,64331.10767142009,16.3,16
15,601318.SH,,2021-01-29,2021-02-25,TAKE_PROFIT_DYN,3,7400,54171.76402116008,9.21,14
16,300059.SZ,,2021-02-26,2021-04-02,TAKE_PROFIT_DYN,1,6500,-11203.857217799989,-5.64,25
17,300750.SZ,,2021-02-01,2021-04-14,TAKE_PROFIT_DYN,2,1100,9160.2268936201,2.47,46
18,002475.SZ,,2021-01-29,2021-04-19,TAKE_PROFIT_DYN,4,18000,-141841.66781879996,-17.95,50
19,601166.SH,,2021-04-16,2021-05-12,TAKE_PROFIT_DYN,1,9500,19773.281680200016,9.92,15
20,002352.SZ,,2021-04-13,2021-05-18,TAKE_PROFIT_DYN,2,6000,6252.815169000067,1.59,22
21,600031.SH,,2021-05-14,2021-06-01,TAKE_PROFIT_DYN,1,7200,27316.012060800014,13.7,12
22,002594.SZ,,2021-05-06,2021-06-08,TAKE_PROFIT_DYN,2,2500,130569.90949440008,34.73,23
23,002340.SZ,,2021-06-08,2021-07-06,TAKE_PROFIT_DYN,3,63100,31636.125431640074,5.29,19
24,000661.SZ,,2021-05-25,2021-07-19,TAKE_PROFIT_DYN,3,1200,12037.554196560057,2.51,38
25,600031.SH,,2021-06-15,2021-08-03,TAKE_PROFIT_DYN,3,22300,26446.78991808009,4.43,35
26,002241.SZ,,2021-07-23,2021-08-05,TAKE_PROFIT_DYN,1,5200,20051.076239999995,10.04,9
27,002460.SZ,,2021-08-17,2021-08-30,TAKE_PROFIT_DYN,1,1200,46533.204233280005,23.77,9
28,300750.SZ,,2021-08-17,2021-09-14,TAKE_PROFIT_DYN,1,400,18721.386024480045,9.64,20
29,000858.SZ,,2021-07-09,2021-09-27,TAKE_PROFIT_DYN,5,4000,-75400.8176660398,-8.01,54
30,600111.SH,,2021-09-30,2021-10-25,TAKE_PROFIT_DYN,1,4600,43323.64158564,22.04,12
31,002466.SZ,,2021-09-23,2021-11-09,TAKE_PROFIT_DYN,2,3800,20545.878086640034,5.28,28
32,601919.SH,,2021-09-29,2021-11-30,TAKE_PROFIT_DYN,2,24700,12082.559413860145,3.04,39
33,600030.SH,,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,15367.273661520041,7.73,13
34,000651.SZ,,2021-10-28,2021-12-09,TAKE_PROFIT_DYN,2,11100,14107.272843060084,3.57,30
35,601012.SH,,2021-12-02,2022-03-01,TAKE_PROFIT_DYN,4,10000,46319.071163400076,6.12,57
36,002594.SZ,,2021-12-17,2022-03-01,TAKE_PROFIT_DYN,3,2200,-18356.8414589999,-3.16,46
37,000858.SZ,,2022-03-04,2022-04-14,TAKE_PROFIT_DYN,3,3300,-1587.9155173199251,-0.28,27
38,300014.SZ,,2022-03-04,2022-06-01,TAKE_PROFIT_DYN,3,7600,81419.26860702015,14.17,58
39,300750.SZ,,2021-12-21,2022-06-02,TAKE_PROFIT_DYN,4,1400,-87191.0216150399,-12.36,106
40,300122.SZ,,2022-04-15,2022-06-15,TAKE_PROFIT_DYN,3,3600,-68018.28962849994,-16.56,39
41,002241.SZ,,2022-06-24,2022-08-05,TAKE_PROFIT_DYN,1,6200,5298.755489640054,2.65,30
42,600036.SH,,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,16800,-10427.026135680033,-1.76,34
43,601888.SH,,2022-08-09,2022-09-26,TAKE_PROFIT_DYN,2,2100,27057.328811100102,6.98,33
44,300274.SZ,,2022-09-01,2022-10-12,TAKE_PROFIT_DYN,2,3500,50102.898709500034,12.99,23
45,601899.SH,,2022-09-27,2022-10-27,TAKE_PROFIT_DYN,2,52000,33361.96521996008,8.34,17
46,002594.SZ,,2022-07-13,2022-11-04,TAKE_PROFIT_DYN,5,2800,-35087.216356080025,-4.32,76
47,000858.SZ,,2022-10-28,2022-11-30,TAKE_PROFIT_DYN,1,1400,27175.241918160027,14.09,23
48,600519.SH,,2022-10-13,2022-12-01,TAKE_PROFIT_DYN,3,300,23055.763462020142,4.87,35
49,300274.SZ,,2022-12-07,2023-01-03,TAKE_PROFIT_DYN,2,3800,47329.49639286008,12.13,18
