threshold_pct,top1_pct,top5_pct,worst1_pct,top1_trade
0.0,27.578742723567544,88.40148679936102,-59.038248112065475,300750.SZ 2020-03-02
0.1,28.718798912512504,96.4228402463615,-64.47792950236651,300750.SZ 2020-03-02
0.2,21.150124276367553,74.81772787909566,-47.76164701885743,300750.SZ 2020-03-02
0.3,20.332020653024994,79.79155052402447,-34.34902771518228,300750.SZ 2020-03-02
0.5,8.916720282204695,36.06145475078186,-11.722082897109368,300750.SZ 2020-03-02
0.75,9.228034422396753,36.84835646239611,-12.237954876242949,601318.SH 2020-03-02
1.0,9.043651802062596,35.36103483241988,-11.80010393763236,601318.SH 2020-03-02
1.5,10.899761292994846,32.62853121353944,-11.632109892692773,601318.SH 2020-03-02
2.0,23.614794370873916,96.9970376053885,-55.37840178399015,601318.SH 2020-03-02
