ts_code,date,level,avg_cost,entry_date,adjT,pstar_raw,threshold,eff_threshold,early_exit_pct,high_raw,close_raw,gap_raw,gap_legal,gap_eff,pct_legal,pct_eff,triggered,hold_days,float_pnl,adj_changed,pstar_old
601318.SH,2020-03-25,3,74.0214,2020-03-02,2.4056,87.26766166626899,87.27,87.27,0.0,71.23,70.35,16.03766166626899,16.039999999999992,16.039999999999992,0.18379741033573957,0.18379741033573957,False,17,-29004.03,False,87.26766166626899
300750.SZ,2020-03-25,3,135.3617,2020-03-02,1.0019,162.4362099706915,162.44,162.44,0.0,122.18,121.0,40.256209970691486,40.25999999999999,40.25999999999999,0.24784535828613638,0.24784535828613638,False,17,-43085.13,False,162.4362099706915
000725.SZ,2020-03-25,1,4.2109,2020-03-17,4.8592,5.722044258031419,5.73,5.73,0.0,4.08,4.05,1.6420442580314187,1.6500000000000004,1.6500000000000004,0.2879581151832461,0.2879581151832461,False,6,-48.27,False,5.722044258031419
601318.SH,2020-03-26,3,74.0214,2020-03-02,2.4056,86.80647423532469,86.81,86.81,0.0,71.0,70.19,15.806474235324686,15.810000000000002,15.810000000000002,0.1821218753599816,0.1821218753599816,False,18,-30268.03,False,86.80647423532469
300750.SZ,2020-03-26,3,135.3617,2020-03-02,1.0019,159.5487240177003,159.55,159.55,0.0,122.35,119.63,37.1987240177003,37.20000000000002,37.20000000000002,0.2331557505484175,0.2331557505484175,False,18,-47195.13,False,159.5487240177003
000725.SZ,2020-03-26,1,4.2109,2020-03-17,4.8592,5.638379360963423,5.64,5.64,0.0,4.03,3.95,1.608379360963423,1.6099999999999994,1.6099999999999994,0.28546099290780136,0.28546099290780136,False,7,-78.27,False,5.638379360963423
601318.SH,2020-03-27,3,74.0214,2020-03-02,2.4056,86.56498256859048,86.57000000000001,86.57000000000001,0.0,71.29,69.72,15.274982568590474,15.280000000000001,15.280000000000001,0.17650456278156404,0.17650456278156404,False,19,-33981.03,False,86.56498256859048
300750.SZ,2020-03-27,3,135.3617,2020-03-02,1.0019,158.92988501085068,158.93,158.93,0.0,123.33,118.71,35.599885010850684,35.60000000000001,35.60000000000001,0.22399798653495254,0.22399798653495254,False,19,-49955.13,False,158.92988501085068
000725.SZ,2020-03-27,1,4.2109,2020-03-17,4.8592,5.624177544554801,5.63,5.63,0.0,4.03,3.95,1.5941775445548005,1.5999999999999996,1.5999999999999996,0.28419182948490224,0.28419182948490224,False,8,-78.27,False,5.624177544554801
601318.SH,2020-03-30,3,74.0214,2020-03-02,2.4056,85.96313040906037,85.97,85.97,0.0,69.39,69.15,16.57313040906037,16.58,16.58,0.1928579737117599,0.1928579737117599,False,20,-38484.03,False,85.96313040906037
300750.SZ,2020-03-30,3,135.3617,2020-03-02,1.0019,157.54184434877334,157.55,157.55,0.0,120.64,119.31,36.90184434877334,36.91000000000001,36.91000000000001,0.23427483338622665,0.23427483338622665,False,20,-48155.13,False,157.54184434877334
000725.SZ,2020-03-30,1,4.2109,2020-03-17,4.8592,5.561591027489285,5.57,5.57,0.0,3.83,3.76,1.7315910274892845,1.7400000000000002,1.7400000000000002,0.3123877917414722,0.3123877917414722,False,9,-135.27,False,5.561591027489285
601318.SH,2020-03-31,3,74.0214,2020-03-02,2.4056,85.27839171156525,85.28,85.28,0.0,70.35,69.17,14.928391711565254,14.930000000000007,14.930000000000007,0.17507035647279556,0.17507035647279556,False,21,-38326.03,False,85.27839171156525
300750.SZ,2020-03-31,3,135.3617,2020-03-02,1.0019,154.5973716726325,154.6,154.6,0.0,123.13,120.39,31.46737167263251,31.47,31.47,0.2035575679172057,0.2035575679172057,False,21,-44915.13,False,154.5973716726325
000725.SZ,2020-03-31,1,4.2109,2020-03-17,4.8592,5.497176759212771,5.5,5.5,0.0,3.81,3.71,1.6871767592127713,1.69,1.69,0.30727272727272725,0.30727272727272725,False,10,-150.27,False,5.497176759212771
601318.SH,2020-04-01,3,74.0214,2020-03-02,2.4056,84.1839098438778,84.19,84.19,0.0,70.47,69.32,13.7139098438778,13.719999999999999,13.719999999999999,0.1629647226511462,0.1629647226511462,False,22,-37141.03,False,84.1839098438778
300750.SZ,2020-04-01,3,135.3617,2020-03-02,1.0019,151.72061576835088,151.73,151.73,0.0,125.56,120.4,26.16061576835088,26.169999999999987,26.169999999999987,0.17247742700850188,0.17247742700850188,False,22,-44885.13,False,151.72061576835088
000725.SZ,2020-04-01,1,4.2109,2020-03-17,4.8592,5.43030893810698,5.44,5.44,0.0,3.9,3.8,1.5303089381069799,1.5400000000000005,1.5400000000000005,0.2830882352941177,0.2830882352941177,False,11,-123.27,False,5.43030893810698
601318.SH,2020-04-02,3,74.0214,2020-03-02,2.4056,82.26745737852534,82.27,82.27,0.0,69.67,69.67,12.597457378525334,12.599999999999994,12.599999999999994,0.15315424820712284,0.15315424820712284,False,23,-34376.03,False,82.26745737852534
