ts_code,date,level,avg_cost,entry_date,adjT,pstar_raw,threshold,eff_threshold,early_exit_pct,high_raw,close_raw,gap_raw,gap_legal,gap_eff,pct_legal,pct_eff,triggered,hold_days,float_pnl,adj_changed,pstar_old
002475.SZ,2021-03-19,4,43.9517,2021-01-29,33.729,53.89084601925256,53.9,53.9,0.0,38.06,35.84,15.830846019252554,15.839999999999996,15.839999999999996,0.2938775510204081,0.2938775510204081,False,30,-144388.71,False,53.89084601925256
300750.SZ,2021-03-19,2,337.0606,2021-02-01,1.003,381.94547454777864,381.95,381.95,0.0,332.99,316.5,48.955474547778635,48.95999999999998,48.95999999999998,0.12818431731902077,0.12818431731902077,False,29,-22616.67,False,381.94547454777864
300059.SZ,2021-03-19,1,30.5384,2021-02-26,46.478,34.89309042821446,34.9,34.9,0.0,27.75,27.15,7.143090428214457,7.149999999999999,7.149999999999999,0.20487106017191975,0.20487106017191975,False,15,-22024.85,False,34.89309042821446
002475.SZ,2021-03-22,4,43.9517,2021-01-29,33.729,54.033378895121466,54.04,54.04,0.0,36.11,35.3,17.923378895121466,17.93,17.93,0.33179126572908957,0.33179126572908957,False,31,-154000.71,False,54.033378895121466
300750.SZ,2021-03-22,2,337.0606,2021-02-01,1.003,373.69596784021223,373.7,373.7,0.0,321.0,307.8,52.695967840212234,52.69999999999999,52.69999999999999,0.141022210329141,0.141022210329141,False,30,-32186.67,False,373.69596784021223
300059.SZ,2021-03-22,1,30.5384,2021-02-26,46.478,34.2790605319137,34.28,34.28,0.0,28.1,27.61,6.179060531913699,6.18,6.18,0.18028004667444572,0.18028004667444572,False,16,-19034.85,False,34.2790605319137
002475.SZ,2021-03-23,4,43.9517,2021-01-29,33.729,53.99940723531034,54.0,54.0,0.0,36.09,34.35,17.90940723531034,17.909999999999997,17.909999999999997,0.3316666666666666,0.3316666666666666,False,32,-170910.71,False,53.99940723531034
300750.SZ,2021-03-23,2,337.0606,2021-02-01,1.003,363.195415419537,363.2,363.2,0.0,310.64,303.91,52.55541541953704,52.56,52.56,0.1447136563876652,0.1447136563876652,False,31,-36465.67,False,363.195415419537
300059.SZ,2021-03-23,1,30.5384,2021-02-26,46.478,33.491367957340046,33.5,33.5,0.0,27.78,27.15,5.711367957340045,5.719999999999999,5.719999999999999,0.17074626865671638,0.17074626865671638,False,17,-22024.85,False,33.491367957340046
002475.SZ,2021-03-24,4,43.9517,2021-01-29,33.729,54.00654826483655,54.01,54.01,0.0,34.25,32.4,19.756548264836553,19.759999999999998,19.759999999999998,0.36585817441214585,0.36585817441214585,False,33,-205620.71,False,54.00654826483655
300750.SZ,2021-03-24,2,337.0606,2021-02-01,1.003,361.13786863600126,361.14,361.14,0.0,305.1,288.79,56.037868636001235,56.039999999999964,56.039999999999964,0.15517527828542937,0.15517527828542937,False,32,-53097.67,False,361.13786863600126
300059.SZ,2021-03-24,1,30.5384,2021-02-26,46.478,32.87098669337142,32.88,32.88,0.0,27.83,27.07,5.040986693371423,5.050000000000004,5.050000000000004,0.15358880778588818,0.15358880778588818,False,18,-22544.85,False,32.87098669337142
002475.SZ,2021-03-25,4,43.9517,2021-01-29,33.729,54.17862961103299,54.18,54.18,0.0,33.24,32.89,20.938629611032987,20.939999999999998,20.939999999999998,0.38648947951273527,0.38648947951273527,False,34,-196898.71,False,54.17862961103299
300750.SZ,2021-03-25,2,337.0606,2021-02-01,1.003,362.642386809065,362.65000000000003,362.65000000000003,0.0,293.35,291.55,69.29238680906496,69.30000000000001,69.30000000000001,0.19109334068661246,0.19109334068661246,False,33,-50061.67,False,362.642386809065
300059.SZ,2021-03-25,1,30.5384,2021-02-26,46.478,32.427813622820615,32.43,32.43,0.0,27.52,27.23,4.9078136228206155,4.91,4.91,0.15140302189330868,0.15140302189330868,False,19,-21504.85,False,32.427813622820615
002475.SZ,2021-03-26,4,43.9517,2021-01-29,33.729,54.034546253569225,54.04,54.04,0.0,35.15,34.92,18.884546253569226,18.89,18.89,0.3495558845299778,0.3495558845299778,False,35,-160764.71,False,54.034546253569225
300750.SZ,2021-03-26,2,337.0606,2021-02-01,1.003,364.24772072480437,364.25,364.25,0.0,314.05,313.62,50.197720724804356,50.19999999999999,50.19999999999999,0.13781743308167466,0.13781743308167466,False,34,-25784.67,False,364.24772072480437
300059.SZ,2021-03-26,1,30.5384,2021-02-26,46.478,32.21145146075428,32.22,32.22,0.0,28.38,28.1,3.831451460754284,3.84,3.84,0.1191806331471136,0.1191806331471136,False,20,-15849.85,False,32.21145146075428
002475.SZ,2021-03-29,4,43.9517,2021-01-29,33.729,53.22417812459138,53.230000000000004,53.230000000000004,0.0,35.21,33.75,18.014178124591382,18.020000000000003,18.020000000000003,0.338530903625775,0.338530903625775,False,36,-181590.71,False,53.22417812459138
300750.SZ,2021-03-29,2,337.0606,2021-02-01,1.003,360.61301036071984,360.62,360.62,0.0,319.77,311.6,40.84301036071986,40.85000000000002,40.85000000000002,0.11327713382507909,0.11327713382507909,False,35,-28006.67,False,360.61301036071984
300059.SZ,2021-03-29,1,30.5384,2021-02-26,46.478,31.68956551613021,31.69,31.69,0.0,28.58,27.77,3.1095655161302105,3.110000000000003,3.110000000000003,0.09813821394761764,0.09813821394761764,False,21,-17994.85,False,31.68956551613021
002475.SZ,2021-03-30,4,43.9517,2021-01-29,33.729,51.93543304327555,51.94,51.94,0.0,34.37,33.91,17.565433043275554,17.57,17.57,0.33827493261455527,0.33827493261455527,False,37,-178742.71,False,51.93543304327555
300750.SZ,2021-03-30,2,337.0606,2021-02-01,1.003,355.0337517898296,355.04,355.04,0.0,320.98,318.98,34.05375178982956,34.06,34.06,0.09593285263632267,0.09593285263632267,False,36,-19888.67,False,355.0337517898296
300059.SZ,2021-03-30,1,30.5384,2021-02-26,46.478,31.263688782776082,31.27,31.27,0.0,28.15,27.95,3.1136887827760837,3.120000000000001,3.120000000000001,0.09977614326830832,0.09977614326830832,False,22,-16824.85,False,31.263688782776082
002475.SZ,2021-03-31,4,43.9517,2021-01-29,33.729,50.314634229485854,50.32,50.32,0.0,34.07,33.83,16.244634229485854,16.25,16.25,0.322933227344992,0.322933227344992,False,38,-180166.71,False,50.314634229485854
300750.SZ,2021-03-31,2,337.0606,2021-02-01,1.003,348.7777446091214,348.78000000000003,348.78000000000003,0.0,326.16,322.17,22.61774460912136,22.620000000000005,22.620000000000005,0.0648546361603303,0.0648546361603303,False,37,-16379.67,False,348.7777446091214
300059.SZ,2021-03-31,1,30.5384,2021-02-26,46.478,30.296326229777605,30.3,30.3,0.0,27.86,27.26,2.436326229777606,2.4400000000000013,2.4400000000000013,0.08052805280528057,0.08052805280528057,False,23,-21309.85,False,30.296326229777605
002475.SZ,2021-04-01,4,43.9517,2021-01-29,33.729,49.16786744697713,49.17,49.17,0.0,35.27,35.08,13.897867446977124,13.899999999999999,13.899999999999999,0.2826926988000813,0.2826926988000813,False,39,-157916.71,False,49.16786744697713
300750.SZ,2021-04-01,2,337.0606,2021-02-01,1.003,348.33895778731045,348.34000000000003,348.34000000000003,0.0,335.49,329.99,12.84895778731044,12.850000000000023,12.850000000000023,0.03688924613882994,0.03688924613882994,False,38,-7777.67,False,348.33895778731045
300059.SZ,2021-04-01,1,30.5384,2021-02-26,46.478,29.83832534812885,29.84,29.84,0.0,28.27,28.2,1.5683253481288517,1.5700000000000003,1.5700000000000003,0.05261394101876676,0.05261394101876676,False,24,-15199.85,False,29.83832534812885
002475.SZ,2021-04-02,4,43.9517,2021-01-29,33.729,47.2380407107686,47.24,47.24,0.0,36.25,35.73,10.988040710768601,10.990000000000002,10.990000000000002,0.23264182895850977,0.23264182895850977,False,40,-146346.71,False,47.2380407107686
300750.SZ,2021-04-02,2,337.0606,2021-02-01,1.003,349.70678596203504,349.71,349.71,0.0,336.18,332.4,13.526785962035035,13.529999999999973,13.529999999999973,0.038689199622544315,0.038689199622544315,False,39,-5126.67,False,349.70678596203504
300059.SZ,2021-04-02,1,30.5384,2021-02-26,46.478,28.93367434023271,28.94,28.94,0.0,29.17,28.87,-0.23632565976729225,-0.23000000000000043,-0.23000000000000043,-0.007947477539737402,-0.007947477539737402,True,25,-10844.85,False,28.93367434023271
002475.SZ,2021-04-06,4,43.9517,2021-01-29,33.729,45.404189092759964,45.410000000000004,45.410000000000004,0.0,36.17,35.09,9.234189092759962,9.240000000000002,9.240000000000002,0.2034794098216252,0.2034794098216252,False,41,-157738.71,False,45.404189092759964
300750.SZ,2021-04-06,2,337.0606,2021-02-01,1.003,351.6601667427587,351.67,351.67,0.0,338.0,325.8,13.66016674275869,13.670000000000016,13.670000000000016,0.038871669462848736,0.038871669462848736,False,40,-12386.67,False,351.6601667427587
002475.SZ,2021-04-07,4,43.9517,2021-01-29,33.729,43.8135737926294,43.82,43.82,0.0,35.25,34.48,8.563573792629398,8.57,8.57,0.19557279780921955,0.19557279780921955,False,42,-168596.71,False,43.8135737926294
300750.SZ,2021-04-07,2,337.0606,2021-02-01,1.003,351.8562261584511,351.86,351.86,0.0,332.91,320.0,18.946226158451054,18.94999999999999,18.94999999999999,0.053856647530267684,0.053856647530267684,False,41,-18766.67,False,351.8562261584511
002475.SZ,2021-04-08,4,43.9517,2021-01-29,33.729,42.275807492870804,42.28,42.28,0.0,34.85,34.06,7.425807492870803,7.43,7.43,0.17573320719016083,0.17573320719016083,False,43,-176072.71,False,42.275807492870804
300750.SZ,2021-04-08,2,337.0606,2021-02-01,1.003,352.0686613240213,352.07,352.07,0.0,321.66,319.85,30.408661324021296,30.409999999999968,30.409999999999968,0.08637486863407837,0.08637486863407837,False,42,-18931.67,False,352.0686613240213
002475.SZ,2021-04-09,4,43.9517,2021-01-29,33.729,40.88475992437811,40.89,40.89,0.0,34.28,33.45,6.604759924378108,6.609999999999999,6.609999999999999,0.16165321594521886,0.16165321594521886,False,44,-186930.71,False,40.88475992437811
300750.SZ,2021-04-09,2,337.0606,2021-02-01,1.003,350.7434691852996,350.75,350.75,0.0,324.01,312.0,26.73346918529961,26.74000000000001,26.74000000000001,0.07623663578047045,0.07623663578047045,False,43,-27566.67,False,350.7434691852996
002475.SZ,2021-04-12,4,43.9517,2021-01-29,33.729,39.70171664896793,39.71,39.71,0.0,33.87,32.76,5.831716648967934,5.840000000000003,5.840000000000003,0.14706623016872333,0.14706623016872333,False,45,-199212.71,False,39.70171664896793
300750.SZ,2021-04-12,2,337.0606,2021-02-01,1.003,346.59200552657813,346.6,346.6,0.0,325.04,315.01,21.552005526578114,21.560000000000002,21.560000000000002,0.06220427005193307,0.06220427005193307,False,44,-24255.67,False,346.59200552657813
002475.SZ,2021-04-13,4,43.9517,2021-01-29,33.729,39.260706642137144,39.27,39.27,0.0,34.85,34.13,4.410706642137143,4.420000000000002,4.420000000000002,0.11255411255411259,0.11255411255411259,False,46,-174826.71,False,39.260706642137144
300750.SZ,2021-04-13,2,337.0606,2021-02-01,1.003,346.64705336352415,346.65000000000003,346.65000000000003,0.0,333.0,324.76,13.64705336352415,13.650000000000034,13.650000000000034,0.039376893119861624,0.039376893119861624,False,45,-13530.67,False,346.64705336352415
002475.SZ,2021-04-14,4,43.9517,2021-01-29,33.729,38.57532322358204,38.58,38.58,0.0,34.42,34.15,4.155323223582037,4.159999999999997,4.159999999999997,0.10782789009849654,0.10782789009849654,False,47,-174470.71,False,38.57532322358204
300750.SZ,2021-04-14,2,337.0606,2021-02-01,1.003,346.8618934303035,346.87,346.87,0.0,347.49,346.0,-0.6281065696965129,-0.6200000000000045,-0.6200000000000045,-0.0017874131519013017,-0.0017874131519013017,True,46,9833.33,False,346.8618934303035
002352.SZ,2021-04-14,1,66.0832,2021-04-13,3.476,97.89693574652563,97.9,97.9,0.0,65.3,64.42,32.59693574652563,32.60000000000001,32.60000000000001,0.3329928498467825,0.3329928498467825,False,1,-4823.21,False,97.89693574652563
002475.SZ,2021-04-15,4,43.9517,2021-01-29,33.729,37.66818516753578,37.67,37.67,0.0,34.27,33.47,3.398185167535779,3.3999999999999986,3.3999999999999986,0.09025749933634188,0.09025749933634188,False,48,-186574.71,False,37.66818516753578
002352.SZ,2021-04-15,2,65.4264,2021-04-13,3.476,97.10688222808264,97.11,97.11,0.0,65.29,64.59,31.816882228082633,31.819999999999993,31.819999999999993,0.3276696529708577,0.3276696529708577,False,2,-4934.87,False,97.10688222808264
002475.SZ,2021-04-16,4,43.9517,2021-01-29,33.729,36.44603859820973,36.45,36.45,0.0,33.59,33.28,2.8560385982097287,2.8599999999999994,2.8599999999999994,0.07846364883401918,0.07846364883401918,False,49,-189956.71,False,36.44603859820973
002352.SZ,2021-04-16,2,65.4264,2021-04-13,3.476,96.14275723524223,96.15,96.15,0.0,64.79,63.71,31.352757235242223,31.36,31.36,0.32615704628185127,0.32615704628185127,False,3,-10126.87,False,96.14275723524223
002475.SZ,2021-04-19,4,43.9517,2021-01-29,33.729,36.15700885865515,36.160000000000004,36.160000000000004,0.0,36.61,36.56,-0.45299114134484597,-0.44999999999999574,-0.44999999999999574,-0.012444690265486606,-0.012444690265486606,True,50,-131572.71,False,36.15700885865515
002352.SZ,2021-04-19,2,65.4264,2021-04-13,3.476,96.11483732201738,96.12,96.12,0.0,65.16,64.73,30.954837322017383,30.960000000000008,30.960000000000008,0.3220973782771536,0.3220973782771536,False,4,-4108.87,False,96.11483732201738
601166.SH,2021-04-19,1,20.9764,2021-04-16,4.313,25.060565813841723,25.07,25.07,0.0,21.11,21.03,3.950565813841724,3.960000000000001,3.960000000000001,0.1579577183885122,0.1579577183885122,False,1,477.02,False,25.060565813841723
002352.SZ,2021-04-20,2,65.4264,2021-04-13,3.494,95.14885375874242,95.15,95.15,0.0,64.97,64.11,30.17885375874242,30.180000000000007,30.180000000000007,0.3171833946400421,0.3171833946400421,False,5,-7766.87,True,95.64156934207303
601166.SH,2021-04-20,1,20.9764,2021-04-16,4.313,25.112623774726327,25.12,25.12,0.0,21.71,21.33,3.402623774726326,3.41,3.41,0.1357484076433121,0.1357484076433121,False,2,3147.02,False,25.112623774726327
002352.SZ,2021-04-21,2,65.4264,2021-04-13,3.494,94.46528627961365,94.47,94.47,0.0,64.06,63.67,30.405286279613648,30.409999999999997,30.409999999999997,0.32190113263469883,0.32190113263469883,False,6,-10362.87,True,94.99146927329909
601166.SH,2021-04-21,1,20.9764,2021-04-16,4.313,25.108956678172305,25.11,25.11,0.0,22.22,22.0,2.888956678172306,2.8900000000000006,2.8900000000000006,0.11509358821186781,0.11509358821186781,False,3,9110.02,False,25.108956678172305
002352.SZ,2021-04-22,2,65.4264,2021-04-13,3.494,93.94566085231295,93.95,93.95,0.0,63.99,63.18,29.955660852312953,29.96,29.96,0.3188930282064928,0.3188930282064928,False,7,-13253.87,True,94.49619791551771
601166.SH,2021-04-22,1,20.9764,2021-04-16,4.313,25.106961839219288,25.11,25.11,0.0,22.15,21.61,2.9569618392192893,2.960000000000001,2.960000000000001,0.11788132218239748,0.11788132218239748,False,4,5639.02,False,25.106961839219288
002352.SZ,2021-04-23,2,65.4264,2021-04-13,3.494,93.07775372800582,93.08,93.08,0.0,65.55,65.53,27.52775372800582,27.53,27.53,0.29576708207993124,0.29576708207993124,False,8,611.13,True,93.64283606459182
601166.SH,2021-04-23,1,20.9764,2021-04-16,4.313,25.11221837872635,25.12,25.12,0.0,21.94,21.87,3.172218378726349,3.1799999999999997,3.1799999999999997,0.12659235668789806,0.12659235668789806,False,5,7953.02,False,25.11221837872635
002352.SZ,2021-04-26,2,65.4264,2021-04-13,3.494,91.88194810681215,91.89,91.89,0.0,67.33,66.09,24.551948106812148,24.560000000000002,24.560000000000002,0.2672760909783437,0.2672760909783437,False,9,3915.13,True,92.44544635250303
601166.SH,2021-04-26,1,20.9764,2021-04-16,4.313,25.04380335905405,25.05,25.05,0.0,22.39,21.55,2.6538033590540486,2.66,2.66,0.106187624750499,0.106187624750499,False,6,5105.02,False,25.04380335905405
002352.SZ,2021-04-27,2,65.4264,2021-04-13,3.494,90.50537226623962,90.51,90.51,0.0,66.3,64.87,24.20537226623962,24.210000000000008,24.210000000000008,0.26748425588332786,0.26748425588332786,False,10,-3282.87,True,91.05837682042566
601166.SH,2021-04-27,1,20.9764,2021-04-16,4.313,24.98097655137248,24.990000000000002,24.990000000000002,0.0,21.92,21.74,3.0609765513724767,3.0700000000000003,3.0700000000000003,0.12284913965586235,0.12284913965586235,False,7,6796.02,False,24.98097655137248
002352.SZ,2021-04-28,2,65.4264,2021-04-13,3.494,88.65045705703506,88.66,88.66,0.0,65.7,65.48,22.950457057035052,22.959999999999994,22.959999999999994,0.25896683961200084,0.25896683961200084,False,11,316.13,True,89.18820538159717
601166.SH,2021-04-28,1,20.9764,2021-04-16,4.313,24.89052019624021,24.900000000000002,24.900000000000002,0.0,21.84,21.5,3.0505201962402104,3.0600000000000023,3.0600000000000023,0.12289156626506033,0.12289156626506033,False,8,4660.02,False,24.89052019624021
002352.SZ,2021-04-29,2,65.4264,2021-04-13,3.494,87.03453466881754,87.04,87.04,0.0,65.94,64.08,21.094534668817545,21.10000000000001,21.10000000000001,0.24241727941176477,0.24241727941176477,False,12,-7943.87,True,87.55020225972747
601166.SH,2021-04-29,1,20.9764,2021-04-16,4.313,24.59732889570974,24.6,24.6,0.0,22.22,22.21,2.3773288957097414,2.3800000000000026,2.3800000000000026,0.0967479674796749,0.0967479674796749,False,9,10979.02,False,24.59732889570974
002352.SZ,2021-04-30,2,65.4264,2021-04-13,3.494,85.01020377899245,85.02,85.02,0.0,64.7,64.35,20.310203778992445,20.319999999999993,20.319999999999993,0.23900258762644078,0.23900258762644078,False,13,-6350.87,True,85.49893604930345
601166.SH,2021-04-30,1,20.9764,2021-04-16,4.313,24.26218008003708,24.27,24.27,0.0,22.5,21.74,1.76218008003708,1.7699999999999996,1.7699999999999996,0.07292954264524103,0.07292954264524103,False,10,6796.02,False,24.26218008003708
002352.SZ,2021-05-06,2,65.4264,2021-04-13,3.494,82.10157555168838,82.11,82.11,0.0,64.2,63.17,17.90157555168838,17.909999999999997,17.909999999999997,0.21812203142126413,0.21812203142126413,False,14,-13312.87,True,82.551760920408
601166.SH,2021-05-06,1,20.9764,2021-04-16,4.313,24.0648481192973,24.07,24.07,0.0,22.55,22.26,1.514848119297298,1.5199999999999996,1.5199999999999996,0.06314914831740755,0.06314914831740755,False,11,11424.02,False,24.0648481192973
002352.SZ,2021-05-07,2,65.4264,2021-04-13,3.494,78.82494771786334,78.83,78.83,0.0,63.7,61.4,15.124947717863336,15.129999999999995,15.129999999999995,0.19193200558163132,0.19193200558163132,False,15,-23755.87,True,79.2298321496051
601166.SH,2021-05-07,1,20.9764,2021-04-16,4.313,23.76970287348578,23.77,23.77,0.0,23.05,22.65,0.7197028734857795,0.7199999999999989,0.7199999999999989,0.030290281867900667,0.030290281867900667,False,12,14895.02,False,23.76970287348578
002594.SZ,2021-05-07,1,157.1979,2021-05-06,1.02,179.26116830995048,179.27,179.27,0.0,149.96,143.95,29.30116830995047,29.310000000000002,29.310000000000002,0.1634964020750823,0.1634964020750823,False,1,-15897.43,False,179.26116830995048
002352.SZ,2021-05-10,2,65.4264,2021-04-13,3.494,75.24275328928472,75.25,75.25,0.0,62.62,62.26,12.622753289284724,12.630000000000003,12.630000000000003,0.16784053156146184,0.16784053156146184,False,16,-18681.87,True,75.59480834278521
601166.SH,2021-05-10,1,20.9764,2021-04-16,4.313,23.62138790679368,23.63,23.63,0.0,22.68,22.0,0.941387906793679,0.9499999999999993,0.9499999999999993,0.04020313161235715,0.04020313161235715,False,13,9110.02,False,23.62138790679368
002594.SZ,2021-05-10,2,150.4033,2021-05-06,1.02,182.22311185270337,182.23,182.23,0.0,148.35,147.0,33.873111852703374,33.879999999999995,33.879999999999995,0.18591889370575646,0.18591889370575646,False,2,-8508.27,False,182.22311185270337
002352.SZ,2021-05-11,2,65.4264,2021-04-13,3.494,69.69650083816397,69.7,69.7,0.0,62.96,62.6,6.73650083816397,6.740000000000002,6.740000000000002,0.09670014347202298,0.09670014347202298,False,17,-16675.87,True,69.98100766983916
601166.SH,2021-05-11,1,20.9764,2021-04-16,4.313,23.377210768015694,23.38,23.38,0.0,22.61,22.35,0.7672107680156941,0.7699999999999996,0.7699999999999996,0.03293413173652693,0.03293413173652693,False,14,12225.02,False,23.377210768015694
002594.SZ,2021-05-11,2,150.4033,2021-05-06,1.02,183.12275187569782,183.13,183.13,0.0,148.76,146.56,34.362751875697825,34.370000000000005,34.370000000000005,0.18768088243324418,0.18768088243324418,False,3,-9608.27,False,183.12275187569782
002352.SZ,2021-05-12,2,65.4264,2021-04-13,3.494,66.85341398628255,66.86,66.86,0.0,62.57,62.16,4.283413986282547,4.289999999999999,4.289999999999999,0.06416392461860602,0.06416392461860602,False,18,-19271.87,True,67.04897283208193
601166.SH,2021-05-12,1,20.9764,2021-04-16,4.313,23.15208387264798,23.16,23.16,0.0,23.35,22.54,-0.1979161273520198,-0.19000000000000128,-0.19000000000000128,-0.008203799654576911,-0.008203799654576911,True,15,13916.02,False,23.15208387264798
002594.SZ,2021-05-12,2,150.4033,2021-05-06,1.02,183.99421942673283,184.0,184.0,0.0,155.0,153.73,28.994219426732826,29.0,29.0,0.15760869565217392,0.15760869565217392,False,4,8316.73,False,183.99421942673283
002352.SZ,2021-05-13,2,65.4264,2021-04-13,3.494,66.71046386529021,66.72,66.72,0.0,63.58,63.13,3.13046386529021,3.1400000000000006,3.1400000000000006,0.04706235011990409,0.04706235011990409,False,19,-13548.87,True,66.86230378524186
002594.SZ,2021-05-13,2,150.4033,2021-05-06,1.02,183.9922996301749,184.0,184.0,0.0,151.0,148.99,32.9922996301749,33.0,33.0,0.1793478260869565,0.1793478260869565,False,5,-3533.27,False,183.9922996301749
002352.SZ,2021-05-14,2,65.4264,2021-04-13,3.494,66.64538947168752,66.65,66.65,0.0,63.5,62.87,3.1453894716875226,3.1500000000000057,3.1500000000000057,0.04726181545386355,0.04726181545386355,False,20,-15082.87,True,66.76559863893675
002594.SZ,2021-05-14,2,150.4033,2021-05-06,1.02,184.25205058619903,184.26,184.26,0.0,154.1,153.53,30.15205058619904,30.159999999999997,30.159999999999997,0.16368175404319982,0.16368175404319982,False,6,7816.73,False,184.25205058619903
002352.SZ,2021-05-17,2,65.4264,2021-04-13,3.494,66.61812830304643,66.62,66.62,0.0,65.95,65.2,0.66812830304643,0.6700000000000017,0.6700000000000017,0.010057039927949589,0.010057039927949589,False,21,-1335.87,True,66.71342112740933
002594.SZ,2021-05-17,2,150.4033,2021-05-06,1.02,183.0215194403625,183.03,183.03,0.0,160.88,159.78,22.141519440362515,22.150000000000006,22.150000000000006,0.12101841228213957,0.12101841228213957,False,7,23441.73,False,183.0215194403625
600031.SH,2021-05-17,1,27.6848,2021-05-14,48.24,34.35892006414268,34.36,34.36,0.0,30.3,29.87,4.058920064142679,4.059999999999999,4.059999999999999,0.11816065192083815,0.11816065192083815,False,1,15733.11,False,34.35892006414268
002352.SZ,2021-05-18,2,65.4264,2021-04-13,3.494,66.7611007029891,66.77,66.77,0.0,69.7,68.9,-2.938899297010906,-2.930000000000007,-2.930000000000007,-0.043881982926464086,-0.043881982926464086,True,22,20494.13,True,66.81290571030321
002594.SZ,2021-05-18,2,150.4033,2021-05-06,1.02,182.5395250247591,182.54,182.54,0.0,161.8,158.7,20.739525024759075,20.73999999999998,20.73999999999998,0.11361893283663844,0.11361893283663844,False,8,20741.73,False,182.5395250247591
600031.SH,2021-05-18,1,27.6848,2021-05-14,48.24,34.28148445537282,34.29,34.29,0.0,29.85,29.62,4.431484455372818,4.439999999999998,4.439999999999998,0.12948381452318453,0.12948381452318453,False,2,13933.11,False,34.28148445537282
002594.SZ,2021-05-19,2,150.4033,2021-05-06,1.02,182.00964320957578,182.01,182.01,0.0,174.0,172.78,8.009643209575785,8.009999999999991,8.009999999999991,0.044008570957639645,0.044008570957639645,False,9,55941.73,False,182.00964320957578
600031.SH,2021-05-19,1,27.6848,2021-05-14,48.24,34.168978189255604,34.17,34.17,0.0,30.34,29.68,3.8289781892556043,3.830000000000002,3.830000000000002,0.11208662569505419,0.11208662569505419,False,3,14365.11,False,34.168978189255604
002594.SZ,2021-05-20,2,150.4033,2021-05-06,1.02,181.17860463385944,181.18,181.18,0.0,177.56,172.94,3.6186046338594338,3.6200000000000045,3.6200000000000045,0.019980130257202806,0.019980130257202806,False,10,56341.73,False,181.17860463385944
600031.SH,2021-05-20,1,27.6848,2021-05-14,48.24,33.805076601492615,33.81,33.81,0.0,30.48,29.71,3.325076601492615,3.330000000000002,3.330000000000002,0.09849157054126002,0.09849157054126002,False,4,14581.11,False,33.805076601492615
002594.SZ,2021-05-21,2,150.4033,2021-05-06,1.02,181.55999836862574,181.56,181.56,0.0,177.99,173.2,3.5699983686257326,3.569999999999993,3.569999999999993,0.019662921348314568,0.019662921348314568,False,11,56991.73,False,181.55999836862574
600031.SH,2021-05-21,1,27.6848,2021-05-14,48.24,33.529234722692145,33.53,33.53,0.0,29.53,28.89,3.999234722692144,4.0,4.0,0.11929615269907545,0.11929615269907545,False,5,8677.11,False,33.529234722692145
002594.SZ,2021-05-24,2,150.4033,2021-05-06,1.02,182.4921519245676,182.5,182.5,0.0,175.5,173.47,6.992151924567594,7.0,7.0,0.038356164383561646,0.038356164383561646,False,12,57666.73,False,182.4921519245676
600031.SH,2021-05-24,1,27.6848,2021-05-14,48.24,33.34563318285164,33.35,33.35,0.0,29.75,29.7,3.5956331828516426,3.6000000000000014,3.6000000000000014,0.10794602698650678,0.10794602698650678,False,6,14509.11,False,33.34563318285164
002594.SZ,2021-05-25,2,150.4033,2021-05-06,1.02,183.4300308442776,183.44,183.44,0.0,178.0,176.52,5.43003084427761,5.439999999999998,5.439999999999998,0.02965547317924116,0.02965547317924116,False,13,65291.73,False,183.4300308442776
600031.SH,2021-05-25,1,27.6848,2021-05-14,48.24,33.14412347123541,33.15,33.15,0.0,29.97,29.8,3.1741234712354114,3.1799999999999997,3.1799999999999997,0.09592760180995474,0.09592760180995474,False,7,15229.11,False,33.14412347123541
002594.SZ,2021-05-26,2,150.4033,2021-05-06,1.02,184.9572907885902,184.96,184.96,0.0,184.58,176.17,0.3772907885901873,0.37999999999999545,0.37999999999999545,0.0020544982698961693,0.0020544982698961693,False,14,64416.73,False,184.9572907885902
600031.SH,2021-05-26,1,27.6848,2021-05-14,48.24,32.535932812745415,32.54,32.54,0.0,31.28,30.3,1.2559328127454137,1.259999999999998,1.259999999999998,0.03872157344806386,0.03872157344806386,False,8,18829.11,False,32.535932812745415
000661.SZ,2021-05-26,1,424.7546,2021-05-25,7.445,544.0726437742726,544.08,544.08,0.0,436.0,428.66,108.07264377427259,108.08000000000004,108.08000000000004,0.1986472577562124,0.1986472577562124,False,1,1562.15,True,545.0880127476288
002594.SZ,2021-05-27,2,150.4033,2021-05-06,1.02,186.56307787469717,186.57,186.57,0.0,179.68,177.45,6.883077874697165,6.889999999999986,6.889999999999986,0.0369298386664522,0.0369298386664522,False,15,67616.73,False,186.56307787469717
600031.SH,2021-05-27,1,27.6848,2021-05-14,48.24,32.23674386716988,32.24,32.24,0.0,31.16,31.03,1.0767438671698777,1.0800000000000018,1.0800000000000018,0.03349875930521097,0.03349875930521097,False,9,24085.11,False,32.23674386716988
000661.SZ,2021-05-27,1,424.7546,2021-05-25,7.445,548.5473306133979,548.5500000000001,548.5500000000001,0.0,427.9,416.51,120.64733061339791,120.65000000000009,120.65000000000009,0.2199434873758091,0.2199434873758091,False,2,-3297.85,True,549.615629382388
002594.SZ,2021-05-28,2,150.4033,2021-05-06,1.02,188.628329023467,188.63,188.63,0.0,185.0,181.68,3.628329023466989,3.6299999999999955,3.6299999999999955,0.019244022689922046,0.019244022689922046,False,16,78191.73,False,188.628329023467
