round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
0,601318.SH,,2020-03-02,2020-03-05,TAKE_PROFIT_DYN,1,2500,9537.82771500005,4.87,3
1,601318.SH,,2020-03-13,2020-04-14,TAKE_PROFIT_DYN,2,5400,-5811.129240299924,-1.49,21
2,300750.SZ,,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,4400,-5868.628322039847,-1.02,31
3,000725.SZ,,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,67600,21556.672141680057,8.8,35
4,002714.SZ,,2020-05-12,2020-06-02,TAKE_PROFIT_DYN,1,1700,13132.749507300032,6.68,15
5,000063.SZ,,2020-05-26,2020-06-16,TAKE_PROFIT_DYN,1,5300,13264.538092920033,6.7,15
6,002415.SZ,,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,7100,11059.551441360032,5.55,17
7,600703.SH,,2020-06-16,2020-07-06,TAKE_PROFIT_DYN,1,8700,27340.416766259994,13.78,12
8,002456.SZ,,2020-09-02,2020-10-12,TAKE_PROFIT_DYN,4,50000,-24930.628128360026,-3.14,22
9,600030.SH,,2020-09-08,2020-10-12,TAKE_PROFIT_DYN,1,6600,5560.236970200058,2.81,18
10,300136.SZ,,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,7800,8640.817810560053,2.18,19
11,000661.SZ,,2020-10-26,2020-11-30,TAKE_PROFIT_DYN,1,500,22939.93529190001,14.1,25
12,600745.SH,,2020-09-09,2020-12-07,TAKE_PROFIT_DYN,3,5200,14039.174742840114,2.4,57
13,300122.SZ,,2020-11-12,2020-12-07,TAKE_PROFIT_DYN,2,3000,48628.916691840044,12.74,17
14,002475.SZ,,2020-12-15,2020-12-16,TAKE_PROFIT_DYN,1,4000,12511.643162400025,6.3,1
15,000651.SZ,,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,12523.259421540075,3.2,17
16,688981.SH,,2020-12-17,2021-01-11,TAKE_PROFIT_DYN,2,7300,58722.8040489601,14.88,16
17,300750.SZ,,2021-02-01,2021-02-09,TAKE_PROFIT_DYN,1,500,28413.16716600003,16.08,6
18,601318.SH,,2021-01-29,2021-02-25,TAKE_PROFIT_DYN,3,7400,45828.651605040184,7.79,14
19,300059.SZ,,2021-02-23,2021-04-02,TAKE_PROFIT_DYN,2,12400,-42172.103122199944,-10.63,28
20,300750.SZ,,2021-02-26,2021-04-14,TAKE_PROFIT_DYN,1,600,10488.728946960007,5.41,32
21,002475.SZ,,2021-01-29,2021-04-19,TAKE_PROFIT_DYN,4,18000,-150282.5588784,-19.02,50
22,601166.SH,,2021-04-16,2021-05-12,TAKE_PROFIT_DYN,1,9500,16929.719089199993,8.5,15
23,002352.SZ,,2021-04-13,2021-05-17,TAKE_PROFIT_DYN,2,6000,206.50313340011053,0.05,21
