ts_code,date,entry_date,level,avg_cost,pstar_raw,threshold,high_raw,gap_yuan,gap_pct,hold_days,float_pnl_day,early_exit_proceeds_per_share,trigger_1d,trigger_3d,trigger_5d,trigger_10d,trigger_20d,first_trigger_day,first_trigger_n,trigger_close_ret,max_high_fwd20,min_low_fwd20,max_high_ret_fwd20,min_low_ret_fwd20,close_ret_5d,close_ret_10d,close_ret_20d,drop5_5d,drop5_10d,drop10_20d,final_trade_ret,final_exit_date
002594.SZ,2022-02-23,2021-12-17,3,264.3245,257.4123,257.42,252.52,4.9,0.019035,42,-27113.94,257.1626,0,0,0,0,0,,,,256.61,209.43,-0.0292,-0.2077,-0.0595,-0.1541,-0.0649,1,1,0,-1.6,2022-05-05
002594.SZ,2022-02-25,2021-12-17,3,264.3245,256.6811,256.69,252.38,4.31,0.016791,44,-36265.94,256.4333,0,0,0,0,0,,,,256.61,209.43,-0.0292,-0.2077,-0.1155,-0.1304,-0.1098,1,1,1,-1.6,2022-05-05
601012.SH,2022-02-28,2021-12-02,4,77.8367,78.2897,78.29,77.85,0.44,0.00562,56,-1333.77,78.2117,1,1,1,1,1,2022-03-01,1,0.0284,81.86,79.32,0.0517,0.0191,,,,0,0,0,3.19,2022-03-01
002594.SZ,2022-03-01,2021-12-17,3,264.3245,257.0674,257.07,256.61,0.46,0.001789,46,-27597.94,256.8129,0,0,0,0,0,,,,251.0,209.43,-0.0504,-0.2077,-0.1821,-0.1949,-0.1261,1,1,1,-1.6,2022-05-05
000858.SZ,2022-04-14,2022-03-04,2,178.668,173.1163,173.12,173.0,0.12,0.000693,27,-9227.35,172.9469,0,0,0,0,0,,,,174.0,149.6,-0.0261,-0.1627,-0.09,-0.0717,-0.126,1,1,1,-7.74,2022-05-30
000858.SZ,2022-04-15,2022-03-04,2,178.668,174.6299,174.63,174.0,0.63,0.003608,28,-11398.35,174.4554,0,0,0,0,0,,,,170.0,149.6,-0.0485,-0.1627,-0.0741,-0.0926,-0.1348,1,1,1,-7.74,2022-05-30
002594.SZ,2022-04-19,2021-12-17,4,251.8505,251.4003,251.41,250.9,0.51,0.002029,79,-21670.69,251.1586,0,0,0,1,1,2022-05-05,9,-0.0121,252.39,218.81,0.0021,-0.1312,-0.0796,,,1,0,0,-1.6,2022-05-05
002594.SZ,2022-04-20,2021-12-17,4,251.8505,251.2935,251.3,248.33,2.97,0.011819,80,-31218.69,251.0487,0,0,0,1,1,2022-05-05,8,-0.0121,252.39,218.81,0.0021,-0.1312,-0.0669,,,1,0,0,-1.6,2022-05-05
002594.SZ,2022-04-29,2021-12-17,4,251.8505,247.9536,247.96,243.83,4.13,0.016656,87,-27436.69,247.712,1,1,1,1,1,2022-05-05,1,-0.0121,252.39,241.77,0.0021,-0.04,,,,0,0,0,-1.6,2022-05-05
300750.SZ,2022-05-20,2021-12-21,3,540.3321,440.3783,440.38,432.0,8.38,0.019029,97,-113432.1,439.9396,0,0,0,1,1,2022-06-06,10,-0.1376,469.01,388.88,-0.132,-0.2803,-0.2701,-0.1376,,1,1,0,-18.13,2022-06-02
002241.SZ,2022-07-29,2022-06-24,1,32.2005,33.5407,33.55,32.93,0.62,0.01848,25,-2483.29,33.5164,0,0,0,1,1,2022-08-08,6,0.0264,33.57,30.96,0.0425,-0.0385,0.0335,,,0,0,0,2.84,2022-08-05
002241.SZ,2022-08-01,2022-06-24,1,32.2005,33.3582,33.36,33.29,0.07,0.002098,26,4398.71,33.3266,0,0,1,1,1,2022-08-08,5,0.0264,33.57,30.96,0.0425,-0.0385,0.0264,,,0,0,0,2.84,2022-08-05
002241.SZ,2022-08-02,2022-06-24,1,32.2005,33.4648,33.47,32.84,0.63,0.018823,27,-685.29,33.4365,0,0,1,1,1,2022-08-08,4,0.0264,33.57,30.96,0.0425,-0.0385,,,,0,0,0,2.84,2022-08-05
002594.SZ,2022-08-17,2022-07-13,2,310.606,335.4122,335.42,329.6,5.82,0.017351,25,20788.86,335.0846,0,0,0,0,0,,,,330.0,261.1,0.0624,-0.1594,-0.0036,-0.0728,-0.1323,0,1,1,-0.69,2022-11-04
002594.SZ,2022-08-18,2022-07-13,2,310.606,335.9261,335.93,330.0,5.93,0.017652,26,18520.86,335.5941,0,0,0,0,0,,,,327.44,261.1,0.0542,-0.1594,-0.0033,-0.077,-0.1437,0,1,1,-0.69,2022-11-04
601888.SH,2022-09-21,2022-08-09,2,184.7182,199.5356,199.54,195.55,3.99,0.019996,30,1725.75,199.3405,0,0,1,1,1,2022-09-27,4,0.096,203.58,181.05,0.1021,-0.0199,,,,0,0,0,7.19,2022-09-26
002594.SZ,2022-10-18,2022-07-13,4,292.6984,283.0016,283.01,279.0,4.01,0.014169,63,-49473.87,282.727,0,0,0,0,1,2022-11-04,13,-0.0427,283.02,235.81,-0.0331,-0.1944,-0.1189,-0.1055,,1,1,0,-0.69,2022-11-04
002594.SZ,2022-10-19,2022-07-13,4,292.6984,281.8869,281.89,276.44,5.45,0.019334,64,-65515.87,281.6081,0,0,0,0,1,2022-11-04,12,-0.0427,283.02,235.81,-0.0331,-0.1944,-0.119,-0.0859,,1,1,0,-0.69,2022-11-04
601899.SH,2022-10-27,2022-09-27,2,7.6896,8.3619,8.37,8.37,0.0,0.0,17,28102.71,8.3616,1,1,1,1,1,2022-10-28,1,0.0534,8.29,8.07,0.0781,0.0495,,,,0,0,0,6.92,2022-10-28
002594.SZ,2022-11-02,2022-07-13,5,279.781,276.9309,276.94,271.6,5.34,0.019282,74,-41551.32,276.6631,0,1,1,1,1,2022-11-04,2,0.0015,283.02,264.1,0.0116,-0.056,,,,0,0,0,-0.69,2022-11-04
600519.SH,2022-11-29,2022-10-13,2,1672.8356,1616.186,1616.19,1600.0,16.19,0.010017,33,-14767.11,1614.5738,0,1,1,1,1,2022-12-01,2,-0.0251,1680.0,1585.0,0.0043,-0.0525,,,,0,0,0,-0.99,2022-12-01
600519.SH,2022-11-30,2022-10-13,2,1672.8356,1627.4875,1627.49,1604.0,23.49,0.014433,34,-14767.11,1625.8625,1,1,1,1,1,2022-12-01,1,-0.0251,1680.0,1630.79,0.0043,-0.0251,,,,0,0,0,-0.99,2022-12-01
300750.SZ,2022-12-06,2022-10-31,1,360.4537,406.0125,406.02,404.04,1.98,0.004877,26,19783.15,405.614,1,1,1,1,1,2022-12-07,1,0.1605,421.68,399.0,0.1699,0.1069,,,,0,0,0,12.59,2022-12-07
002241.SZ,2022-12-19,2022-11-14,1,16.8812,18.5585,18.56,18.21,0.35,0.018858,25,6357.27,18.5414,0,0,0,0,1,2023-01-05,12,0.1024,18.61,16.53,0.1024,-0.0208,0.0278,0.0313,,0,0,0,8.55,2023-01-05
002241.SZ,2022-12-20,2022-11-14,1,16.8812,18.5321,18.54,18.4,0.14,0.007551,26,11903.27,18.5215,0,0,0,0,1,2023-01-05,11,0.1024,18.61,16.53,0.1024,-0.0208,0.0408,0.0023,,0,0,0,8.55,2023-01-05
300274.SZ,2022-12-30,2022-12-07,2,102.6742,114.8534,114.86,114.0,0.86,0.007487,17,34677.91,114.7451,0,0,0,0,1,2023-01-30,15,0.2749,135.0,109.95,0.3148,0.0709,0.1736,0.1841,,0,0,0,12.35,2023-01-03
601012.SH,2023-01-16,2022-12-23,1,40.2507,45.2212,45.23,44.45,0.78,0.017245,15,18371.75,45.1848,0,1,1,1,1,2023-01-18,2,0.1113,45.5,43.7,0.1304,0.0857,,,,0,0,0,11.35,2023-01-18
601012.SH,2023-01-17,2022-12-23,1,40.2507,45.0662,45.07,44.55,0.52,0.011538,16,19743.75,45.0249,1,1,1,1,1,2023-01-18,1,0.1113,45.5,44.23,0.1304,0.0989,,,,0,0,0,11.35,2023-01-18
300014.SZ,2023-01-30,2023-01-12,1,85.5777,93.2417,93.25,92.0,1.25,0.013405,7,4812.26,93.1568,0,0,0,0,0,,,,92.0,72.12,0.075,-0.1573,0.0142,-0.0168,-0.1549,0,0,1,6.98,2023-02-01
300014.SZ,2023-04-10,2023-02-21,3,69.7452,71.5011,71.51,70.31,1.2,0.016781,33,3695.82,71.4385,0,0,0,0,0,,,,70.6,59.42,0.0123,-0.148,-0.0111,-0.1108,-0.025,0,1,0,-28.57,2023-11-06
300014.SZ,2023-04-14,2023-02-21,3,69.7452,71.8641,71.87,70.6,1.27,0.017671,37,-7184.18,71.7981,0,0,0,0,0,,,,71.3,59.42,0.0223,-0.148,-0.0999,-0.0602,-0.0098,1,1,0,-28.57,2023-11-06
300014.SZ,2023-04-17,2023-02-21,3,69.7452,71.0242,71.03,69.68,1.35,0.019006,38,-6589.18,70.959,0,0,0,0,0,,,,71.3,59.42,0.0223,-0.148,-0.1108,-0.0655,-0.0232,1,1,0,-28.57,2023-11-06
300014.SZ,2023-04-18,2023-02-21,3,69.7452,70.5826,70.59,70.2,0.39,0.005525,39,-16024.18,70.5194,0,0,0,0,0,,,,71.3,59.42,0.0223,-0.148,-0.1343,-0.0809,-0.0252,1,1,0,-28.57,2023-11-06
300014.SZ,2023-05-15,2023-02-21,5,67.0654,71.0384,71.04,70.75,0.29,0.004082,55,48431.12,70.969,0,0,0,0,0,,,,71.3,57.51,0.0631,-0.1425,0.0184,-0.0353,-0.1215,0,0,1,-28.57,2023-11-06
300014.SZ,2023-05-16,2023-02-21,5,67.0654,71.8409,71.85,71.12,0.73,0.01016,56,46814.12,71.7782,0,0,0,0,0,,,,71.3,57.36,0.0631,-0.1447,-0.0007,-0.0275,-0.1395,0,0,1,-28.57,2023-11-06
300014.SZ,2023-05-17,2023-02-21,5,67.0654,72.1603,72.17,71.3,0.87,0.012055,57,29321.12,72.0978,0,0,0,0,0,,,,69.7,55.55,0.0393,-0.1717,0.0045,-0.0457,-0.171,0,0,1,-28.57,2023-11-06
600519.SH,2023-05-22,2023-04-13,1,1692.1298,1773.6253,1773.63,1752.0,21.63,0.012195,24,5387.02,1771.8564,0,0,0,0,1,2023-06-16,19,0.0624,1800.0,1618.0,0.0637,-0.0438,-0.0018,-0.016,,0,0,0,6.51,2023-06-16
600519.SH,2023-05-23,2023-04-13,1,1692.1298,1774.3243,1774.33,1754.0,20.33,0.011458,25,3242.02,1772.5557,0,0,0,0,1,2023-06-16,18,0.0624,1800.0,1618.0,0.0637,-0.0438,-0.0141,-0.0149,,0,0,0,6.51,2023-06-16
600519.SH,2023-06-14,2023-04-13,2,1656.0845,1750.1665,1750.17,1734.24,15.93,0.009102,41,14159.11,1748.4198,0,1,1,1,1,2023-06-16,2,0.0855,1800.0,1723.0,0.0869,0.0404,,,,0,0,0,6.51,2023-06-16
600519.SH,2023-06-15,2023-04-13,2,1656.0845,1755.9946,1756.0,1755.65,0.35,0.000199,42,19783.11,1754.244,1,1,1,1,1,2023-06-16,1,0.0855,1800.0,1750.1,0.0869,0.0568,,,,0,0,0,6.51,2023-06-16
600809.SH,2023-06-16,2023-05-23,2,218.2097,224.6118,224.62,222.2,2.42,0.010774,18,3168.62,224.3954,0,0,0,0,0,,,,221.0,183.95,0.0128,-0.157,-0.1206,-0.0776,-0.0312,1,1,0,6.61,2023-07-25
600809.SH,2023-06-19,2023-05-23,2,218.2097,223.0274,223.03,221.0,2.03,0.009102,19,-5723.38,222.807,0,0,0,0,0,,,,215.61,183.95,-0.0119,-0.157,-0.1222,-0.0924,-0.0241,1,1,0,6.61,2023-07-25
600809.SH,2023-07-20,2023-05-23,3,210.1835,220.479,220.48,217.0,3.48,0.015784,40,7886.25,220.2595,0,0,1,1,1,2023-07-27,5,0.1214,237.61,207.0,0.1305,-0.0151,0.1214,,,0,0,0,6.61,2023-07-25
600809.SH,2023-07-21,2023-05-23,3,210.1835,222.2348,222.24,218.49,3.75,0.016874,41,12142.25,222.0178,0,0,1,1,1,2023-07-27,4,0.1214,237.61,207.0,0.1305,-0.0151,,,,0,0,0,6.61,2023-07-25
300014.SZ,2023-07-31,2023-02-21,5,67.0654,61.1824,61.19,60.15,1.04,0.016996,108,-115179.88,61.1288,0,0,0,0,0,,,,60.88,48.46,-0.0922,-0.2774,-0.1167,-0.156,-0.2709,1,1,1,-28.57,2023-11-06
300014.SZ,2023-08-02,2023-02-21,5,67.0654,60.8073,60.81,59.95,0.86,0.014142,110,-129291.88,60.7492,0,0,0,0,0,,,,60.88,48.46,-0.0922,-0.2774,-0.1218,-0.1738,-0.2485,1,1,1,-28.57,2023-11-06
300014.SZ,2023-08-04,2023-02-21,5,67.0654,61.024,61.03,60.88,0.15,0.002458,112,-104154.88,60.969,0,0,0,0,0,,,,60.44,48.46,-0.0988,-0.2774,-0.1426,-0.1903,-0.2698,1,1,1,-28.57,2023-11-06
300014.SZ,2023-08-07,2023-02-21,5,67.0654,61.169,61.17,59.95,1.22,0.019944,113,-115032.88,61.1088,0,0,0,0,0,,,,60.44,48.46,-0.0988,-0.2774,-0.156,-0.2143,-0.2531,1,1,1,-28.57,2023-11-06
300014.SZ,2023-08-10,2023-02-21,5,67.0654,61.1255,61.13,60.44,0.69,0.011287,116,-115032.88,61.0689,0,0,0,0,0,,,,59.43,47.7,-0.1139,-0.2888,-0.1792,-0.2549,-0.2886,1,1,1,-28.57,2023-11-06
002475.SZ,2023-10-10,2023-09-08,1,29.5372,31.6786,31.68,31.5,0.18,0.005682,16,9532.91,31.6483,1,1,1,1,1,2023-10-11,1,0.0773,31.9,31.0,0.08,0.0495,,,,0,0,0,6.73,2023-10-11
002594.SZ,2023-10-18,2023-08-15,2,242.7706,251.933,251.94,251.0,0.94,0.003731,40,10079.09,251.6881,0,0,0,0,0,,,,247.97,234.67,0.0214,-0.0334,-0.0221,-0.0271,-0.017,0,0,0,-7.53,2024-03-12
002594.SZ,2023-10-19,2023-08-15,2,242.7706,251.1538,251.16,247.97,3.19,0.012701,41,-3472.91,250.9088,0,0,0,0,0,,,,244.99,234.67,0.0091,-0.0334,-0.0171,-0.0328,-0.0184,0,0,0,-7.53,2024-03-12
300014.SZ,2023-10-27,2023-02-21,5,67.0654,47.1766,47.18,47.16,0.02,0.000424,166,-301575.88,47.1328,0,0,0,0,0,,,,48.6,43.4,-0.2753,-0.3529,-0.3238,-0.2947,-0.3514,1,1,1,-28.57,2023-11-06
002594.SZ,2023-10-27,2023-08-15,2,242.7706,248.2003,248.21,243.5,4.71,0.018976,47,-1312.91,247.9618,0,0,0,0,0,,,,244.99,215.4,0.0091,-0.1127,-0.017,-0.0239,-0.1068,0,0,1,-7.53,2024-03-12
300014.SZ,2023-10-30,2023-02-21,5,67.0654,47.3801,47.39,47.06,0.33,0.006963,167,-297165.88,47.3426,0,0,0,0,0,,,,48.6,42.41,-0.2753,-0.3676,-0.284,-0.2925,-0.3676,1,1,1,-28.57,2023-11-06
002594.SZ,2023-10-30,2023-08-15,2,242.7706,247.6131,247.62,244.99,2.63,0.010621,48,2927.09,247.3724,0,0,0,0,0,,,,244.3,205.0,0.0063,-0.1556,0.0005,-0.0233,-0.1395,0,0,1,-7.53,2024-03-12
002594.SZ,2023-10-31,2023-08-15,2,242.7706,247.2947,247.3,243.99,3.31,0.013385,49,-6768.91,247.0527,0,0,0,0,0,,,,244.3,205.0,0.0063,-0.1556,-0.0074,-0.0212,-0.1354,0,0,1,-7.53,2024-03-12
600519.SH,2023-11-01,2023-10-16,2,1737.0764,1854.5623,1854.57,1850.0,4.57,0.002464,12,8782.72,1852.7154,0,0,0,0,0,,,,1823.79,1736.66,0.0499,-0.0002,0.0353,0.0206,0.0217,0,0,0,-0.13,2023-12-29
600519.SH,2023-11-03,2023-10-16,2,1737.0764,1842.5524,1842.56,1814.89,27.67,0.015017,14,14832.72,1840.7174,0,0,0,0,0,,,,1823.79,1736.66,0.0499,-0.0002,0.0223,0.0094,0.0134,0,0,0,-0.13,2023-12-29
