count,mean,std,min,10%,25%,50%,75%,90%,95%,99%,max
3159.0,0.12318494161595611,0.09214083051030578,2.1222901307051974e-16,0.02912167387281896,0.05667475012030365,0.1030666359234493,0.16606948383097514,0.2361344679941077,0.3016703491110315,0.46409311121858393,0.5924992438753907
