date,equity,cash,stock_val,etf_val
2021-03-08,1181970.198601175,483645.19860117504,698325.0,0.0
2021-03-09,1161690.198601175,483645.19860117504,678045.0,0.0
2021-03-10,1166291.7904711752,287793.7904711751,878498.0,0.0
2021-03-11,1179516.7904711752,287793.7904711751,891723.0,0.0
2021-03-12,1170088.8657191752,92647.86571917511,1077441.0,0.0
2021-03-15,1098962.8657191752,92647.86571917511,1006315.0,0.0
2021-03-16,1112746.8657191752,92647.86571917511,1020099.0,0.0
2021-03-17,1126945.8657191752,92647.86571917511,1034298.0,0.0
2021-03-18,1135553.8657191752,92647.86571917511,1042906.0,0.0
2021-03-19,1072440.8657191752,92647.86571917511,979793.0,0.0
2021-03-22,1059002.8657191752,92647.86571917511,966355.0,0.0
2021-03-23,1039668.8657191751,92647.86571917511,947021.0,0.0
2021-03-24,997751.8657191751,92647.86571917511,905104.0,0.0
2021-03-25,1008050.8657191751,92647.86571917511,915403.0,0.0
2021-03-26,1063763.8657191752,92647.86571917511,971116.0,0.0
2021-03-29,1044537.8657191751,92647.86571917511,951890.0,0.0
2021-03-30,1055857.8657191752,92647.86571917511,963210.0,0.0
2021-03-31,1053865.8657191752,92647.86571917511,961218.0,0.0
2021-04-01,1084452.8657191752,92647.86571917511,991805.0,0.0
2021-04-02,1099743.5846291753,280332.58462917514,819411.0,0.0
2021-04-06,1084355.5846291753,280332.58462917514,804023.0,0.0
2021-04-07,1070228.5846291753,280332.58462917514,789896.0,0.0
2021-04-08,1064729.5846291753,280332.58462917514,784397.0,0.0
2021-04-09,1048347.5846291751,280332.58462917514,768015.0,0.0
2021-04-12,1042895.5846291751,280332.58462917514,762563.0,0.0
2021-04-13,1067426.6885811752,95299.68858117511,972127.0,0.0
2021-04-14,1090075.707703175,475994.70770317514,614081.0,0.0
2021-04-15,1081310.1832031752,281619.1832031751,799691.0,0.0
2021-04-16,1073015.1110631751,92831.11106317508,980184.0,0.0
2021-04-19,1115731.854815175,551027.8548151751,564704.0,0.0
2021-04-20,1116761.3680487769,551027.8548151751,565733.5132336018,0.0
