threshold_pct,all_pnl,drop_top1,drop_top2,drop_top3,top1_pct,top5_pct,worst1_pct,top1_trade
0.0,215200.94874274463,83633.29798834451,1180.9525825044257,-54245.96994373569,27.578742723567544,88.40148679936102,-59.038248112065475,300750.SZ 2020-03-02
0.1,180274.3445110647,49205.56438666466,-32767.86521437543,-87604.12491469563,28.718798912512504,96.4228402463615,-64.47792950236651,300750.SZ 2020-03-02
0.2,319311.8630816344,188741.9535872343,107322.68498021417,32671.859662794217,21.150124276367553,74.81772787909566,-47.76164701885743,300750.SZ 2020-03-02
0.3,249612.49698991468,165637.1043375146,96422.0745246145,30349.76467305451,20.33202065302499,79.79155052402447,-34.34902771518228,300750.SZ 2020-03-02
0.5,960679.7180053148,873625.8888806346,790573.4068937346,708337.3724621944,8.916720282204695,36.06145475078186,-11.722082897109368,300750.SZ 2020-03-02
0.75,882825.150767725,773160.9386322249,691255.8590943249,621797.4395160847,9.228034422396751,36.84835646239611,-12.237954876242949,601318.SH 2020-03-02
1.0,966130.5656593756,853430.8899679155,772698.1564105153,701646.5445793152,9.043651802062596,35.36103483241988,-11.80010393763236,601318.SH 2020-03-02
1.5,1092142.2499186257,951321.3641647856,872883.4355053854,803159.4838849853,10.899761292994846,32.62853121353944,-11.632109892692773,601318.SH 2020-03-02
2.0,176393.70464964485,96421.68026178482,28954.750999744807,-37934.3225751553,23.614794370873916,96.9970376053885,-55.37840178399015,601318.SH 2020-03-02
