round_id,ts_code,name,direction,date,raw_price,adj_factor,adj_price,shares,amount,commission,transfer_fee,stamp,total_fee,level,action
600111.SH|2021-09-30,600111.SH,北方稀土,卖出,2021-10-25,52.308,19.695,1030.2061,4600,240616.8,60.15,2.41,240.62,303.18,1.0,TAKE_PROFIT_DYN
000651.SZ|2021-10-28,000651.SZ,格力电器,买入,2021-10-28,36.506,171.831,6272.8625,5400,197132.4,49.28,1.97,0.0,51.25,1.0,INITIAL_ENTRY
002466.SZ|2021-09-23,002466.SZ,天齐锂业,卖出,2021-11-09,108.012,7.754,837.525,3800,410445.6,102.61,4.1,410.45,517.16,2.0,TAKE_PROFIT_DYN
601919.SH|2021-09-29,601919.SH,中远海控,买入,2021-11-16,14.615,1.356,19.8179,13600,198764.0,49.69,1.99,0.0,51.68,2.0,ADD_POSITION
600030.SH|2021-11-17,600030.SH,中信证券,买入,2021-11-17,23.934,5.661,135.4904,8300,198652.2,49.66,1.99,0.0,51.65,1.0,INITIAL_ENTRY
000651.SZ|2021-10-28,000651.SZ,格力电器,买入,2021-11-30,34.715,171.831,5965.1132,5700,197875.5,49.47,1.98,0.0,51.45,2.0,ADD_POSITION
601919.SH|2021-09-29,601919.SH,中远海控,卖出,2021-11-30,16.613,1.356,22.5272,24700,410341.1,102.59,4.1,410.34,517.03,2.0,TAKE_PROFIT_DYN
601012.SH|2021-12-02,601012.SH,隆基绿能,买入,2021-12-02,83.383,13.688,1141.3465,2300,191780.9,47.95,1.92,0.0,49.86,1.0,INITIAL_ENTRY
601012.SH|2021-12-02,601012.SH,隆基绿能,买入,2021-12-06,82.082,13.688,1123.5384,2400,196996.8,49.25,1.97,0.0,51.22,2.0,ADD_POSITION
600030.SH|2021-11-17,600030.SH,中信证券,卖出,2021-12-06,25.874,5.661,146.4727,8300,214754.2,53.69,2.15,214.75,270.59,1.0,TAKE_PROFIT_DYN
