signal_date,entry_date,exit_date,entry_idx,exit_idx,qty,entry_open,exit_close,buy_fill,sell_fill,buy_fee,sell_fee,cash_out,proceeds,net_return_pct,pnl,year
2022-10-28,2022-10-31,2022-11-04,683,687,26900,3.58,3.834,3.5835799999999995,3.830166,24.099575499999997,25.75786635,96422.40157549999,103005.70753365,6.8275689576090866,6583.305958150013,2022
2022-11-25,2022-11-28,2022-12-02,703,707,27300,3.772,3.933,3.7757719999999995,3.929067,25.769643899999995,26.815882275,103104.34524389998,107236.713217725,4.007947447849689,4132.367973825021,2022
2022-12-12,2022-12-13,2022-12-19,714,718,26600,4.018,3.959,4.022017999999999,3.955041,26.746419699999997,26.30102265,107012.42521969997,105177.78957734999,-1.7144136660611284,-1834.635642349982,2022
2022-12-19,2022-12-20,2022-12-26,719,723,26600,3.945,3.9,3.9489449999999993,3.8961,26.260484249999994,25.909065000000002,105068.19748424998,103610.35093500001,-1.3875240883127387,-1457.8465492499672,2022
2023-02-16,2023-02-17,2023-02-23,756,760,25400,4.085,4.099,4.089085,4.094901,25.96568975,26.002621350000002,103888.72468974999,103984.48277865001,0.09217370719102834,95.75808890002372,2023
2023-02-27,2023-02-28,2023-03-06,763,767,25600,4.057,4.099,4.061057,4.094901,25.9907648,26.207366399999998,103989.0499648,104803.25823359999,0.7829750046525099,814.2082687999937,2023
2023-03-07,2023-03-08,2023-03-14,769,773,26000,4.03,3.98,4.03403,3.97602,26.221194999999998,25.84413,104911.00119499999,103350.67587,-1.4872847530067683,-1560.3253249999834,2023
2023-03-14,2023-03-15,2023-03-21,774,778,25700,4.006,3.975,4.010006,3.971025,25.764288549999996,25.513835625,103082.91848854999,102029.828664375,-1.0215948865397662,-1053.089824174982,2023
2023-03-29,2023-03-30,2023-04-06,785,789,25500,3.998,4.088,4.0019979999999995,4.083912,25.512737249999997,26.034938999999998,102076.46173724999,104113.72106099999,1.9958169484694779,2037.2593237499968,2023
2023-04-18,2023-04-19,2023-04-25,798,802,25000,4.154,3.96,4.158154,3.95604,25.988462499999997,24.72525,103979.83846249999,98876.27475,-4.9082243134476276,-5103.563712499992,2023
2023-04-25,2023-04-26,2023-05-05,803,807,25000,3.958,4.009,3.9619579999999996,4.004991,24.7622375,25.031193750000003,99073.7122375,100099.74380625002,1.035624431120945,1026.0315687500115,2023
2023-06-06,2023-06-07,2023-06-13,830,834,26200,3.82,3.877,3.8238199999999996,3.8731229999999996,25.046020999999996,25.368955649999997,100209.13002099999,101450.45364434998,1.2387330606401414,1241.323623349992,2023
2023-06-20,2023-06-21,2023-06-29,840,844,25700,3.935,3.859,3.9389349999999994,3.855141,25.307657374999994,24.769280925000004,101255.93715737498,99052.35441907501,-2.176250400877824,-2203.5827382999705,2023
2023-07-20,2023-07-21,2023-07-27,860,864,25500,3.888,3.972,3.8918879999999993,3.968028,24.810785999999997,25.2961785,99267.95478599999,101159.4178215,1.905411509260559,1891.4630355000118,2023
2023-08-07,2023-08-08,2023-08-14,872,876,24900,4.048,3.923,4.052047999999999,3.919077,25.223998799999993,24.396254325,100921.21919879997,97560.62104567501,-3.3299222698697997,-3360.5981531249563,2023
2023-08-14,2023-08-15,2023-08-21,877,881,24800,3.927,3.8,3.9309269999999996,3.7962,24.371747399999997,23.53644,97511.36134739999,94122.22356,-3.4756337523846446,-3389.137787399988,2023
2023-08-21,2023-08-22,2023-08-28,882,886,24700,3.818,3.837,3.8218179999999995,3.8331630000000003,23.59972615,23.669781525,94422.50432615,94655.45631847501,0.24671236373943942,232.9519923250191,2023
2023-10-09,2023-10-10,2023-10-16,911,915,25100,3.766,3.693,3.7697659999999997,3.689307,23.65528165,23.150401425000002,94644.78188165,92578.455298575,-2.183244064801013,-2066.326583074988,2023
2023-10-18,2023-10-19,2023-10-25,918,922,25200,3.66,3.569,3.6636599999999997,3.565431,23.081058,22.4622153,92347.31305799999,89826.3989847,-2.7298185402716437,-2520.9140732999804,2023
2023-11-30,2023-12-01,2023-12-07,949,953,25200,3.561,3.454,3.5645609999999994,3.450546,22.456734299999997,21.738439800000002,89849.39393429998,86932.0207602,-3.246959212917153,-2917.373174099979,2023
2023-12-07,2023-12-08,2023-12-14,954,958,25100,3.455,3.419,3.458455,3.415581,21.701805125,21.432770775,86828.922305125,85709.650329225,-1.2890543222070359,-1119.2719759000029,2023
2023-12-18,2023-12-19,2023-12-25,961,965,25200,3.397,3.415,3.4003969999999994,3.411585,21.422501099999998,21.4929855,85711.42690109999,85950.4490145,0.2788684333488201,239.02211340001668,2023
2023-12-25,2023-12-26,2024-01-02,966,970,25200,3.413,3.453,3.4164129999999995,3.449547,21.523401899999996,21.732146099999998,86115.1310019,86906.8522539,0.9193753092967308,791.721252000003,2023
2024-01-08,2024-01-09,2024-01-15,975,979,25900,3.351,3.345,3.3543509999999994,3.3416550000000003,21.719422724999998,21.637216125000002,86899.41032272499,86527.227283875,-0.42829178871039003,-372.1830388499802,2024
2024-01-17,2024-01-18,2024-01-24,982,986,26900,3.218,3.279,3.2212179999999995,3.275721,21.66269105,22.029223725,86672.42689105,88094.865676275,1.6411664427177726,1422.4387852250075,2024
2024-01-31,2024-02-01,2024-02-07,992,996,27500,3.2,3.34,3.2032,3.3366599999999997,22.022000000000002,22.9395375,88110.022,91735.21046249999,4.114388329740736,3625.188462499995,2024
2024-03-25,2024-03-26,2024-04-01,1024,1028,26000,3.52,3.584,3.5235199999999995,3.580416,22.902879999999996,23.272704,91634.42287999998,93067.543296,1.5639542117013878,1433.1204160000198,2024
2024-04-08,2024-04-09,2024-04-15,1032,1036,26300,3.527,3.539,3.5305269999999997,3.535461,23.213215024999997,23.245656075000003,92876.07331502499,92959.37864392501,0.08969514529050068,83.3053289000236,2024
2024-04-15,2024-04-16,2024-04-22,1037,1041,26400,3.524,3.524,3.5275239999999997,3.520476,23.281658399999998,23.2351416,93149.91525839998,92917.3312584,-0.2496878277932886,-232.583999999988,2024
2024-05-23,2024-05-24,2024-05-30,1062,1066,25500,3.632,3.596,3.6356319999999998,3.592404,23.177153999999998,22.901575500000003,92731.793154,91583.40042450001,-1.2384023757556901,-1148.3927294999885,2024
2024-06-03,2024-06-04,2024-06-11,1069,1073,25500,3.585,3.551,3.5885849999999997,3.5474490000000003,22.877229375,22.614987375000002,91531.79472937499,90437.334512625,-1.1957158930248113,-1094.4602167499834,2024
2024-06-20,2024-06-21,2024-06-27,1081,1085,25700,3.517,3.48,3.5205169999999995,3.47652,22.619321725,22.336641,90499.90622172499,89324.227359,-1.2990940121469028,-1175.6788627249916,2024
2024-07-08,2024-07-09,2024-07-15,1093,1097,26100,3.429,3.526,3.4324289999999995,3.522474,22.396599225,22.98414285,89608.793499225,91913.58725715001,2.5720620353458363,2304.793757925014,2024
2024-07-24,2024-07-25,2024-07-31,1105,1109,26500,3.464,3.508,3.4674639999999997,3.504492,22.971949,23.2172595,91910.76794899999,92845.8207405,1.017348470006105,935.052791500013,2024
2024-08-05,2024-08-06,2024-08-12,1113,1117,27000,3.428,3.389,3.4314279999999995,3.385611,23.162138999999996,22.852874250000003,92671.71813899998,91388.64412575,-1.3845367702425373,-1283.0740132499777,2024
2024-08-20,2024-08-21,2024-08-27,1124,1128,26900,3.391,3.377,3.3943909999999997,3.373623,22.827279475,22.687614675,91331.94517947499,90727.77108532499,-0.6615145368498938,-604.1740941500029,2024
2024-08-27,2024-08-28,2024-09-03,1129,1133,26900,3.37,3.344,3.3733699999999995,3.340656,22.68591325,22.4659116,90766.33891324999,89841.1804884,-1.019274805976483,-925.1584248499857,2024
2024-09-13,2024-09-18,2024-09-24,1142,1146,27800,3.227,3.427,3.2302269999999993,3.423573,22.450077649999997,23.793832350000002,89822.76067764999,95151.53556765,5.932544101069852,5328.774890000015,2024
2024-11-15,2024-11-18,2024-11-22,1180,1184,23300,4.071,3.953,4.075070999999999,3.9490469999999998,23.737288574999994,23.003198774999998,94972.89158857497,91989.79190122499,-3.14100122408913,-2983.0996873499826,2024
2024-11-22,2024-11-25,2024-11-29,1185,1189,23300,3.955,4.001,3.9589549999999996,3.996999,23.060912875,23.282519175,92266.71241287499,93106.794180825,0.9104927941843434,840.0817679500178,2024
2024-12-17,2024-12-18,2024-12-24,1202,1206,23100,4.02,4.069,4.024019999999999,4.064931,23.238715499999994,23.474976525,92978.10071549998,93876.43112347499,0.9661741862460435,898.3304079750087,2024
2024-12-24,2024-12-25,2024-12-31,1207,1211,23000,4.072,4.022,4.076072,4.017978,23.437414,23.103373500000004,93773.093414,92390.39062650001,-1.4745197552516258,-1382.7027874999912,2024
