date,K1,K2,K3
2022-01-05,1.8986344607434291,1.5319355741634912,1.655359005304136
2022-01-06,1.8606591607434293,1.508359674163491,1.635188105304136
2022-01-07,1.8668737607434294,1.502087474163491,1.625198905304136
2022-01-10,1.8541684607434292,1.494731574163491,1.6189250053041362
2022-01-11,1.8364880607434293,1.466262374163491,1.590461805304136
2022-01-12,1.8668324607434292,1.520743574163491,1.666353005304136
2022-01-13,1.8568975607434293,1.5115468741634912,1.658016305304136
2022-01-14,1.8445936607434292,1.503073174163491,1.664158605304136
2022-01-17,1.8534440607434293,1.5410443741634912,1.729658805304136
2022-01-18,1.837781360743429,1.527890274163491,1.699867705304136
2022-01-19,1.8106305607434292,1.4878338741634909,1.6503143053041358
2022-01-20,1.8015940607434293,1.4795363741634913,1.6431628053041358
2022-01-21,1.7613662607434295,1.4543089741634911,1.625171405304136
2022-01-24,1.750617860743429,1.4552437741634912,1.640552205304136
2022-01-25,1.7207407607434295,1.413172474163491,1.588853905304136
2022-01-26,1.7392239607434292,1.4512260741634908,1.6471295053041362
2022-01-27,1.6964466607434294,1.406836174163491,1.597752605304136
2022-01-28,1.6861753881134294,1.353911643833491,1.5550845805291358
2022-02-07,1.7534443881134294,1.434710243833491,1.6277109172662343
2022-02-08,1.7377003881134292,1.400396643833491,1.6005260077662344
2022-02-09,1.7442683881134295,1.416918643833491,1.6219680077662344
2022-02-10,1.7297900294134294,1.3764462682334908,1.5912536490662346
2022-02-11,1.6638175294134296,1.314464768233491,1.5314311490662345
2022-02-14,1.6587319294134293,1.321310368233491,1.5393415490662343
2022-02-15,1.694969629413429,1.372080668233491,1.5884472490662342
2022-02-16,1.698730329413429,1.373395968233491,1.5890479490662344
2022-02-17,1.7148790294134295,1.401449268233491,1.6120226490662344
2022-02-18,1.6916346294134295,1.384895668233491,1.5961482490662344
2022-02-21,1.6850477294134292,1.379348568233491,1.5908213490662344
2022-02-22,1.6779173294134293,1.3749689682334911,1.5815889490662343
2022-02-23,1.7191680294134293,1.445392268233491,1.6462516490662344
2022-02-24,1.6990469294134294,1.436099368233491,1.6297005490662344
2022-02-25,1.7396200294134294,1.459852268233491,1.6580556490662344
2022-02-28,1.7852781294134292,1.496504168233491,1.6964057490662343
2022-03-01,1.8218724783054745,1.529681310484233,1.732273714624724
2022-03-02,1.7946699783054745,1.506850710484233,1.7053127146247242
2022-03-03,1.8266528815054748,1.533584818084233,1.7250824222247243
2022-03-04,1.8057828853854747,1.5137322347642332,1.6993430256447242
2022-03-07,1.7651125542354744,1.465129142574233,1.641049869604724
2022-03-08,1.7273770532854744,1.4288891993442332,1.6018392115347242
2022-03-09,1.7227496972254746,1.4053641993442332,1.5702252115347242
2022-03-10,1.7897951972254744,1.4913491993442332,1.6520852115347242
2022-03-11,1.7873134972254745,1.500659199344233,1.657769211534724
2022-03-14,1.7537535972254747,1.429644199344233,1.5857342115347242
2022-03-15,1.6910357972254746,1.3836641993442331,1.5206322115347242
2022-03-16,1.7557926972254745,1.4938041993442333,1.629307211534724
2022-03-17,1.7911856972254745,1.5343641993442332,1.679925211534724
2022-03-18,1.7949302972254744,1.562949199344233,1.7107282115347242
2022-03-21,1.7941281972254746,1.5597441993442331,1.6978402115347242
2022-03-22,1.7870382972254744,1.5391491993442332,1.687226211534724
2022-03-23,1.8102770972254747,1.537979199344233,1.692322211534724
2022-03-24,1.7734372972254746,1.5026441993442332,1.6520132115347241
2022-03-25,1.7626119972254746,1.455474199344233,1.606564211534724
2022-03-28,1.7303631972254743,1.4024891993442332,1.558134211534724
2022-03-29,,,
2022-03-30,1.3385216972254743,1.4975241993442332,1.656916211534724
2022-03-31,1.3268015972254747,1.4668841993442332,1.6346880977450402
2022-04-01,1.3493383972254744,1.4963591993442331,1.66376029774504
2022-04-06,1.3499653972254744,1.4761441993442332,1.64744484032004
2022-04-07,1.3464750972254742,1.4342341993442331,1.61480254032004
2022-04-08,1.3513771972254744,1.4426541993442332,1.61915534032004
2022-04-11,1.3080877972254743,1.362069199344233,1.53704014032004
2022-04-12,1.3581335972254744,1.4224041993442331,1.60481154032004
2022-04-13,1.3527142972254746,1.4124391993442331,1.59382614032004
2022-04-14,1.4138947140462916,1.4696119799435623,1.6570482007964873
2022-04-15,1.4002954140462918,1.4491232799435623,1.6360025007964873
2022-04-18,1.389732737206292,1.4649326031035623,1.6549078239564872
2022-04-19,1.3926493660562917,1.4380572319535623,1.6334144528064871
2022-04-20,1.3989240447562918,1.4027067106535622,1.5993379315064873
2022-04-21,1.411572792316292,1.3780048259735624,1.5694595537664875
2022-04-22,1.4264137923162918,1.3667938259735624,1.5632035537664875
2022-04-25,1.3368585892362919,1.2443218259735624,1.4241835537664873
2022-04-26,1.3341057892362918,1.2086338259735625,1.3926575537664874
2022-04-27,1.315456189236292,1.2805378259735625,1.4661715537664874
2022-04-28,1.3585662892362917,1.3341808259735624,1.5296095537664873
2022-04-29,1.3724175892362918,1.3756978259735624,1.5772045537664874
2022-05-05,1.3566428892362918,1.3663738259735625,1.5693715537664874
2022-05-06,1.3144732892362918,1.3267978259735624,1.5228455537664873
2022-05-09,1.277776189236292,1.3080928259735625,1.5068715537664874
2022-05-10,1.2826889892362918,1.3926508259735624,1.5806815537664873
2022-05-11,1.2879036892362916,1.4216008259735624,1.6157365537664874
2022-05-12,1.2667870892362918,1.4255638259735623,1.6119265537664873
2022-05-13,1.2858530892362918,1.4328088259735625,1.6205625537664874
2022-05-16,1.281444889236292,1.4357848259735624,1.6169485537664874
2022-05-17,1.3243166892362916,1.5061438259735624,1.6928125537664873
2022-05-18,1.3255802892362918,1.5119908259735624,1.6988485537664875
2022-05-19,1.2996458892362919,1.5190168259735624,1.7157475537664875
2022-05-20,1.343523489236292,1.5513958259735625,1.7568935537664874
2022-05-23,1.333464689236292,1.5419398259735624,1.7442985537664875
2022-05-24,1.3162516892362919,1.4833138259735625,1.6831105537664874
2022-05-25,1.316729989236292,1.4716588259735623,1.6739535537664874
2022-05-26,1.3116882892362918,1.4848048259735624,1.6872325537664874
2022-05-27,1.3367966892362917,1.4851858259735624,1.6906055537664875
2022-05-30,1.3423132892362917,1.5256858259735624,1.7294015537664873
2022-05-31,1.3556667892362917,1.5514018259735625,1.7630536732380513
2022-06-01,1.3565826892362918,1.6265616012427029,1.8295684675768091
2022-06-02,1.333523189236292,1.603515601242703,1.8033744675768093
2022-06-06,1.3359443892362919,1.6074710012427031,1.8077654675768093
2022-06-07,1.3429272892362918,1.6071408012427029,1.8078884675768092
2022-06-08,1.3521320892362918,1.622680401242703,1.8251184675768093
2022-06-09,1.3670137892362917,1.6244578012427031,1.8280314675768092
2022-06-10,1.3559118892362916,1.603371001242703,1.8047454675768093
2022-06-13,1.3025309892362917,1.538448201242703,1.7317434675768093
2022-06-14,1.3146420892362918,1.537331401242703,1.7313754675768092
2022-06-15,1.3415302590983504,1.5448961770941625,1.741289895891658
2022-06-16,1.3370446590983505,1.5397285770941624,1.735463095891658
2022-06-17,1.3157380590983503,1.5151824770941624,1.7077857958916582
2022-06-20,1.3134952590983506,1.5125986770941624,1.7048723958916583
2022-06-21,1.3291948590983507,1.5306852770941626,1.7252661958916584
2022-06-22,1.3303162590983506,1.5319771770941621,1.726722895891658
2022-06-23,1.3391859996083504,1.5422109473541623,1.7382750364016581
2022-06-24,1.3626818996083503,1.5689482473541625,1.7681416364016582
2022-06-27,1.3870614996083503,1.5977634473541624,1.8012390364016584
2022-06-28,1.3940936996083506,1.6051368473541625,1.808941836401658
2022-06-29,1.3608737996083502,1.5669695473541623,1.765998236401658
2022-06-30,1.3501174996083505,1.5539954473541624,1.750883036401658
2022-07-01,1.3457520996083505,1.5489476473541623,1.7451764364016582
2022-07-04,1.35725759960835,1.5630121473541623,1.761711436401658
2022-07-05,1.3625895996083501,1.5700501473541624,1.770396436401658
2022-07-06,1.3572309996083505,1.5636679473541624,1.7630260364016581
2022-07-07,1.3675430996083506,1.5758566473541624,1.7770264364016581
2022-07-08,1.3802779996083505,1.5901269473541624,1.792779036401658
2022-07-11,1.3694512996083503,1.5781060473541624,1.7796052364016584
2022-07-12,1.3642756996083505,1.5718038984791625,1.7723149179516582
2022-07-13,1.3608596996083506,1.5688128427491626,1.769226162446658
2022-07-14,1.3465043996083503,1.5719526427491624,1.7648409193266583
2022-07-15,1.3520678996083504,1.5950706427491623,1.7699865218616584
2022-07-18,1.3771356996083506,1.6150588427491626,1.7932487218616584
2022-07-19,1.3659351996083502,1.5986788427491623,1.7830552218616582
2022-07-20,1.4022738996083504,1.6307536427491625,1.8053685218616584
2022-07-21,1.4072101996083501,1.6266458427491626,1.7939272218616584
2022-07-22,1.4098190996083502,1.6341864427491621,1.8006573218616582
2022-07-25,1.3956639996083504,1.6135090427491623,1.7877984218616583
2022-07-26,1.3954418996083504,1.6158816427491625,1.7983205218616585
2022-07-27,1.3974892996083503,1.6183502427491625,1.7949231218616584
2022-07-28,1.4203016996083502,1.6388328427491623,1.8064477218616581
2022-07-29,1.4431343996083503,1.6519446427491624,1.7991980218616583
2022-08-01,1.4575221003707899,1.6777401435116017,1.8140754898740978
2022-08-02,1.4529852312107898,1.669014107001602,1.796708020714098
2022-08-03,1.4506274393607899,1.6611242825016022,1.7748620272640978
2022-08-04,1.4654199393607898,1.679937682501602,1.800849227264098
2022-08-05,1.47983243936079,1.690904682501602,1.823701227264098
2022-08-08,1.48096743936079,1.687732882501602,1.8099228272640977
2022-08-09,1.47420893936079,1.679961282501602,1.7985800272640977
2022-08-10,1.46229993936079,1.655382885901602,1.767785830664098
2022-08-11,1.5171644393607897,1.714243585901602,1.8397849306640979
2022-08-12,1.51640843936079,1.7079255859016023,1.833689930664098
2022-08-15,1.53091893936079,1.7230922859016018,1.8255140306640978
2022-08-16,1.54018293936079,1.735719885901602,1.8364268306640978
2022-08-17,1.55024743936079,1.761726185901602,1.869314730664098
2022-08-18,1.53753493936079,1.748097485901602,1.848386630664098
2022-08-19,1.53555093936079,1.733591085901602,1.8358244306640978
2022-08-22,1.5199549393607898,1.728521885901602,1.8323098306640977
2022-08-23,1.5068149393607897,1.717689485901602,1.8184746306640978
2022-08-24,1.5007669393607899,1.689843485901602,1.7848306306640978
2022-08-25,1.5209939393607899,1.705795285901602,1.8120990306640978
2022-08-26,1.51868043936079,1.712618385901602,1.8158033306640977
2022-08-29,1.47860143936079,1.680768185901602,1.795592730664098
2022-08-30,1.47841343936079,1.674615385901602,1.7989033306640978
2022-08-31,1.47250393936079,1.631029348146602,1.783536116728648
2022-09-01,1.44797543936079,1.6127278149466018,1.760934810818648
2022-09-02,1.4587989393607899,1.6023936149466018,1.7527369108186481
2022-09-05,1.4559629393607898,1.562009214946602,1.718252110818648
2022-09-06,1.4644679393607898,1.583054214946602,1.732361110818648
2022-09-07,1.4526529393607897,1.605948214946602,1.758248110818648
2022-09-08,1.47207843936079,1.599567014946602,1.745234210818648
2022-09-09,1.48682243936079,1.6142878149466018,1.760939810818648
2022-09-13,1.51352693936079,1.638376614946602,1.786814910818648
2022-09-14,1.46366443936079,1.598963614946602,1.737695410818648
2022-09-15,1.4640899393607898,1.572356214946602,1.706699110818648
2022-09-16,1.40166743936079,1.510774614946602,1.643544410818648
2022-09-19,1.3840352650007899,1.507881330636602,1.640193858183648
2022-09-20,1.3993041192807898,1.5255486656966017,1.6602219803636482
