ts_code,signal_date,entry_date,exit_date,entry_adj_factor,min_adj_factor,max_adj_factor,factor_changed,old_raw_trig,new_adj_trig,old_raw_trig_date,new_adj_trig_date
605318.SH,2021-07-16,2021-07-19,2021-08-11,1.0,1.0,1.0219999551773071,1,0,0,2021-08-11,2021-08-11
002050.SZ,2021-07-20,2021-07-21,2021-08-11,14.692999839782715,14.692999839782715,14.692999839782715,0,0,0,2021-08-11,2021-08-11
002637.SZ,2021-07-20,2021-07-21,2021-08-11,4.449999809265137,4.449999809265137,4.449999809265137,0,0,0,2021-08-11,2021-08-11
300194.SZ,2021-07-23,2021-07-26,2021-08-11,6.4029998779296875,6.4029998779296875,6.4029998779296875,0,0,0,2021-08-11,2021-08-11
600383.SH,2021-07-23,2021-07-26,2021-08-11,17.570999145507812,17.570999145507812,17.570999145507812,0,0,0,2021-08-11,2021-08-11
000995.SZ,2021-07-26,2021-07-27,2021-08-11,1.6859999895095825,1.6859999895095825,1.6859999895095825,0,0,0,2021-08-11,2021-08-11
000997.SZ,2021-07-26,2021-07-27,2021-08-11,11.211000442504883,11.211000442504883,11.211000442504883,0,0,0,2021-08-11,2021-08-11
300563.SZ,2021-07-26,2021-07-27,2021-08-11,1.9359999895095825,1.9359999895095825,1.9359999895095825,0,0,0,2021-08-11,2021-08-11
300897.SZ,2021-07-26,2021-07-27,2021-08-11,1.0169999599456787,1.0169999599456787,1.0169999599456787,0,0,0,2021-08-11,2021-08-11
603053.SH,2021-07-26,2021-07-27,2021-08-11,1.0410000085830688,1.0410000085830688,1.0410000085830688,0,0,0,2021-08-11,2021-08-11
605286.SH,2021-07-26,2021-07-27,2021-08-11,1.00600004196167,1.00600004196167,1.00600004196167,0,0,0,2021-08-11,2021-08-11
000903.SZ,2021-07-27,2021-07-28,2021-08-11,11.880000114440918,11.880000114440918,11.982999801635742,1,0,0,2021-08-11,2021-08-11
002227.SZ,2021-07-27,2021-07-28,2021-08-11,2.0769999027252197,2.0769999027252197,2.0769999027252197,0,0,0,2021-08-11,2021-08-11
002406.SZ,2021-07-27,2021-07-28,2021-08-11,3.947000026702881,3.947000026702881,3.947000026702881,0,0,0,2021-08-11,2021-08-11
002585.SZ,2021-07-27,2021-07-28,2021-08-11,3.7290000915527344,3.7290000915527344,3.7290000915527344,0,0,0,2021-08-11,2021-08-11
300022.SZ,2021-07-27,2021-07-28,2021-08-11,4.053999900817871,4.053999900817871,4.053999900817871,0,0,0,2021-08-11,2021-08-11
300240.SZ,2021-07-27,2021-07-28,2021-08-11,3.565999984741211,3.565999984741211,3.565999984741211,0,0,0,2021-08-11,2021-08-11
300270.SZ,2021-07-27,2021-07-28,2021-08-11,6.701000213623047,6.701000213623047,6.701000213623047,0,0,0,2021-08-11,2021-08-11
300641.SZ,2021-07-27,2021-07-28,2021-08-11,1.7580000162124634,1.7580000162124634,1.7580000162124634,0,0,0,2021-08-11,2021-08-11
600421.SH,2021-07-27,2021-07-28,2021-08-11,1.9210000038146973,1.9210000038146973,1.9210000038146973,0,0,0,2021-08-11,2021-08-11
601668.SH,2021-07-27,2021-07-28,2021-08-11,1.9730000495910645,1.9730000495910645,1.9730000495910645,0,0,0,2021-08-11,2021-08-11
688339.SH,2021-07-27,2021-07-28,2021-08-11,1.0,1.0,1.0,0,0,0,2021-08-11,2021-08-11
000868.SZ,2021-07-28,2021-07-29,2021-08-11,6.730000019073486,6.730000019073486,6.730000019073486,0,0,0,2021-08-11,2021-08-11
000958.SZ,2021-07-28,2021-07-29,2021-08-11,4.46999979019165,4.46999979019165,4.46999979019165,0,0,0,2021-08-11,2021-08-11
002226.SZ,2021-07-28,2021-07-29,2021-08-11,12.765000343322754,12.765000343322754,12.765000343322754,0,0,0,2021-08-11,2021-08-11
002363.SZ,2021-07-28,2021-07-29,2021-08-11,2.6600000858306885,2.6600000858306885,2.6600000858306885,0,0,0,2021-08-11,2021-08-11
002870.SZ,2021-07-28,2021-07-29,2021-08-11,1.034999966621399,1.034999966621399,1.034999966621399,0,0,0,2021-08-11,2021-08-11
002871.SZ,2021-07-28,2021-07-29,2021-08-11,2.6510000228881836,2.6510000228881836,2.6510000228881836,0,0,0,2021-08-11,2021-08-11
300164.SZ,2021-07-28,2021-07-29,2021-08-11,6.250999927520752,6.250999927520752,6.250999927520752,0,0,0,2021-08-11,2021-08-11
300210.SZ,2021-07-28,2021-07-29,2021-08-11,5.9770002365112305,5.9770002365112305,5.9770002365112305,0,0,0,2021-08-11,2021-08-11
300513.SZ,2021-07-28,2021-07-29,2021-08-11,2.9489998817443848,2.9489998817443848,2.9489998817443848,0,0,0,2021-08-11,2021-08-11
300647.SZ,2021-07-28,2021-07-29,2021-08-11,2.7309999465942383,2.7309999465942383,2.7309999465942383,0,0,0,2021-08-11,2021-08-11
300749.SZ,2021-07-28,2021-07-29,2021-08-11,1.8420000076293945,1.8420000076293945,1.8420000076293945,0,0,0,2021-08-11,2021-08-11
300880.SZ,2021-07-28,2021-07-29,2021-08-11,1.2079999446868896,1.2079999446868896,1.2079999446868896,0,0,0,2021-08-11,2021-08-11
300882.SZ,2021-07-28,2021-07-29,2021-08-11,1.3170000314712524,1.3170000314712524,1.3170000314712524,0,0,0,2021-08-11,2021-08-11
300982.SZ,2021-07-28,2021-07-29,2021-08-11,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,0,0,2021-08-11,2021-08-11
600129.SH,2021-07-28,2021-07-29,2021-08-11,3.125,3.125,3.125,0,0,0,2021-08-11,2021-08-11
600203.SH,2021-07-28,2021-07-29,2021-08-11,1.684999942779541,1.684999942779541,1.684999942779541,0,0,0,2021-08-11,2021-08-11
600546.SH,2021-07-28,2021-07-29,2021-08-11,8.218999862670898,8.218999862670898,8.218999862670898,0,0,0,2021-08-11,2021-08-11
600740.SH,2021-07-28,2021-07-29,2021-08-11,13.430000305175781,13.430000305175781,13.430000305175781,0,0,0,2021-08-11,2021-08-11
600758.SH,2021-07-28,2021-07-29,2021-08-11,2.7850000858306885,2.7850000858306885,2.7850000858306885,0,0,0,2021-08-11,2021-08-11
600783.SH,2021-07-28,2021-07-29,2021-08-11,6.198999881744385,6.198999881744385,6.198999881744385,0,0,0,2021-08-11,2021-08-11
600812.SH,2021-07-28,2021-07-29,2021-08-11,3.993000030517578,3.993000030517578,3.993000030517578,0,0,0,2021-08-11,2021-08-11
600841.SH,2021-07-28,2021-07-29,2021-08-11,2.8919999599456787,2.8919999599456787,2.8919999599456787,0,0,0,2021-08-11,2021-08-11
605183.SH,2021-07-28,2021-07-29,2021-08-11,1.0290000438690186,1.0290000438690186,1.0290000438690186,0,0,0,2021-08-11,2021-08-11
688659.SH,2021-07-28,2021-07-29,2021-08-11,1.0080000162124634,1.0080000162124634,1.0080000162124634,0,0,0,2021-08-11,2021-08-11
600894.SH,2021-04-13,2021-04-14,2021-08-12,3.390000104904175,3.390000104904175,3.5840001106262207,1,1,0,2021-04-14,2021-08-12
603298.SH,2021-04-22,2021-04-23,2021-08-12,1.5219999551773071,1.5219999551773071,1.5529999732971191,1,1,1,2021-04-23,2021-04-23
000812.SZ,2021-04-30,2021-05-06,2021-08-12,7.386000156402588,7.386000156402588,7.386000156402588,0,0,0,2021-08-12,2021-08-12
603713.SH,2021-05-07,2021-05-10,2021-08-12,1.00600004196167,1.00600004196167,1.0080000162124634,1,1,1,2021-05-10,2021-05-10
002972.SZ,2021-05-19,2021-05-20,2021-08-12,1.00600004196167,1.00600004196167,1.0180000066757202,1,0,0,2021-08-12,2021-08-12
002505.SZ,2021-06-07,2021-06-08,2021-08-12,15.1850004196167,15.1850004196167,15.1850004196167,0,0,0,2021-08-12,2021-08-12
000957.SZ,2021-06-15,2021-06-16,2021-08-12,5.11299991607666,5.11299991607666,5.11299991607666,0,0,0,2021-08-12,2021-08-12
600066.SH,2021-06-15,2021-06-16,2021-08-12,46.18000030517578,46.18000030517578,46.18000030517578,0,0,0,2021-08-12,2021-08-12
000676.SZ,2021-06-16,2021-06-17,2021-08-12,10.803999900817871,10.803999900817871,10.803999900817871,0,0,0,2021-08-12,2021-08-12
300832.SZ,2021-06-28,2021-06-29,2021-08-12,1.9329999685287476,1.9329999685287476,1.9329999685287476,0,0,0,2021-08-12,2021-08-12
002255.SZ,2021-06-30,2021-07-01,2021-08-12,4.1570000648498535,4.1570000648498535,4.1570000648498535,0,0,0,2021-08-12,2021-08-12
002601.SZ,2021-07-01,2021-07-02,2021-08-12,9.595999717712402,9.595999717712402,9.595999717712402,0,0,0,2021-08-12,2021-08-12
002682.SZ,2021-07-01,2021-07-02,2021-08-12,2.6059999465942383,2.6059999465942383,2.6059999465942383,0,0,0,2021-08-12,2021-08-12
600733.SH,2021-07-01,2021-07-02,2021-08-12,9.359999656677246,9.359999656677246,9.359999656677246,0,0,0,2021-08-12,2021-08-12
603948.SH,2021-07-01,2021-07-02,2021-08-12,1.0219999551773071,1.0219999551773071,1.0219999551773071,0,0,0,2021-08-12,2021-08-12
600100.SH,2021-07-02,2021-07-05,2021-08-12,21.30299949645996,21.30299949645996,21.30299949645996,0,0,0,2021-08-12,2021-08-12
600777.SH,2021-07-02,2021-07-05,2021-08-12,30.514999389648438,30.514999389648438,30.514999389648438,0,0,0,2021-08-12,2021-08-12
600960.SH,2021-07-02,2021-07-05,2021-08-12,4.423999786376953,4.423999786376953,4.434999942779541,1,0,0,2021-08-12,2021-08-12
603222.SH,2021-07-07,2021-07-08,2021-08-12,2.0299999713897705,2.0299999713897705,2.0299999713897705,0,0,0,2021-08-12,2021-08-12
603619.SH,2021-07-08,2021-07-09,2021-08-12,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,0,0,2021-08-12,2021-08-12
000682.SZ,2021-07-09,2021-07-12,2021-08-12,15.74899959564209,15.74899959564209,15.74899959564209,0,0,0,2021-08-12,2021-08-12
002373.SZ,2021-07-09,2021-07-12,2021-08-12,4.105999946594238,4.105999946594238,4.105999946594238,0,0,0,2021-08-12,2021-08-12
000850.SZ,2021-07-14,2021-07-15,2021-08-12,8.164999961853027,8.164999961853027,8.164999961853027,0,0,0,2021-08-12,2021-08-12
688579.SH,2021-07-15,2021-07-16,2021-08-12,1.0,1.0,1.0080000162124634,1,0,0,2021-08-12,2021-08-12
688662.SH,2021-07-15,2021-07-16,2021-08-12,1.0089999437332153,1.0089999437332153,1.0089999437332153,0,0,0,2021-08-12,2021-08-12
002836.SZ,2021-07-16,2021-07-19,2021-08-12,2.184000015258789,2.184000015258789,2.184000015258789,0,0,0,2021-08-12,2021-08-12
601827.SH,2021-07-16,2021-07-19,2021-08-12,1.0169999599456787,1.0169999599456787,1.0169999599456787,0,0,0,2021-08-12,2021-08-12
300550.SZ,2021-07-19,2021-07-20,2021-08-12,2.7690000534057617,2.7690000534057617,2.7690000534057617,0,0,0,2021-08-12,2021-08-12
300831.SZ,2021-07-19,2021-07-20,2021-08-12,1.003000020980835,1.003000020980835,1.003000020980835,0,0,0,2021-08-12,2021-08-12
300932.SZ,2021-07-19,2021-07-20,2021-08-12,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,0,0,2021-08-12,2021-08-12
688683.SH,2021-07-19,2021-07-20,2021-08-12,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,0,0,2021-08-12,2021-08-12
600900.SH,2021-07-22,2021-07-23,2021-08-12,3.305999994277954,3.305999994277954,3.305999994277954,0,0,0,2021-08-12,2021-08-12
300430.SZ,2021-07-23,2021-07-26,2021-08-12,3.880000114440918,3.880000114440918,3.880000114440918,0,0,0,2021-08-12,2021-08-12
300893.SZ,2021-07-23,2021-07-26,2021-08-12,1.5210000276565552,1.5210000276565552,1.5210000276565552,0,0,0,2021-08-12,2021-08-12
688505.SH,2021-07-23,2021-07-26,2021-08-12,1.003000020980835,1.003000020980835,1.003000020980835,0,0,0,2021-08-12,2021-08-12
300226.SZ,2021-07-26,2021-07-27,2021-08-12,4.73799991607666,4.73799991607666,4.73799991607666,0,0,0,2021-08-12,2021-08-12
300579.SZ,2021-07-26,2021-07-27,2021-08-12,2.2990000247955322,2.2990000247955322,2.2990000247955322,0,0,0,2021-08-12,2021-08-12
600148.SH,2021-07-26,2021-07-27,2021-08-12,2.8429999351501465,2.8429999351501465,2.8429999351501465,0,0,0,2021-08-12,2021-08-12
600968.SH,2021-07-26,2021-07-27,2021-08-12,1.031000018119812,1.031000018119812,1.031000018119812,0,0,0,2021-08-12,2021-08-12
603706.SH,2021-07-26,2021-07-27,2021-08-12,1.0859999656677246,1.0859999656677246,1.0859999656677246,0,0,0,2021-08-12,2021-08-12
603968.SH,2021-07-26,2021-07-27,2021-08-12,2.305999994277954,2.305999994277954,2.305999994277954,0,0,0,2021-08-12,2021-08-12
000589.SZ,2021-07-27,2021-07-28,2021-08-12,5.138999938964844,5.138999938964844,5.138999938964844,0,0,0,2021-08-12,2021-08-12
300094.SZ,2021-07-27,2021-07-28,2021-08-12,2.4570000171661377,2.4570000171661377,2.4570000171661377,0,0,0,2021-08-12,2021-08-12
601058.SH,2021-07-27,2021-07-28,2021-08-12,5.1620001792907715,5.1620001792907715,5.1620001792907715,0,0,0,2021-08-12,2021-08-12
000625.SZ,2021-07-28,2021-07-29,2021-08-12,11.055000305175781,11.055000305175781,11.055000305175781,0,0,0,2021-08-12,2021-08-12
002284.SZ,2021-07-28,2021-07-29,2021-08-12,6.47599983215332,6.47599983215332,6.47599983215332,0,0,0,2021-08-12,2021-08-12
002858.SZ,2021-07-28,2021-07-29,2021-08-12,2.01200008392334,2.01200008392334,2.01200008392334,0,0,0,2021-08-12,2021-08-12
300150.SZ,2021-07-28,2021-07-29,2021-08-12,4.7829999923706055,4.7829999923706055,4.7829999923706055,0,0,0,2021-08-12,2021-08-12
300287.SZ,2021-07-28,2021-07-29,2021-08-12,12.397000312805176,12.397000312805176,12.397000312805176,0,0,0,2021-08-12,2021-08-12
300307.SZ,2021-07-28,2021-07-29,2021-08-12,2.197999954223633,2.197999954223633,2.197999954223633,0,0,0,2021-08-12,2021-08-12
300324.SZ,2021-07-28,2021-07-29,2021-08-12,25.014999389648438,25.014999389648438,25.014999389648438,0,0,0,2021-08-12,2021-08-12
300448.SZ,2021-07-28,2021-07-29,2021-08-12,7.75,7.75,7.75,0,0,0,2021-08-12,2021-08-12
300617.SZ,2021-07-28,2021-07-29,2021-08-12,2.059999942779541,2.059999942779541,2.059999942779541,0,0,0,2021-08-12,2021-08-12
300678.SZ,2021-07-28,2021-07-29,2021-08-12,1.815000057220459,1.815000057220459,1.815000057220459,0,0,0,2021-08-12,2021-08-12
600019.SH,2021-07-28,2021-07-29,2021-08-12,2.7070000171661377,2.7070000171661377,2.7070000171661377,0,0,0,2021-08-12,2021-08-12
600580.SH,2021-07-28,2021-07-29,2021-08-12,7.284999847412109,7.284999847412109,7.284999847412109,0,0,0,2021-08-12,2021-08-12
603037.SH,2021-07-28,2021-07-29,2021-08-12,1.5160000324249268,1.5160000324249268,1.5160000324249268,0,0,0,2021-08-12,2021-08-12
603757.SH,2021-07-28,2021-07-29,2021-08-12,2.190000057220459,2.190000057220459,2.190000057220459,0,0,0,2021-08-12,2021-08-12
688065.SH,2021-07-28,2021-07-29,2021-08-12,1.0080000162124634,1.0080000162124634,1.0080000162124634,0,0,0,2021-08-12,2021-08-12
688096.SH,2021-07-28,2021-07-29,2021-08-12,1.0160000324249268,1.0160000324249268,1.0160000324249268,0,0,0,2021-08-12,2021-08-12
688528.SH,2021-07-28,2021-07-29,2021-08-12,1.0110000371932983,1.0110000371932983,1.0110000371932983,0,0,0,2021-08-12,2021-08-12
688550.SH,2021-07-28,2021-07-29,2021-08-12,1.0130000114440918,1.0130000114440918,1.0130000114440918,0,0,0,2021-08-12,2021-08-12
600236.SH,2021-07-29,2021-07-30,2021-08-12,7.341000080108643,7.341000080108643,7.341000080108643,0,0,0,2021-08-12,2021-08-12
600282.SH,2021-08-03,2021-08-04,2021-08-12,6.763999938964844,6.763999938964844,6.763999938964844,0,0,0,2021-08-12,2021-08-12
603725.SH,2021-04-13,2021-04-14,2021-08-13,1.444000005722046,1.444000005722046,1.4639999866485596,1,0,0,2021-08-13,2021-08-13
002735.SZ,2021-05-11,2021-05-12,2021-08-13,1.7330000400543213,1.7330000400543213,2.438999891281128,1,1,1,2021-05-12,2021-05-12
600352.SH,2021-06-15,2021-06-16,2021-08-13,18.61400032043457,18.61400032043457,18.966999053955078,1,0,0,2021-08-13,2021-08-13
600868.SH,2021-06-15,2021-06-16,2021-08-13,28.062999725341797,28.062999725341797,28.160999298095703,1,0,0,2021-08-13,2021-08-13
002597.SZ,2021-06-16,2021-06-17,2021-08-13,4.974999904632568,4.974999904632568,4.974999904632568,0,0,0,2021-08-13,2021-08-13
603871.SH,2021-06-16,2021-06-17,2021-08-13,3.9110000133514404,3.9110000133514404,3.9110000133514404,0,0,0,2021-08-13,2021-08-13
000727.SZ,2021-06-17,2021-06-18,2021-08-13,5.635000228881836,5.635000228881836,5.635000228881836,0,0,0,2021-08-13,2021-08-13
603113.SH,2021-06-21,2021-06-22,2021-08-13,1.0640000104904175,1.0640000104904175,1.0640000104904175,0,0,0,2021-08-13,2021-08-13
003010.SZ,2021-06-24,2021-06-25,2021-08-13,1.003000020980835,1.003000020980835,1.003000020980835,0,1,1,2021-06-25,2021-06-25
000557.SZ,2021-06-30,2021-07-01,2021-08-13,7.328000068664551,7.328000068664551,7.328000068664551,0,0,0,2021-08-13,2021-08-13
300883.SZ,2021-07-01,2021-07-02,2021-08-13,1.0,1.0,1.0010000467300415,1,0,0,2021-08-13,2021-08-13
600202.SH,2021-07-01,2021-07-02,2021-08-13,4.960999965667725,4.960999965667725,4.960999965667725,0,0,0,2021-08-13,2021-08-13
603035.SH,2021-07-06,2021-07-07,2021-08-13,1.1200000047683716,1.1200000047683716,1.1200000047683716,0,0,0,2021-08-13,2021-08-13
603991.SH,2021-07-06,2021-07-07,2021-08-13,1.0119999647140503,1.0119999647140503,1.0119999647140503,0,0,0,2021-08-13,2021-08-13
300970.SZ,2021-07-13,2021-07-14,2021-08-13,2.0169999599456787,2.0169999599456787,2.0169999599456787,0,1,1,2021-07-14,2021-07-14
002061.SZ,2021-07-15,2021-07-16,2021-08-13,2.2850000858306885,2.2850000858306885,2.2850000858306885,0,0,0,2021-08-13,2021-08-13
002635.SZ,2021-07-15,2021-07-16,2021-08-13,4.813000202178955,4.813000202178955,4.813000202178955,0,0,0,2021-08-13,2021-08-13
600503.SH,2021-07-15,2021-07-16,2021-08-13,3.0250000953674316,3.0250000953674316,3.0250000953674316,0,0,0,2021-08-13,2021-08-13
002137.SZ,2021-07-16,2021-07-19,2021-08-13,3.3010001182556152,3.3010001182556152,3.3010001182556152,0,0,0,2021-08-13,2021-08-13
002888.SZ,2021-07-19,2021-07-20,2021-08-13,1.8769999742507935,1.8769999742507935,1.8769999742507935,0,0,0,2021-08-13,2021-08-13
603839.SH,2021-07-19,2021-07-20,2021-08-13,1.6239999532699585,1.6239999532699585,1.6239999532699585,0,0,0,2021-08-13,2021-08-13
000949.SZ,2021-07-23,2021-07-26,2021-08-13,4.76200008392334,4.76200008392334,4.76200008392334,0,0,0,2021-08-13,2021-08-13
002008.SZ,2021-07-23,2021-07-26,2021-08-13,12.901000022888184,12.901000022888184,12.901000022888184,0,0,0,2021-08-13,2021-08-13
300182.SZ,2021-07-23,2021-07-26,2021-08-13,30.863000869750977,30.863000869750977,30.863000869750977,0,0,0,2021-08-13,2021-08-13
300686.SZ,2021-07-23,2021-07-26,2021-08-13,1.6150000095367432,1.6150000095367432,1.6150000095367432,0,0,0,2021-08-13,2021-08-13
000030.SZ,2021-07-26,2021-07-27,2021-08-13,3.562999963760376,3.562999963760376,3.562999963760376,0,0,0,2021-08-13,2021-08-13
002898.SZ,2021-07-26,2021-07-27,2021-08-13,1.1230000257492065,1.1230000257492065,1.1230000257492065,0,0,0,2021-08-13,2021-08-13
300070.SZ,2021-07-26,2021-07-27,2021-08-13,18.506999969482422,18.506999969482422,18.506999969482422,0,0,0,2021-08-13,2021-08-13
300497.SZ,2021-07-26,2021-07-27,2021-08-13,6.061999797821045,6.061999797821045,6.061999797821045,0,0,0,2021-08-13,2021-08-13
300972.SZ,2021-07-26,2021-07-27,2021-08-13,1.0,1.0,1.0,0,0,0,2021-08-13,2021-08-13
600180.SH,2021-07-26,2021-07-27,2021-08-13,2.88100004196167,2.88100004196167,2.88100004196167,0,0,0,2021-08-13,2021-08-13
600780.SH,2021-07-26,2021-07-27,2021-08-13,11.519000053405762,11.519000053405762,11.519000053405762,0,0,0,2021-08-13,2021-08-13
600793.SH,2021-07-26,2021-07-27,2021-08-13,2.4260001182556152,2.4260001182556152,2.4260001182556152,0,0,0,2021-08-13,2021-08-13
688208.SH,2021-07-26,2021-07-27,2021-08-13,1.0160000324249268,1.0160000324249268,1.0160000324249268,0,0,0,2021-08-13,2021-08-13
300983.SZ,2021-07-27,2021-07-28,2021-08-13,1.0,1.0,1.0,0,0,0,2021-08-13,2021-08-13
601456.SH,2021-07-27,2021-07-28,2021-08-13,1.0080000162124634,1.0080000162124634,1.0080000162124634,0,0,0,2021-08-13,2021-08-13
603033.SH,2021-07-27,2021-07-28,2021-08-13,3.984999895095825,3.984999895095825,3.984999895095825,0,0,0,2021-08-13,2021-08-13
000552.SZ,2021-07-28,2021-07-29,2021-08-13,7.0980000495910645,7.0980000495910645,7.0980000495910645,0,0,0,2021-08-13,2021-08-13
002101.SZ,2021-07-28,2021-07-29,2021-08-13,4.046000003814697,4.046000003814697,4.046000003814697,0,0,0,2021-08-13,2021-08-13
002319.SZ,2021-07-28,2021-07-29,2021-08-13,2.0510001182556152,2.0510001182556152,2.0510001182556152,0,0,0,2021-08-13,2021-08-13
300230.SZ,2021-07-28,2021-07-29,2021-08-13,7.179999828338623,7.179999828338623,7.179999828338623,0,0,0,2021-08-13,2021-08-13
300516.SZ,2021-07-28,2021-07-29,2021-08-13,1.5230000019073486,1.5230000019073486,1.5230000019073486,0,0,0,2021-08-13,2021-08-13
300547.SZ,2021-07-28,2021-07-29,2021-08-13,4.039000034332275,4.039000034332275,4.039000034332275,0,0,0,2021-08-13,2021-08-13
300707.SZ,2021-07-28,2021-07-29,2021-08-13,2.0239999294281006,2.0239999294281006,2.0239999294281006,0,0,0,2021-08-13,2021-08-13
600101.SH,2021-07-28,2021-07-29,2021-08-13,7.28000020980835,7.28000020980835,7.28000020980835,0,0,0,2021-08-13,2021-08-13
600698.SH,2021-07-28,2021-07-29,2021-08-13,5.2220001220703125,5.2220001220703125,5.2220001220703125,0,0,0,2021-08-13,2021-08-13
600792.SH,2021-07-28,2021-07-29,2021-08-13,6.75600004196167,6.75600004196167,6.75600004196167,0,0,0,2021-08-13,2021-08-13
600846.SH,2021-07-28,2021-07-29,2021-08-13,16.368000030517578,16.368000030517578,16.368000030517578,0,0,0,2021-08-13,2021-08-13
600979.SH,2021-07-28,2021-07-29,2021-08-13,5.504000186920166,5.504000186920166,5.504000186920166,0,0,0,2021-08-13,2021-08-13
601609.SH,2021-07-28,2021-07-29,2021-08-13,1.0190000534057617,1.0190000534057617,1.0190000534057617,0,0,0,2021-08-13,2021-08-13
603585.SH,2021-07-28,2021-07-29,2021-08-13,2.002000093460083,2.002000093460083,2.002000093460083,0,0,0,2021-08-13,2021-08-13
603611.SH,2021-07-28,2021-07-29,2021-08-13,3.109999895095825,3.109999895095825,3.109999895095825,0,0,0,2021-08-13,2021-08-13
605018.SH,2021-07-28,2021-07-29,2021-08-13,1.0149999856948853,1.0149999856948853,1.0149999856948853,0,0,0,2021-08-13,2021-08-13
688633.SH,2021-07-28,2021-07-29,2021-08-13,1.0140000581741333,1.0140000581741333,1.0140000581741333,0,0,0,2021-08-13,2021-08-13
600843.SH,2021-07-29,2021-07-30,2021-08-13,2.805000066757202,2.805000066757202,2.805000066757202,0,0,0,2021-08-13,2021-08-13
000877.SZ,2021-04-30,2021-05-06,2021-08-16,6.7270002365112305,6.7270002365112305,6.933000087738037,1,1,0,2021-05-06,2021-08-16
002749.SZ,2021-04-30,2021-05-06,2021-08-16,6.4120001792907715,6.4120001792907715,6.556000232696533,1,0,0,2021-08-16,2021-08-16
600228.SH,2021-05-06,2021-05-07,2021-08-16,2.1689999103546143,2.1689999103546143,2.1689999103546143,0,1,1,2021-05-07,2021-05-07
300905.SZ,2021-05-24,2021-05-25,2021-08-16,2.0299999713897705,2.0299999713897705,2.0299999713897705,0,0,0,2021-08-16,2021-08-16
002697.SZ,2021-06-11,2021-06-15,2021-08-16,7.296000003814697,7.296000003814697,7.296000003814697,0,1,1,2021-06-15,2021-06-15
002001.SZ,2021-06-15,2021-06-16,2021-08-16,34.52399826049805,34.52399826049805,34.52399826049805,0,0,0,2021-08-16,2021-08-16
002941.SZ,2021-06-15,2021-06-16,2021-08-16,1.0089999437332153,1.0089999437332153,1.0130000114440918,1,0,0,2021-08-16,2021-08-16
300815.SZ,2021-06-15,2021-06-16,2021-08-16,2.0299999713897705,2.0299999713897705,2.0299999713897705,0,1,1,2021-06-16,2021-06-16
600527.SH,2021-06-15,2021-06-16,2021-08-16,24.743999481201172,24.743999481201172,25.72599983215332,1,0,0,2021-08-16,2021-08-16
002893.SZ,2021-06-16,2021-06-17,2021-08-16,1.7289999723434448,1.7289999723434448,1.7289999723434448,0,0,0,2021-08-16,2021-08-16
002537.SZ,2021-06-24,2021-06-25,2021-08-16,6.888000011444092,6.888000011444092,6.888000011444092,0,0,0,2021-08-16,2021-08-16
000023.SZ,2021-06-29,2021-06-30,2021-08-16,2.6679999828338623,2.6679999828338623,2.6679999828338623,0,0,0,2021-08-16,2021-08-16
002554.SZ,2021-06-29,2021-06-30,2021-08-16,7.107999801635742,7.107999801635742,7.107999801635742,0,0,0,2021-08-16,2021-08-16
002526.SZ,2021-07-01,2021-07-02,2021-08-16,5.979000091552734,5.979000091552734,5.979000091552734,0,0,0,2021-08-16,2021-08-16
002771.SZ,2021-07-01,2021-07-02,2021-08-16,2.6659998893737793,2.6659998893737793,2.6659998893737793,0,0,0,2021-08-16,2021-08-16
300695.SZ,2021-07-01,2021-07-02,2021-08-16,1.0809999704360962,1.0809999704360962,1.0809999704360962,0,0,0,2021-08-16,2021-08-16
600125.SH,2021-07-01,2021-07-02,2021-08-16,16.885000228881836,16.885000228881836,16.885000228881836,0,0,0,2021-08-16,2021-08-16
002215.SZ,2021-07-02,2021-07-05,2021-08-16,8.052000045776367,8.052000045776367,8.052000045776367,0,0,0,2021-08-16,2021-08-16
002830.SZ,2021-07-02,2021-07-05,2021-08-16,2.0880000591278076,2.0880000591278076,2.0880000591278076,0,0,0,2021-08-16,2021-08-16
300868.SZ,2021-07-02,2021-07-05,2021-08-16,1.0,1.0,1.0130000114440918,1,0,0,2021-08-16,2021-08-16
300906.SZ,2021-07-02,2021-07-05,2021-08-16,1.0130000114440918,1.0130000114440918,1.0130000114440918,0,0,0,2021-08-16,2021-08-16
688195.SH,2021-07-02,2021-07-05,2021-08-16,1.0069999694824219,1.0069999694824219,1.0069999694824219,0,0,0,2021-08-16,2021-08-16
600107.SH,2021-07-06,2021-07-07,2021-08-16,2.5889999866485596,2.5889999866485596,2.5889999866485596,0,0,0,2021-08-16,2021-08-16
002761.SZ,2021-07-08,2021-07-09,2021-08-16,2.9590001106262207,2.9590001106262207,3.0390000343322754,1,0,0,2021-08-16,2021-08-16
603199.SH,2021-07-08,2021-07-09,2021-08-16,1.0420000553131104,1.0420000553131104,1.0420000553131104,0,0,0,2021-08-16,2021-08-16
300151.SZ,2021-07-09,2021-07-12,2021-08-16,8.178999900817871,8.178999900817871,8.178999900817871,0,0,0,2021-08-16,2021-08-16
