round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,return_pct,hold_days
21,002594.SZ,比亚迪,2021-05-06,2021-06-08,TAKE_PROFIT_DYN,2,2500,131563.83,34.99,23
78,300502.SZ,新易盛,2025-03-03,2025-05-08,TAKE_PROFIT_DYN,2,4700,105008.71,27.93,44
11,300122.SZ,智飞生物,2020-11-12,2020-12-21,TAKE_PROFIT_DYN,2,3000,82422.94,21.59,27
82,300308.SZ,中际旭创,2025-10-15,2025-10-24,TAKE_PROFIT_DYN,1,500,64647.83,37.43,7
14,601318.SH,中国平安,2021-01-29,2021-02-25,TAKE_PROFIT_DYN,3,7400,55420.04,9.42,14
63,601012.SH,隆基股份,2024-01-30,2024-03-12,TAKE_PROFIT_DYN,2,20100,53420.63,13.5,24
89,688256.SH,寒武纪,2026-02-04,2026-04-08,TAKE_PROFIT_DYN,3,400,51051.06,12.4,38
42,300274.SZ,阳光电源,2022-09-01,2022-10-12,TAKE_PROFIT_DYN,2,3500,50964.72,13.21,23
90,601899.SH,紫金矿业,2026-03-20,2026-04-15,TAKE_PROFIT_DYN,2,12500,49074.13,12.36,17
47,300274.SZ,阳光电源,2022-12-07,2023-01-03,TAKE_PROFIT_DYN,2,3800,48187.49,12.35,18
26,002460.SZ,赣锋锂业,2021-08-17,2021-08-30,TAKE_PROFIT_DYN,1,1200,47015.81,24.02,9
10,601012.SH,隆基股份,2020-11-16,2020-12-09,TAKE_PROFIT_DYN,2,5900,44935.57,11.56,17
77,300308.SZ,中际旭创,2025-02-06,2025-05-08,TAKE_PROFIT_DYN,4,9100,44131.62,5.7,61
29,600111.SH,北方稀土,2021-09-30,2021-10-25,TAKE_PROFIT_DYN,1,4600,43779.27,22.28,12
55,600809.SH,山西汾酒,2023-05-23,2023-07-25,TAKE_PROFIT_DYN,3,2800,38903.73,6.61,43
84,601138.SH,工业富联,2025-11-25,2025-12-25,TAKE_PROFIT_DYN,1,3500,38122.62,19.3,22
73,600418.SH,江淮汽车,2024-11-28,2025-01-22,TAKE_PROFIT_DYN,1,5700,38042.76,19.29,38
34,601012.SH,隆基股份,2021-12-02,2022-03-01,TAKE_PROFIT_DYN,4,9200,35732.08,5.08,57
85,300502.SZ,新易盛,2026-01-13,2026-02-02,TAKE_PROFIT_DYN,1,500,35345.04,18.33,14
38,002415.SZ,海康威视,2022-05-09,2022-06-08,TAKE_PROFIT_DYN,3,17800,35178.48,5.9,21
71,601899.SH,紫金矿业,2024-07-24,2024-09-25,TAKE_PROFIT_DYN,3,30000,34330.48,7.24,43
43,601899.SH,紫金矿业,2022-09-27,2022-10-27,TAKE_PROFIT_DYN,2,52000,33980.61,8.5,17
48,002241.SZ,歌尔股份,2022-11-14,2023-01-05,TAKE_PROFIT_DYN,2,23700,33962.25,8.52,37
64,601318.SH,中国平安,2024-03-25,2024-04-29,TAKE_PROFIT_DYN,2,10100,32003.39,8.1,23
22,002340.SZ,格林美,2021-06-08,2021-07-06,TAKE_PROFIT_DYN,3,63100,31636.13,5.29,19
41,601888.SH,中国中免,2022-08-09,2022-09-26,TAKE_PROFIT_DYN,2,2100,27874.46,7.19,33
20,600031.SH,三一重工,2021-05-14,2021-06-01,TAKE_PROFIT_DYN,1,7200,27764.98,13.93,12
45,000858.SZ,五粮液,2022-10-28,2022-11-30,TAKE_PROFIT_DYN,1,1400,27609.88,14.32,23
2,000725.SZ,京东方A,2020-03-17,2020-05-11,TAKE_PROFIT_DYN,2,57200,27443.06,13.64,35
52,300059.SZ,东方财富,2023-03-08,2023-04-03,TAKE_PROFIT_DYN,2,20500,26491.37,6.66,18
24,600031.SH,三一重工,2021-06-15,2021-08-03,TAKE_PROFIT_DYN,3,22300,26446.79,4.43,35
72,600150.SH,中国船舶,2024-09-23,2024-12-18,TAKE_PROFIT_DYN,2,11500,25436.35,6.46,57
46,600519.SH,贵州茅台,2022-10-13,2022-12-01,TAKE_PROFIT_DYN,3,300,23055.76,4.87,35
49,601012.SH,隆基股份,2022-12-23,2023-01-18,TAKE_PROFIT_DYN,1,4900,22335.07,11.32,17
75,300059.SZ,东方财富,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,17100,22018.79,5.53,19
54,600519.SH,贵州茅台,2023-04-13,2023-06-16,TAKE_PROFIT_DYN,2,200,21583.12,6.52,43
30,002466.SZ,天齐锂业,2021-09-23,2021-11-09,TAKE_PROFIT_DYN,2,3800,20545.88,5.28,28
25,002241.SZ,歌尔股份,2021-07-23,2021-08-05,TAKE_PROFIT_DYN,1,5200,20482.88,10.26,9
18,601166.SH,兴业银行,2021-04-16,2021-05-12,TAKE_PROFIT_DYN,1,9500,20172.18,10.12,15
27,300750.SZ,宁德时代,2021-08-17,2021-09-14,TAKE_PROFIT_DYN,1,400,19147.81,9.86,20
51,300750.SZ,宁德时代,2023-02-20,2023-03-31,TAKE_PROFIT_DYN,3,1300,18766.13,3.62,29
83,002460.SZ,赣锋锂业,2025-11-25,2025-12-22,TAKE_PROFIT_DYN,1,3300,18739.98,9.61,19
13,000651.SZ,格力电器,2020-12-10,2021-01-05,TAKE_PROFIT_DYN,2,6300,18666.69,4.77,17
12,002475.SZ,立讯精密,2020-12-15,2020-12-23,TAKE_PROFIT_DYN,1,4000,16940.16,8.52,6
3,000063.SZ,中兴通讯,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,5300,16503.35,8.34,17
32,600030.SH,中信证券,2021-11-17,2021-12-06,TAKE_PROFIT_DYN,1,8300,15779.61,7.94,13
88,002475.SZ,立讯精密,2026-01-09,2026-04-08,TAKE_PROFIT_DYN,5,19200,14981.45,1.52,56
33,000651.SZ,格力电器,2021-10-28,2021-12-09,TAKE_PROFIT_DYN,2,11100,14880.31,3.77,30
4,002415.SZ,海康威视,2020-05-26,2020-06-18,TAKE_PROFIT_DYN,1,7100,13731.51,6.9,17
50,300014.SZ,亿纬锂能,2023-01-12,2023-02-01,TAKE_PROFIT_DYN,1,2300,13723.87,6.97,9
57,600276.SH,恒瑞医药,2023-08-01,2023-08-28,TAKE_PROFIT_DYN,3,14100,13322.02,2.23,19
58,002475.SZ,立讯精密,2023-09-08,2023-10-11,TAKE_PROFIT_DYN,1,6700,13313.77,6.73,17
86,300750.SZ,宁德时代,2025-11-24,2026-02-06,TAKE_PROFIT_DYN,4,2000,12836.7,1.78,52
31,601919.SH,中远海控,2021-09-29,2021-11-30,TAKE_PROFIT_DYN,2,24700,12082.56,3.04,39
16,300750.SZ,宁德时代,2021-02-01,2021-04-14,TAKE_PROFIT_DYN,2,1100,9919.59,2.68,46
66,000977.SZ,浪潮信息,2024-05-29,2024-07-09,TAKE_PROFIT_DYN,1,5400,9285.34,4.65,28
23,000661.SZ,长春高新,2021-05-25,2021-07-19,TAKE_PROFIT_DYN,3,1100,7772.77,1.75,38
95,688256.SH,寒武纪,2026-08-25,2026-08-25,FINAL_SETTLE,1,200,7495.97,3.86,0
19,002352.SZ,顺丰控股,2021-04-13,2021-05-18,TAKE_PROFIT_DYN,2,6000,7347.77,1.87,22
67,000625.SZ,长安汽车,2024-05-07,2024-07-10,TAKE_PROFIT_DYN,2,28300,6941.83,1.74,45
6,600030.SH,中信证券,2020-09-08,2020-10-12,TAKE_PROFIT_DYN,1,6600,6581.74,3.33,18
87,300308.SZ,中际旭创,2026-02-09,2026-03-18,TAKE_PROFIT_DYN,1,300,5791.96,3.44,21
39,002241.SZ,歌尔股份,2022-06-24,2022-08-05,TAKE_PROFIT_DYN,1,6200,5665.14,2.84,30
80,688256.SH,寒武纪,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,300,4539.18,2.45,20
81,600519.SH,贵州茅台,2025-06-16,2025-07-11,TAKE_PROFIT_DYN,1,100,3658.35,2.61,19
8,300136.SZ,信维通信,2020-10-13,2020-11-09,TAKE_PROFIT_DYN,2,3900,3058.05,1.51,19
74,600030.SH,中信证券,2025-01-02,2025-02-07,TAKE_PROFIT_DYN,2,14200,-177.05,-0.04,20
69,601919.SH,中远海控,2024-07-15,2024-09-20,TAKE_PROFIT_DYN,3,30900,-259.29,-0.06,47
79,688981.SH,中芯国际,2025-05-12,2025-06-23,TAKE_PROFIT_DYN,2,4600,-967.76,-0.25,29
7,002456.SZ,欧菲光,2020-09-02,2020-10-28,TAKE_PROFIT_DYN,4,45000,-3481.68,-0.48,34
40,600036.SH,招商银行,2022-07-14,2022-08-31,TAKE_PROFIT_DYN,3,16800,-9378.93,-1.59,34
94,600276.SH,恒瑞医药,2026-08-21,2026-08-25,FINAL_SETTLE,2,8300,-9625.77,-2.44,2
53,000858.SZ,五粮液,2023-04-11,2023-05-22,TAKE_PROFIT_DYN,2,2100,-10015.95,-2.65,26
15,300059.SZ,东方财富,2021-02-26,2021-04-02,TAKE_PROFIT_DYN,1,6500,-10855.76,-5.47,25
35,002594.SZ,比亚迪,2021-12-17,2022-05-05,TAKE_PROFIT_DYN,4,3100,-12470.5,-1.6,88
9,600745.SH,闻泰科技,2020-09-09,2020-12-07,TAKE_PROFIT_DYN,1,1600,-12521.76,-6.35,57
68,603019.SH,中科曙光,2024-03-28,2024-07-17,TAKE_PROFIT_DYN,2,9000,-12609.9,-3.17,73
61,600519.SH,贵州茅台,2023-10-16,2024-02-06,TAKE_PROFIT_DYN,2,200,-13597.68,-3.91,80
76,000063.SZ,中兴通讯,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,1,5500,-14651.26,-7.41,42
0,300750.SZ,宁德时代,2020-03-02,2020-04-15,TAKE_PROFIT_DYN,3,3000,-17564.68,-4.33,31
