version,total_return_pct,ann_pct,maxdd_pct,sharpe,trades,win_rate_pct,stock_pnl
INVALID_ORIGINAL,40.70338275607814,5.330482410205595,,0.0,86,60.46511627906976,157464.63
STRICT_A,45.117308795008725,5.826435927389739,-40.5472092352334,0.34924853204435363,100,68.0,184870.12
STRICT_B,74.43238597925917,8.829471620095397,-39.225068840656434,0.4569149699635154,73,63.013698630136986,150366.01
STRICT_C,89.14873107786723,10.17831208338107,-39.59846652132363,0.5190914178218615,96,68.75,545730.26
