current_position_days_saved_mean,current_position_days_saved_median,current_position_days_saved_total,future_add_episodes,future_add_capital_total,future_add_capital_mean,future_add_capdays_total,future_add_capdays_mean
36.811763230499125,29.0,293537.0,7174,2168940641.6875,172274.87225476568,343569.0,27.2890389197776
