n,n_with_future_add,pct_with_future_add,mean_future_add_count,total_future_add_shares,total_future_add_cost,mean_future_add_cost,total_future_add_capdays,mean_future_add_capdays,pct_future_add_given_o1_fail,pct_future_add_given_recovery,pct_future_add_given_never_recover_close
12590,7174,56.98173153296266,0.8661636219221605,254149800.0,2168940641.6875,172274.87225476568,343569.0,27.2890389197776,48.90895410082769,70.92720970537262,56.438059094605585
