oracle,point,boot_mean,ci_lo,ci_hi,L,B
O1,1.4485803535377038,1.4627141713817735,0.40273567040138103,2.6071570461912597,21,2000
O2,-0.34201043269074555,-0.3290313971206962,-1.565508899115613,0.9935431798833047,21,2000
O3,-0.08896264511900379,-0.07643601248680848,-1.2779023768265154,1.1876026394687977,21,2000
