layer_bucket,n,o1_mean_delta,o1_eventday,mean_natural_matched,future_add_pct
layer1,984,-0.20918531184900838,0.7356331649339372,-12.184498712194767,68.39430894308943
layer2,2669,0.32467105711135763,1.468286183690249,-7.712958596945036,72.87373548145372
layer3plus,8937,-0.4868780536186069,1.128693431017414,-8.434900946286849,50.97907575248964
