date,system,ts_code,level,entry_date,Pstar_raw,threshold,eff_threshold,exit_multiplier,daily_high,triggered,order_created,hold_days,float_pnl,generated_at,data_available_through,backfilled
2026-09-07,A,688525.SH,2,2026-07-16,259.6516,259.66,259.66,1.0,222.65,0,0,37,-79179.51,2026-09-07 19:24:38,2026-09-07,0
2026-09-07,A,600276.SH,2,2026-08-21,57.1364,57.14,57.14,1.0,46.33,0,0,11,-10855.94,2026-09-07 19:24:38,2026-09-07,0
2026-09-07,A,688256.SH,1,2026-08-25,1192.7865,1192.79,1192.79,1.0,1104.99,0,0,9,24231.51,2026-09-07 19:24:38,2026-09-07,0
2026-09-07,B,688525.SH,2,2026-07-16,259.6516,259.66,255.76,0.985,222.65,0,0,37,-79179.51,2026-09-07 19:24:38,2026-09-07,0
2026-09-07,B,600276.SH,2,2026-08-21,57.1364,57.14,56.28,0.985,46.33,0,0,11,-10855.94,2026-09-07 19:24:38,2026-09-07,0
2026-09-07,B,688256.SH,1,2026-08-25,1192.7865,1192.79,1174.9,0.985,1104.99,0,0,9,24231.51,2026-09-07 19:24:38,2026-09-07,0
