ts_code,signal_date,old_report_period,new_report_period,old_ann_date,new_ann_date,changed
300193.SZ,2022-07-12,20220331,20220331,20220423,20220423,0
003026.SZ,2022-07-12,20220331,20220331,20220426,20220426,0
688300.SH,2022-07-12,20220331,20220331,20220426,20220426,0
301022.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
300045.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
300245.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
002614.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
688210.SH,2022-07-12,20220331,20220331,20220429,20220429,0
688388.SH,2022-07-12,20220331,20220331,20220426,20220426,0
301100.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
605399.SH,2022-07-12,20220331,20220331,20220423,20220423,0
600370.SH,2022-07-12,20220331,20220331,20220428,20220428,0
600562.SH,2022-07-12,20220331,20220331,20220428,20220428,0
301177.SZ,2022-07-12,20220331,20220331,20220422,20220422,0
301228.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
600556.SH,2022-07-12,20220331,20220331,20220429,20220429,0
002643.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
300984.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
600410.SH,2022-07-12,20220331,20220331,20220429,20220429,0
688185.SH,2022-07-12,20220331,20220331,20220429,20220429,0
301128.SZ,2022-07-12,20220331,20220331,20220419,20220419,0
600845.SH,2022-07-12,20220331,20220331,20220428,20220428,0
603038.SH,2022-07-12,20220331,20220331,20220428,20220428,0
002765.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
601989.SH,2022-07-12,20220331,20220331,20220429,20220429,0
300604.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
002484.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
000547.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
688529.SH,2022-07-12,20220331,20220331,20220429,20220429,0
688216.SH,2022-07-12,20220331,20220331,20220419,20220419,0
300331.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
688173.SH,2022-07-12,20220331,20220331,20220428,20220428,0
603216.SH,2022-07-12,20220331,20220331,20220428,20220428,0
600158.SH,2022-07-12,20220331,20220331,20220426,20220426,0
002408.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
603501.SH,2022-07-12,20220331,20220331,20220427,20220427,0
300873.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
300920.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
300745.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
002646.SZ,2022-07-12,20220331,20220331,20220426,20220426,0
605259.SH,2022-07-12,20220331,20220331,20220428,20220428,0
002725.SZ,2022-07-12,20220331,20220331,20220430,20220430,0
603098.SH,2022-07-12,20220331,20220331,20220430,20220430,0
603159.SH,2022-07-12,20220331,20220331,20220429,20220429,0
300834.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
603788.SH,2022-07-12,20220331,20220331,20220419,20220419,0
603600.SH,2022-07-12,20220331,20220331,20220430,20220430,0
002008.SZ,2022-07-12,20220331,20220331,20220421,20220421,0
300957.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
603299.SH,2022-07-12,20220331,20220331,20220428,20220428,0
300478.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
600573.SH,2022-07-12,20220331,20220331,20220427,20220427,0
301188.SZ,2022-07-12,20220331,20220331,20220420,20220420,0
603565.SH,2022-07-12,20220331,20220331,20220426,20220426,0
300250.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
300177.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
688536.SH,2022-07-12,20220331,20220331,20220421,20220421,0
600536.SH,2022-07-12,20220331,20220331,20220429,20220429,0
600616.SH,2022-07-12,20220331,20220331,20220430,20220430,0
688208.SH,2022-07-12,20220331,20220331,20220429,20220429,0
600358.SH,2022-07-12,20220331,20220331,20220430,20220430,0
603599.SH,2022-07-12,20220331,20220331,20220428,20220428,0
603041.SH,2022-07-12,20220331,20220331,20220430,20220430,0
688083.SH,2022-07-12,20220331,20220331,20220416,20220416,0
688029.SH,2022-07-12,20220331,20220331,20220426,20220426,0
300943.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
600072.SH,2022-07-12,20220331,20220331,20220430,20220430,0
301093.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
300127.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
688008.SH,2022-07-12,20220331,20220331,20220429,20220429,0
002410.SZ,2022-07-12,20220331,20220331,20220426,20220426,0
002026.SZ,2022-07-12,20220331,20220331,20220426,20220426,0
603286.SH,2022-07-12,20220331,20220331,20220428,20220428,0
300196.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
002293.SZ,2022-07-12,20220331,20220331,20220420,20220420,0
002617.SZ,2022-07-12,20220331,20220331,20220430,20220430,0
603838.SH,2022-07-12,20220331,20220331,20220429,20220429,0
688126.SH,2022-07-12,20220331,20220331,20220429,20220429,0
300409.SZ,2022-07-12,20220331,20220331,20220428,20220428,0
002906.SZ,2022-07-12,20220331,20220331,20220427,20220427,0
600198.SH,2022-07-12,20220331,20220331,20220428,20220428,0
688718.SH,2022-07-12,20220331,20220331,20220426,20220426,0
605086.SH,2022-07-12,20220331,20220331,20220427,20220427,0
603686.SH,2022-07-12,20220331,20220331,20220429,20220429,0
002396.SZ,2022-07-12,20220331,20220331,20220429,20220429,0
605507.SH,2022-07-12,20220331,20220331,20220428,20220428,0
600195.SH,2022-07-12,20220331,20220331,20220429,20220429,0
600428.SH,2022-07-13,20220331,20220331,20220429,20220429,0
300782.SZ,2022-07-13,20220331,20220331,20220428,20220428,0
601328.SH,2022-07-13,20220331,20220331,20220430,20220430,0
601166.SH,2022-07-13,20220331,20220331,20220429,20220429,0
300726.SZ,2022-07-13,20220331,20220331,20220422,20220422,0
002025.SZ,2022-07-13,20220331,20220331,20220427,20220427,0
601187.SH,2022-07-13,20220331,20220331,20220428,20220428,0
601577.SH,2022-07-13,20220331,20220331,20220429,20220429,0
300687.SZ,2022-07-13,20220331,20220331,20220429,20220429,0
600036.SH,2022-07-13,20220331,20220331,20220423,20220423,0
002385.SZ,2022-07-13,20220331,20220331,20220429,20220429,0
688166.SH,2022-07-13,20220331,20220331,20220428,20220428,0
002019.SZ,2022-07-13,20220331,20220331,20220429,20220429,0
605186.SH,2022-07-13,20220331,20220331,20220430,20220430,0
002572.SZ,2022-07-13,20220331,20220331,20220428,20220428,0
002353.SZ,2022-07-13,20220331,20220331,20220427,20220427,0
603056.SH,2022-07-13,20220331,20220331,20220427,20220427,0
688318.SH,2022-07-13,20220331,20220331,20220429,20220429,0
688601.SH,2022-07-13,20220331,20220331,20220428,20220428,0
688062.SH,2022-07-13,20220331,20220331,20220430,20220430,0
603558.SH,2022-07-13,20220331,20220331,20220426,20220426,0
600507.SH,2022-07-13,20220331,20220331,20220429,20220429,0
688670.SH,2022-07-13,20220331,20220331,20220429,20220429,0
603306.SH,2022-07-13,20220331,20220331,20220429,20220429,0
688575.SH,2022-07-13,20220331,20220331,20220429,20220429,0
688310.SH,2022-07-13,20220331,20220331,20220426,20220426,0
600332.SH,2022-07-13,20220331,20220331,20220427,20220427,0
688230.SH,2022-07-13,20220331,20220331,20220430,20220430,0
603661.SH,2022-07-13,20220331,20220331,20220430,20220430,0
688193.SH,2022-07-13,20220331,20220331,20220425,20220425,0
688036.SH,2022-07-13,20220331,20220331,20220427,20220427,0
002746.SZ,2022-07-13,20220331,20220331,20220426,20220426,0
688153.SH,2022-07-13,20220331,20220331,20220426,20220426,0
603324.SH,2022-07-13,20220331,20220331,20220427,20220427,0
603277.SH,2022-07-13,20220331,20220331,20220428,20220428,0
002950.SZ,2022-07-13,20220331,20220331,20220430,20220430,0
600389.SH,2022-07-13,20220331,20220331,20220419,20220419,0
688258.SH,2022-07-13,20220331,20220331,20220427,20220427,0
688589.SH,2022-07-13,20220331,20220331,20220423,20220423,0
002734.SZ,2022-07-13,20220331,20220331,20220428,20220428,0
002252.SZ,2022-07-13,20220331,20220331,20220430,20220430,0
300308.SZ,2022-07-13,20220331,20220331,20220425,20220425,0
601288.SH,2022-07-14,20220331,20220331,20220430,20220430,0
600707.SH,2022-07-14,20220331,20220331,20220429,20220429,0
000825.SZ,2022-07-14,20220331,20220331,20220423,20220423,0
601318.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601169.SH,2022-07-14,20220331,20220331,20220430,20220430,0
000001.SZ,2022-07-14,20220331,20220331,20220427,20220427,0
601658.SH,2022-07-14,20220331,20220331,20220430,20220430,0
600127.SH,2022-07-14,20220331,20220331,20220429,20220429,0
601398.SH,2022-07-14,20220331,20220331,20220430,20220430,0
300668.SZ,2022-07-14,20220331,20220331,20220425,20220425,0
600097.SH,2022-07-14,20220331,20220331,20220430,20220430,0
002948.SZ,2022-07-14,20220331,20220331,20220430,20220430,0
600606.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601601.SH,2022-07-14,20220331,20220331,20220429,20220429,0
601818.SH,2022-07-14,20220331,20220331,20220428,20220428,0
603708.SH,2022-07-14,20220331,20220331,20220430,20220430,0
000011.SZ,2022-07-14,20220331,20220331,20220427,20220427,0
002042.SZ,2022-07-14,20220331,20220331,20220428,20220428,0
600571.SH,2022-07-14,20220331,20220331,20220430,20220430,0
300674.SZ,2022-07-14,20220331,20220331,20220429,20220429,0
601939.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601825.SH,2022-07-14,20220331,20220331,20220430,20220430,0
600015.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601077.SH,2022-07-14,20220331,20220331,20220429,20220429,0
002110.SZ,2022-07-14,20220331,20220331,20220428,20220428,0
603879.SH,2022-07-14,20220331,20220331,20220430,20220430,0
600000.SH,2022-07-14,20220331,20220331,20220428,20220428,0
603078.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601665.SH,2022-07-14,20220331,20220331,20220429,20220429,0
000566.SZ,2022-07-14,20220331,20220331,20220429,20220429,0
603916.SH,2022-07-14,20220331,20220331,20220429,20220429,0
600340.SH,2022-07-14,20220331,20220331,20220430,20220430,0
601860.SH,2022-07-14,20220331,20220331,20220430,20220430,0
603256.SH,2022-07-14,20220331,20220331,20220428,20220428,0
002372.SZ,2022-07-14,20220331,20220331,20220428,20220428,0
000923.SZ,2022-07-14,20220331,20220331,20220427,20220427,0
300401.SZ,2022-07-14,20220331,20220331,20220421,20220421,0
002575.SZ,2022-07-14,20220331,20220331,20220430,20220430,0
000630.SZ,2022-07-14,20220331,20220331,20220429,20220429,0
688526.SH,2022-07-14,20220331,20220331,20220419,20220419,0
600928.SH,2022-07-14,20220331,20220331,20220429,20220429,0
601336.SH,2022-07-14,20220331,20220331,20220429,20220429,0
000523.SZ,2022-07-14,20220331,20220331,20220430,20220430,0
603515.SH,2022-07-14,20220331,20220331,20220427,20220427,0
600663.SH,2022-07-14,20220331,20220331,20220429,20220429,0
600753.SH,2022-07-14,20220331,20220331,20220430,20220430,0
603016.SH,2022-07-14,20220331,20220331,20220428,20220428,0
002818.SZ,2022-07-14,20220331,20220331,20220428,20220428,0
002496.SZ,2022-07-14,20220331,20220331,20220427,20220427,0
600565.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600282.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600808.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603106.SH,2022-07-15,20220331,20220331,20220426,20220426,0
600648.SH,2022-07-15,20220331,20220331,20220429,20220429,0
603798.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600266.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600802.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000711.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
002793.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
002287.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002382.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600697.SH,2022-07-15,20220331,20220331,20220430,20220430,0
601375.SH,2022-07-15,20220331,20220331,20220430,20220430,0
002269.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600326.SH,2022-07-15,20220331,20220331,20220430,20220430,0
601211.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603316.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600639.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600170.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000540.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000536.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600117.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600664.SH,2022-07-15,20220331,20220331,20220428,20220428,0
002087.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002563.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
002963.SZ,2022-07-15,20220331,20220331,20220422,20220422,0
000506.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600510.SH,2022-07-15,20220331,20220331,20220426,20220426,0
000918.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000813.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600463.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002626.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
000597.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
001313.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002440.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
002375.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000917.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000705.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300386.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
002181.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600257.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600022.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000959.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600955.SH,2022-07-15,20220331,20220331,20220428,20220428,0
603196.SH,2022-07-15,20220331,20220331,20220426,20220426,0
600016.SH,2022-07-15,20220331,20220331,20220430,20220430,0
001267.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
601099.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002693.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600881.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601999.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000620.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600095.SH,2022-07-15,20220331,20220331,20220428,20220428,0
300254.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600249.SH,2022-07-15,20220331,20220331,20220427,20220427,0
000928.SZ,2022-07-15,20220331,20220331,20220418,20220418,0
300206.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
600050.SH,2022-07-15,20220331,20220331,20220422,20220422,0
600252.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000908.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
002081.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600162.SH,2022-07-15,20220331,20220331,20220429,20220429,0
603839.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002111.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
603001.SH,2022-07-15,20220331,20220331,20220426,20220426,0
300564.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002673.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300194.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
601588.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600668.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002582.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
003003.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600163.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601989.SH,2022-07-15,20220331,20220331,20220429,20220429,0
300016.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600483.SH,2022-07-15,20220331,20220331,20220426,20220426,0
600535.SH,2022-07-15,20220331,20220331,20220426,20220426,0
600467.SH,2022-07-15,20220331,20220331,20220428,20220428,0
600390.SH,2022-07-15,20220331,20220331,20220427,20220427,0
603980.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600429.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600895.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603331.SH,2022-07-15,20220331,20220331,20220428,20220428,0
000727.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000710.SZ,2022-07-15,20220331,20220331,20220415,20220415,0
600386.SH,2022-07-15,20220331,20220331,20220428,20220428,0
300749.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600512.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600337.SH,2022-07-15,20220331,20220331,20220428,20220428,0
002325.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
001872.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000026.SZ,2022-07-15,20220331,20220331,20220423,20220423,0
603729.SH,2022-07-15,20220331,20220331,20220430,20220430,0
002574.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002133.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600785.SH,2022-07-15,20220331,20220331,20220422,20220422,0
600119.SH,2022-07-15,20220331,20220331,20220429,20220429,0
603367.SH,2022-07-15,20220331,20220331,20220427,20220427,0
600684.SH,2022-07-15,20220331,20220331,20220427,20220427,0
002437.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
000558.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
601958.SH,2022-07-15,20220331,20220331,20220427,20220427,0
600837.SH,2022-07-15,20220331,20220331,20220427,20220427,0
002310.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600396.SH,2022-07-15,20220331,20220331,20220428,20220428,0
000691.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
002038.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
002279.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
601901.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600076.SH,2022-07-15,20220331,20220331,20220430,20220430,0
601555.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000416.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
603608.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002898.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
603958.SH,2022-07-15,20220331,20220331,20220428,20220428,0
601138.SH,2022-07-15,20220331,20220331,20220430,20220430,0
605055.SH,2022-07-15,20220331,20220331,20220428,20220428,0
601168.SH,2022-07-15,20220331,20220331,20220430,20220430,0
300270.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
601881.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603682.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603385.SH,2022-07-15,20220331,20220331,20220422,20220422,0
002969.SZ,2022-07-15,20220331,20220331,20220422,20220422,0
603615.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601997.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002098.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
002490.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300242.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300180.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
002780.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000505.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
000783.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000797.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
600408.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600511.SH,2022-07-15,20220331,20220331,20220420,20220420,0
600100.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600903.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600594.SH,2022-07-15,20220331,20220331,20220423,20220423,0
002189.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
000166.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600705.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000725.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300287.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000029.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
300167.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600678.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603727.SH,2022-07-15,20220331,20220331,20220422,20220422,0
603439.SH,2022-07-15,20220331,20220331,20220422,20220422,0
300074.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300197.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002883.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002910.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
603387.SH,2022-07-15,20220331,20220331,20220428,20220428,0
600830.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600227.SH,2022-07-15,20220331,20220331,20220429,20220429,0
605303.SH,2022-07-15,20220331,20220331,20220428,20220428,0
600712.SH,2022-07-15,20220331,20220331,20220428,20220428,0
603579.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002958.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
603828.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600704.SH,2022-07-15,20220331,20220331,20220426,20220426,0
600798.SH,2022-07-15,20220331,20220331,20220428,20220428,0
002566.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
300377.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
002429.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
688336.SH,2022-07-15,20220331,20220331,20220428,20220428,0
603858.SH,2022-07-15,20220331,20220331,20220428,20220428,0
600611.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600717.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000592.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000402.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000028.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300621.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600604.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600228.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600019.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000650.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
002629.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300419.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300247.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002558.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
600231.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601996.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601333.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600516.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600018.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600758.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002492.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000531.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
300778.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
600186.SH,2022-07-15,20220331,20220331,20220430,20220430,0
601108.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600966.SH,2022-07-15,20220331,20220331,20220428,20220428,0
002999.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600376.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000761.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
600354.SH,2022-07-15,20220331,20220331,20220428,20220428,0
000639.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
300267.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600739.SH,2022-07-15,20220331,20220331,20220430,20220430,0
002419.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600727.SH,2022-07-15,20220331,20220331,20220430,20220430,0
002029.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
600094.SH,2022-07-15,20220331,20220331,20220430,20220430,0
601139.SH,2022-07-15,20220331,20220331,20220428,20220428,0
002712.SZ,2022-07-15,20220331,20220331,20220423,20220423,0
600572.SH,2022-07-15,20220331,20220331,20220426,20220426,0
605336.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002936.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300448.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
000919.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000637.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300067.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
000031.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
601228.SH,2022-07-15,20220331,20220331,20220429,20220429,0
002918.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000050.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
601519.SH,2022-07-15,20220331,20220331,20220429,20220429,0
600377.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000751.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
600028.SH,2022-07-15,20220331,20220331,20220428,20220428,0
603709.SH,2022-07-15,20220331,20220331,20220428,20220428,0
600356.SH,2022-07-15,20220331,20220331,20220422,20220422,0
601990.SH,2022-07-15,20220331,20220331,20220427,20220427,0
603042.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600976.SH,2022-07-15,20220331,20220331,20220416,20220416,0
000529.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
002285.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
603598.SH,2022-07-15,20220331,20220331,20220430,20220430,0
600103.SH,2022-07-15,20220331,20220331,20220429,20220429,0
300204.SZ,2022-07-15,20220331,20220331,20220419,20220419,0
600751.SH,2022-07-15,20220331,20220331,20220430,20220430,0
300591.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
601515.SH,2022-07-15,20220331,20220331,20220430,20220430,0
300155.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
000411.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
000537.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
000623.SZ,2022-07-15,20220331,20220331,20220430,20220430,0
002208.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600871.SH,2022-07-15,20220331,20220331,20220427,20220427,0
601766.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000860.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
002596.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
600665.SH,2022-07-15,20220331,20220331,20220430,20220430,0
000759.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
003012.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
000750.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
300147.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
601878.SH,2022-07-15,20220331,20220331,20220429,20220429,0
300170.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
300584.SZ,2022-07-15,20220331,20220331,20220422,20220422,0
600792.SH,2022-07-15,20220331,20220331,20220429,20220429,0
601198.SH,2022-07-15,20220331,20220331,20220429,20220429,0
000877.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
600308.SH,2022-07-15,20220331,20220331,20220430,20220430,0
603900.SH,2022-07-15,20220331,20220331,20220428,20220428,0
603336.SH,2022-07-15,20220331,20220331,20220428,20220428,0
300326.SZ,2022-07-15,20220331,20220331,20220428,20220428,0
600479.SH,2022-07-15,20220331,20220331,20220428,20220428,0
300318.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
300255.SZ,2022-07-15,20220331,20220331,20220429,20220429,0
002023.SZ,2022-07-15,20220331,20220331,20220426,20220426,0
300213.SZ,2022-07-15,20220331,20220331,20220422,20220422,0
000059.SZ,2022-07-15,20220331,20220331,20220427,20220427,0
