ts_code,signal_date,old_report_period,new_report_period,old_ann_date,new_ann_date,changed
000875.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002672.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
000963.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002039.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002786.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
600711.SH,2021-06-16,20210331,20210331,20210428,20210428,0
603689.SH,2021-06-16,20210331,20210331,20210429,20210429,0
600375.SH,2021-06-16,20210331,20210331,20210429,20210429,0
300893.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002166.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
000800.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
002229.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002899.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
600676.SH,2021-06-16,20210331,20210331,20210429,20210429,0
600819.SH,2021-06-16,20210331,20210331,20210430,20210430,0
603882.SH,2021-06-16,20210331,20210331,20210420,20210420,0
600405.SH,2021-06-16,20210331,20210331,20210429,20210429,0
002466.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
603158.SH,2021-06-16,20210331,20210331,20210429,20210429,0
300618.SZ,2021-06-16,20210331,20210331,20210426,20210426,0
603776.SH,2021-06-16,20210331,20210331,20210428,20210428,0
600149.SH,2021-06-16,20210331,20210331,20210430,20210430,0
002270.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
300950.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
600117.SH,2021-06-16,20210331,20210331,20210430,20210430,0
600136.SH,2021-06-16,20210331,20210331,20210430,20210430,0
300001.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
000155.SZ,2021-06-16,20210331,20210331,20210423,20210423,0
601607.SH,2021-06-16,20210331,20210331,20210429,20210429,0
003035.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
000676.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002746.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
600251.SH,2021-06-16,20210331,20210331,20210424,20210424,0
002272.SZ,2021-06-16,20210331,20210331,20210421,20210421,0
600855.SH,2021-06-16,20210331,20210331,20210429,20210429,0
600089.SH,2021-06-16,20210331,20210331,20210430,20210430,0
002893.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
000568.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
688063.SH,2021-06-16,20210331,20210331,20210428,20210428,0
300473.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002523.SZ,2021-06-16,20210331,20210331,20210424,20210424,0
601005.SH,2021-06-16,20210331,20210331,20210430,20210430,0
603169.SH,2021-06-16,20210331,20210331,20210423,20210423,0
603126.SH,2021-06-16,20210331,20210331,20210429,20210429,0
600956.SH,2021-06-16,20210331,20210331,20210430,20210430,0
300496.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
300872.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
000839.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
000593.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
603103.SH,2021-06-16,20210331,20210331,20210430,20210430,0
000798.SZ,2021-06-16,20210331,20210331,20210422,20210422,0
002191.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
688189.SH,2021-06-16,20210331,20210331,20210430,20210430,0
300818.SZ,2021-06-16,20210331,20210331,20210420,20210420,0
300244.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
000591.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
300153.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002385.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
600389.SH,2021-06-16,20210331,20210331,20210420,20210420,0
000510.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
300285.SZ,2021-06-16,20210331,20210331,20210416,20210416,0
600168.SH,2021-06-16,20210331,20210331,20210430,20210430,0
603583.SH,2021-06-16,20210331,20210331,20210420,20210420,0
300786.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002597.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
000600.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
688030.SH,2021-06-16,20210331,20210331,20210422,20210422,0
300026.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002349.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
300487.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
002955.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
600612.SH,2021-06-16,20210331,20210331,20210428,20210428,0
605018.SH,2021-06-16,20210331,20210331,20210427,20210427,0
605218.SH,2021-06-16,20210331,20210331,20210416,20210416,0
000691.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
300697.SZ,2021-06-16,20210331,20210331,20210424,20210424,0
000506.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
688101.SH,2021-06-16,20210331,20210331,20210428,20210428,0
002213.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002846.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
605208.SH,2021-06-16,20210331,20210331,20210426,20210426,0
000421.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
600297.SH,2021-06-16,20210331,20210331,20210428,20210428,0
600531.SH,2021-06-16,20210331,20210331,20210430,20210430,0
603378.SH,2021-06-16,20210331,20210331,20210429,20210429,0
600259.SH,2021-06-16,20210331,20210331,20210430,20210430,0
300899.SZ,2021-06-16,20210331,20210331,20210423,20210423,0
300517.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002635.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
000923.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
000883.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
603828.SH,2021-06-16,20210331,20210331,20210429,20210429,0
300404.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
000425.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
002549.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
600020.SH,2021-06-16,20210331,20210331,20210428,20210428,0
002378.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
600026.SH,2021-06-16,20210331,20210331,20210430,20210430,0
600689.SH,2021-06-16,20210331,20210331,20210430,20210430,0
600444.SH,2021-06-16,20210331,20210331,20210423,20210423,0
002249.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
002677.SZ,2021-06-16,20210331,20210331,20210416,20210416,0
600135.SH,2021-06-16,20210331,20210331,20210430,20210430,0
002399.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
002106.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
300519.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
002875.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
300676.SZ,2021-06-16,20210331,20210331,20210426,20210426,0
600979.SH,2021-06-16,20210331,20210331,20210424,20210424,0
002202.SZ,2021-06-16,20210331,20210331,20210427,20210427,0
300817.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
603005.SH,2021-06-16,20210331,20210331,20210424,20210424,0
002019.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
600162.SH,2021-06-16,20210331,20210331,20210430,20210430,0
000590.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
601606.SH,2021-06-16,20210331,20210331,20210428,20210428,0
600490.SH,2021-06-16,20210331,20210331,20210428,20210428,0
002768.SZ,2021-06-16,20210331,20210331,20210423,20210423,0
000027.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
000987.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
000657.SZ,2021-06-16,20210331,20210331,20210430,20210430,0
002853.SZ,2021-06-16,20210331,20210331,20210429,20210429,0
603010.SH,2021-06-16,20210331,20210331,20210430,20210430,0
603319.SH,2021-06-16,20210331,20210331,20210427,20210427,0
600668.SH,2021-06-16,20210331,20210331,20210430,20210430,0
600422.SH,2021-06-16,20210331,20210331,20210416,20210416,0
002026.SZ,2021-06-16,20210331,20210331,20210420,20210420,0
300721.SZ,2021-06-16,20210331,20210331,20210428,20210428,0
600681.SH,2021-06-17,20210331,20210331,20210429,20210429,0
600019.SH,2021-06-17,20210331,20210331,20210427,20210427,0
002662.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
600495.SH,2021-06-17,20210331,20210331,20210428,20210428,0
002607.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
600787.SH,2021-06-17,20210331,20210331,20210430,20210430,0
002100.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
603028.SH,2021-06-17,20210331,20210331,20210428,20210428,0
600292.SH,2021-06-17,20210331,20210331,20210424,20210424,0
600841.SH,2021-06-17,20210331,20210331,20210429,20210429,0
002942.SZ,2021-06-17,20210331,20210331,20210427,20210427,0
300841.SZ,2021-06-17,20210331,20210331,20210420,20210420,0
603878.SH,2021-06-17,20210331,20210331,20210423,20210423,0
000735.SZ,2021-06-17,20210331,20210331,20210430,20210430,0
600804.SH,2021-06-17,20210331,20210331,20210429,20210429,0
603115.SH,2021-06-17,20210331,20210331,20210430,20210430,0
600376.SH,2021-06-17,20210331,20210331,20210430,20210430,0
300190.SZ,2021-06-17,20210331,20210331,20210428,20210428,0
002278.SZ,2021-06-17,20210331,20210331,20210424,20210424,0
002670.SZ,2021-06-17,20210331,20210331,20210430,20210430,0
002344.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
300770.SZ,2021-06-17,20210331,20210331,20210428,20210428,0
600744.SH,2021-06-17,20210331,20210331,20210430,20210430,0
600686.SH,2021-06-17,20210331,20210331,20210430,20210430,0
002989.SZ,2021-06-17,20210331,20210331,20210428,20210428,0
000048.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
600468.SH,2021-06-17,20210331,20210331,20210420,20210420,0
002890.SZ,2021-06-17,20210331,20210331,20210427,20210427,0
603195.SH,2021-06-17,20210331,20210331,20210429,20210429,0
002693.SZ,2021-06-17,20210331,20210331,20210429,20210429,0
600975.SH,2021-06-17,20210331,20210331,20210430,20210430,0
603567.SH,2021-06-17,20210331,20210331,20210430,20210430,0
600743.SH,2021-06-17,20210331,20210331,20210430,20210430,0
000727.SZ,2021-06-17,20210331,20210331,20210430,20210430,0
688676.SH,2021-06-17,20210331,20210331,20210426,20210426,0
601212.SH,2021-06-17,20210331,20210331,20210430,20210430,0
300809.SZ,2021-06-17,20210331,20210331,20210427,20210427,0
002120.SZ,2021-06-17,20210331,20210331,20210430,20210430,0
600022.SH,2021-06-17,20210331,20210331,20210429,20210429,0
600072.SH,2021-06-17,20210331,20210331,20210430,20210430,0
600371.SH,2021-06-17,20210331,20210331,20210427,20210427,0
600010.SH,2021-06-17,20210331,20210331,20210430,20210430,0
603551.SH,2021-06-17,20210331,20210331,20210427,20210427,0
002624.SZ,2021-06-17,20210331,20210331,20210427,20210427,0
601199.SH,2021-06-17,20210331,20210331,20210427,20210427,0
600235.SH,2021-06-17,20210331,20210331,20210429,20210429,0
000885.SZ,2021-06-17,20210331,20210331,20210428,20210428,0
600572.SH,2021-06-17,20210331,20210331,20210424,20210424,0
600258.SH,2021-06-17,20210331,20210331,20210430,20210430,0
605288.SH,2021-06-17,20210331,20210331,20210428,20210428,0
600710.SH,2021-06-17,20210331,20210331,20210428,20210428,0
002333.SZ,2021-06-17,20210331,20210331,20210428,20210428,0
600569.SH,2021-06-17,20210331,20210331,20210430,20210430,0
603789.SH,2021-06-18,20210331,20210331,20210429,20210429,0
002469.SZ,2021-06-18,20210331,20210331,20210420,20210420,0
300257.SZ,2021-06-18,20210331,20210331,20210428,20210428,0
000967.SZ,2021-06-18,20210331,20210331,20210423,20210423,0
600157.SH,2021-06-18,20210331,20210331,20210427,20210427,0
000922.SZ,2021-06-18,20210331,20210331,20210424,20210424,0
002238.SZ,2021-06-18,20210331,20210331,20210428,20210428,0
002318.SZ,2021-06-18,20210331,20210331,20210427,20210427,0
600023.SH,2021-06-18,20210331,20210331,20210428,20210428,0
000990.SZ,2021-06-18,20210331,20210331,20210415,20210415,0
001965.SZ,2021-06-18,20210331,20210331,20210429,20210429,0
603815.SH,2021-06-18,20210331,20210331,20210429,20210429,0
603458.SH,2021-06-18,20210331,20210331,20210429,20210429,0
300908.SZ,2021-06-18,20210331,20210331,20210421,20210421,0
002743.SZ,2021-06-18,20210331,20210331,20210430,20210430,0
002959.SZ,2021-06-18,20210331,20210331,20210429,20210429,0
000667.SZ,2021-06-18,20210331,20210331,20210428,20210428,0
600876.SH,2021-06-18,20210331,20210331,20210430,20210430,0
600628.SH,2021-06-18,20210331,20210331,20210430,20210430,0
603288.SH,2021-06-18,20210331,20210331,20210430,20210430,0
600662.SH,2021-06-18,20210331,20210331,20210429,20210429,0
605068.SH,2021-06-18,20210331,20210331,20210430,20210430,0
601166.SH,2021-06-18,20210331,20210331,20210430,20210430,0
603883.SH,2021-06-18,20210331,20210331,20210428,20210428,0
002146.SZ,2021-06-18,20210331,20210331,20210430,20210430,0
002799.SZ,2021-06-18,20210331,20210331,20210427,20210427,0
000419.SZ,2021-06-18,20210331,20210331,20210430,20210430,0
002114.SZ,2021-06-18,20210331,20210331,20210429,20210429,0
002860.SZ,2021-06-18,20210331,20210331,20210428,20210428,0
601568.SH,2021-06-18,20210331,20210331,20210420,20210420,0
002699.SZ,2021-06-18,20210331,20210331,20210430,20210430,0
600754.SH,2021-06-18,20210331,20210331,20210430,20210430,0
600697.SH,2021-06-18,20210331,20210331,20210423,20210423,0
600858.SH,2021-06-18,20210331,20210331,20210429,20210429,0
600502.SH,2021-06-18,20210331,20210331,20210429,20210429,0
000001.SZ,2021-06-18,20210331,20210331,20210421,20210421,0
002204.SZ,2021-06-18,20210331,20210331,20210428,20210428,0
600761.SH,2021-06-21,20210331,20210331,20210427,20210427,0
002221.SZ,2021-06-21,20210331,20210331,20210428,20210428,0
600985.SH,2021-06-21,20210331,20210331,20210429,20210429,0
601838.SH,2021-06-21,20210331,20210331,20210429,20210429,0
600919.SH,2021-06-21,20210331,20210331,20210429,20210429,0
601678.SH,2021-06-21,20210331,20210331,20210416,20210416,0
000933.SZ,2021-06-21,20210331,20210331,20210416,20210416,0
603833.SH,2021-06-21,20210331,20210331,20210430,20210430,0
600959.SH,2021-06-21,20210331,20210331,20210430,20210430,0
002440.SZ,2021-06-21,20210331,20210331,20210430,20210430,0
603113.SH,2021-06-21,20210331,20210331,20210430,20210430,0
600795.SH,2021-06-21,20210331,20210331,20210430,20210430,0
002041.SZ,2021-06-21,20210331,20210331,20210429,20210429,0
601088.SH,2021-06-21,20210331,20210331,20210424,20210424,0
002867.SZ,2021-06-21,20210331,20210331,20210430,20210430,0
601518.SH,2021-06-21,20210331,20210331,20210429,20210429,0
601816.SH,2021-06-21,20210331,20210331,20210430,20210430,0
600061.SH,2021-06-21,20210331,20210331,20210430,20210430,0
600266.SH,2021-06-21,20210331,20210331,20210429,20210429,0
300869.SZ,2021-06-22,20210331,20210331,20210428,20210428,0
603970.SH,2021-06-22,20210331,20210331,20210427,20210427,0
603031.SH,2021-06-22,20210331,20210331,20210423,20210423,0
300525.SZ,2021-06-22,20210331,20210331,20210423,20210423,0
601658.SH,2021-06-22,20210331,20210331,20210430,20210430,0
002563.SZ,2021-06-22,20210331,20210331,20210430,20210430,0
601128.SH,2021-06-22,20210331,20210331,20210430,20210430,0
300308.SZ,2021-06-22,20210331,20210331,20210427,20210427,0
300482.SZ,2021-06-23,20210331,20210331,20210427,20210427,0
002659.SZ,2021-06-23,20210331,20210331,20210428,20210428,0
300016.SZ,2021-06-23,20210331,20210331,20210429,20210429,0
688578.SH,2021-06-23,20210331,20210331,20210428,20210428,0
600661.SH,2021-06-23,20210331,20210331,20210429,20210429,0
601860.SH,2021-06-23,20210331,20210331,20210428,20210428,0
601188.SH,2021-06-23,20210331,20210331,20210428,20210428,0
600809.SH,2021-06-23,20210331,20210331,20210427,20210427,0
000032.SZ,2021-06-24,20210331,20210331,20210423,20210423,0
300400.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
002810.SZ,2021-06-24,20210331,20210331,20210420,20210420,0
002537.SZ,2021-06-24,20210331,20210331,20210416,20210416,0
688266.SH,2021-06-24,20210331,20210331,20210429,20210429,0
605136.SH,2021-06-24,20210331,20210331,20210428,20210428,0
688656.SH,2021-06-24,20210331,20210331,20210422,20210422,0
688166.SH,2021-06-24,20210331,20210331,20210428,20210428,0
600486.SH,2021-06-24,20210331,20210331,20210427,20210427,0
688095.SH,2021-06-24,20210331,20210331,20210428,20210428,0
603810.SH,2021-06-24,20210331,20210331,20210430,20210430,0
300546.SZ,2021-06-24,20210331,20210331,20210428,20210428,0
688360.SH,2021-06-24,20210331,20210331,20210430,20210430,0
600738.SH,2021-06-24,20210331,20210331,20210430,20210430,0
000565.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
002212.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
600775.SH,2021-06-24,20210331,20210331,20210429,20210429,0
002153.SZ,2021-06-24,20210331,20210331,20210430,20210430,0
300271.SZ,2021-06-24,20210331,20210331,20210421,20210421,0
003010.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
002919.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
300146.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
002950.SZ,2021-06-24,20210331,20210331,20210430,20210430,0
605108.SH,2021-06-24,20210331,20210331,20210430,20210430,0
002712.SZ,2021-06-24,20210331,20210331,20210430,20210430,0
000717.SZ,2021-06-24,20210331,20210331,20210429,20210429,0
300736.SZ,2021-06-25,20210331,20210331,20210427,20210427,0
300383.SZ,2021-06-25,20210331,20210331,20210421,20210421,0
603129.SH,2021-06-25,20210331,20210331,20210413,20210413,0
688039.SH,2021-06-25,20210331,20210331,20210427,20210427,0
603192.SH,2021-06-25,20210331,20210331,20210428,20210428,0
300502.SZ,2021-06-25,20210331,20210331,20210423,20210423,0
603520.SH,2021-06-25,20210331,20210331,20210428,20210428,0
002884.SZ,2021-06-25,20210331,20210331,20210429,20210429,0
603200.SH,2021-06-25,20210331,20210331,20210423,20210423,0
600358.SH,2021-06-25,20210331,20210331,20210430,20210430,0
603797.SH,2021-06-25,20210331,20210331,20210430,20210430,0
002663.SZ,2021-06-28,20210331,20210331,20210430,20210430,0
300388.SZ,2021-06-28,20210331,20210331,20210429,20210429,0
603316.SH,2021-06-28,20210331,20210331,20210430,20210430,0
600185.SH,2021-06-28,20210331,20210331,20210430,20210430,0
600377.SH,2021-06-28,20210331,20210331,20210429,20210429,0
603959.SH,2021-06-28,20210331,20210331,20210429,20210429,0
002956.SZ,2021-06-28,20210331,20210331,20210429,20210429,0
601928.SH,2021-06-28,20210331,20210331,20210430,20210430,0
300832.SZ,2021-06-28,20210331,20210331,20210427,20210427,0
002420.SZ,2021-06-28,20210331,20210331,20210427,20210427,0
002809.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
603506.SH,2021-06-29,20210331,20210331,20210428,20210428,0
002951.SZ,2021-06-29,20210331,20210331,20210420,20210420,0
000046.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
002264.SZ,2021-06-29,20210331,20210331,20210417,20210417,0
603683.SH,2021-06-29,20210331,20210331,20210429,20210429,0
603730.SH,2021-06-29,20210331,20210331,20210429,20210429,0
000023.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
603980.SH,2021-06-29,20210331,20210331,20210430,20210430,0
603997.SH,2021-06-29,20210331,20210331,20210429,20210429,0
601588.SH,2021-06-29,20210331,20210331,20210429,20210429,0
600592.SH,2021-06-29,20210331,20210331,20210424,20210424,0
600617.SH,2021-06-29,20210331,20210331,20210428,20210428,0
300565.SZ,2021-06-29,20210331,20210331,20210423,20210423,0
002769.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
600528.SH,2021-06-29,20210331,20210331,20210427,20210427,0
600854.SH,2021-06-29,20210331,20210331,20210430,20210430,0
000955.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
002116.SZ,2021-06-29,20210331,20210331,20210426,20210426,0
605338.SH,2021-06-29,20210331,20210331,20210430,20210430,0
000836.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
002837.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
002554.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
300521.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
603818.SH,2021-06-29,20210331,20210331,20210428,20210428,0
300008.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
688057.SH,2021-06-29,20210331,20210331,20210427,20210427,0
000404.SZ,2021-06-29,20210331,20210331,20210421,20210421,0
600730.SH,2021-06-29,20210331,20210331,20210430,20210430,0
600933.SH,2021-06-29,20210331,20210331,20210428,20210428,0
002307.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
603060.SH,2021-06-29,20210331,20210331,20210429,20210429,0
600986.SH,2021-06-29,20210331,20210331,20210428,20210428,0
603801.SH,2021-06-29,20210331,20210331,20210420,20210420,0
300959.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
603021.SH,2021-06-29,20210331,20210331,20210430,20210430,0
000938.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
002095.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
603161.SH,2021-06-29,20210331,20210331,20210421,20210421,0
603258.SH,2021-06-29,20210331,20210331,20210430,20210430,0
002551.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
300733.SZ,2021-06-29,20210331,20210331,20210424,20210424,0
002474.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
300472.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
603488.SH,2021-06-29,20210331,20210331,20210427,20210427,0
000880.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
002517.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
000407.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
601689.SH,2021-06-29,20210331,20210331,20210427,20210427,0
603819.SH,2021-06-29,20210331,20210331,20210429,20210429,0
688618.SH,2021-06-29,20210331,20210331,20210429,20210429,0
000554.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
002128.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
300698.SZ,2021-06-29,20210331,20210331,20210426,20210426,0
603006.SH,2021-06-29,20210331,20210331,20210429,20210429,0
000788.SZ,2021-06-29,20210331,20210331,20210421,20210421,0
002851.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
300058.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
002268.SZ,2021-06-29,20210331,20210331,20210422,20210422,0
002745.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
603388.SH,2021-06-29,20210331,20210331,20210427,20210427,0
002731.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
600939.SH,2021-06-29,20210331,20210331,20210429,20210429,0
300291.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
300096.SZ,2021-06-29,20210331,20210331,20210429,20210429,0
300532.SZ,2021-06-29,20210331,20210331,20210427,20210427,0
002860.SZ,2021-06-29,20210331,20210331,20210428,20210428,0
600636.SH,2021-06-29,20210331,20210331,20210427,20210427,0
000937.SZ,2021-06-29,20210331,20210331,20210430,20210430,0
002301.SZ,2021-06-30,20210331,20210331,20210422,20210422,0
603898.SH,2021-06-30,20210331,20210331,20210415,20210415,0
603569.SH,2021-06-30,20210331,20210331,20210427,20210427,0
000526.SZ,2021-06-30,20210331,20210331,20210427,20210427,0
002857.SZ,2021-06-30,20210331,20210331,20210423,20210423,0
300440.SZ,2021-06-30,20210331,20210331,20210429,20210429,0
300573.SZ,2021-06-30,20210331,20210331,20210427,20210427,0
603696.SH,2021-06-30,20210331,20210331,20210430,20210430,0
603466.SH,2021-06-30,20210331,20210331,20210423,20210423,0
600928.SH,2021-06-30,20210331,20210331,20210430,20210430,0
000557.SZ,2021-06-30,20210331,20210331,20210428,20210428,0
002255.SZ,2021-06-30,20210331,20210331,20210430,20210430,0
300849.SZ,2021-06-30,20210331,20210331,20210426,20210426,0
002193.SZ,2021-06-30,20210331,20210331,20210430,20210430,0
601916.SH,2021-06-30,20210331,20210331,20210430,20210430,0
600075.SH,2021-06-30,20210331,20210331,20210424,20210424,0
002205.SZ,2021-06-30,20210331,20210331,20210429,20210429,0
688687.SH,2021-06-30,20210331,20210331,20210422,20210422,0
003006.SZ,2021-06-30,20210331,20210331,20210427,20210427,0
600064.SH,2021-06-30,20210331,20210331,20210430,20210430,0
600293.SH,2021-06-30,20210331,20210331,20210429,20210429,0
002060.SZ,2021-06-30,20210331,20210331,20210428,20210428,0
002609.SZ,2021-07-01,20210331,20210331,20210424,20210424,0
300846.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
002787.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
002228.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
002882.SZ,2021-07-01,20210331,20210331,20210428,20210428,0
600361.SH,2021-07-01,20210331,20210331,20210429,20210429,0
600184.SH,2021-07-01,20210331,20210331,20210424,20210424,0
688418.SH,2021-07-01,20210331,20210331,20210428,20210428,0
300394.SZ,2021-07-01,20210331,20210331,20210423,20210423,0
002526.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
603888.SH,2021-07-01,20210331,20210331,20210429,20210429,0
601162.SH,2021-07-01,20210331,20210331,20210428,20210428,0
603256.SH,2021-07-01,20210331,20210331,20210428,20210428,0
002546.SZ,2021-07-01,20210331,20210331,20210422,20210422,0
002421.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
000637.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
603117.SH,2021-07-01,20210331,20210331,20210430,20210430,0
600316.SH,2021-07-01,20210331,20210331,20210430,20210430,0
603602.SH,2021-07-01,20210331,20210331,20210429,20210429,0
002492.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
601377.SH,2021-07-01,20210331,20210331,20210430,20210430,0
300912.SZ,2021-07-01,20210331,20210331,20210427,20210427,0
601698.SH,2021-07-01,20210331,20210331,20210430,20210430,0
600125.SH,2021-07-01,20210331,20210331,20210430,20210430,0
603177.SH,2021-07-01,20210331,20210331,20210429,20210429,0
603809.SH,2021-07-01,20210331,20210331,20210427,20210427,0
601890.SH,2021-07-01,20210331,20210331,20210427,20210427,0
600501.SH,2021-07-01,20210331,20210331,20210428,20210428,0
000856.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
601901.SH,2021-07-01,20210331,20210331,20210430,20210430,0
000531.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
600712.SH,2021-07-01,20210331,20210331,20210427,20210427,0
000978.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
603698.SH,2021-07-01,20210331,20210331,20210430,20210430,0
002068.SZ,2021-07-01,20210331,20210331,20210427,20210427,0
605258.SH,2021-07-01,20210331,20210331,20210427,20210427,0
600202.SH,2021-07-01,20210331,20210331,20210427,20210427,0
002654.SZ,2021-07-01,20210331,20210331,20210427,20210427,0
000977.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
603721.SH,2021-07-01,20210331,20210331,20210424,20210424,0
600250.SH,2021-07-01,20210331,20210331,20210430,20210430,0
002366.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
000688.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
600792.SH,2021-07-01,20210331,20210331,20210428,20210428,0
002017.SZ,2021-07-01,20210331,20210331,20210424,20210424,0
000686.SZ,2021-07-01,20210331,20210331,20210427,20210427,0
300471.SZ,2021-07-01,20210331,20210331,20210430,20210430,0
601929.SH,2021-07-01,20210331,20210331,20210430,20210430,0
002856.SZ,2021-07-01,20210331,20210331,20210429,20210429,0
603955.SH,2021-07-01,20210331,20210331,20210428,20210428,0
300883.SZ,2021-07-01,20210331,20210331,20210428,20210428,0
