ts_code,signal_date,ann_le_signal,strict_income_ok,strict_cashflow_ok,fina_ambiguous
301152.SZ,2023-08-16,True,True,True,1
301213.SZ,2022-11-25,True,True,True,1
301213.SZ,2023-03-07,True,True,True,1
301213.SZ,2023-04-24,True,True,True,1
301213.SZ,2023-12-05,True,True,True,1
301213.SZ,2024-04-16,True,True,True,1
301336.SZ,2023-06-21,True,True,True,1
301336.SZ,2024-01-18,True,True,True,1
301336.SZ,2024-04-15,True,True,True,1
600023.SH,2020-09-24,True,True,True,1
600053.SH,2024-07-10,True,True,True,1
600053.SH,2024-08-22,True,True,True,1
600076.SH,2021-04-30,True,True,True,1
600076.SH,2021-07-27,True,True,True,1
600076.SH,2022-01-20,True,True,True,1
600076.SH,2022-03-08,True,True,True,1
600076.SH,2022-07-15,True,True,True,1
600076.SH,2022-09-16,True,True,True,1
600076.SH,2022-12-28,True,True,True,1
600076.SH,2023-03-13,True,True,True,1
600076.SH,2023-09-07,True,True,True,1
600076.SH,2023-10-18,True,True,True,1
600084.SH,2023-01-11,True,True,True,1
600084.SH,2023-05-17,True,True,True,1
600105.SH,2020-03-31,True,True,True,1
600105.SH,2020-12-02,True,True,True,1
600105.SH,2021-07-26,True,True,True,1
600105.SH,2022-01-20,True,True,True,1
600105.SH,2022-09-15,True,True,True,1
600105.SH,2022-11-25,True,True,True,1
600105.SH,2023-07-20,True,True,True,1
600110.SH,2023-08-14,True,True,True,1
600115.SH,2023-10-16,True,True,True,1
600125.SH,2022-04-25,True,True,True,1
600127.SH,2022-04-22,True,True,True,1
600127.SH,2023-04-27,True,True,True,1
600136.SH,2021-06-16,True,True,True,1
600136.SH,2021-09-28,True,True,True,1
600136.SH,2021-11-26,True,True,True,1
600136.SH,2022-01-27,True,True,True,1
600155.SH,2024-06-25,True,True,True,1
600155.SH,2024-08-22,True,True,True,1
600156.SH,2021-10-22,True,True,True,1
600156.SH,2022-09-16,True,True,True,1
600158.SH,2023-12-20,True,True,True,1
600158.SH,2024-04-16,True,True,True,1
600165.SH,2023-05-30,True,True,True,1
600165.SH,2023-08-09,True,True,True,1
600169.SH,2020-04-28,True,True,True,1
600169.SH,2020-10-29,True,True,True,1
600169.SH,2021-12-27,True,True,True,1
600169.SH,2022-12-19,True,True,True,1
600169.SH,2023-04-24,True,True,True,1
600169.SH,2023-12-08,True,True,True,1
600169.SH,2024-04-16,True,True,True,1
600173.SH,2022-04-21,True,True,True,1
600173.SH,2022-08-02,True,True,True,1
600173.SH,2022-09-29,True,True,True,1
600190.SH,2020-09-24,True,True,True,1
600190.SH,2021-02-04,True,True,True,1
600190.SH,2021-06-15,True,True,True,1
600190.SH,2022-01-25,True,True,True,1
600190.SH,2022-04-18,True,True,True,1
600190.SH,2022-08-02,True,True,True,1
600190.SH,2022-12-19,True,True,True,1
600190.SH,2023-04-24,True,True,True,1
600190.SH,2023-06-20,True,True,True,1
600190.SH,2023-08-24,True,True,True,1
600190.SH,2024-04-16,True,True,True,1
600193.SH,2022-04-25,True,True,True,1
600193.SH,2022-09-16,True,True,True,1
600193.SH,2023-03-24,True,True,True,1
600193.SH,2023-08-16,True,True,True,1
600213.SH,2020-08-26,True,True,True,1
600213.SH,2020-09-10,True,True,True,1
600213.SH,2021-01-11,True,True,True,1
600213.SH,2021-09-27,True,True,True,1
600213.SH,2022-03-15,True,True,True,1
600213.SH,2022-04-26,True,True,True,1
600213.SH,2023-02-27,True,True,True,1
600213.SH,2023-07-14,True,True,True,1
600213.SH,2023-12-22,True,True,True,1
600225.SH,2022-06-22,True,True,True,1
600225.SH,2022-09-20,True,True,True,1
600225.SH,2023-03-24,True,True,True,1
600225.SH,2024-08-22,True,True,True,1
600227.SH,2020-05-19,True,True,True,1
600227.SH,2020-10-30,True,True,True,1
600227.SH,2020-12-11,True,True,True,1
600227.SH,2021-01-11,True,True,True,1
600227.SH,2021-07-28,True,True,True,1
600227.SH,2022-01-21,True,True,True,1
600227.SH,2022-04-21,True,True,True,1
600227.SH,2022-07-15,True,True,True,1
600227.SH,2022-09-26,True,True,True,1
600227.SH,2023-03-10,True,True,True,1
600227.SH,2023-08-18,True,True,True,1
600238.SH,2021-08-20,True,True,True,1
600238.SH,2021-11-02,True,True,True,1
600238.SH,2022-01-27,True,True,True,1
600238.SH,2022-08-03,True,True,True,1
600238.SH,2023-01-11,True,True,True,1
600238.SH,2023-05-17,True,True,True,1
600256.SH,2022-10-25,True,True,True,1
600256.SH,2023-02-15,True,True,True,1
600256.SH,2023-03-16,True,True,True,1
600256.SH,2023-05-23,True,True,True,1
600256.SH,2024-01-22,True,True,True,1
600256.SH,2024-07-04,True,True,True,1
600267.SH,2022-04-11,True,True,True,1
600267.SH,2023-10-23,True,True,True,1
600267.SH,2024-04-16,True,True,True,1
600287.SH,2021-04-26,True,True,True,1
600293.SH,2020-04-27,True,True,True,1
600293.SH,2021-02-02,True,True,True,1
600293.SH,2021-06-30,True,True,True,1
600293.SH,2021-09-28,True,True,True,1
600293.SH,2022-01-21,True,True,True,1
600293.SH,2022-04-15,True,True,True,1
600300.SH,2022-07-06,True,True,True,1
600300.SH,2022-10-25,True,True,True,1
600300.SH,2023-01-11,True,True,True,1
600300.SH,2023-03-10,True,True,True,1
600300.SH,2023-06-26,True,True,True,1
600300.SH,2024-05-30,True,True,True,1
600326.SH,2020-09-02,True,True,True,1
600326.SH,2020-12-09,True,True,True,1
600326.SH,2021-10-28,True,True,True,1
600326.SH,2022-01-25,True,True,True,1
600326.SH,2022-04-25,True,True,True,1
600326.SH,2022-07-15,True,True,True,1
600326.SH,2022-12-19,True,True,True,1
600326.SH,2023-03-29,True,True,True,1
600326.SH,2023-08-11,True,True,True,1
600338.SH,2020-12-11,True,True,True,1
600338.SH,2021-06-15,True,True,True,1
600338.SH,2021-09-27,True,True,True,1
600338.SH,2021-12-24,True,True,True,1
600338.SH,2022-03-31,True,True,True,1
600340.SH,2024-06-21,True,True,True,1
600343.SH,2020-03-17,True,True,True,1
600343.SH,2020-06-29,True,True,True,1
600343.SH,2020-10-30,True,True,True,1
600343.SH,2021-04-12,True,True,True,1
600343.SH,2021-07-01,True,True,True,1
600343.SH,2021-07-28,True,True,True,1
600343.SH,2022-01-27,True,True,True,1
600343.SH,2022-03-07,True,True,True,1
600343.SH,2022-08-16,True,True,True,1
600343.SH,2022-12-13,True,True,True,1
600343.SH,2023-03-16,True,True,True,1
600343.SH,2023-06-06,True,True,True,1
600353.SH,2022-10-11,True,True,True,1
600353.SH,2023-01-11,True,True,True,1
600423.SH,2022-03-15,True,True,True,1
600423.SH,2022-04-26,True,True,True,1
600423.SH,2023-03-24,True,True,True,1
600455.SH,2022-09-16,True,True,True,1
600455.SH,2023-02-27,True,True,True,1
600455.SH,2023-03-20,True,True,True,1
600455.SH,2023-04-10,True,True,True,1
600455.SH,2023-06-26,True,True,True,1
600455.SH,2023-08-02,True,True,True,1
600507.SH,2024-06-06,True,True,True,1
600507.SH,2024-08-20,True,True,True,1
600507.SH,2024-11-22,True,True,True,1
600517.SH,2021-07-28,True,True,True,1
600517.SH,2022-01-21,True,True,True,1
600517.SH,2022-08-02,True,True,True,1
600517.SH,2022-12-19,True,True,True,1
600517.SH,2023-03-14,True,True,True,1
600525.SH,2023-03-10,True,True,True,1
600525.SH,2023-07-20,True,True,True,1
600525.SH,2023-12-05,True,True,True,1
600525.SH,2024-01-22,True,True,True,1
600537.SH,2023-06-06,True,True,True,1
600537.SH,2023-08-11,True,True,True,1
600537.SH,2023-12-05,True,True,True,1
600537.SH,2024-01-29,True,True,True,1
600540.SH,2023-08-21,True,True,True,1
600549.SH,2022-09-16,True,True,True,1
600576.SH,2022-08-02,True,True,True,1
600576.SH,2023-03-30,True,True,True,1
600576.SH,2023-07-27,True,True,True,1
600576.SH,2024-12-25,True,True,True,1
600590.SH,2023-07-20,True,True,True,1
600594.SH,2020-03-18,True,True,True,1
600594.SH,2020-09-07,True,True,True,1
600594.SH,2020-11-25,True,True,True,1
600594.SH,2021-07-28,True,True,True,1
600594.SH,2021-10-21,True,True,True,1
600594.SH,2022-01-21,True,True,True,1
600594.SH,2022-03-09,True,True,True,1
600594.SH,2022-04-21,True,True,True,1
600594.SH,2022-07-15,True,True,True,1
600594.SH,2022-09-16,True,True,True,1
600594.SH,2023-01-30,True,True,True,1
600594.SH,2023-03-14,True,True,True,1
600594.SH,2023-06-08,True,True,True,1
600603.SH,2023-05-11,True,True,True,1
600603.SH,2023-07-17,True,True,True,1
600622.SH,2022-08-02,True,True,True,1
600622.SH,2022-09-28,True,True,True,1
600622.SH,2023-04-21,True,True,True,1
600622.SH,2023-05-29,True,True,True,1
600622.SH,2023-08-23,True,True,True,1
600624.SH,2020-03-13,True,True,True,1
600624.SH,2020-08-25,True,True,True,1
600624.SH,2020-12-08,True,True,True,1
600624.SH,2021-02-02,True,True,True,1
600624.SH,2021-07-08,True,True,True,1
600624.SH,2021-09-27,True,True,True,1
600624.SH,2021-12-08,True,True,True,1
600624.SH,2022-01-24,True,True,True,1
600624.SH,2022-03-09,True,True,True,1
600624.SH,2022-04-25,True,True,True,1
600624.SH,2022-08-02,True,True,True,1
600624.SH,2023-04-19,True,True,True,1
600624.SH,2023-07-17,True,True,True,1
600624.SH,2023-12-19,True,True,True,1
600673.SH,2023-07-24,True,True,True,1
600711.SH,2023-08-18,True,True,True,1
600725.SH,2022-08-02,True,True,True,1
600725.SH,2022-12-12,True,True,True,1
600725.SH,2023-03-10,True,True,True,1
600749.SH,2023-08-18,True,True,True,1
600753.SH,2022-07-14,True,True,True,1
600753.SH,2022-09-01,True,True,True,1
600753.SH,2023-02-27,True,True,True,1
600753.SH,2023-06-01,True,True,True,1
600757.SH,2020-09-24,True,True,True,1
600757.SH,2020-12-09,True,True,True,1
600757.SH,2021-06-11,True,True,True,1
600757.SH,2021-10-28,True,True,True,1
600757.SH,2022-01-27,True,True,True,1
600757.SH,2022-04-15,True,True,True,1
600757.SH,2022-07-06,True,True,True,1
600757.SH,2022-08-02,True,True,True,1
600757.SH,2022-10-28,True,True,True,1
600757.SH,2023-06-26,True,True,True,1
600757.SH,2023-09-05,True,True,True,1
600757.SH,2023-10-13,True,True,True,1
600757.SH,2023-12-22,True,True,True,1
600757.SH,2024-04-10,True,True,True,1
600771.SH,2020-09-30,True,True,True,1
600771.SH,2020-11-02,True,True,True,1
600771.SH,2021-03-09,True,True,True,1
600771.SH,2021-08-20,True,True,True,1
600771.SH,2022-01-19,True,True,True,1
600771.SH,2022-04-26,True,True,True,1
600771.SH,2022-07-29,True,True,True,1
600771.SH,2022-12-28,True,True,True,1
600771.SH,2023-03-20,True,True,True,1
600793.SH,2023-06-26,True,True,True,1
600793.SH,2023-08-23,True,True,True,1
600804.SH,2020-05-25,True,True,True,1
600804.SH,2020-09-09,True,True,True,1
600804.SH,2021-01-29,True,True,True,1
600804.SH,2021-04-29,True,True,True,1
600804.SH,2021-06-17,True,True,True,1
600804.SH,2021-10-28,True,True,True,1
600804.SH,2022-01-27,True,True,True,1
600804.SH,2022-04-25,True,True,True,1
600811.SH,2021-10-27,True,True,True,1
600811.SH,2023-06-19,True,True,True,1
600822.SH,2023-08-11,True,True,True,1
600822.SH,2024-05-28,True,True,True,1
600828.SH,2022-04-26,True,True,True,1
600828.SH,2022-10-31,True,True,True,1
600828.SH,2023-03-10,True,True,True,1
600828.SH,2023-05-24,True,True,True,1
600828.SH,2023-12-25,True,True,True,1
600831.SH,2023-04-25,True,True,True,1
600831.SH,2023-08-16,True,True,True,1
600848.SH,2023-04-24,True,True,True,1
600848.SH,2023-06-19,True,True,True,1
600848.SH,2023-08-24,True,True,True,1
600848.SH,2024-06-11,True,True,True,1
600850.SH,2024-05-24,True,True,True,1
600853.SH,2020-09-24,True,True,True,1
600863.SH,2020-06-11,True,True,True,1
600863.SH,2020-12-08,True,True,True,1
600863.SH,2021-01-27,True,True,True,1
600863.SH,2021-06-07,True,True,True,1
600863.SH,2022-01-25,True,True,True,1
600863.SH,2022-03-08,True,True,True,1
600863.SH,2022-12-09,True,True,True,1
600863.SH,2023-03-20,True,True,True,1
600863.SH,2023-06-06,True,True,True,1
600863.SH,2023-07-17,True,True,True,1
600909.SH,2023-12-20,True,True,True,1
600909.SH,2024-03-25,True,True,True,1
600973.SH,2020-08-26,True,True,True,1
600973.SH,2020-09-28,True,True,True,1
600973.SH,2020-12-09,True,True,True,1
600973.SH,2021-01-29,True,True,True,1
600973.SH,2021-06-15,True,True,True,1
600973.SH,2021-07-28,True,True,True,1
600973.SH,2021-10-13,True,True,True,1
600973.SH,2022-01-20,True,True,True,1
600973.SH,2022-03-15,True,True,True,1
600973.SH,2022-08-02,True,True,True,1
600973.SH,2022-11-14,True,True,True,1
600973.SH,2023-03-14,True,True,True,1
601028.SH,2023-05-26,True,True,True,1
601028.SH,2023-08-23,True,True,True,1
601059.SH,2024-07-24,True,True,True,1
601059.SH,2024-08-22,True,True,True,1
601066.SH,2023-12-05,True,True,True,1
601066.SH,2024-03-25,True,True,True,1
601118.SH,2020-12-15,True,True,True,1
601118.SH,2021-04-21,True,True,True,1
601118.SH,2021-07-26,True,True,True,1
601118.SH,2021-11-30,True,True,True,1
601118.SH,2022-01-20,True,True,True,1
601118.SH,2022-03-15,True,True,True,1
601118.SH,2022-04-22,True,True,True,1
601118.SH,2022-06-29,True,True,True,1
601118.SH,2022-12-23,True,True,True,1
601118.SH,2023-03-16,True,True,True,1
601118.SH,2023-05-25,True,True,True,1
601212.SH,2020-06-12,True,True,True,1
601212.SH,2020-09-24,True,True,True,1
601212.SH,2020-12-11,True,True,True,1
601212.SH,2021-03-24,True,True,True,1
601212.SH,2021-06-17,True,True,True,1
601212.SH,2021-09-27,True,True,True,1
601212.SH,2022-01-20,True,True,True,1
601212.SH,2022-03-14,True,True,True,1
601212.SH,2022-04-21,True,True,True,1
601212.SH,2022-07-06,True,True,True,1
601212.SH,2022-09-01,True,True,True,1
601212.SH,2022-12-22,True,True,True,1
601212.SH,2023-06-20,True,True,True,1
601212.SH,2024-01-18,True,True,True,1
601212.SH,2024-11-15,True,True,True,1
601212.SH,2024-12-23,True,True,True,1
601375.SH,2023-12-20,True,True,True,1
601375.SH,2024-03-25,True,True,True,1
601375.SH,2024-05-28,True,True,True,1
601377.SH,2024-03-22,True,True,True,1
601456.SH,2023-12-20,True,True,True,1
601456.SH,2024-06-25,True,True,True,1
601456.SH,2024-08-27,True,True,True,1
601577.SH,2024-09-03,True,True,True,1
601666.SH,2022-04-26,True,True,True,1
601788.SH,2023-12-20,True,True,True,1
601788.SH,2024-03-25,True,True,True,1
601788.SH,2024-05-28,True,True,True,1
601798.SH,2020-10-30,True,True,True,1
601798.SH,2020-12-17,True,True,True,1
601828.SH,2023-12-11,True,True,True,1
601881.SH,2024-05-28,True,True,True,1
601989.SH,2020-10-30,True,True,True,1
601995.SH,2024-06-25,True,True,True,1
603003.SH,2023-08-16,True,True,True,1
603011.SH,2022-11-14,True,True,True,1
603011.SH,2023-03-14,True,True,True,1
603020.SH,2020-09-09,True,True,True,1
603020.SH,2021-01-11,True,True,True,1
603020.SH,2021-07-27,True,True,True,1
603020.SH,2021-12-27,True,True,True,1
603020.SH,2022-01-26,True,True,True,1
603021.SH,2021-05-06,True,True,True,1
603021.SH,2021-06-29,True,True,True,1
603021.SH,2021-10-27,True,True,True,1
603021.SH,2022-01-25,True,True,True,1
603021.SH,2022-03-15,True,True,True,1
603021.SH,2022-04-27,True,True,True,1
603021.SH,2022-07-15,True,True,True,1
603021.SH,2023-04-10,True,True,True,1
603021.SH,2023-12-26,True,True,True,1
603021.SH,2024-01-22,True,True,True,1
603113.SH,2023-04-21,True,True,True,1
603215.SH,2023-12-26,True,True,True,1
603215.SH,2024-01-31,True,True,True,1
603215.SH,2024-04-16,True,True,True,1
603312.SH,2024-06-06,True,True,True,1
603312.SH,2024-08-22,True,True,True,1
603322.SH,2024-08-05,True,True,True,1
603329.SH,2024-08-20,True,True,True,1
603359.SH,2020-04-22,True,True,True,1
603359.SH,2020-09-09,True,True,True,1
603359.SH,2020-12-09,True,True,True,1
603359.SH,2021-04-12,True,True,True,1
603359.SH,2023-06-26,True,True,True,1
603359.SH,2023-08-03,True,True,True,1
603359.SH,2023-08-25,True,True,True,1
603359.SH,2023-11-29,True,True,True,1
603359.SH,2023-12-08,True,True,True,1
603359.SH,2024-04-15,True,True,True,1
603377.SH,2021-05-20,True,True,True,1
603377.SH,2021-07-13,True,True,True,1
603377.SH,2021-09-28,True,True,True,1
603377.SH,2022-01-25,True,True,True,1
603377.SH,2022-07-15,True,True,True,1
603377.SH,2022-09-16,True,True,True,1
603377.SH,2023-04-21,True,True,True,1
603377.SH,2023-05-24,True,True,True,1
603377.SH,2023-08-09,True,True,True,1
603388.SH,2022-01-14,True,True,True,1
603388.SH,2022-04-15,True,True,True,1
603388.SH,2023-07-28,True,True,True,1
603458.SH,2023-06-26,True,True,True,1
603517.SH,2020-09-07,True,True,True,1
603517.SH,2020-11-24,True,True,True,1
603517.SH,2021-03-04,True,True,True,1
603517.SH,2021-06-04,True,True,True,1
603517.SH,2021-07-26,True,True,True,1
603517.SH,2022-01-10,True,True,True,1
603517.SH,2022-08-18,True,True,True,1
603517.SH,2023-01-12,True,True,True,1
603517.SH,2023-10-19,True,True,True,1
603535.SH,2023-04-25,True,True,True,1
603535.SH,2023-08-14,True,True,True,1
603535.SH,2023-12-26,True,True,True,1
603535.SH,2024-04-16,True,True,True,1
603559.SH,2020-04-29,True,True,True,1
603559.SH,2020-07-24,True,True,True,1
603559.SH,2020-12-22,True,True,True,1
603559.SH,2021-04-23,True,True,True,1
603559.SH,2021-09-29,True,True,True,1
603559.SH,2022-01-24,True,True,True,1
603559.SH,2022-04-26,True,True,True,1
603559.SH,2022-08-02,True,True,True,1
603559.SH,2022-09-19,True,True,True,1
603559.SH,2022-12-22,True,True,True,1
603559.SH,2023-03-30,True,True,True,1
603567.SH,2023-06-14,True,True,True,1
603595.SH,2023-08-11,True,True,True,1
603595.SH,2023-12-27,True,True,True,1
603613.SH,2021-04-27,True,True,True,1
603616.SH,2020-09-22,True,True,True,1
603616.SH,2020-12-22,True,True,True,1
603616.SH,2021-05-06,True,True,True,1
603616.SH,2022-04-19,True,True,True,1
603616.SH,2022-07-06,True,True,True,1
603616.SH,2022-09-19,True,True,True,1
603616.SH,2022-12-14,True,True,True,1
603616.SH,2023-03-10,True,True,True,1
603616.SH,2023-10-31,True,True,True,1
603690.SH,2022-09-01,True,True,True,1
603690.SH,2022-10-11,True,True,True,1
603690.SH,2022-12-13,True,True,True,1
603690.SH,2023-06-08,True,True,True,1
603690.SH,2023-08-04,True,True,True,1
603696.SH,2020-07-24,True,True,True,1
603696.SH,2021-02-03,True,True,True,1
603696.SH,2021-06-30,True,True,True,1
603696.SH,2021-10-27,True,True,True,1
603696.SH,2022-01-24,True,True,True,1
603696.SH,2022-07-12,True,True,True,1
603696.SH,2023-04-11,True,True,True,1
603717.SH,2023-05-23,True,True,True,1
603789.SH,2024-01-22,True,True,True,1
603789.SH,2024-04-09,True,True,True,1
603789.SH,2024-06-06,True,True,True,1
603789.SH,2024-08-22,True,True,True,1
603822.SH,2023-08-22,True,True,True,1
603822.SH,2023-10-18,True,True,True,1
603825.SH,2022-08-02,True,True,True,1
603825.SH,2022-09-26,True,True,True,1
603825.SH,2022-11-28,True,True,True,1
603825.SH,2023-02-27,True,True,True,1
603825.SH,2023-04-18,True,True,True,1
603825.SH,2023-08-17,True,True,True,1
603839.SH,2023-06-15,True,True,True,1
603839.SH,2023-08-11,True,True,True,1
603839.SH,2023-10-23,True,True,True,1
603843.SH,2022-09-16,True,True,True,1
603843.SH,2022-12-22,True,True,True,1
603843.SH,2023-02-27,True,True,True,1
603843.SH,2023-05-16,True,True,True,1
603843.SH,2023-08-24,True,True,True,1
603869.SH,2020-10-26,True,True,True,1
603869.SH,2021-03-19,True,True,True,1
603869.SH,2021-10-22,True,True,True,1
603869.SH,2022-03-15,True,True,True,1
603869.SH,2022-07-12,True,True,True,1
603869.SH,2022-09-19,True,True,True,1
603869.SH,2022-12-09,True,True,True,1
603869.SH,2023-03-16,True,True,True,1
603869.SH,2023-04-18,True,True,True,1
603869.SH,2023-07-20,True,True,True,1
603869.SH,2024-01-19,True,True,True,1
603869.SH,2024-04-08,True,True,True,1
603887.SH,2023-05-12,True,True,True,1
603887.SH,2023-07-20,True,True,True,1
603936.SH,2021-04-23,True,True,True,1
603936.SH,2022-01-25,True,True,True,1
603936.SH,2022-12-13,True,True,True,1
603936.SH,2023-04-24,True,True,True,1
603936.SH,2023-08-11,True,True,True,1
603936.SH,2024-04-15,True,True,True,1
603988.SH,2024-01-22,True,True,True,1
605001.SH,2021-10-28,True,True,True,1
605081.SH,2021-06-15,True,True,True,1
605081.SH,2021-08-27,True,True,True,1
605081.SH,2021-10-26,True,True,True,1
605081.SH,2022-01-21,True,True,True,1
605081.SH,2022-07-12,True,True,True,1
605081.SH,2023-10-13,True,True,True,1
688004.SH,2022-07-05,True,True,True,1
688004.SH,2022-08-26,True,True,True,1
688004.SH,2022-11-28,True,True,True,1
688004.SH,2023-06-28,True,True,True,1
688004.SH,2023-12-26,True,True,True,1
688004.SH,2024-04-08,True,True,True,1
688022.SH,2023-08-25,True,True,True,1
688053.SH,2022-11-29,True,True,True,1
688053.SH,2023-03-02,True,True,True,1
688053.SH,2023-04-24,True,True,True,1
688053.SH,2023-07-20,True,True,True,1
688076.SH,2022-05-24,True,True,True,1
688076.SH,2022-07-12,True,True,True,1
688076.SH,2022-09-19,True,True,True,1
688076.SH,2023-05-09,True,True,True,1
688076.SH,2023-07-26,True,True,True,1
688076.SH,2024-04-11,True,True,True,1
688108.SH,2024-11-01,True,True,True,1
688132.SH,2023-03-03,True,True,True,1
688132.SH,2023-04-24,True,True,True,1
688132.SH,2023-07-24,True,True,True,1
688151.SH,2022-07-11,True,True,True,1
688151.SH,2022-08-24,True,True,True,1
688151.SH,2022-12-19,True,True,True,1
688151.SH,2023-04-21,True,True,True,1
688184.SH,2024-12-24,True,True,True,1
688189.SH,2022-08-19,True,True,True,1
688189.SH,2023-04-18,True,True,True,1
688246.SH,2023-07-31,True,True,True,1
688246.SH,2024-01-08,True,True,True,1
688246.SH,2024-04-15,True,True,True,1
688246.SH,2024-08-20,True,True,True,1
688262.SH,2023-07-28,True,True,True,1
688270.SH,2023-01-13,True,True,True,1
688270.SH,2023-02-28,True,True,True,1
688270.SH,2023-04-26,True,True,True,1
688270.SH,2023-08-16,True,True,True,1
688270.SH,2024-01-08,True,True,True,1
688270.SH,2024-03-26,True,True,True,1
688270.SH,2024-06-24,True,True,True,1
688287.SH,2023-08-16,True,True,True,1
688362.SH,2023-06-16,True,True,True,1
688500.SH,2021-03-30,True,True,True,1
688500.SH,2021-10-27,True,True,True,1
688500.SH,2021-12-24,True,True,True,1
688500.SH,2022-02-14,True,True,True,1
688500.SH,2022-03-09,True,True,True,1
688500.SH,2022-07-04,True,True,True,1
688669.SH,2023-04-21,True,True,True,1
688669.SH,2023-06-26,True,True,True,1
688669.SH,2023-08-09,True,True,True,1
688687.SH,2023-05-09,True,True,True,1
688687.SH,2023-07-19,True,True,True,1
689009.SH,2022-10-25,True,True,True,1
689009.SH,2023-02-27,True,True,True,1
689009.SH,2023-12-05,True,True,True,1
689009.SH,2024-04-08,True,True,True,1
