kind,ts_code,end_date,ann_date,n_rows,n_update_flag_vals,n_f_ann_vals,n_value_vals
income,003010.SZ,20200630,20200908,2,2,1,1
income,003010.SZ,20200930,20201026,2,2,1,1
income,003010.SZ,20201231,20210331,2,2,1,1
income,003010.SZ,20210930,20211027,2,2,1,1
income,003010.SZ,20211231,20220423,2,2,1,1
income,003010.SZ,20220331,20220423,2,2,1,1
income,003010.SZ,20220930,20221028,2,2,1,1
income,003010.SZ,20221231,20230429,2,2,1,1
income,003010.SZ,20230630,20230826,2,2,1,1
income,003010.SZ,20230930,20231031,2,2,1,1
income,003010.SZ,20240331,20240429,2,2,1,1
income,003011.SZ,20161231,20191220,2,2,1,1
income,003011.SZ,20190630,20200917,2,2,1,1
income,003011.SZ,20191231,20200917,2,2,1,1
income,003011.SZ,20200630,20200917,2,2,1,1
income,003011.SZ,20200930,20201028,2,2,1,1
income,003011.SZ,20201231,20210422,2,2,1,1
income,003011.SZ,20210331,20210422,2,2,1,1
income,003011.SZ,20211231,20220407,2,2,1,1
income,003011.SZ,20220331,20220428,2,2,1,1
income,003012.SZ,20151231,20180611,2,2,1,1
income,003012.SZ,20161231,20180611,2,2,1,1
income,003012.SZ,20191231,20200921,2,2,1,1
income,003012.SZ,20200630,20200921,2,2,1,1
income,003012.SZ,20200930,20201023,2,2,1,1
income,003012.SZ,20201231,20210422,2,2,1,1
income,003012.SZ,20210930,20211030,2,2,1,1
income,003012.SZ,20211231,20220429,2,2,1,1
income,003012.SZ,20220331,20220429,2,2,1,1
income,003013.SZ,20161231,20191220,2,2,1,1
income,003013.SZ,20190630,20191220,2,2,1,1
income,003013.SZ,20191231,20200923,2,2,1,1
income,003013.SZ,20200630,20200923,2,2,1,1
income,003013.SZ,20201231,20210330,2,2,1,1
income,003013.SZ,20211231,20220330,2,2,1,1
income,003013.SZ,20220331,20220426,2,2,1,1
income,003013.SZ,20221231,20230330,2,2,1,1
income,003013.SZ,20230630,20230822,2,2,1,1
income,003015.SZ,20161231,20190628,2,2,1,1
income,003015.SZ,20190630,20200923,2,2,1,1
income,003015.SZ,20191231,20200923,2,2,1,1
income,003015.SZ,20200630,20200923,2,2,1,1
income,003015.SZ,20200930,20201030,2,2,1,1
income,003015.SZ,20201231,20210412,2,2,1,1
income,003015.SZ,20211231,20220412,2,2,1,1
income,003015.SZ,20220331,20220426,2,2,1,1
income,003015.SZ,20221231,20230411,2,2,1,1
income,003016.SZ,20190630,20191122,2,2,1,1
income,003016.SZ,20191231,20200929,2,2,1,1
income,003016.SZ,20200630,20200929,2,2,1,1
income,003016.SZ,20200930,20201023,2,2,1,1
income,003016.SZ,20201231,20210428,2,2,1,1
income,003016.SZ,20211231,20220428,2,2,1,1
income,003016.SZ,20220331,20220428,2,2,1,1
income,003016.SZ,20221231,20230429,2,2,1,1
income,003016.SZ,20240331,20240430,2,2,1,1
income,003017.SZ,20161231,20190628,2,2,1,1
income,003017.SZ,20180331,20180428,2,2,1,1
income,003017.SZ,20180630,20180824,2,2,1,1
income,003017.SZ,20190630,20190829,2,2,1,1
income,003017.SZ,20191231,20201012,2,2,1,1
income,003017.SZ,20200630,20201012,2,2,1,1
income,003017.SZ,20200930,20201031,2,2,1,1
income,003017.SZ,20201231,20210426,2,2,1,1
income,003017.SZ,20211231,20220420,2,2,1,1
income,003017.SZ,20220331,20220428,2,2,1,1
income,003017.SZ,20221231,20230425,2,2,1,1
income,003018.SZ,20161231,20190628,2,2,1,1
income,003018.SZ,20191231,20201020,2,2,1,1
income,003018.SZ,20200630,20201020,2,2,1,1
income,003018.SZ,20200930,20201105,2,2,1,1
income,003018.SZ,20201231,20210323,2,2,1,1
income,003018.SZ,20210930,20211029,2,2,1,1
income,003018.SZ,20211231,20220329,2,2,1,1
income,003018.SZ,20220331,20220427,2,2,1,1
income,003018.SZ,20220930,20221028,2,2,1,1
income,003018.SZ,20221231,20230328,2,2,2,2
income,003019.SZ,20191231,20201026,2,2,1,1
income,003019.SZ,20200630,20201026,2,2,1,1
income,003019.SZ,20200930,20201116,2,2,1,1
income,003019.SZ,20201231,20210413,2,2,1,1
income,003019.SZ,20210930,20211030,2,2,1,1
income,003019.SZ,20211231,20220415,2,2,1,1
income,003019.SZ,20220331,20220428,2,2,1,1
income,003019.SZ,20221231,20230428,2,2,1,1
income,003019.SZ,20240630,20240829,2,2,1,1
income,003020.SZ,20161231,20191122,2,2,1,1
income,003020.SZ,20190630,20191122,2,2,1,1
income,003020.SZ,20191231,20201103,2,2,1,1
income,003020.SZ,20200630,20201103,2,2,1,1
income,003020.SZ,20201231,20210409,2,2,1,1
income,003020.SZ,20211231,20220419,2,2,1,1
income,003020.SZ,20220331,20220429,2,2,1,1
income,003020.SZ,20221231,20230418,2,2,1,1
income,003021.SZ,20161231,20191206,2,2,1,1
income,003021.SZ,20190630,20191206,2,2,1,1
income,003021.SZ,20191231,20201116,2,2,1,1
income,003021.SZ,20200630,20201116,2,2,1,1
income,003021.SZ,20200930,20201116,2,2,1,1
income,003021.SZ,20201231,20210330,2,2,1,1
income,003021.SZ,20211231,20220419,2,2,1,1
income,003021.SZ,20220331,20220422,2,2,1,1
income,003021.SZ,20221231,20230330,2,2,1,1
income,003022.SZ,20161231,20191212,2,2,1,1
income,003022.SZ,20190630,20191212,2,2,1,1
income,003022.SZ,20191231,20201117,2,2,1,1
income,003022.SZ,20200630,20201117,2,2,1,1
income,003022.SZ,20200930,20201117,2,2,1,1
income,003022.SZ,20201231,20210324,2,2,1,1
income,003022.SZ,20211231,20220330,2,2,1,1
income,003022.SZ,20221231,20230330,2,2,1,1
income,003023.SZ,20161231,20200116,2,2,1,1
income,003023.SZ,20190630,20200116,2,2,1,1
income,003023.SZ,20191231,20201124,2,2,1,1
income,003023.SZ,20200630,20201124,2,2,1,1
income,003023.SZ,20201231,20210420,2,2,1,1
income,003023.SZ,20211231,20220419,2,2,1,1
income,003023.SZ,20221231,20230425,2,2,1,1
income,003025.SZ,20161231,20190628,2,2,1,1
income,003025.SZ,20191231,20201124,2,2,1,1
income,003025.SZ,20200630,20201124,2,2,1,1
income,003025.SZ,20201231,20210428,2,2,1,1
income,003025.SZ,20210930,20211027,2,2,1,1
income,003025.SZ,20211231,20220428,2,2,1,1
income,003025.SZ,20220331,20220428,2,2,1,1
income,003025.SZ,20221231,20230422,2,2,1,1
income,003026.SZ,20161231,20190621,2,2,1,1
income,003026.SZ,20191231,20201201,2,2,1,1
income,003026.SZ,20200630,20201201,2,2,1,1
income,003026.SZ,20201231,20210428,2,2,1,1
income,003026.SZ,20210930,20211029,2,2,1,1
income,003026.SZ,20211231,20220426,2,2,1,1
income,003026.SZ,20220331,20220426,2,2,1,1
income,003026.SZ,20221231,20230428,2,2,1,1
income,003027.SZ,20161231,20191114,2,2,1,1
income,003027.SZ,20190630,20191114,2,2,1,1
income,003027.SZ,20191231,20201130,2,2,1,1
income,003027.SZ,20200630,20201130,2,2,1,1
income,003027.SZ,20201231,20210326,2,2,1,1
income,003027.SZ,20210930,20211029,2,2,1,1
income,003027.SZ,20211231,20220419,2,2,1,1
income,003027.SZ,20220331,20220429,2,2,1,1
income,003027.SZ,20221231,20230420,2,2,1,1
income,003028.SZ,20161231,20190621,2,2,1,1
income,003028.SZ,20191231,20201207,2,2,1,1
income,003028.SZ,20200630,20201207,2,2,1,1
income,003028.SZ,20201231,20210420,2,2,1,1
income,003028.SZ,20210331,20210428,2,2,1,1
income,003028.SZ,20211231,20220412,2,2,1,1
income,003028.SZ,20220331,20220426,2,2,1,1
income,003028.SZ,20221231,20230330,2,2,1,1
income,003029.SZ,20161231,20200116,2,2,1,1
income,003029.SZ,20190630,20200116,2,2,1,1
income,003029.SZ,20191231,20201207,2,2,1,1
income,003029.SZ,20200630,20201207,2,2,1,1
income,003029.SZ,20201231,20210429,2,2,1,1
income,003029.SZ,20211231,20220426,2,2,1,1
income,003029.SZ,20220331,20220426,2,2,1,1
income,003029.SZ,20221231,20230404,2,2,1,1
income,003029.SZ,20230331,20230425,2,2,1,1
income,003030.SZ,20161231,20190705,2,2,1,1
income,003030.SZ,20180630,20180821,2,2,1,1
income,003030.SZ,20191231,20201215,2,2,1,1
income,003030.SZ,20200630,20201215,2,2,1,1
income,003030.SZ,20201231,20210420,2,2,1,1
income,003030.SZ,20211231,20220420,2,2,1,1
income,003030.SZ,20221231,20230428,2,2,1,1
income,003030.SZ,20230630,20230825,2,2,1,1
income,003030.SZ,20240630,20240829,2,2,1,1
income,003031.SZ,20161231,20190920,2,2,1,1
income,003031.SZ,20190331,20190920,2,2,1,1
income,003031.SZ,20191231,20201214,2,2,1,1
income,003031.SZ,20200630,20201214,2,2,1,1
income,003031.SZ,20201231,20210422,2,2,1,1
income,003031.SZ,20210930,20211029,2,2,1,1
income,003031.SZ,20211231,20220422,2,2,1,1
income,003031.SZ,20220331,20220422,2,2,1,1
income,003031.SZ,20221231,20230331,2,2,1,1
income,003032.SZ,20161231,20191212,2,2,1,1
income,003032.SZ,20190630,20191212,2,2,1,1
income,003032.SZ,20191231,20201223,2,2,1,1
income,003032.SZ,20200630,20201223,2,2,1,1
income,003032.SZ,20200930,20211025,2,2,1,1
income,003032.SZ,20201231,20210420,2,2,1,1
income,003032.SZ,20211231,20220420,2,2,1,1
income,003032.SZ,20220331,20220429,2,2,1,1
income,003032.SZ,20221231,20230418,2,2,1,1
income,003033.SZ,20161231,20190712,2,2,1,1
income,003033.SZ,20190331,20190712,2,2,1,1
income,003033.SZ,20191231,20201222,2,2,1,1
income,003033.SZ,20200630,20201222,2,2,1,1
income,003033.SZ,20201231,20210427,2,2,1,1
income,003033.SZ,20210930,20211027,2,2,1,1
income,003033.SZ,20211231,20220427,2,2,1,1
income,003033.SZ,20220331,20220427,2,2,1,1
income,003033.SZ,20230630,20230822,2,2,1,1
income,003033.SZ,20240331,20240427,2,2,1,1
income,003035.SZ,20161231,20200327,2,2,1,1
income,003035.SZ,20190331,20190726,2,2,1,1
income,003035.SZ,20191231,20201230,2,2,1,1
income,003035.SZ,20200630,20201230,2,2,1,1
income,003035.SZ,20201231,20210410,2,2,1,1
income,003035.SZ,20210930,20211029,2,2,1,1
income,003035.SZ,20211231,20220415,2,2,1,1
income,003035.SZ,20220331,20220429,2,2,1,1
income,003035.SZ,20221231,20230415,2,2,1,1
income,003035.SZ,20230630,20230826,2,2,1,1
income,003036.SZ,20151231,20180328,2,2,1,1
income,003036.SZ,20161231,20190906,2,2,1,1
income,003036.SZ,20190331,20190906,2,2,1,1
income,003036.SZ,20191231,20210111,2,2,1,1
income,003036.SZ,20200630,20210111,2,2,1,1
income,003036.SZ,20201231,20210415,2,2,1,1
income,003036.SZ,20211231,20220316,2,2,1,1
income,003036.SZ,20220331,20220428,2,2,1,1
income,003036.SZ,20221231,20230322,2,2,1,1
income,003036.SZ,20230630,20230825,2,2,1,1
income,003037.SZ,20161231,20191227,2,2,1,1
income,003037.SZ,20190630,20191227,2,2,1,1
income,003037.SZ,20191231,20210118,2,2,1,1
income,003037.SZ,20200630,20210118,2,2,1,1
income,003037.SZ,20201231,20210427,2,2,1,1
income,003037.SZ,20210930,20211029,2,2,1,1
income,003037.SZ,20211231,20220428,2,2,1,1
income,003037.SZ,20220331,20220428,2,2,1,1
income,003037.SZ,20220930,20221028,2,2,1,1
income,003037.SZ,20221231,20230301,2,2,1,1
income,003037.SZ,20230630,20230825,2,2,1,1
income,003037.SZ,20240930,20241030,2,2,1,1
income,003038.SZ,20171231,20201109,2,2,1,1
income,003038.SZ,20191231,20210125,2,2,1,1
income,003038.SZ,20200630,20201109,2,2,1,1
income,003038.SZ,20200930,20211026,2,2,1,1
income,003038.SZ,20201231,20210125,2,2,1,1
income,003038.SZ,20211231,20220225,2,2,1,1
income,003038.SZ,20220331,20220426,2,2,1,1
income,003038.SZ,20230930,20231026,2,2,1,1
income,003039.SZ,20190630,20191011,2,2,1,1
income,003039.SZ,20191231,20210208,2,2,1,1
income,003039.SZ,20200630,20210208,2,2,1,1
income,003039.SZ,20200930,20211026,2,2,1,1
income,003039.SZ,20201231,20210426,2,2,1,1
income,003039.SZ,20211231,20220419,2,2,1,1
income,003039.SZ,20220331,20220426,2,2,1,1
income,003039.SZ,20221231,20230419,2,2,1,1
income,003040.SZ,20180630,20180831,2,2,1,1
income,003040.SZ,20191231,20210301,2,2,1,1
income,003040.SZ,20200630,20210301,2,2,1,1
income,003040.SZ,20200930,20211028,2,2,1,1
income,003040.SZ,20201231,20210429,2,2,1,1
income,003040.SZ,20210331,20210429,2,2,1,1
income,003040.SZ,20210930,20211028,2,2,1,1
income,003040.SZ,20211231,20220430,2,2,1,1
income,003040.SZ,20220331,20220430,2,2,1,1
income,003040.SZ,20221231,20230331,2,2,1,1
income,003040.SZ,20230930,20231028,2,2,1,1
income,003041.SZ,20191231,20210317,2,2,1,1
income,003041.SZ,20200630,20210317,2,2,1,1
income,003041.SZ,20200930,20211026,2,2,1,1
income,003041.SZ,20201231,20210429,2,2,1,1
income,003041.SZ,20210331,20210429,2,2,1,1
income,003041.SZ,20211231,20220429,2,2,1,1
income,003041.SZ,20220331,20220429,2,2,1,1
income,003041.SZ,20230630,20230825,2,2,1,1
income,003042.SZ,20191231,20210317,2,2,1,1
income,003042.SZ,20200630,20210317,2,2,1,1
income,003042.SZ,20201231,20210429,2,2,1,1
income,003042.SZ,20211231,20220428,2,2,1,1
income,003042.SZ,20220331,20220428,2,2,1,1
income,003042.SZ,20220930,20221028,2,2,1,1
income,003042.SZ,20230930,20231031,2,2,1,1
income,003042.SZ,20231231,20240427,2,2,1,1
income,003043.SZ,20151231,20181218,2,2,1,1
income,003043.SZ,20161231,20181218,2,2,1,1
income,003043.SZ,20180630,20181218,2,2,1,1
income,003043.SZ,20191231,20210323,2,2,1,1
income,003043.SZ,20200630,20210825,2,2,1,1
income,003043.SZ,20200930,20211030,2,2,1,1
income,003043.SZ,20201231,20210323,2,2,1,1
income,003043.SZ,20210930,20211030,2,2,1,1
income,003043.SZ,20211231,20220419,2,2,1,1
income,003043.SZ,20220331,20220430,2,2,1,1
income,003043.SZ,20221231,20230429,2,2,1,1
income,003816.SZ,20180630,20190823,2,2,1,1
income,003816.SZ,20190630,20190823,2,2,1,1
income,003816.SZ,20191231,20200326,2,2,1,1
income,003816.SZ,20200331,20200429,2,2,1,1
income,003816.SZ,20200630,20200827,2,2,1,1
income,003816.SZ,20200930,20201028,2,2,1,1
income,003816.SZ,20201231,20210319,2,2,1,1
income,003816.SZ,20211231,20220318,2,2,1,1
income,003816.SZ,20220331,20220422,2,2,1,1
income,003816.SZ,20221231,20230316,2,2,1,1
income,003816.SZ,20240331,20240425,2,2,1,1
income,300001.SZ,20171231,20180323,2,2,1,1
income,300001.SZ,20180930,20181027,2,2,1,1
income,300001.SZ,20181231,20190427,2,2,1,1
income,300001.SZ,20190630,20190829,2,2,1,1
income,300001.SZ,20190930,20191026,2,2,1,1
income,300001.SZ,20191231,20200429,2,2,1,1
income,300001.SZ,20200331,20200429,2,2,1,1
income,300001.SZ,20200630,20200826,2,2,1,1
income,300001.SZ,20200930,20201029,2,2,1,1
income,300001.SZ,20201231,20210423,2,2,1,1
income,300001.SZ,20210331,20210428,2,2,1,1
income,300001.SZ,20210630,20210830,2,2,1,1
income,300001.SZ,20210930,20211029,2,2,1,1
income,300001.SZ,20211231,20220308,2,2,1,1
income,300001.SZ,20220331,20220427,2,2,1,1
income,300001.SZ,20221231,20230415,2,2,1,1
income,300001.SZ,20230630,20230826,2,2,1,1
income,300002.SZ,20180930,20181030,2,2,1,1
income,300002.SZ,20181231,20190426,2,2,1,1
income,300002.SZ,20190930,20191030,2,2,1,1
income,300002.SZ,20191231,20200428,2,2,1,1
income,300002.SZ,20200331,20200428,2,2,1,1
income,300002.SZ,20200630,20200828,2,2,1,1
income,300002.SZ,20200930,20201030,2,2,1,1
income,300002.SZ,20201231,20210428,2,2,1,1
income,300002.SZ,20210930,20211029,2,2,1,1
income,300002.SZ,20211231,20220428,2,2,1,1
income,300002.SZ,20220331,20220428,2,2,1,1
income,300002.SZ,20230630,20230829,2,2,1,1
income,300003.SZ,20180930,20181027,2,2,1,1
income,300003.SZ,20181231,20190329,2,2,1,1
income,300003.SZ,20190930,20191026,2,2,1,1
income,300003.SZ,20191231,20200331,2,2,1,1
income,300003.SZ,20200331,20200429,2,2,1,1
income,300003.SZ,20200630,20200828,2,2,1,1
income,300003.SZ,20200930,20201029,2,2,1,1
income,300003.SZ,20201231,20210428,2,2,1,1
income,300003.SZ,20210930,20211029,2,2,1,1
income,300003.SZ,20211231,20220426,2,2,1,1
income,300003.SZ,20220331,20220426,2,2,1,1
income,300003.SZ,20230630,20230826,2,2,1,1
income,300004.SZ,20180930,20181027,2,2,1,1
income,300004.SZ,20181231,20190426,2,2,1,1
income,300004.SZ,20190630,20190830,2,2,1,1
income,300004.SZ,20190930,20191026,2,2,1,1
income,300004.SZ,20191231,20200429,2,2,1,1
income,300004.SZ,20200331,20200429,2,2,1,1
income,300004.SZ,20200630,20200828,2,2,1,1
income,300004.SZ,20200930,20201029,2,2,1,1
income,300004.SZ,20201231,20210429,2,2,1,1
income,300004.SZ,20210930,20211029,2,2,1,1
income,300004.SZ,20211231,20220416,2,2,1,1
income,300004.SZ,20221231,20230426,2,2,1,1
income,300004.SZ,20230930,20231028,2,2,1,1
income,300005.SZ,20180930,20181026,2,2,1,1
income,300005.SZ,20181231,20190426,2,2,1,1
income,300005.SZ,20190930,20191024,2,2,1,1
income,300005.SZ,20191231,20200320,2,2,1,1
income,300005.SZ,20200331,20200422,2,2,1,1
income,300005.SZ,20200630,20200827,2,2,1,1
income,300005.SZ,20200930,20201029,2,2,1,1
income,300005.SZ,20201231,20210416,2,2,1,1
income,300005.SZ,20211231,20220427,2,2,1,1
income,300005.SZ,20220331,20220429,2,2,1,1
income,300005.SZ,20230630,20230830,2,2,1,1
income,300005.SZ,20240930,20241030,2,2,1,1
income,300006.SZ,20180930,20181020,2,2,1,1
income,300006.SZ,20181231,20190425,2,2,1,1
income,300006.SZ,20190630,20190830,2,2,1,1
income,300006.SZ,20190930,20191028,2,2,1,1
income,300006.SZ,20191231,20200425,2,2,1,1
income,300006.SZ,20200331,20200425,2,2,1,1
income,300006.SZ,20200630,20200829,2,2,1,1
income,300006.SZ,20200930,20201028,2,2,1,1
income,300006.SZ,20201231,20210331,2,2,1,1
income,300006.SZ,20210630,20210731,2,2,1,1
income,300006.SZ,20210930,20211029,2,2,1,1
income,300006.SZ,20211231,20220326,2,2,1,1
income,300006.SZ,20220331,20220427,2,2,1,1
income,300006.SZ,20220630,20220826,2,2,1,1
income,300006.SZ,20220930,20221026,2,2,1,1
income,300006.SZ,20221231,20230318,2,2,1,1
income,300006.SZ,20230630,20230824,2,2,1,1
income,300007.SZ,20180930,20181029,2,2,1,1
income,300007.SZ,20181231,20190329,2,2,1,1
income,300007.SZ,20190630,20190808,2,2,1,1
income,300007.SZ,20190930,20191028,2,2,1,1
income,300007.SZ,20191231,20200331,2,2,1,1
income,300007.SZ,20200630,20200817,2,2,1,1
income,300007.SZ,20200930,20201028,2,2,1,1
income,300007.SZ,20201231,20210316,2,2,1,1
income,300007.SZ,20210930,20211027,2,2,1,1
income,300007.SZ,20211231,20220331,2,2,1,1
income,300007.SZ,20220331,20220429,2,2,1,1
income,300007.SZ,20221231,20230330,2,2,1,1
income,300008.SZ,20181231,20190424,2,2,1,1
income,300008.SZ,20190930,20191030,2,2,1,1
income,300008.SZ,20191231,20200428,2,2,1,1
income,300008.SZ,20200331,20200428,2,2,1,1
income,300008.SZ,20200630,20200828,2,2,1,1
income,300008.SZ,20200930,20201030,2,2,1,1
income,300008.SZ,20201231,20210428,2,2,1,1
income,300008.SZ,20210930,20211027,2,2,1,1
income,300008.SZ,20211231,20220428,2,2,1,1
income,300008.SZ,20220331,20220428,2,2,1,1
income,300008.SZ,20221231,20230422,2,2,2,2
income,300008.SZ,20230630,20230826,2,1,2,2
income,300009.SZ,20180930,20181030,2,2,1,1
income,300009.SZ,20181231,20190329,2,2,1,1
income,300009.SZ,20190630,20190828,2,2,1,1
income,300009.SZ,20190930,20191025,2,2,1,1
income,300009.SZ,20191231,20200408,2,2,1,1
income,300009.SZ,20200331,20200429,2,2,1,1
income,300009.SZ,20200630,20200826,2,2,1,1
income,300009.SZ,20200930,20201029,2,2,1,1
income,300009.SZ,20201231,20210408,2,2,1,1
income,300009.SZ,20210930,20211029,2,2,1,1
income,300009.SZ,20211231,20220331,2,2,1,1
income,300009.SZ,20220331,20220428,2,2,1,1
income,300009.SZ,20221231,20230328,2,2,1,1
income,300009.SZ,20230630,20230824,2,2,1,1
income,300010.SZ,20180930,20181029,2,2,1,1
income,300010.SZ,20190630,20190829,2,2,1,1
income,300010.SZ,20190930,20191029,2,2,1,1
income,300010.SZ,20191231,20200428,2,2,1,1
income,300010.SZ,20200331,20200428,2,2,1,1
income,300010.SZ,20200630,20200825,2,2,1,1
income,300010.SZ,20200930,20201030,2,2,1,1
income,300010.SZ,20201231,20210429,2,2,1,1
income,300010.SZ,20210930,20211027,2,2,1,1
income,300010.SZ,20211231,20220427,2,2,1,1
income,300010.SZ,20240331,20240425,2,2,1,1
income,300011.SZ,20180930,20181030,2,2,1,1
income,300011.SZ,20181231,20190423,2,2,1,1
income,300011.SZ,20190630,20190830,2,2,1,1
income,300011.SZ,20190930,20191029,2,2,1,1
income,300011.SZ,20191231,20200324,2,2,1,1
income,300011.SZ,20200331,20200428,2,2,1,1
income,300011.SZ,20200630,20200828,2,2,1,1
income,300011.SZ,20200930,20201027,2,2,1,1
income,300011.SZ,20201231,20210427,2,2,1,1
income,300011.SZ,20210930,20211029,2,2,1,1
income,300011.SZ,20211231,20220329,2,2,1,1
income,300011.SZ,20220331,20220428,2,2,1,1
income,300011.SZ,20220930,20221028,2,2,1,1
income,300011.SZ,20221231,20230404,2,2,1,1
income,300011.SZ,20240331,20240427,2,2,1,1
income,300011.SZ,20240930,20241025,2,2,1,1
income,300012.SZ,20180930,20181024,2,2,1,1
income,300012.SZ,20181231,20190426,2,2,1,1
income,300012.SZ,20190930,20191029,2,2,1,1
income,300012.SZ,20191231,20200421,2,2,1,1
income,300012.SZ,20200331,20200421,2,2,1,1
income,300012.SZ,20200630,20200825,2,2,1,1
income,300012.SZ,20200930,20201027,2,2,1,1
income,300012.SZ,20201231,20210421,2,2,1,1
income,300012.SZ,20211231,20220425,2,2,1,1
income,300012.SZ,20220331,20220425,2,2,1,1
income,300012.SZ,20221231,20230425,2,2,1,1
income,300013.SZ,20180930,20181027,2,2,1,1
income,300013.SZ,20181231,20190425,2,2,1,1
income,300013.SZ,20190630,20190731,2,2,1,1
income,300013.SZ,20190930,20191024,2,2,1,1
income,300013.SZ,20191231,20200429,2,2,2,2
income,300013.SZ,20200331,20200429,2,2,1,1
income,300013.SZ,20200630,20200822,2,2,1,1
income,300013.SZ,20200930,20201029,2,2,1,1
income,300013.SZ,20201231,20210429,2,2,2,2
income,300013.SZ,20210930,20211029,2,2,1,1
income,300013.SZ,20211231,20220429,2,2,2,2
income,300013.SZ,20220331,20220429,2,2,1,1
income,300013.SZ,20230331,20230427,2,2,1,1
income,300014.SZ,20180930,20181029,2,2,1,1
income,300014.SZ,20181231,20190429,2,2,1,1
income,300014.SZ,20190930,20191026,2,2,1,1
income,300014.SZ,20191231,20200420,2,2,1,1
income,300014.SZ,20200331,20200425,2,2,1,1
income,300014.SZ,20200630,20200825,2,2,1,1
income,300014.SZ,20200930,20201029,2,2,1,1
income,300014.SZ,20201231,20210420,2,2,1,1
income,300014.SZ,20211231,20220426,2,2,1,1
income,300014.SZ,20220331,20220428,2,2,1,1
income,300014.SZ,20221231,20230418,2,2,1,1
income,300014.SZ,20230630,20230825,2,2,1,1
income,300015.SZ,20180930,20181027,2,2,1,1
income,300015.SZ,20181231,20190426,2,2,1,1
income,300015.SZ,20190930,20191026,2,2,1,1
income,300015.SZ,20191231,20200423,2,2,1,1
income,300015.SZ,20200331,20200429,2,2,1,1
income,300015.SZ,20200630,20200826,2,2,1,1
income,300015.SZ,20200930,20201027,2,2,1,1
income,300015.SZ,20201231,20210423,2,2,1,1
income,300015.SZ,20211231,20220426,2,2,1,1
income,300015.SZ,20220331,20220426,2,2,1,1
income,300015.SZ,20220930,20221026,2,2,1,1
income,300016.SZ,20180930,20181020,2,2,1,1
income,300016.SZ,20181231,20190228,2,2,1,1
income,300016.SZ,20190630,20190726,2,2,1,1
income,300016.SZ,20190930,20191022,2,2,1,1
income,300016.SZ,20191231,20200312,2,2,1,1
income,300016.SZ,20200331,20200428,2,2,1,1
income,300016.SZ,20200630,20200808,2,2,1,1
income,300016.SZ,20200930,20201030,2,2,1,1
income,300016.SZ,20201231,20210319,2,2,1,1
income,300016.SZ,20211231,20220330,2,2,1,1
income,300016.SZ,20220331,20220428,2,2,1,1
income,300016.SZ,20221231,20230424,2,2,1,1
income,300017.SZ,20180930,20181030,2,2,1,1
income,300017.SZ,20181231,20190320,2,2,1,1
income,300017.SZ,20190930,20191029,2,2,1,1
income,300017.SZ,20191231,20200423,2,2,1,1
income,300017.SZ,20200331,20200425,2,2,1,1
income,300017.SZ,20200630,20200827,2,2,1,1
income,300017.SZ,20200930,20201029,2,2,1,1
income,300017.SZ,20201231,20210331,2,2,1,1
income,300017.SZ,20210930,20211029,2,2,1,1
income,300017.SZ,20211231,20220423,2,2,1,1
income,300017.SZ,20220331,20220429,2,2,1,1
income,300017.SZ,20221231,20230420,2,2,1,1
income,300017.SZ,20240630,20240820,2,2,1,1
income,300018.SZ,20180930,20181030,2,2,1,1
income,300018.SZ,20181231,20190402,2,2,1,1
income,300018.SZ,20190930,20191030,2,2,1,1
income,300018.SZ,20191231,20200428,2,2,1,1
income,300018.SZ,20200331,20200428,2,2,1,1
income,300018.SZ,20200630,20200808,2,2,1,1
income,300018.SZ,20200930,20201029,2,2,1,1
income,300018.SZ,20201231,20210316,2,2,1,1
income,300018.SZ,20210930,20211029,2,2,1,1
income,300018.SZ,20211231,20220419,2,2,1,1
income,300018.SZ,20220331,20220429,2,2,1,1
income,300018.SZ,20221231,20230422,2,2,1,1
income,300018.SZ,20240630,20240813,2,2,1,1
income,300019.SZ,20180930,20181027,2,2,1,1
income,300019.SZ,20181231,20190330,2,2,1,1
income,300019.SZ,20190630,20190829,2,2,1,1
income,300019.SZ,20190930,20191028,2,2,1,1
income,300019.SZ,20191231,20200331,2,2,1,1
income,300019.SZ,20200331,20200421,2,2,1,1
income,300019.SZ,20200630,20200729,2,2,1,1
income,300019.SZ,20200930,20201023,2,2,1,1
income,300019.SZ,20201231,20210327,2,2,1,1
income,300019.SZ,20211231,20220326,2,2,1,1
income,300019.SZ,20221231,20230325,2,2,1,1
income,300019.SZ,20230630,20230812,2,2,1,1
income,300020.SZ,20180930,20181026,2,2,1,1
income,300020.SZ,20181231,20190419,2,2,1,1
income,300020.SZ,20190630,20190828,2,2,1,1
income,300020.SZ,20190930,20191026,2,2,1,1
income,300020.SZ,20191231,20200424,2,2,1,1
income,300020.SZ,20200331,20200424,2,2,1,1
income,300020.SZ,20200630,20200828,2,2,1,1
income,300020.SZ,20200930,20201030,2,2,1,1
income,300020.SZ,20201231,20210428,2,2,1,1
income,300020.SZ,20211231,20220415,2,2,1,1
income,300020.SZ,20220331,20220415,2,2,1,1
income,300020.SZ,20230630,20230829,2,1,2,2
income,300020.SZ,20230930,20231028,2,2,1,1
income,300020.SZ,20231231,20240430,2,2,1,1
income,300020.SZ,20240331,20240430,2,2,1,1
income,300021.SZ,20180930,20181026,2,2,1,1
income,300021.SZ,20181231,20190418,2,2,1,1
income,300021.SZ,20190630,20190828,2,2,1,1
income,300021.SZ,20190930,20191024,2,2,1,1
