kind,ts_code,end_date,ann_date,n_rows,n_update_flag_vals,n_f_ann_vals,n_value_vals
cashflow,600792.SH,20190630,20190828,2,2,1,1
cashflow,600792.SH,20190930,20191029,2,2,1,1
cashflow,600792.SH,20191231,20200331,2,2,1,1
cashflow,600792.SH,20200630,20200821,2,2,1,1
cashflow,600792.SH,20201231,20210330,2,2,1,1
cashflow,600792.SH,20211231,20220329,2,2,1,1
cashflow,600792.SH,20220331,20220429,2,2,1,1
cashflow,600792.SH,20220930,20221028,2,2,1,1
cashflow,600792.SH,20221231,20230427,2,2,1,1
cashflow,600792.SH,20230331,20230427,2,2,1,1
cashflow,600792.SH,20231231,20240427,2,2,1,1
cashflow,600792.SH,20240331,20240427,2,2,1,1
cashflow,600792.SH,20240630,20240823,2,2,1,1
cashflow,600792.SH,20240930,20241029,2,2,1,1
cashflow,600793.SH,20181231,20190430,2,2,1,1
cashflow,600793.SH,20190630,20190830,2,2,1,1
cashflow,600793.SH,20190930,20191031,2,2,1,1
cashflow,600793.SH,20191231,20200430,2,2,1,1
cashflow,600793.SH,20200630,20200831,2,2,1,1
cashflow,600793.SH,20201231,20210430,2,2,1,1
cashflow,600793.SH,20211231,20220430,2,2,1,1
cashflow,600793.SH,20220331,20220430,2,2,1,1
cashflow,600793.SH,20221231,20230421,2,2,1,1
cashflow,600793.SH,20230331,20230421,2,2,1,1
cashflow,600793.SH,20230630,20230831,2,2,1,1
cashflow,600793.SH,20231231,20240427,2,2,1,1
cashflow,600793.SH,20240331,20240427,2,2,1,1
cashflow,600794.SH,20190930,20191023,2,2,1,1
cashflow,600794.SH,20191231,20200331,2,2,1,1
cashflow,600794.SH,20200630,20200818,2,2,1,1
cashflow,600794.SH,20201231,20210316,2,2,1,1
cashflow,600794.SH,20211231,20220322,2,2,1,1
cashflow,600794.SH,20221231,20230328,2,2,1,1
cashflow,600794.SH,20230331,20230425,2,2,1,1
cashflow,600794.SH,20230930,20231026,2,2,1,1
cashflow,600794.SH,20240930,20241025,2,2,1,1
cashflow,600795.SH,20190930,20191031,2,2,1,1
cashflow,600795.SH,20191231,20200414,2,2,1,1
cashflow,600795.SH,20200630,20200829,2,2,1,1
cashflow,600795.SH,20201231,20210420,2,2,1,1
cashflow,600795.SH,20211231,20220426,2,2,1,1
cashflow,600795.SH,20221231,20230415,2,2,1,1
cashflow,600795.SH,20230331,20230428,2,2,1,1
cashflow,600795.SH,20230630,20230831,2,2,1,1
cashflow,600795.SH,20230930,20231027,2,2,1,1
cashflow,600795.SH,20240331,20240427,2,2,1,1
cashflow,600795.SH,20240630,20240820,2,2,1,1
cashflow,600795.SH,20240930,20241025,2,2,1,1
cashflow,600796.SH,20190930,20191030,2,2,1,1
cashflow,600796.SH,20191231,20200423,2,2,1,1
cashflow,600796.SH,20200630,20200819,2,2,1,1
cashflow,600796.SH,20201231,20210421,2,2,1,1
cashflow,600796.SH,20211231,20220428,2,2,1,1
cashflow,600796.SH,20220930,20221027,2,2,1,1
cashflow,600796.SH,20221231,20230427,2,2,1,1
cashflow,600796.SH,20230331,20230427,2,2,1,1
cashflow,600796.SH,20230930,20231027,2,2,1,1
cashflow,600796.SH,20240331,20240426,2,2,1,1
cashflow,600796.SH,20240930,20241029,2,2,1,1
cashflow,600797.SH,20190930,20191029,2,2,1,1
cashflow,600797.SH,20191231,20200430,2,2,1,1
cashflow,600797.SH,20200630,20200825,2,2,1,1
cashflow,600797.SH,20201231,20210420,2,2,1,1
cashflow,600797.SH,20211231,20220420,2,2,1,1
cashflow,600797.SH,20220331,20220427,2,2,1,1
cashflow,600797.SH,20221231,20230425,2,2,1,1
cashflow,600797.SH,20230331,20230428,2,2,1,1
cashflow,600797.SH,20230930,20231028,2,2,1,1
cashflow,600797.SH,20240331,20240430,2,2,1,1
cashflow,600798.SH,20181231,20190402,2,2,1,1
cashflow,600798.SH,20190630,20190827,2,2,1,1
cashflow,600798.SH,20190930,20191030,2,2,1,1
cashflow,600798.SH,20191231,20200331,2,2,1,1
cashflow,600798.SH,20200630,20200825,2,2,1,1
cashflow,600798.SH,20201231,20210330,2,2,1,1
cashflow,600798.SH,20211231,20220428,2,2,1,1
cashflow,600798.SH,20221231,20230428,2,2,1,1
cashflow,600798.SH,20230331,20230428,2,2,1,1
cashflow,600798.SH,20230930,20231025,2,2,1,1
cashflow,600798.SH,20240331,20240427,2,2,1,1
cashflow,600798.SH,20240630,20240828,2,2,1,1
cashflow,600798.SH,20240930,20241029,2,2,1,1
cashflow,600800.SH,20190930,20191029,2,2,1,1
cashflow,600800.SH,20191231,20200424,2,2,1,1
cashflow,600800.SH,20200630,20200825,2,2,1,1
cashflow,600800.SH,20201231,20210318,2,2,1,1
cashflow,600800.SH,20211231,20220409,2,2,1,1
cashflow,600800.SH,20220331,20220426,2,2,1,1
cashflow,600800.SH,20221231,20230315,2,2,1,1
cashflow,600800.SH,20230331,20230428,2,2,1,1
cashflow,600800.SH,20230630,20230831,2,2,1,1
cashflow,600800.SH,20230930,20231028,2,2,1,1
cashflow,600800.SH,20240331,20240430,2,2,1,1
cashflow,600800.SH,20240930,20241030,2,2,1,1
cashflow,600801.SH,20181231,20190330,2,2,1,1
cashflow,600801.SH,20190630,20190824,2,2,1,1
cashflow,600801.SH,20190930,20191025,2,2,1,1
cashflow,600801.SH,20191231,20200429,2,2,1,1
cashflow,600801.SH,20200630,20200828,2,2,1,1
cashflow,600801.SH,20201231,20210327,2,2,1,1
cashflow,600801.SH,20211231,20220330,2,2,1,1
cashflow,600801.SH,20220930,20221027,2,2,1,1
cashflow,600801.SH,20221231,20230329,2,2,1,1
cashflow,600801.SH,20230331,20230428,2,2,1,1
cashflow,600801.SH,20230930,20231028,2,2,1,1
cashflow,600801.SH,20240331,20240427,2,2,1,1
cashflow,600802.SH,20190930,20191029,2,2,1,1
cashflow,600802.SH,20191231,20200421,2,2,1,1
cashflow,600802.SH,20200630,20200818,2,2,1,1
cashflow,600802.SH,20201231,20210420,2,2,1,1
cashflow,600802.SH,20211231,20220429,2,2,1,1
cashflow,600802.SH,20220331,20220429,2,2,1,1
cashflow,600802.SH,20220930,20221027,2,2,1,1
cashflow,600802.SH,20221231,20230427,2,2,1,1
cashflow,600802.SH,20230331,20230427,2,2,1,1
cashflow,600802.SH,20230930,20231025,2,2,1,1
cashflow,600802.SH,20240331,20240426,2,2,1,1
cashflow,600803.SH,20181231,20190312,2,2,1,1
cashflow,600803.SH,20190630,20190828,2,2,1,1
cashflow,600803.SH,20190930,20191026,2,2,1,1
cashflow,600803.SH,20191231,20200313,2,2,1,1
cashflow,600803.SH,20200630,20200831,2,2,1,1
cashflow,600803.SH,20201231,20210323,2,2,1,1
cashflow,600803.SH,20211231,20220319,2,2,1,1
cashflow,600803.SH,20220630,20220820,2,2,1,1
cashflow,600803.SH,20221231,20230325,2,2,1,1
cashflow,600803.SH,20230331,20230428,2,2,1,1
cashflow,600803.SH,20230930,20231028,2,2,1,1
cashflow,600803.SH,20240331,20240427,2,2,1,1
cashflow,600804.SH,20181231,20190427,2,2,1,1
cashflow,600804.SH,20190630,20190829,2,2,1,1
cashflow,600804.SH,20190930,20191030,2,2,1,1
cashflow,600804.SH,20191231,20200520,2,2,1,1
cashflow,600804.SH,20200630,20200828,2,2,1,1
cashflow,600804.SH,20201231,20210428,2,2,1,1
cashflow,600804.SH,20210930,20211029,2,2,1,1
cashflow,600804.SH,20211231,20220428,2,2,1,1
cashflow,600804.SH,20220331,20220429,2,2,1,1
cashflow,600804.SH,20230331,20230427,2,2,1,1
cashflow,600804.SH,20230630,20230829,2,2,1,1
cashflow,600804.SH,20230930,20231031,2,2,1,1
cashflow,600804.SH,20231231,20240430,2,2,1,1
cashflow,600804.SH,20240331,20240430,2,2,1,1
cashflow,600805.SH,20190930,20191018,2,2,1,1
cashflow,600805.SH,20191231,20200328,2,2,1,1
cashflow,600805.SH,20200630,20200807,2,2,1,1
cashflow,600805.SH,20201231,20210410,2,2,1,1
cashflow,600805.SH,20211231,20220416,2,2,1,1
cashflow,600805.SH,20220331,20220423,2,2,1,1
cashflow,600805.SH,20220630,20220813,2,2,1,1
cashflow,600805.SH,20220930,20221022,2,2,1,1
cashflow,600805.SH,20221231,20230330,2,2,1,1
cashflow,600805.SH,20230331,20230421,2,2,1,1
cashflow,600805.SH,20240331,20240427,2,2,1,1
cashflow,600805.SH,20240630,20240803,2,2,1,1
cashflow,600807.SH,20190930,20191026,2,2,1,1
cashflow,600807.SH,20191231,20200624,2,2,1,1
cashflow,600807.SH,20200630,20200822,2,2,1,1
cashflow,600807.SH,20201231,20210423,2,2,1,1
cashflow,600807.SH,20210930,20211030,2,2,1,1
cashflow,600807.SH,20211231,20220429,2,2,1,1
cashflow,600807.SH,20220331,20220429,2,2,1,1
cashflow,600807.SH,20221231,20230429,2,2,1,1
cashflow,600807.SH,20230331,20230429,2,2,1,1
cashflow,600807.SH,20230930,20231028,2,2,1,1
cashflow,600807.SH,20231231,20240427,2,2,1,1
cashflow,600807.SH,20240331,20240427,2,2,1,1
cashflow,600808.SH,20180630,20180830,2,2,1,1
cashflow,600808.SH,20181231,20190322,2,2,1,1
cashflow,600808.SH,20190930,20191031,2,2,1,1
cashflow,600808.SH,20191231,20200331,2,2,1,1
cashflow,600808.SH,20200630,20200827,2,2,1,1
cashflow,600808.SH,20201231,20210326,2,2,1,1
cashflow,600808.SH,20211231,20220324,2,2,1,1
cashflow,600808.SH,20221231,20230331,2,2,1,1
cashflow,600808.SH,20230331,20230428,2,2,1,1
cashflow,600808.SH,20230630,20230831,2,2,1,1
cashflow,600808.SH,20230930,20231028,2,2,1,1
cashflow,600808.SH,20240331,20240430,2,2,1,1
cashflow,600809.SH,20181231,20190427,2,2,1,1
cashflow,600809.SH,20190630,20190827,2,2,1,1
cashflow,600809.SH,20190930,20191026,2,2,1,1
cashflow,600809.SH,20191231,20200428,2,2,1,1
cashflow,600809.SH,20200630,20200825,2,2,1,1
cashflow,600809.SH,20201231,20210427,2,2,1,1
cashflow,600809.SH,20211231,20220428,2,2,1,1
cashflow,600809.SH,20221231,20230428,2,2,1,1
cashflow,600809.SH,20230331,20230428,2,2,1,1
cashflow,600809.SH,20230930,20231027,2,2,1,1
cashflow,600809.SH,20240331,20240426,2,2,1,1
cashflow,600809.SH,20240630,20240828,2,2,1,1
cashflow,600810.SH,20190930,20191031,2,2,1,1
cashflow,600810.SH,20191231,20200410,2,2,1,1
cashflow,600810.SH,20200630,20200829,2,2,1,1
cashflow,600810.SH,20201231,20210424,2,2,1,1
cashflow,600810.SH,20211231,20220331,2,2,1,1
cashflow,600810.SH,20221231,20230331,2,2,1,1
cashflow,600810.SH,20230331,20230429,2,2,1,1
cashflow,600810.SH,20240331,20240427,2,2,1,1
cashflow,600810.SH,20240630,20240831,2,2,1,1
cashflow,600811.SH,20180630,20180831,2,2,1,1
cashflow,600811.SH,20181231,20190430,2,2,1,1
cashflow,600811.SH,20190630,20190831,2,2,1,1
cashflow,600811.SH,20190930,20191031,2,2,1,1
cashflow,600811.SH,20191231,20200430,2,2,1,1
cashflow,600811.SH,20200630,20200831,2,2,1,1
cashflow,600811.SH,20201231,20210430,2,2,1,1
cashflow,600811.SH,20211231,20220430,2,2,1,1
cashflow,600811.SH,20220331,20220430,2,2,1,1
cashflow,600811.SH,20221231,20230429,2,2,1,1
cashflow,600811.SH,20230331,20230429,2,2,1,1
cashflow,600811.SH,20230630,20230831,2,2,1,1
cashflow,600811.SH,20230930,20231028,2,2,1,1
cashflow,600811.SH,20231231,20240430,2,2,1,1
cashflow,600811.SH,20240331,20240430,2,2,1,1
cashflow,600812.SH,20181231,20190323,2,2,1,1
cashflow,600812.SH,20190630,20190810,2,2,1,1
cashflow,600812.SH,20190930,20191018,2,2,1,1
cashflow,600812.SH,20191231,20200331,2,2,1,1
cashflow,600812.SH,20200630,20200808,2,2,1,1
cashflow,600812.SH,20201231,20210429,2,2,1,1
cashflow,600812.SH,20211231,20220428,2,2,1,1
cashflow,600812.SH,20220930,20221027,2,2,1,1
cashflow,600812.SH,20221231,20230422,2,2,1,1
cashflow,600812.SH,20230331,20230427,2,2,1,1
cashflow,600812.SH,20230930,20231027,2,2,1,1
cashflow,600814.SH,20181231,20190312,2,2,1,1
cashflow,600814.SH,20190630,20190813,2,2,1,1
cashflow,600814.SH,20190930,20191026,2,2,1,1
cashflow,600814.SH,20191231,20200402,2,2,1,1
cashflow,600814.SH,20200630,20200829,2,2,1,1
cashflow,600814.SH,20201231,20210330,2,2,1,1
cashflow,600814.SH,20211231,20220325,2,2,1,1
cashflow,600814.SH,20221231,20230330,2,2,1,1
cashflow,600814.SH,20230331,20230429,2,2,1,1
cashflow,600814.SH,20230930,20231026,2,2,1,1
cashflow,600814.SH,20231231,20240328,2,2,1,1
cashflow,600814.SH,20240331,20240430,2,2,1,1
cashflow,600814.SH,20240930,20241030,2,2,1,1
cashflow,600815.SH,20181231,20190429,2,2,1,1
cashflow,600815.SH,20190630,20190827,2,2,1,1
cashflow,600815.SH,20190930,20191029,2,2,1,1
cashflow,600815.SH,20191231,20200428,2,2,1,1
cashflow,600815.SH,20200630,20200818,2,2,1,1
cashflow,600815.SH,20201231,20210330,2,2,1,1
cashflow,600815.SH,20211231,20220426,2,2,1,1
cashflow,600815.SH,20220630,20220826,2,2,1,1
cashflow,600815.SH,20221231,20230428,2,2,1,1
cashflow,600815.SH,20230331,20230428,2,2,1,1
cashflow,600815.SH,20230930,20231028,2,2,1,1
cashflow,600815.SH,20240331,20240427,2,2,1,1
cashflow,600815.SH,20240930,20241030,2,2,1,1
cashflow,600816.SH,20180630,20180825,2,2,1,1
cashflow,600816.SH,20190630,20190831,2,2,1,1
cashflow,600816.SH,20201231,20210430,2,2,1,1
cashflow,600816.SH,20210331,20210430,2,2,1,1
cashflow,600816.SH,20210930,20211030,2,2,1,1
cashflow,600816.SH,20211231,20220430,2,2,1,1
cashflow,600816.SH,20220331,20220430,2,2,1,1
cashflow,600816.SH,20220630,20220831,2,2,1,1
cashflow,600816.SH,20220930,20221029,2,2,1,1
cashflow,600816.SH,20221231,20230428,2,2,1,1
cashflow,600816.SH,20230331,20230428,2,2,1,1
cashflow,600816.SH,20230930,20231031,2,2,1,1
cashflow,600816.SH,20231231,20240425,2,2,1,1
cashflow,600817.SH,20181231,20190423,2,2,1,1
cashflow,600817.SH,20190630,20190814,2,2,1,1
cashflow,600817.SH,20190930,20191031,2,2,1,1
cashflow,600817.SH,20191231,20200310,2,2,1,1
cashflow,600817.SH,20200630,20200826,2,2,1,1
cashflow,600817.SH,20201231,20210402,2,2,1,1
cashflow,600817.SH,20211231,20220331,2,2,1,1
cashflow,600817.SH,20221231,20230404,2,2,1,1
cashflow,600817.SH,20230331,20230427,2,2,1,1
cashflow,600817.SH,20230930,20231025,2,2,1,1
cashflow,600817.SH,20240331,20240430,2,2,1,1
cashflow,600817.SH,20240630,20240827,2,2,1,1
cashflow,600817.SH,20240930,20241030,2,2,1,1
cashflow,600818.SH,20190930,20191030,2,2,1,1
cashflow,600818.SH,20191231,20200418,2,2,1,1
cashflow,600818.SH,20200630,20200818,2,2,1,1
cashflow,600818.SH,20201231,20210417,2,2,1,1
cashflow,600818.SH,20211231,20220420,2,2,1,1
cashflow,600818.SH,20220630,20220818,2,2,1,1
cashflow,600818.SH,20230331,20230428,2,2,1,1
cashflow,600818.SH,20230930,20231028,2,2,1,1
cashflow,600818.SH,20231231,20240418,2,2,1,1
cashflow,600818.SH,20240331,20240427,2,2,1,1
cashflow,600818.SH,20240630,20240822,2,2,1,1
cashflow,600818.SH,20240930,20241030,2,2,1,1
cashflow,600819.SH,20181231,20190330,2,2,1,1
cashflow,600819.SH,20190630,20190824,2,2,1,1
cashflow,600819.SH,20190930,20191030,2,2,1,1
cashflow,600819.SH,20191231,20200410,2,2,1,1
cashflow,600819.SH,20200630,20200827,2,2,1,1
cashflow,600819.SH,20201231,20210331,2,2,1,1
cashflow,600819.SH,20211231,20220331,2,2,1,1
cashflow,600819.SH,20221231,20230331,2,2,1,1
cashflow,600819.SH,20230331,20230429,2,2,1,1
cashflow,600819.SH,20230630,20230831,2,2,1,1
cashflow,600819.SH,20230930,20231028,2,2,1,1
cashflow,600819.SH,20240331,20240427,2,2,1,1
cashflow,600819.SH,20240630,20240827,2,2,1,1
cashflow,600819.SH,20240930,20241029,2,2,1,1
cashflow,600820.SH,20190930,20191029,2,2,1,1
cashflow,600820.SH,20191231,20200417,2,2,1,1
cashflow,600820.SH,20200630,20200828,2,2,1,1
cashflow,600820.SH,20201231,20210422,2,2,1,1
cashflow,600820.SH,20211231,20220426,2,2,1,1
cashflow,600820.SH,20221231,20230422,2,2,1,1
cashflow,600820.SH,20230331,20230428,2,2,1,1
cashflow,600820.SH,20240331,20240430,2,2,1,1
cashflow,600820.SH,20240630,20240828,2,2,1,1
cashflow,600821.SH,20181231,20190427,2,2,1,1
cashflow,600821.SH,20190630,20190831,2,2,1,1
cashflow,600821.SH,20190930,20191031,2,2,1,1
cashflow,600821.SH,20191231,20200428,2,2,1,1
cashflow,600821.SH,20200630,20200829,2,2,1,1
cashflow,600821.SH,20201231,20210430,2,2,1,1
cashflow,600821.SH,20211231,20220228,2,2,1,1
cashflow,600821.SH,20221231,20230331,2,2,1,1
cashflow,600821.SH,20230331,20230429,2,2,1,1
cashflow,600821.SH,20230630,20230831,2,2,1,1
cashflow,600821.SH,20240331,20240430,2,2,1,1
cashflow,600822.SH,20190930,20191031,2,2,1,1
cashflow,600822.SH,20191231,20200428,2,2,1,1
cashflow,600822.SH,20200630,20200827,2,2,1,1
cashflow,600822.SH,20201231,20210420,2,2,1,1
cashflow,600822.SH,20211231,20220430,2,2,1,1
cashflow,600822.SH,20220630,20220831,2,2,1,1
cashflow,600822.SH,20221231,20230425,2,2,2,1
cashflow,600822.SH,20230331,20230429,2,2,1,1
cashflow,600822.SH,20230930,20231031,2,2,1,1
cashflow,600822.SH,20231231,20240416,2,2,2,1
cashflow,600822.SH,20240331,20240430,2,2,1,1
cashflow,600823.SH,20180630,20180823,2,2,1,1
cashflow,600823.SH,20181231,20190322,2,2,1,1
cashflow,600823.SH,20190630,20190823,2,2,1,1
cashflow,600823.SH,20190930,20191030,2,2,1,1
cashflow,600823.SH,20191231,20200326,2,2,1,1
cashflow,600823.SH,20200630,20200820,2,2,1,1
cashflow,600823.SH,20201231,20210325,2,2,1,1
cashflow,600823.SH,20211231,20220423,2,2,1,1
cashflow,600823.SH,20221231,20230429,2,2,1,1
cashflow,600823.SH,20230331,20230429,2,2,1,1
cashflow,600823.SH,20230630,20230831,2,2,1,1
cashflow,600823.SH,20230930,20231028,2,2,1,1
cashflow,600823.SH,20231231,20240430,2,2,1,1
cashflow,600823.SH,20240331,20240430,2,2,1,1
cashflow,600824.SH,20180630,20180828,2,2,1,1
cashflow,600824.SH,20181231,20190430,2,2,1,1
cashflow,600824.SH,20190630,20190827,2,2,1,1
cashflow,600824.SH,20190930,20191029,2,2,1,1
cashflow,600824.SH,20191231,20200428,2,2,1,1
cashflow,600824.SH,20200630,20200825,2,2,1,1
cashflow,600824.SH,20201231,20210427,2,2,1,1
cashflow,600824.SH,20211231,20220426,2,2,1,1
cashflow,600824.SH,20220930,20221027,2,2,1,1
cashflow,600824.SH,20221231,20230425,2,2,1,1
cashflow,600824.SH,20230331,20230425,2,2,1,1
cashflow,600824.SH,20240331,20240430,2,2,1,1
cashflow,600824.SH,20240630,20240827,2,2,1,1
cashflow,600824.SH,20240930,20241030,2,2,1,1
cashflow,600825.SH,20181231,20190420,2,2,1,1
cashflow,600825.SH,20190630,20190830,2,2,1,1
cashflow,600825.SH,20190930,20191031,2,2,1,1
cashflow,600825.SH,20191231,20200417,2,2,1,1
cashflow,600825.SH,20200630,20200828,2,2,1,1
cashflow,600825.SH,20201231,20210331,2,2,1,1
cashflow,600825.SH,20211231,20220325,2,2,1,1
cashflow,600825.SH,20220331,20220429,2,2,1,1
cashflow,600825.SH,20221231,20230331,2,2,1,1
cashflow,600825.SH,20230331,20230428,2,2,1,1
cashflow,600826.SH,20190930,20191026,2,2,1,1
cashflow,600826.SH,20191231,20200418,2,2,1,1
cashflow,600826.SH,20200630,20200815,2,2,1,1
cashflow,600826.SH,20201231,20210417,2,2,1,1
cashflow,600826.SH,20211231,20220409,2,2,1,1
cashflow,600826.SH,20220331,20220426,2,2,1,1
cashflow,600826.SH,20220630,20220826,2,2,1,1
cashflow,600826.SH,20220930,20221028,2,2,1,1
cashflow,600826.SH,20221231,20230427,2,2,1,1
cashflow,600826.SH,20230331,20230427,2,2,1,1
cashflow,600826.SH,20240331,20240430,2,2,1,1
cashflow,600827.SH,20181231,20190430,2,2,1,1
cashflow,600827.SH,20190630,20190831,2,2,1,1
cashflow,600827.SH,20190930,20191031,2,2,1,1
cashflow,600827.SH,20191231,20200430,2,2,1,1
cashflow,600827.SH,20200630,20200829,2,2,1,1
cashflow,600827.SH,20201231,20210430,2,2,1,1
cashflow,600827.SH,20211231,20220430,2,2,1,1
cashflow,600827.SH,20221231,20230419,2,2,1,1
cashflow,600827.SH,20230331,20230429,2,2,1,1
cashflow,600827.SH,20230930,20231031,2,2,1,1
cashflow,600827.SH,20240331,20240430,2,2,1,1
cashflow,600828.SH,20181231,20190315,2,2,1,1
cashflow,600828.SH,20190630,20190823,2,2,1,1
cashflow,600828.SH,20190930,20191030,2,2,1,1
cashflow,600828.SH,20191231,20200325,2,2,1,1
cashflow,600828.SH,20200630,20200827,2,2,1,1
cashflow,600828.SH,20201231,20210325,2,2,1,1
cashflow,600828.SH,20211231,20220326,2,2,1,1
cashflow,600828.SH,20221231,20230325,2,2,1,1
cashflow,600828.SH,20230331,20230429,2,2,1,1
cashflow,600828.SH,20230930,20231028,2,2,1,1
cashflow,600828.SH,20240331,20240427,2,2,1,1
cashflow,600829.SH,20190930,20191019,2,2,1,1
cashflow,600829.SH,20191231,20200411,2,2,1,1
cashflow,600829.SH,20200630,20200815,2,2,1,1
cashflow,600829.SH,20201231,20210320,2,2,1,1
cashflow,600829.SH,20211231,20220326,2,2,1,1
cashflow,600829.SH,20221231,20230328,2,2,1,1
cashflow,600829.SH,20230331,20230421,2,2,1,1
cashflow,600829.SH,20240930,20241022,2,2,1,1
cashflow,600830.SH,20180630,20180830,2,2,1,1
cashflow,600830.SH,20190930,20191030,2,2,1,1
cashflow,600830.SH,20191231,20200418,2,2,1,1
cashflow,600830.SH,20200630,20200829,2,2,1,1
cashflow,600830.SH,20201231,20210423,2,2,1,1
cashflow,600830.SH,20211231,20220311,2,2,1,1
cashflow,600830.SH,20221231,20230325,2,2,1,1
cashflow,600830.SH,20230331,20230428,2,2,1,1
cashflow,600830.SH,20240331,20240430,2,2,1,1
cashflow,600831.SH,20190930,20191031,2,2,1,1
cashflow,600831.SH,20191231,20200429,2,2,1,1
cashflow,600831.SH,20200630,20200828,2,2,1,1
cashflow,600831.SH,20201231,20210423,2,2,1,1
cashflow,600831.SH,20211231,20220422,2,2,1,1
cashflow,600831.SH,20221231,20230421,2,2,2,2
cashflow,600831.SH,20230331,20230428,2,2,1,1
cashflow,600831.SH,20230930,20231027,2,2,1,1
cashflow,600831.SH,20231231,20240425,2,2,1,1
cashflow,600831.SH,20240331,20240430,2,2,1,1
cashflow,600831.SH,20240930,20241029,2,2,1,1
cashflow,600833.SH,20181231,20190413,2,2,1,1
cashflow,600833.SH,20190630,20190831,2,2,1,1
cashflow,600833.SH,20190930,20191031,2,2,1,1
cashflow,600833.SH,20191231,20200414,2,2,1,1
cashflow,600833.SH,20200630,20200828,2,2,1,1
cashflow,600833.SH,20201231,20210401,2,2,1,1
cashflow,600833.SH,20211231,20220402,2,2,1,1
cashflow,600833.SH,20221231,20230401,2,2,1,1
cashflow,600833.SH,20230331,20230429,2,2,1,1
cashflow,600833.SH,20240331,20240430,2,2,1,1
cashflow,600834.SH,20181231,20190427,2,2,1,1
cashflow,600834.SH,20190630,20190820,2,2,1,1
cashflow,600834.SH,20190930,20191031,2,2,1,1
cashflow,600834.SH,20191231,20200418,2,2,1,1
cashflow,600834.SH,20200630,20200829,2,2,1,1
cashflow,600834.SH,20201231,20210428,2,2,1,1
cashflow,600834.SH,20211231,20220428,2,2,1,1
cashflow,600834.SH,20221231,20230428,2,2,1,1
cashflow,600834.SH,20230331,20230428,2,2,1,1
cashflow,600834.SH,20240331,20240430,2,2,1,1
cashflow,600834.SH,20240930,20241030,2,2,1,1
cashflow,600835.SH,20190930,20191029,2,2,1,1
cashflow,600835.SH,20191231,20200403,2,2,1,1
cashflow,600835.SH,20200630,20200822,2,2,1,1
cashflow,600835.SH,20201231,20210318,2,2,1,1
cashflow,600835.SH,20211231,20220325,2,2,1,1
cashflow,600835.SH,20220630,20220820,2,2,1,1
cashflow,600835.SH,20221231,20230325,2,2,1,1
cashflow,600835.SH,20230331,20230425,2,2,1,1
cashflow,600835.SH,20230930,20231028,2,2,1,1
cashflow,600835.SH,20240930,20241029,2,2,1,1
cashflow,600836.SH,20180630,20180811,2,2,1,1
cashflow,600836.SH,20181231,20190330,2,2,1,1
cashflow,600836.SH,20190630,20190824,2,2,1,1
cashflow,600836.SH,20190930,20191026,2,2,1,1
cashflow,600836.SH,20191231,20200429,2,2,1,1
cashflow,600836.SH,20200630,20200822,2,2,1,1
cashflow,600836.SH,20201231,20210429,2,2,1,1
cashflow,600836.SH,20211231,20220402,2,2,1,1
cashflow,600836.SH,20220630,20220811,2,2,1,1
cashflow,600836.SH,20221231,20230329,2,2,1,1
cashflow,600836.SH,20230331,20230429,2,2,1,1
cashflow,600836.SH,20231231,20240430,2,2,1,1
cashflow,600836.SH,20240331,20240430,2,2,1,1
cashflow,600837.SH,20180630,20180830,2,2,1,1
cashflow,600837.SH,20181231,20190328,2,2,1,1
cashflow,600837.SH,20190630,20190831,2,2,1,1
cashflow,600837.SH,20191231,20200327,2,2,1,1
cashflow,600837.SH,20200630,20200829,2,2,1,1
cashflow,600837.SH,20211231,20220330,2,2,1,1
cashflow,600837.SH,20220630,20220827,2,2,1,1
cashflow,600837.SH,20221231,20230331,2,2,1,1
cashflow,600837.SH,20230630,20230831,2,2,1,1
cashflow,600837.SH,20231231,20240329,2,2,1,1
cashflow,600838.SH,20181231,20190328,2,2,1,1
cashflow,600838.SH,20190630,20190830,2,2,1,1
cashflow,600838.SH,20190930,20191030,2,2,1,1
cashflow,600838.SH,20191231,20200429,2,2,1,1
cashflow,600838.SH,20200630,20200826,2,2,1,1
cashflow,600838.SH,20201231,20210331,2,2,1,1
cashflow,600838.SH,20211231,20220331,2,2,1,1
cashflow,600838.SH,20220331,20220429,2,2,1,1
cashflow,600838.SH,20221231,20230330,2,2,1,1
cashflow,600838.SH,20230331,20230427,2,2,1,1
cashflow,600838.SH,20230930,20231028,2,2,1,1
cashflow,600838.SH,20240331,20240427,2,2,1,1
cashflow,600838.SH,20240930,20241030,2,2,1,1
cashflow,600839.SH,20190930,20191029,2,2,1,1
cashflow,600839.SH,20191231,20200418,2,2,1,1
cashflow,600839.SH,20200630,20200822,2,2,1,1
cashflow,600839.SH,20201231,20210422,2,2,1,1
cashflow,600839.SH,20211231,20220427,2,2,1,1
cashflow,600839.SH,20221231,20230426,2,2,1,1
cashflow,600839.SH,20230331,20230426,2,2,1,1
cashflow,600839.SH,20240331,20240426,2,2,1,1
cashflow,600841.SH,20190930,20191026,2,2,1,1
cashflow,600841.SH,20191231,20200410,2,2,1,1
cashflow,600841.SH,20200630,20200822,2,2,1,1
cashflow,600841.SH,20201231,20210316,2,2,1,1
cashflow,600841.SH,20211231,20220319,2,2,1,1
cashflow,600841.SH,20220331,20220429,2,2,1,1
cashflow,600841.SH,20220630,20220823,2,2,1,1
