stop_pct,sample,year,n,mean,median,win_rate,pf,p5,trig_rate,net_stop_value
-35.0,PRIMARY,2026,20,0.29106673339085437,1.4133863710598358,55.00000000000001,0.9345714653855489,-20.023088433700018,5.0,-57618.5045890251
-35.0,SECONDARY,2020,8963,4.074791846592448,4.588517170006646,75.8562981144706,1.2865644547046438,-14.711995107386848,4.284279817025549,-23982794.17973683
-35.0,SECONDARY,2021,10532,5.666184072286296,5.694748444868905,81.50398784656285,2.245403143902398,-9.21573170710623,2.8674515761488797,-11842915.809378285
-35.0,SECONDARY,2022,15514,5.244239617837621,6.123318004042169,79.89557818744359,1.5242186505381525,-19.826400191776962,5.826994972283099,-79307095.55337381
-35.0,SECONDARY,2023,15487,1.4332557365282914,4.382375229590138,72.32517595402595,0.5997954473046442,-28.286808856632113,10.750952411700137,-260345154.25918624
-35.0,SECONDARY,2024,13576,3.790530057973229,4.917580907866517,69.46081319976429,0.991523758683253,-24.218320929217764,9.50942840306423,-244613096.30100134
-35.0,SECONDARY,2025,14728,8.079735627827548,6.825198572038702,88.54562737642586,7.751326208957549,-2.7562418765166865,0.6721890277023357,-8716554.866128713
-35.0,SECONDARY,2026,10246,1.959111084518403,3.0306667852453457,62.53171969549093,0.6849480822597204,-24.898175906433472,8.53015811048214,-54069747.18739367
-40.0,PRIMARY,2020,33,6.625330591051172,5.218510332201447,87.87878787878788,5.878607700286361,-3.4168240854661613,3.0303030303030303,-5513.707779195114
-40.0,PRIMARY,2021,58,4.015808275508262,5.403603499759667,75.86206896551724,0.8173310333800358,-28.571426264590414,8.620689655172415,-267997.7477589708
-40.0,PRIMARY,2022,59,4.403287913426887,4.74708231806275,71.1864406779661,1.3447025106070987,-9.202216985053264,3.389830508474576,-199828.3739078535
-40.0,PRIMARY,2023,45,1.9428734419887632,3.6254689430868456,68.88888888888889,0.8545424627063638,-17.973783486617886,4.444444444444445,-81936.68131157526
-40.0,PRIMARY,2024,50,5.904492533073254,6.405456947530031,80.0,2.5464758974052653,-9.66366077092364,2.0,-122367.35106666345
-40.0,PRIMARY,2025,34,8.412792348167166,5.364355292224216,88.23529411764706,23.084606899817018,-1.5408183556278774,0.0,-9.094947017729282e-12
-40.0,PRIMARY,2026,20,0.03130450987681303,1.4133863710598358,55.00000000000001,0.8845684137951978,-20.28285065721406,5.0,-77907.05325997388
-40.0,SECONDARY,2020,8963,4.212246101574491,4.611959703094805,76.00133883744282,1.3865118730434993,-12.115803602773852,2.320651567555506,-13511343.183506392
-40.0,SECONDARY,2021,10532,5.692697099796259,5.696585284720797,81.5989365742499,2.2560039424649605,-8.592040859366481,1.9179642992783896,-11148170.32713612
-40.0,SECONDARY,2022,15514,5.483390940552924,6.159486457038858,80.35322934124018,1.699144538129593,-14.39684449832108,3.3582570581410334,-48309528.685377784
-40.0,SECONDARY,2023,15487,1.5934981939895374,4.460331961134542,73.06773422870795,0.6324750627198905,-31.425974333251858,8.090656679795957,-238225487.72297427
-40.0,SECONDARY,2024,13576,4.495795500086107,5.276371415611217,71.47171479080731,1.2087121793991114,-24.982091178498838,6.0253388332351205,-173903098.11906958
-40.0,SECONDARY,2025,14728,8.135211022406276,6.838486650423899,88.68821292775665,8.43768771455263,-2.6358994606664483,0.34627919608908203,-3597309.850445817
-40.0,SECONDARY,2026,10246,2.3228006174237117,3.123446511426038,62.9904352918212,0.7471601061146869,-21.731211586308635,4.548116338083155,-29991370.666731294
