validation_id,feature_id,K3_lift_pp,K3_boot_mean,K3_ci_lo,K3_ci_hi
V01,F04,0.722934298608919,0.7750578655563529,-0.16557338257214985,1.83521264186494
V02,F06,0.9842105864236479,1.0337556632621485,-0.17260935151179002,2.2388932091405596
V03,F07,0.8759069303323233,0.9122097655259915,-0.29136971881595597,2.150765787711306
V04,F09,1.4261406487933745,1.5103026884616928,0.5000676135802559,2.5082732583444205
V05,F13,0.6930945523940104,0.7058915340301055,-0.04902047809976175,1.5792069214960245
