vid,quintile,n_days,mean_return_pp,positive_day_fraction,episode_win_rate_pct,MAE_intraday_pct,MFE_intraday_pct,hold_days
V01,1,388,4.012806159773342,0.7551546391752577,68.22000481275279,-16.67901733224267,10.0133875926278,38.66842585143033
V01,2,409,4.235544210514971,0.7652811735941321,70.48052233398234,-15.040234112279805,9.029031485283276,37.15125821475175
V01,3,398,3.711619447545696,0.7688442211055276,71.29607584182405,-14.044026429306212,8.239730721505298,36.421679237484234
V01,4,409,3.0699016971392252,0.7506112469437652,71.66055204980401,-13.060489602870465,7.139271413799838,34.74991364085246
V01,5,409,2.8745619676436522,0.7701711491442543,75.90230836896073,-10.963672510445482,6.0933972210206315,31.93088139914548
V02,1,388,4.6771806193392855,0.7603092783505154,70.8743915271491,-16.170758009551797,10.00187603310089,36.82740548203703
V02,2,409,3.9189971048824934,0.7555012224938875,70.94328713034582,-14.462737287365332,8.59876074117237,36.513289475487554
V02,3,398,2.7087099079865276,0.7512562814070352,69.53241809785477,-14.420062402661198,7.492455214636392,38.066187792948156
V02,4,409,3.457167192818917,0.7799511002444988,73.22970499325527,-12.419908218409084,7.332886921501856,33.81076272877627
V02,5,409,3.19443520057362,0.7775061124694377,72.9970485373565,-12.295113204857383,7.081770035446642,33.561748323317524
V03,1,388,4.936203065436871,0.7551546391752577,69.0499055915314,-16.860395131331888,10.722047507114334,38.2097918757729
V03,2,409,3.9648103503215273,0.7457212713936431,70.84809326761348,-15.546612679806156,9.101686178019497,38.195880733765755
V03,3,398,3.0392225929123065,0.7512562814070352,70.21122151741407,-14.200774167320924,7.804055277622335,36.445534532013205
V03,4,409,3.2579060120260475,0.7701711491442543,71.82527528707746,-12.79461366538048,7.21349794153048,34.808587765924294
V03,5,409,2.8501908246827146,0.7677261613691931,75.51167092606612,-10.518586011917932,5.8404540568665855,31.502899878454457
V04,1,388,2.492454437878685,0.7757731958762887,74.44997806273975,-10.16796489921695,5.376134270238371,33.541869372736464
V04,2,409,2.844861744658347,0.7334963325183375,72.36760303814968,-12.458395896791838,6.795165491138256,35.20422320787751
V04,3,398,3.6555145130015654,0.7487437185929648,72.0557317213174,-13.765644227147547,7.779715180242556,34.992635913034874
V04,4,409,3.4482659214319464,0.7506112469437652,70.18532047171462,-15.282554375890118,8.70617612501754,36.732891926476164
V04,5,409,4.861627148770372,0.7775061124694377,69.47804387560927,-17.003373669346594,10.69656476691291,37.35991608441245
V05,1,388,2.7272217166516617,0.7628865979381443,74.07634300604192,-11.296700530238748,6.02316579952517,33.73876846416586
V05,2,409,3.0908780045480513,0.7579462102689487,71.98193856334827,-12.701063054825754,7.15636689619089,34.55322526644234
V05,3,398,3.4634148144708488,0.7738693467336684,71.88572485973299,-13.730394552522371,7.799984427807068,35.94760455443433
V05,4,409,3.7578924771009956,0.7603911980440098,69.94444113945549,-14.760842362085006,8.644942885242495,36.761552943680364
V05,5,409,4.345255360617473,0.7726161369193154,70.40304731559445,-16.313204752809447,9.882387052998933,37.1109335892834
