validation_id,feature_id,disc_ic,mean_ic,ratio_ic,disc_k3,K3_lift_pp,ratio_k3,replication
V01,F04,-0.0682729879373656,-0.07642169634073309,1.119354793887785,0.5479435684339581,0.722934298608919,1.319359036688925,REPLICATED
V02,F06,-0.0500115920050978,-0.06122662612398834,1.2242486925380693,0.9337727379224748,0.9842105864236479,1.054015122152089,REPLICATED
V03,F07,-0.0822916491929839,-0.10509140519009462,1.2770603848714044,0.831673057783898,0.8759069303323233,1.0531866123766138,REPLICATED
V04,F09,0.0937604470493017,0.13440577814853977,1.433501891025175,0.6715440240506226,1.4261406487933745,2.1236740968837338,REPLICATED
V05,F13,0.0857902493600072,0.09663156918271978,1.126370070067269,0.7318380038093408,0.6930945523940104,0.9470600717458452,REPLICATED
