n_overlap,pearson,spearman,prim_mean_all,prim_mean_on_sec_bottom10,prim_mean_on_sec_other,sec_bottom10_threshold
247,0.3434094058542548,0.28466778366360124,4.818253448570656,-5.678884809880657,5.3964856407734825,-2.1245651328805972
