dropped_year,n_days,n_runs,ww_z,lag1_acf,block20_var_ratio,block20_perm_p,pelt_changepoints,max_pos_run,max_neg_run
2020,1296,267,-10.526811750346734,0.45168960563841143,5.641773987281904,0.000999000999000999,16,65,13
2021,1253,279,-10.442794593788172,0.44690002237919074,5.141567184538749,0.000999000999000999,20,65,13
2022,1267,283,-9.383277763287085,0.4208334342370822,5.239329526503041,0.000999000999000999,20,65,13
2023,1256,257,-10.361986606601455,0.42414682079710947,4.906135907606141,0.000999000999000999,18,65,13
2024,1287,265,-10.198734371384054,0.3648395559265065,4.420829683792603,0.000999000999000999,17,65,13
2025,1263,291,-10.226733376129701,0.4280661233401127,5.427307928395266,0.000999000999000999,19,45,13
2026,1342,263,-10.064574441316655,0.43496300173976266,5.17769379849236,0.000999000999000999,18,65,8
