sample,signal_date,mean_return,median_return,win_rate,loss_rate,n_episodes,mean_mae,mean_hold
SECONDARY,2020-03-23,5.967652290935031,6.171313539072421,85.71428571428571,14.285714285714285,119,-8.722884236196736,31.974789915966387
SECONDARY,2020-03-24,5.546930030982818,7.265108585188056,83.33333333333334,16.666666666666664,18,-15.222839511631712,32.44444444444444
SECONDARY,2020-03-26,11.467006288304725,11.467006288304725,100.0,0.0,2,-14.734788474816007,28.0
SECONDARY,2020-03-27,9.607267059837907,7.416504870181559,100.0,0.0,9,-8.978849568278589,30.22222222222222
SECONDARY,2020-03-30,8.379420719690636,8.12010219014678,91.11111111111111,8.88888888888889,90,-9.993664889972749,29.066666666666666
SECONDARY,2020-03-31,8.713727836200963,5.4269484261498935,81.81818181818183,18.181818181818183,33,-9.799385993305872,37.63636363636363
SECONDARY,2020-04-01,10.414837390709788,9.813830739178655,90.0,10.0,20,-7.309275993443431,30.2
SECONDARY,2020-04-02,-5.6083431562426656,-5.6083431562426656,50.0,50.0,2,-23.08688928700839,46.0
SECONDARY,2020-04-03,-6.424221461630281,-6.424221461630281,0.0,100.0,1,-22.23842639355104,28.0
SECONDARY,2020-04-07,-5.78884972687127,-5.78884972687127,0.0,100.0,1,-13.560826701138506,21.0
SECONDARY,2020-04-08,-11.337011728014936,-11.337011728014936,0.0,100.0,1,-27.71456186090331,37.0
SECONDARY,2020-04-10,-3.1902006740168614,-3.1902006740168614,50.0,50.0,2,-11.342415031544377,44.5
SECONDARY,2020-04-13,8.857553552691677,6.560361468741787,91.66666666666666,8.333333333333332,36,-8.10671690554018,24.88888888888889
SECONDARY,2020-04-15,1.7528091978891842,1.7528091978891842,100.0,0.0,1,-10.666256820102973,34.0
SECONDARY,2020-04-16,-13.963355908944346,-2.0333561311273844,50.0,50.0,6,-24.981830802527828,38.0
SECONDARY,2020-04-17,-0.1767694830861128,2.859440421614276,71.42857142857143,28.57142857142857,7,-17.0020735284666,22.428571428571427
SECONDARY,2020-04-20,13.659365223412616,8.863024322540658,100.0,0.0,3,-15.47812663812205,25.333333333333332
SECONDARY,2020-04-21,4.110169559416157,3.2544508323957446,69.56521739130434,30.434782608695656,23,-9.100862236371945,28.565217391304348
SECONDARY,2020-04-22,4.146695360453411,3.859613955611163,66.66666666666666,33.33333333333333,6,-12.697406635933632,27.666666666666668
SECONDARY,2020-04-23,7.57668040862514,8.1135301227186,91.66666666666666,8.333333333333332,12,-8.572550302064121,24.583333333333332
SECONDARY,2020-04-24,5.144519177675502,5.665053485443893,82.6923076923077,17.307692307692307,104,-10.2077762083337,23.60576923076923
SECONDARY,2020-04-27,7.021295712563891,6.438019114434904,92.78350515463917,7.216494845360824,97,-7.659747989783309,20.5979381443299
SECONDARY,2020-04-28,7.8803140809907175,7.410845210623906,93.31395348837209,6.686046511627906,344,-3.7392055749875506,20.36627906976744
SECONDARY,2020-04-29,6.5806448670853515,6.468945103559669,81.25,18.75,80,-5.395926307275616,23.4
SECONDARY,2020-04-30,7.7350650242747925,7.122183646837272,80.0,20.0,15,-6.824333324976664,18.466666666666665
SECONDARY,2020-05-06,2.8160559126556493,3.1612942499406316,75.0,25.0,4,-5.999817902032092,13.25
SECONDARY,2020-05-07,2.5297556885324513,2.884684749105096,62.5,37.5,8,-8.754163816855463,21.125
SECONDARY,2020-05-08,7.479159476310553,7.479159476310553,100.0,0.0,1,-4.696874393844086,2.0
SECONDARY,2020-05-11,-12.50832930809653,-13.66019222844681,25.0,75.0,4,-22.104704391637554,17.0
SECONDARY,2020-05-12,-0.9904772207676782,1.6095322517741617,62.5,37.5,8,-11.618200983534914,35.5
SECONDARY,2020-05-13,2.539396923847993,2.539396923847993,100.0,0.0,2,-4.258313097922395,17.0
SECONDARY,2020-05-14,2.830286003348039,2.0845257886741293,100.0,0.0,19,-5.004077547110509,20.36842105263158
SECONDARY,2020-05-15,2.840691034147163,3.761654534157221,83.33333333333334,16.666666666666664,6,-6.061045924412011,23.166666666666668
SECONDARY,2020-05-18,3.1462188794155885,3.0132469620308724,75.0,25.0,16,-10.364039460857857,21.4375
SECONDARY,2020-05-19,8.166463661139735,7.057212331382516,100.0,0.0,7,-8.03780862897675,21.857142857142858
SECONDARY,2020-05-20,5.2564503165398415,6.613444138965887,75.0,25.0,12,-7.8045843357352,18.583333333333332
SECONDARY,2020-05-21,5.910573177734227,6.000254935793368,85.1063829787234,14.893617021276595,47,-6.601511103205426,19.70212765957447
SECONDARY,2020-05-22,4.02211555856867,5.31510341814092,88.33333333333333,11.666666666666666,120,-5.227748199676551,16.6
SECONDARY,2020-05-25,8.441030616678662,7.385959201644789,93.22033898305084,6.779661016949152,59,-3.4393816002128514,17.610169491525422
SECONDARY,2020-05-26,0.4732569664839791,0.4732569664839791,50.0,50.0,2,-5.664518732586677,24.5
SECONDARY,2020-05-27,6.15064669263093,5.388895400159323,93.33333333333333,6.666666666666667,15,-5.329764471396481,18.533333333333335
SECONDARY,2020-05-28,5.806829593428838,7.168717429039106,95.45454545454545,4.545454545454546,22,-4.579759640929398,18.0
SECONDARY,2020-05-29,5.912643463388066,4.644848700803649,92.3076923076923,7.6923076923076925,13,-2.752848883844518,15.76923076923077
SECONDARY,2020-06-01,2.756924921187753,2.756924921187753,100.0,0.0,1,-7.416947775692162,62.0
SECONDARY,2020-06-02,6.221459573653597,6.221459573653597,100.0,0.0,2,-0.8609286722950527,9.5
SECONDARY,2020-06-04,0.80007134591149,3.962678514618052,66.66666666666666,33.33333333333333,3,-20.33334327278234,30.0
SECONDARY,2020-06-08,9.431380866634367,9.063421804907094,100.0,0.0,8,-2.6183858146330996,15.0
SECONDARY,2020-06-09,7.181726374472439,5.241774276894287,100.0,0.0,3,-4.874771444667151,15.666666666666666
SECONDARY,2020-06-10,8.734595798453297,9.634200673657771,100.0,0.0,3,-2.974071369413611,12.0
SECONDARY,2020-06-11,9.73016575395095,7.497571993481173,100.0,0.0,11,-2.117889342190901,11.727272727272727
SECONDARY,2020-06-12,8.427707008608916,7.883990704169907,100.0,0.0,20,-3.2583459388435863,10.75
SECONDARY,2020-06-15,8.812429783975054,7.653785075439172,100.0,0.0,41,-1.9839346183247442,9.707317073170731
SECONDARY,2020-06-16,-4.227140562521515,7.227688802486281,66.66666666666666,33.33333333333333,3,-13.069523238733238,11.333333333333334
SECONDARY,2020-06-17,7.163854651764723,10.044325401612568,75.0,25.0,4,-3.2137231582062693,21.25
SECONDARY,2020-06-18,15.950392547741082,15.950392547741082,100.0,0.0,2,-2.0139192149205734,10.0
SECONDARY,2020-06-19,10.235484454895493,8.867522498553942,66.66666666666666,33.33333333333333,3,-5.661412945009892,28.666666666666668
SECONDARY,2020-06-22,5.896808039911988,6.806134163672331,85.71428571428571,14.285714285714285,7,-3.4061205671340185,13.142857142857142
SECONDARY,2020-06-23,8.506527068856784,8.71485350498249,95.65217391304348,4.3478260869565215,23,-3.451672662245937,9.782608695652174
SECONDARY,2020-06-24,9.250911866242543,8.125038726760415,98.14814814814815,1.8518518518518516,54,-2.8684543773532143,9.962962962962964
SECONDARY,2020-06-29,7.865009339184722,6.609286734711503,100.0,0.0,175,-0.9921451063730373,4.8914285714285715
SECONDARY,2020-06-30,11.149772563317432,11.149772563317432,100.0,0.0,2,-1.2468701705037166,2.0
SECONDARY,2020-07-01,10.813650937368958,8.942189417918575,100.0,0.0,9,-2.2150503587918875,8.555555555555555
SECONDARY,2020-07-02,18.435975605889727,18.435975605889727,100.0,0.0,1,-0.853294518452874,26.0
SECONDARY,2020-07-03,8.072009566243004,8.072009566243004,100.0,0.0,1,-2.717696578440254,7.0
SECONDARY,2020-07-07,10.774351118201537,10.774351118201537,100.0,0.0,1,-2.524659806213192,4.0
SECONDARY,2020-07-08,9.233537810690258,9.233537810690258,100.0,0.0,2,-6.935557272740434,18.5
SECONDARY,2020-07-16,6.990521806048764,6.112727323887498,77.77777777777779,22.22222222222222,36,-10.05264665313552,28.0
SECONDARY,2020-07-17,7.973348780138333,10.701218002859084,78.94736842105263,21.052631578947366,19,-10.696649682756918,33.10526315789474
SECONDARY,2020-07-20,5.249969961225828,7.247665697194799,60.0,40.0,5,-12.953897193809192,28.2
SECONDARY,2020-07-22,-1.9053885566887891,-1.9053885566887891,0.0,100.0,1,-9.79990979990979,32.0
SECONDARY,2020-07-23,3.8729815135038193,4.21219411117386,75.0,25.0,4,-18.324976216843083,59.75
