ts_code,name,industry,list_date,signal_date,pm,entry_role,episode_id,listing_age_months,month_open,month_high,month_low,month_close,month_n_days,bb_mid,bb_upper,bb_lower,bb_width,bb_z,amount_sum,ret_ec_1m,ret_ec_3m,ret_ec_6m,ret_ec_12m,mfe_1m,mfe_3m,mfe_6m,mfe_12m,mae_1m,mae_3m,mae_6m,mae_12m,idx_ret_1m,idx_ret_3m,idx_ret_6m,idx_ret_12m,excess_cc_1m,excess_cc_3m,excess_cc_6m,excess_cc_12m,censored_1m,censored_3m,censored_6m,censored_12m
000963.SZ,华东医药,化学制药,2000-01-27,2024-01-31,2024-01,NEW_EPISODE,000963.SZ_2024-01,288.107752956636,528.56145,530.35275,370.15935,370.41525,22,538.0530575,643.3870108702721,432.71910412972795,0.39153742145688697,-3.1829776085725396,10271689.860000001,0.1514529914529914,0.12615384615384606,0.016433582829831428,0.22735603851664798,0.20276338514680492,0.46113989637305686,0.5333333333333332,0.7000846482427492,-0.04663212435233166,-0.04663212435233166,-0.04663212435233166,-0.04663212435233166,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,0.06985547456181718,0.01682852040261218,-0.043549069783932914,0.052932432532257545,0,0,0,0
000973.SZ,佛塑科技,塑料,2000-05-25,2024-01-31,2024-01,NEW_EPISODE,000973.SZ_2024-01,284.19842312746385,19.35031,20.65084,15.961049999999998,16.03987,22,17.998162,19.91364424949001,16.082679750509993,0.2128530957205528,-2.044698665854396,1846772.3570000005,-0.034653465346534684,0.022277227722772075,-0.07223627716742742,0.4067721666863464,0.00982800982800991,0.28746928746928746,0.28746928746928746,0.28746928746928746,-0.25552825552825564,-0.25552825552825564,-0.25552825552825564,-0.25552825552825564,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.13529871401206062,-0.10625329905226444,-0.14959047351638988,0.20926051726693995,0,0,0,0
000995.SZ,皇台酒业,白酒,2000-08-07,2024-01-31,2024-01,NEW_EPISODE,000995.SZ_2024-01,281.76741130091983,29.252100000000002,29.420699999999997,21.918,21.918,22,28.598775,33.22837097362108,23.969179026378917,0.32376183760465843,-2.886115781189678,2095224.301,-0.03651903651903632,-0.1367521367521367,-0.35198135198135194,0.14685314685314688,0.03538461538461557,0.41384615384615375,0.506923076923077,0.6684615384615387,-0.25923076923076915,-0.25923076923076915,-0.25923076923076915,-0.25923076923076915,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.13968351839686488,-0.2663799291788944,-0.4289771815709488,-0.051757706024817995,0,0,0,0
000998.SZ,隆平高科,种植业,2000-12-11,2024-01-31,2024-01,NEW_EPISODE,000998.SZ_2024-01,277.6281208935611,154.677,156.32250000000002,136.90560000000002,137.5638,22,172.734446,200.95469364374193,144.51419835625805,0.3267471925517617,-2.4925823787233394,4270153.744,0.11031175059952059,-0.03597122302158273,-0.20061234512845527,-0.18052722817188382,0.14673046251993638,0.35885167464114853,0.3867623604465711,0.4333167592055469,-0.06698564593301437,-0.06698564593301437,-0.06698564593301437,-0.06698564593301437,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,0.014125830149326113,-0.15927282575600132,-0.27304039889545295,-0.36963001075793944,0,0,0,0
001206.SZ,依依股份,造纸,2021-05-18,2024-01-31,2024-01,NEW_EPISODE,001206.SZ_2024-01,32.45729303547963,33.477270000000004,34.941105,26.646040000000003,26.815760000000004,22,34.645444,41.89760749662823,27.393280503371766,0.4186503424016291,-2.1592684730950342,630370.8849999999,-0.01844426623897355,0.15958299919807528,0.08675093143648427,0.8468722766362105,0.04905063291139222,0.3112408523942636,0.3922200974352392,0.47345441635814134,-0.257120253164557,-0.257120253164557,-0.257120253164557,-0.257120253164557,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.125175241863272,0.02299202797787281,0.0016191761162984708,0.6348906920125241,0,0,0,0
001210.SZ,金房能源,供气供热,2021-07-29,2024-01-31,2024-01,NEW_EPISODE,001210.SZ_2024-01,30.091984231274637,24.7625,26.25,20.8,21.1125,22,25.645855,29.354739539063658,21.936970460936344,0.28923851741840206,-2.4445921420592343,671281.8850000001,-0.11956521739130421,-0.021739130434782594,-0.09106086956521742,0.014732753623188488,-0.014209591474245165,0.32800473653049145,0.32800473653049145,0.5281231497927765,-0.3416222616933098,-0.3416222616933098,-0.3416222616933098,-0.3416222616933098,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.23029699018262795,-0.16184788928273375,-0.17933553653747425,-0.19223560737746181,0,0,0,0
001211.SZ,双枪科技,家居用品,2021-08-05,2024-01-31,2024-01,NEW_EPISODE,001211.SZ_2024-01,29.86202365308804,25.17497,26.21397,19.242279999999997,19.242279999999997,22,23.2839915,26.229907332308056,20.338075667691943,0.2530421669590505,-2.7439422781019602,630622.8069999999,-0.14713896457765685,-0.03760217983651237,-0.15694822888283388,0.21961852861035402,0.006479481641468832,0.3623110151187907,0.37958963282937375,0.37958963282937375,-0.3822894168466523,-0.3822894168466523,-0.3822894168466523,-0.3822894168466523,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.24849727483481132,-0.16743159889147108,-0.23520246816340595,0.021281004724475805,0,0,0,0
001215.SZ,千味央厨,食品,2021-09-06,2024-01-31,2024-01,NEW_EPISODE,001215.SZ_2024-01,28.8107752956636,53.06399999999999,53.08409999999999,39.19499999999999,39.345749999999995,22,60.86326849999999,80.79051595342287,40.93602104657711,0.6548201548992685,-2.159607697981786,1012927.7849999999,0.08673469387755084,-0.08265306122449001,-0.3274336734693877,-0.28660204081632645,0.18799489144316728,0.5445721583652618,0.7450830140485314,1.0648481729284613,-0.13793103448275867,-0.13793103448275867,-0.13793103448275867,-0.13793103448275867,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.005407066879034028,-0.20247679527576046,-0.39709035575308826,-0.4728332537210552,0,0,0,0
001218.SZ,丽臣实业,化工原料,2021-10-15,2024-01-31,2024-01,NEW_EPISODE,001218.SZ_2024-01,27.529566360052563,31.955399999999997,33.21,25.85952,25.977600000000002,22,31.918345,35.93011462488862,27.90657537511138,0.25137704507477554,-2.9616580987822467,478866.32200000004,-0.014204545454545414,0.04602272727272716,-0.13386225055432388,-0.03255612527716212,0.03749999999999987,0.27840909090909083,0.2812499999999998,0.3642045454545455,-0.25454545454545474,-0.25454545454545474,-0.25454545454545474,-0.25454545454545474,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.1077342176975642,-0.07497258652155181,-0.20437789366373416,-0.21969844668659555,0,0,0,0
001268.SZ,联合精密,机械基件,2022-06-30,2024-01-31,2024-01,NEW_EPISODE,001268.SZ_2024-01,19.053876478318003,25.4007,25.82658,19.29642,19.38768,22,24.713873999999997,29.889924412141227,19.537823587858767,0.41887810969184597,-2.0580147316597164,603065.3729999999,-0.034810126582278555,-0.013713080168776481,-0.12304040895813062,0.0284733665393353,0.07740585774058584,0.37029288702928875,1.1914225941422592,1.1914225941422592,-0.33786610878661094,-0.33786610878661094,-0.33786610878661094,-0.33786610878661094,0.09352967224301878,0.12099531379427897,0.07051564310941028,0.18714232140943343,-0.1364167015317217,-0.14296184099093168,-0.2008946260511547,-0.16727542655661964,0,0,0,0
