ts_code,name,industry,list_date,signal_date,pm,entry_role,episode_id,listing_age_months,month_open,month_high,month_low,month_close,month_n_days,bb_mid,bb_upper,bb_lower,bb_width,bb_z,amount_sum,ret_ec_1m,ret_ec_3m,ret_ec_6m,ret_ec_12m,mfe_1m,mfe_3m,mfe_6m,mfe_12m,mae_1m,mae_3m,mae_6m,mae_12m,idx_ret_1m,idx_ret_3m,idx_ret_6m,idx_ret_12m,excess_cc_1m,excess_cc_3m,excess_cc_6m,excess_cc_12m,censored_1m,censored_3m,censored_6m,censored_12m
600390.SH,五矿资本,多元金融,2001-01-15,2024-06-28,2024-06,NEW_EPISODE,600390.SH_2024-06,281.37319316688564,29.02428,29.089650000000002,26.278739999999996,26.47485,19,33.078511,38.7100648269477,27.446957173052294,0.3404962107845606,-2.3452358631113985,1855268.877,0.09078502805492761,0.6919851481689228,0.645240482948912,0.4870933357507219,0.1034685748927755,0.16296296296296298,0.3012345679012345,0.5788463390727423,-0.03703703703703709,-0.03703703703703709,-0.03703703703703709,-0.03703703703703709,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.09643914109963425,0.5313113725753271,0.5085273712801361,0.3500427556383654,0,0,0,0
600397.SH,江钨装备,专用机械,2002-07-02,2024-06-28,2024-06,REPEAT_SIGNAL,600397.SH_2024-06,263.8633377135348,8.56775,8.6076,6.97375,7.173,19,11.225745,14.6782702945299,7.773219705470099,0.6151084483978392,-2.3476989474464234,391874.943,0.0277777777777779,0.3055555555555556,1.344444444444444,2.4833333333333334,0.06666666666666665,0.2944444444444445,0.5444444444444443,0.9888888888888887,-0.050000000000000155,-0.050000000000000155,-0.050000000000000155,-0.050000000000000155,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.033431890822484545,0.14488177996195994,1.2077313327756682,2.3462827532209767,0,0,0,0
600403.SH,大有能源,煤炭开采,2003-10-09,2024-06-28,2024-06,NEW_EPISODE,600403.SH_2024-06,248.62023653088042,19.11783,19.1797,15.467500000000001,15.962460000000002,19,24.481656,32.02638814361454,16.93692385638546,0.6163579901306138,-2.258316355792748,780188.219,-0.015564202334630295,0.24513618677042803,0.14396887159533067,0.47470817120622577,0.07751937984496116,0.28682170542635643,0.4728682170542633,0.7248062015503876,-0.10465116279069775,-0.10465116279069775,-0.10465116279069775,-0.10465116279069775,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,-0.013725731916533812,0.07963630192578419,0.00282177205215417,0.33194166794965896,0,0,0,0
600408.SH,安泰集团,焦炭加工,2003-02-12,2024-06-28,2024-06,NEW_EPISODE,600408.SH_2024-06,256.4717477003942,8.0066,8.04874,6.447420000000001,6.658120000000001,19,9.869188,12.716594477965325,7.021781522034674,0.5770295343376427,-2.255433514567639,281469.322,0.019108280254777066,0.23566878980891692,0.30573248407643283,0.3121019108280254,0.10759493670886067,0.35443037974683556,0.47468354430379733,1.1645569620253164,-0.044303797468354555,-0.044303797468354555,-0.1265822784810129,-0.1265822784810129,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.018312340892807755,0.06717432567222703,0.1607552427616037,0.16674688824207395,0,0,0,0
600410.SH,华胜天成,软件服务,2004-04-27,2024-06-28,2024-06,NEW_EPISODE,600410.SH_2024-06,242.01708278580813,56.36815,56.49482,46.8679,49.02129,19,78.1237225,106.687397286704,49.560047713296,0.7312420318093266,-2.0377232773667333,997307.7969999999,0.023195876288659933,0.31443298969072164,0.865979381443299,1.4716494845360826,0.0723514211886307,0.36175710594315236,0.6227390180878554,1.2248062015503876,-0.08785529715762286,-0.08785529715762286,-0.08785529715762286,-0.08785529715762286,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.03149390632636029,0.15715568177074535,0.7340879219229555,1.340985595598238,0,0,0,0
600423.SH,*ST柳化,农药化肥,2003-07-17,2024-06-28,2024-06,NEW_EPISODE,600423.SH_2024-06,251.37976346911958,10.035359999999999,10.035359999999999,7.96284,8.39916,19,11.573388,14.126187649686159,9.02058835031384,0.44114992942190473,-2.486860259785949,272260.25200000004,0.060606060606060774,0.18614718614718617,0.2727272727272727,0.4761904761904763,0.1298701298701299,0.4112554112554112,0.5367965367965368,0.7792207792207795,-0.06493506493506485,-0.06493506493506485,-0.1471861471861472,-0.1471861471861472,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.06626017365076742,0.025473410553590536,0.13601416105849684,0.3391398960781198,0,0,0,0
600429.SH,三元股份,乳制品,2003-09-15,2024-06-28,2024-06,NEW_EPISODE,600429.SH_2024-06,249.40867279894874,6.1446000000000005,6.15923,5.33995,5.45699,19,6.8167685,8.167736303804709,5.465800696195291,0.39636605051343865,-2.0130435324520355,335023.2100000001,0.04585861436432892,0.2197156307781396,0.19526698784494756,0.22514866254107102,0.05400816200872627,0.21715817694369988,0.21715817694369988,0.5067024128686328,-0.029490616621983823,-0.029490616621983823,-0.08579088471849872,-0.08579088471849872,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.051512727409035564,0.05904185518454397,0.05855387617617169,0.08809808242871453,0,0,0,0
600448.SH,华纺股份,纺织,2001-09-03,2024-06-28,2024-06,REPEAT_SIGNAL,600448.SH_2024-06,273.784494086728,5.0691999999999995,5.0691999999999995,3.9767,4.30445,19,6.481802500000001,8.22815003142098,4.73545496857902,0.5388462642670708,-2.4936073270917807,517833.62499999994,0.025510204081632404,0.2755102040816326,0.3520408163265305,0.7806122448979591,0.050761421319796884,0.31979695431472077,0.6395939086294415,0.9035532994923856,-0.07106598984771573,-0.07614213197969544,-0.07614213197969544,-0.07614213197969544,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.025958681572625264,0.10836175740132825,0.20846455330584357,0.6345230239485573,0,0,0,0
600455.SH,博通股份,文教休闲,2004-03-29,2024-06-28,2024-06,REPEAT_SIGNAL,600455.SH_2024-06,242.96977660972405,19.4021,19.4134,15.6844,16.633599999999998,19,24.49162,31.011938616238254,17.971301383761748,0.532453028116413,-2.4103177965660536,423064.64900000003,0.006802721088435604,0.3387755102040817,0.40544217687074835,0.8190476190476192,0.05774456521739135,0.265625,0.48505434782608714,1.139945652173913,-0.10258152173913038,-0.10258152173913038,-0.1474184782608695,-0.1474184782608695,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.01108889565340243,0.17628274614553496,0.26681949702687624,0.6795255068441652,0,0,0,0
600462.SH,退九有(退),,2003-09-03,2024-06-28,2024-06,REPEAT_SIGNAL,600462.SH_2024-06,249.8028909329829,6.100650000000001,6.1910300000000005,4.24786,5.60356,19,9.304621000000001,12.94257037250069,5.666671627499313,0.7819661590731505,-2.034696264866342,344442.634,0.030769230769230882,0.10769230769230753,0.1615384615384614,-0.8384615384615385,0.2016129032258065,0.25,1.2580645161290325,1.3467741935483875,0.016129032258064724,-0.24193548387096764,-0.24193548387096764,-0.24193548387096764,-0.0056541130447066434,0.16067377559359564,0.13671311166877587,0.1370505801123565,0.08629927433502937,0.0006165469870496043,0.08102882381509513,-0.967695741402679,0,0,0,0
