N,censored,mean,median,std,variance,P5,P10,P25,P50,P75,P90,P95,positive_rate,ge5,ge10,ge20,lt_m10,lt_m20,lt_m30,max,min,universe,role,horizon,dev
700.0,,0.06025133399286314,0.06584120945823069,0.14066677725425672,0.019787142223098676,-0.13169363467841255,-0.08529576229373387,0.0024942828547872553,0.06584120945823069,0.11295209600294354,0.16235884968491085,0.2337975745374363,0.7542857142857143,0.5671428571428572,0.32571428571428573,0.06714285714285714,0.08285714285714285,0.02,0.011428571428571429,1.1654676258992809,-0.6039603960396039,ALL_A,REPEAT_SIGNAL,EC1M,False
427.0,,0.11578181222774879,0.09694415173867221,0.20977464901899762,0.04400540337104364,-0.10128225379383578,-0.05686674972395826,0.019633171567228214,0.09694415173867221,0.1743310710429069,0.2740605702273026,0.3853743383383008,0.8032786885245902,0.6697892271662763,0.4894613583138173,0.1873536299765808,0.05152224824355972,0.0234192037470726,0.01405152224824356,1.6019230769230766,-0.623015873015873,ALL_A,REPEAT_SIGNAL,CC3M,False
427.0,,0.11568966344122222,0.09540636042402828,0.21056799864944561,0.044338882055232925,-0.09764440532511817,-0.04983602215372187,0.02198725094273546,0.09540636042402828,0.16880644735974681,0.2755669751973395,0.38423673033107364,0.7985948477751756,0.6814988290398126,0.48243559718969553,0.1920374707259953,0.04918032786885246,0.0234192037470726,0.01405152224824356,1.6019230769230766,-0.6215139442231076,ALL_A,REPEAT_SIGNAL,EC3M,False
17.0,,-0.012607454896888696,0.040120830541556796,0.4451471474291391,0.1981559828642997,-0.729484126984127,-0.4550836933045356,-0.29301745635910215,0.040120830541556796,0.17045454545454541,0.5213744400589492,0.6697976925842402,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.4117647058823529,0.11764705882352941,0.8095238095238093,-0.8849206349206349,ALL_A,REPEAT_SIGNAL,CC6M,False
17.0,,-0.010608683562899894,0.040120830541556796,0.45005583865028226,0.20255025790320888,-0.7163661144894108,-0.45132251985462374,-0.29324169530355104,0.040120830541556796,0.16384180790960468,0.529148908191132,0.6754058649897329,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.4117647058823529,0.17647058823529413,0.8554687500000002,-0.8844621513944223,ALL_A,REPEAT_SIGNAL,EC6M,False
8.0,,0.7021802730031438,0.46947533849129597,0.6380912703154941,0.4071604692528409,-0.02844901126773859,0.09564979588730636,0.35549226278126533,0.46947533849129597,1.2000598050796771,1.4462613981762915,1.5945592705167169,0.875,0.875,0.875,0.875,0.125,0.0,0.0,1.7428571428571424,-0.15254781842278353,ALL_A,REPEAT_SIGNAL,CC12M,False
8.0,,0.7121450715023872,0.46143843601470713,0.6558925960249877,0.4301950975203977,-0.024156081974809313,0.1042356544731649,0.35586734693877553,0.46143843601470713,1.216338708512796,1.4627096167008897,1.6376048083504446,0.875,0.875,0.875,0.875,0.125,0.0,0.0,1.8125,-0.15254781842278353,ALL_A,REPEAT_SIGNAL,EC12M,False
185.0,,0.03154326198113141,0.014999999999999902,0.09572676921704691,0.00916361434473376,-0.09382109004739334,-0.07337173055271574,-0.03359173126614978,0.014999999999999902,0.08547008547008561,0.17243098038804175,0.1963559759449759,0.5675675675675675,0.3621621621621622,0.22162162162162163,0.04864864864864865,0.04864864864864865,0.0,0.0,0.3514309764309764,-0.16860465116279066,TOP100,NEW_EPISODE,CC1M,True
185.0,,0.02978857809886364,0.012594458438286882,0.09575381875384459,0.00916879380594412,-0.09690498113880061,-0.07681488694146925,-0.034070683956267445,0.012594458438286882,0.08364922921405116,0.1679774748073503,0.1954528435246763,0.572972972972973,0.3567567567567568,0.21621621621621623,0.04864864864864865,0.043243243243243246,0.0,0.0,0.34633123689727463,-0.18734177215189884,TOP100,NEW_EPISODE,EC1M,True
185.0,,0.06937780633465916,0.03599036144578305,0.19679404383077723,0.03872789568726987,-0.18928328562048743,-0.13724991993167507,-0.06136582761792386,0.03599036144578305,0.15885273028130187,0.3086981569047659,0.41145231094839596,0.6054054054054054,0.4594594594594595,0.35135135135135137,0.2,0.17297297297297298,0.03783783783783784,0.0,0.9223484848484846,-0.2643029814665593,TOP100,NEW_EPISODE,CC3M,True
185.0,,0.06762353890578614,0.03675826841426799,0.19735756392106982,0.03895000803685916,-0.19479106963609247,-0.13682277894586797,-0.0583832517430648,0.03675826841426799,0.15219907407407396,0.30609383050122735,0.4132467744466813,0.5891891891891892,0.4594594594594595,0.34594594594594597,0.2,0.17297297297297298,0.032432432432432434,0.0,0.9370229007633586,-0.2678428227746592,TOP100,NEW_EPISODE,EC3M,True
185.0,,0.0948055394188363,0.044152898770664084,0.2740141372982272,0.07508374743929172,-0.2530076780545171,-0.18540526601843138,-0.07109702273247698,0.044152898770664084,0.19452887537993924,0.4173182021111184,0.5935715481268145,0.6,0.4972972972972973,0.41081081081081083,0.24324324324324326,0.22702702702702704,0.08108108108108109,0.021621621621621623,1.4450757575757573,-0.429735234215886,TOP100,NEW_EPISODE,CC6M,True
185.0,,0.09305795702108256,0.05109820752335281,0.2749728411057183,0.07561006334575061,-0.25293969309143366,-0.1877478853289562,-0.07227583361733425,0.05109820752335281,0.1961486984358416,0.4117464293517194,0.5967423049086804,0.5891891891891892,0.5027027027027027,0.40540540540540543,0.24324324324324326,0.21621621621621623,0.08648648648648649,0.021621621621621623,1.463740458015267,-0.4291539245667687,TOP100,NEW_EPISODE,EC6M,True
184.0,,0.09988544276310969,0.03259067488323175,0.3799409619846066,0.14435513459378826,-0.34808566843188327,-0.26149984178842983,-0.10071013875507956,0.03259067488323175,0.22074002693926842,0.42238377305462393,0.7733604071524974,0.5706521739130435,0.47282608695652173,0.375,0.2826086956521739,0.25,0.15760869565217392,0.07608695652173914,2.3224365889365304,-0.4780178847227089,TOP100,NEW_EPISODE,CC12M,True
184.0,,0.09845422353200059,0.03349974270884548,0.382273052089044,0.14613268635347293,-0.35461522940688117,-0.25594560500657726,-0.10931875635502386,0.03349974270884548,0.21621335026672994,0.4084960136336673,0.767016191390159,0.5597826086956522,0.4673913043478261,0.3804347826086957,0.266304347826087,0.2608695652173913,0.15760869565217392,0.08152173913043478,2.3498381278143574,-0.4761553258813983,TOP100,NEW_EPISODE,EC12M,True
12.0,,0.01109159637806604,0.0073761151910919365,0.08018277171006863,0.006429276879108983,-0.10437110737500921,-0.08228510328461332,-0.031780788264961224,0.0073761151910919365,0.0499123418679428,0.12669363976281292,0.13163330034761864,0.6666666666666666,0.25,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.13245033112582782,-0.128283661208623,TOP100,NEW_EPISODE,CC1M,False
12.0,,0.007915241603673314,-0.0010420690339565941,0.07835202759030926,0.006139040227512584,-0.10035809764436762,-0.08271150870883884,-0.031295041579748245,-0.0010420690339565941,0.037663056185200494,0.1274281615560427,0.13370101872813345,0.4166666666666667,0.25,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.13495575221238965,-0.11852293031566419,TOP100,NEW_EPISODE,EC1M,False
12.0,,0.002901440257883673,0.02990892487993768,0.13148472659508043,0.01728823332778305,-0.19762687721917804,-0.16308922962192066,-0.07388992727401089,0.02990892487993768,0.10384544703850762,0.1507271850291474,0.15510634654349434,0.5833333333333334,0.5,0.25,0.0,0.25,0.08333333333333333,0.0,0.15980883962095183,-0.23549559625332028,TOP100,NEW_EPISODE,CC3M,False
12.0,,-5.7513768936386565e-05,0.02505013312823967,0.13156199489191778,0.017308558499941,-0.20196220300099277,-0.16709352649948672,-0.0766956294766114,0.02505013312823967,0.10608682495054261,0.1502265144929021,0.15191741317628987,0.5833333333333334,0.4166666666666667,0.25,0.0,0.25,0.08333333333333333,0.0,0.15363748619955686,-0.23837047353760443,TOP100,NEW_EPISODE,EC3M,False
6.0,,0.026132901684821647,0.02075040604586187,0.08596712375068224,0.007390346365965116,-0.07396027430375804,-0.05165080604748734,-0.004421522019335128,0.02075040604586187,0.04914760438635957,0.10929910505609042,0.13753213658726698,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16576516811844355,-0.09626974256002874,TOP100,NEW_EPISODE,CC6M,False
6.0,,0.01717810939013087,0.013598841783459936,0.08433528284054967,0.007112439931795511,-0.0797767589296966,-0.05988534675467383,-0.016078074297608658,0.013598841783459936,0.037217862313363825,0.0978208331416065,0.12711974376074547,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.15641865437988445,-0.09966817110471937,TOP100,NEW_EPISODE,EC6M,False
3.0,,0.09357090979389786,-0.16860615493563136,0.4969032414397502,0.24691283135333064,-0.21246327054191425,-0.2075902576967717,-0.19297121916134408,-0.16860615493563136,0.24902450638437518,0.4996029031763791,0.5831290354403803,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666551677043817,-0.2173362833870568,TOP100,NEW_EPISODE,CC12M,False
3.0,,0.08363491541039385,-0.17474937174663951,0.49404642926064773,0.24408187426519623,-0.22234972583507456,-0.21706079760302624,-0.20119401290688121,-0.17474937174663951,0.23927170014915222,0.4876843432866273,0.5704885576657855,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.653292772044944,-0.22763865406712291,TOP100,NEW_EPISODE,EC12M,False
89.0,,0.025617824598749075,0.018396846254927768,0.10583133006882954,0.011200270424137545,-0.11324548227045697,-0.08608328231781226,-0.030861723446893752,0.018396846254927768,0.07505506613594659,0.11512679235641021,0.18653428138024328,0.6067415730337079,0.3595505617977528,0.14606741573033707,0.056179775280898875,0.06741573033707865,0.02247191011235955,0.0,0.44226327944572774,-0.22109275730622624,TOP100,REPEAT_SIGNAL,CC1M,True
89.0,,0.023655272733204728,0.019736842105263275,0.10432613004296364,0.010883941409741358,-0.12201398173373287,-0.09178268014772328,-0.028525512253917307,0.019736842105263275,0.07067137809187263,0.12092930892909555,0.16984359632015805,0.6067415730337079,0.3258426966292135,0.1348314606741573,0.0449438202247191,0.06741573033707865,0.011235955056179775,0.0,0.44560185185185186,-0.20930527383367148,TOP100,REPEAT_SIGNAL,EC1M,True
89.0,,0.03508518283343134,0.015974440894568787,0.1607298088818606,0.025834071463199427,-0.1737472604915909,-0.13764154622369817,-0.03415133690507388,0.015974440894568787,0.08700322234156799,0.2335908321741115,0.29102143251479484,0.5842696629213483,0.39325842696629215,0.21348314606741572,0.11235955056179775,0.15730337078651685,0.033707865168539325,0.0,0.7373612823674476,-0.2994285714285715,TOP100,REPEAT_SIGNAL,CC3M,True
89.0,,0.033123048686048755,0.01449275362318847,0.1594652404059236,0.025429162897719012,-0.17839536687959262,-0.14164692921133146,-0.036761738697222435,0.01449275362318847,0.08700322234156799,0.23185627712931087,0.29102143251479484,0.5842696629213483,0.38202247191011235,0.20224719101123595,0.11235955056179775,0.15730337078651685,0.033707865168539325,0.011235955056179775,0.7078787878787878,-0.3026166097838453,TOP100,REPEAT_SIGNAL,EC3M,True
89.0,,0.03189418348815419,-0.020318900444742827,0.23907293129374743,0.05715586647738488,-0.2334149509946615,-0.18385715638659292,-0.12321262766945196,-0.020318900444742827,0.0590660221944177,0.3326085522476673,0.5507633889357068,0.4157303370786517,0.2696629213483146,0.2247191011235955,0.19101123595505617,0.2808988764044944,0.10112359550561797,0.011235955056179775,1.0416790837486363,-0.3544209752999822,TOP100,REPEAT_SIGNAL,CC6M,True
89.0,,0.029956357908211672,-0.02498467703913254,0.2376131709226024,0.05646001899589386,-0.23667509635274284,-0.18495594343811816,-0.12321262766945196,-0.02498467703913254,0.06225503140623001,0.3326085522476673,0.5466620915936201,0.4157303370786517,0.2808988764044944,0.2247191011235955,0.1797752808988764,0.2808988764044944,0.10112359550561797,0.011235955056179775,1.0070324083880529,-0.35507572076113836,TOP100,REPEAT_SIGNAL,EC6M,True
89.0,,0.0886738790033006,0.024655873992445843,0.32851046357561875,0.10791912467866792,-0.30870113786343933,-0.19898063187737336,-0.093741935483871,0.024655873992445843,0.18332643011643412,0.4055076177270941,0.5889131253022691,0.5842696629213483,0.449438202247191,0.33707865168539325,0.23595505617977527,0.23595505617977527,0.10112359550561797,0.056179775280898875,1.7756847548551833,-0.4169172757171231,TOP100,REPEAT_SIGNAL,CC12M,True
89.0,,0.0865989826264679,0.030326674782551466,0.3269233834308401,0.10687889863386811,-0.3092390988866971,-0.2011613954216075,-0.10176414348890928,0.030326674782551466,0.18526522225206277,0.4031410451547948,0.5901164486388465,0.5842696629213483,0.449438202247191,0.33707865168539325,0.23595505617977527,0.25842696629213485,0.10112359550561797,0.06741573033707865,1.7756847548551833,-0.4166533896181537,TOP100,REPEAT_SIGNAL,EC12M,True
5.0,,0.06135360389612381,0.09089139596495444,0.11406071758714113,0.013009847296493566,-0.08354693853306192,-0.06210608494892828,0.0022164758034726173,0.09089139596495444,0.13927574251997044,0.16333361539363844,0.17135290635152778,0.8,0.6,0.4,0.0,0.2,0.0,0.0,0.17937219730941711,-0.10498779211719556,TOP100,REPEAT_SIGNAL,CC1M,False
5.0,,0.06629088912029132,0.09281119942340088,0.10909679784864505,0.011902111300828123,-0.07038634186541137,-0.05186485813786723,0.0036995930447651926,0.09281119942340088,0.14447928141682898,0.16541503095238186,0.1723936141308995,0.8,0.6,0.4,0.0,0.0,0.0,0.0,0.17937219730941711,-0.08890782559295551,TOP100,REPEAT_SIGNAL,EC1M,False
5.0,,0.1026512655163068,0.1100979341875512,0.1386918514184975,0.019235429649890588,-0.054024861180789065,-0.04066255884823396,-0.0005756518505686259,0.1100979341875512,0.20403587443946192,0.24186555036684496,0.25447544234263925,0.6,0.6,0.6,0.4,0.0,0.0,0.0,0.2670853343184336,-0.06738716351334417,TOP100,REPEAT_SIGNAL,CC3M,False
5.0,,0.10774320433970926,0.11516820608423006,0.13393658239263823,0.017939008103019967,-0.0402686886267011,-0.029905720602089222,0.0011831834717463963,0.11516820608423006,0.20403587443946192,0.24299059838843728,0.2559755063714291,0.8,0.6,0.6,0.4,0.0,0.0,0.0,0.26896041435442086,-0.05063165665131297,TOP100,REPEAT_SIGNAL,EC3M,False
1.0,,0.23974879940894,0.23974879940894,,,0.23974879940894,0.23974879940894,0.23974879940894,0.23974879940894,0.23974879940894,0.23974879940894,0.23974879940894,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.23974879940894,0.23974879940894,TOP100,REPEAT_SIGNAL,CC6M,False
1.0,,0.2415834258231595,0.2415834258231595,,,0.2415834258231595,0.2415834258231595,0.2415834258231595,0.2415834258231595,0.2415834258231595,0.2415834258231595,0.2415834258231595,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2415834258231595,0.2415834258231595,TOP100,REPEAT_SIGNAL,EC6M,False
1.0,,0.3788859314660844,0.3788859314660844,,,0.3788859314660844,0.3788859314660844,0.3788859314660844,0.3788859314660844,0.3788859314660844,0.3788859314660844,0.3788859314660844,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3788859314660844,0.3788859314660844,TOP100,REPEAT_SIGNAL,CC12M,False
1.0,,0.38092645818671467,0.38092645818671467,,,0.38092645818671467,0.38092645818671467,0.38092645818671467,0.38092645818671467,0.38092645818671467,0.38092645818671467,0.38092645818671467,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.38092645818671467,0.38092645818671467,TOP100,REPEAT_SIGNAL,EC12M,False
398.0,,0.024933224978469712,0.015383661807944371,0.11398649809918923,0.012992921748916472,-0.14641840478844886,-0.08963522431593084,-0.03923898908173215,0.015383661807944371,0.08431135770234982,0.1582584018772787,0.2041477450673345,0.585427135678392,0.35175879396984927,0.1934673366834171,0.052763819095477386,0.08542713567839195,0.020100502512562814,0.005025125628140704,0.626689925861317,-0.42119815668202754,TOP300,NEW_EPISODE,CC1M,True
398.0,,0.025921459833483828,0.018286311251104914,0.11399537858887726,0.012994946339621456,-0.14641229161346314,-0.09073360836669757,-0.038170141474311164,0.018286311251104914,0.08641265364315825,0.15798010250226113,0.20533524904214556,0.5904522613065326,0.34673366834170855,0.1934673366834171,0.05778894472361809,0.09045226130653267,0.017587939698492462,0.002512562814070352,0.63167104111986,-0.3961538461538462,TOP300,NEW_EPISODE,EC1M,True
398.0,,0.045948509889955164,0.019400120427517598,0.21084733834441302,0.044456600086923384,-0.2559567119502649,-0.19540007396058953,-0.07987535240124036,0.019400120427517598,0.13799819288164789,0.3194402942190553,0.43686863327673964,0.5628140703517588,0.4371859296482412,0.314070351758794,0.18592964824120603,0.2135678391959799,0.09547738693467336,0.03015075376884422,0.9009661835748795,-0.4480446742627786,TOP300,NEW_EPISODE,CC3M,True
398.0,,0.04709433948981375,0.019671512897549648,0.2123212684699377,0.04508032104468336,-0.2562281237281237,-0.19499374049960277,-0.07951614628055234,0.019671512897549648,0.13810082514655309,0.3321167699013536,0.45436314075332723,0.5552763819095478,0.43467336683417085,0.3165829145728643,0.18341708542713567,0.2135678391959799,0.09547738693467336,0.03015075376884422,0.9055690072639226,-0.44612416164713053,TOP300,NEW_EPISODE,EC3M,True
