horizon,n_months,month_mean,month_median,month_positive
1M,147,-0.00799109718885058,0.002924074685483324,0.5034013605442177
3M,147,0.005969544915514588,-0.01073371215352692,0.46258503401360546
6M,145,0.05090525919071244,0.01109933380698395,0.503448275862069
12M,145,0.1549704086133204,0.05943237773790666,0.5655172413793104
