ts_code,name,industry,list_date,signal_date,pm,entry_role,episode_id,listing_age_months,month_open,month_high,month_low,month_close,month_n_days,bb_mid,bb_upper,bb_lower,bb_width,bb_z,amount_sum,ret_ec_1m,ret_ec_3m,ret_ec_6m,ret_ec_12m,mfe_1m,mfe_3m,mfe_6m,mfe_12m,mae_1m,mae_3m,mae_6m,mae_12m,idx_ret_1m,idx_ret_3m,idx_ret_6m,idx_ret_12m,excess_cc_1m,excess_cc_3m,excess_cc_6m,excess_cc_12m,censored_1m,censored_3m,censored_6m,censored_12m
000938.SZ,紫光股份,IT设备,1999-11-04,2018-12-28,2018-12,NEW_EPISODE,000938.SZ_2018-12,229.7634691195795,127.8,129.93,109.908,110.973,20,153.5661735,194.95294555737536,112.17940144262461,0.539008964202333,-2.05829889032912,1884778.6169999996,-0.025755166931637596,0.38600953895071566,0.2181620725945499,0.412620972256432,0.06781829814459384,0.24344209852847087,0.5611004478566857,0.8613264487758285,-0.02655150351887392,-0.02655150351887392,-0.02655150351887392,-0.02655150351887392,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.08326821773881932,0.10822098008928838,-0.045117187376650936,0.06051169461226458,0,0,0,0
000981.SZ,山子高科,汽车配件,2000-06-22,2018-12-28,2018-12,REPEAT_SIGNAL,000981.SZ_2018-12,222.17477003942182,20.173419999999997,22.074579999999997,16.3711,16.47672,20,41.512541649999996,59.95290173935636,23.072181560643624,0.8884235634055122,-2.7153289337826405,4158253.41,-0.16346153846153855,0.35576923076923084,-0.42307692307692313,-0.41025641025641035,0.04487179487179471,0.625,1.8882829835064259,2.265273670973349,-0.17307692307692313,-0.17307692307692313,-0.17307692307692313,-0.17307692307692313,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.22689610296939167,0.06955642966849984,-0.6937602391515456,-0.7709516758957384,0,0,0,0
000989.SZ,九芝堂,中成药,2000-06-28,2018-12-28,2018-12,REPEAT_SIGNAL,000989.SZ_2018-12,221.97766097240472,48.79683,51.48675,39.171960000000006,41.23143,20,72.264271,100.90367944014737,43.624862559852616,0.7926298305879922,-2.1671425975752654,3377528.8840000005,-0.13087934560327186,0.3425357873210635,-0.04797527523187972,-0.10680826384114561,0.08256880733944949,0.29153924566768596,0.6778797145769622,1.3493485430895795,-0.19367991845056065,-0.19367991845056065,-0.19367991845056065,-0.19367991845056065,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.19697177143955547,0.05221737219182754,-0.3215699819021234,-0.4702350026797364,0,0,0,0
002010.SZ,传化智联,仓储物流,2004-06-29,2018-12-28,2018-12,REPEAT_SIGNAL,002010.SZ_2018-12,173.94875164257556,67.732,69.3014,52.120599999999996,53.69,20,111.84534249999999,165.621135205201,58.06954979479898,0.9616098713310484,-2.162881831191506,835403.7820000001,0.0273141122913505,0.29893778452200315,0.15688878519438432,0.07238827631564448,0.150769230769231,0.3815384615384616,0.8307692307692307,1.8490668653380524,-0.08923076923076922,-0.08923076923076922,-0.08923076923076922,-0.08923076923076922,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.021896102969391595,0.03071027582234609,-0.09777607077754658,-0.27345853626700545,0,0,0,0
002020.SZ,京新药业,化学制药,2004-07-15,2018-12-28,2018-12,REPEAT_SIGNAL,002020.SZ_2018-12,173.42312746386332,88.16924999999999,96.57923999999998,73.70045,77.76979999999999,20,100.12222999999999,117.53345903645155,82.71100096354843,0.34779946544242096,-2.56758784267368,1307735.266,-0.022041763341067333,0.3051044083526684,0.3676097161973999,0.27501114166320084,0.04302325581395361,0.2639534883720931,0.43255813953488387,0.5488372093023257,-0.06976744186046502,-0.06976744186046502,-0.06976744186046502,-0.06976744186046502,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.08320200636831832,0.021926733782990038,0.10010688783486432,-0.08271898178621284,0,0,0,0
002028.SZ,思源电气,电气设备,2004-08-05,2018-12-28,2018-12,REPEAT_SIGNAL,002028.SZ_2018-12,172.73324572930355,202.70026,214.76111999999998,191.61204999999998,192.00110999999998,20,294.680298,392.8955971918052,196.46499880819476,0.6665888412519878,-2.0909000704559726,1424992.1849999998,0.011144883485309176,0.2593718338399189,0.019337856953014487,0.4092652901850411,0.1256332320162108,0.20162107396149942,0.8024316109422491,1.014709654543143,-0.004052684903748771,-0.012158054711246091,-0.01823708206686936,-0.01823708206686936,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.05228968102254394,-0.026840967260812088,-0.251345459121608,0.04857002454571302,0,0,0,0
002030.SZ,达安基因,医疗保健,2004-08-09,2018-12-28,2018-12,REPEAT_SIGNAL,002030.SZ_2018-12,172.60183968462547,156.2202,164.56077000000002,125.77050000000001,134.50824,20,209.83065299999998,280.159944167571,139.50136183242898,0.6703433474762241,-2.141992667622145,1683647.8990000002,-0.11374876360039554,0.3155291790306629,0.06541391621687831,0.1418695280982385,0.03740157480314954,0.33759842519685046,0.844488188976378,0.844488188976378,-0.1387795275590551,-0.1387795275590551,-0.1387795275590551,-0.1387795275590551,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.18154480072832546,0.022842317009505342,-0.21051257857928385,-0.22444517419511634,0,0,0,0
002088.SZ,鲁阳节能,矿物制品,2006-11-30,2018-12-28,2018-12,NEW_EPISODE,002088.SZ_2018-12,144.90801576872536,35.22324,35.711,29.37012,29.509480000000003,20,43.6707145,57.739673817642796,29.60175518235721,0.6443200885867252,-2.0131175562134853,408378.6609999999,0.07017543859649122,0.3602339181286549,0.5030700075868966,0.3104316474308615,0.1298701298701299,0.24439197166469873,0.6847697756788662,1.1180637544273906,-0.029515938606847758,-0.029515938606847758,-0.029515938606847758,-0.029515938606847758,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,0.016848788502772605,0.08686866288982387,0.2465833385733074,-0.03788645979117389,0,0,0,0
002147.SZ,新光退(退),,2007-08-08,2018-12-28,2018-12,REPEAT_SIGNAL,002147.SZ_2018-12,136.6622864651774,17.2688,17.2688,10.491999999999999,10.664,19,39.129935,57.48977383730148,20.77009616269853,0.938403748296616,-3.1008915984780963,2520611.4560000007,-0.2451612903225806,0.03870967741935494,-0.34838709677419355,-0.31612903225806444,0.041935483870967794,3.2838709677419358,3.8032258064516133,3.8032258064516133,-0.2451612903225806,-0.2451612903225806,-0.2451612903225806,-0.2451612903225806,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.3085958548304337,-0.24750312368137606,-0.619070412848816,-0.6768242978973925,0,0,0,0
002173.SZ,创新医疗,医疗保健,2007-09-25,2018-12-28,2018-12,NEW_EPISODE,002173.SZ_2018-12,135.08541392904073,25.987219999999997,27.021840000000005,21.757450000000002,22.09218,20,38.2512155,53.614525083516305,22.887905916483696,0.8032847784152796,-2.1035878255473617,499311.08699999994,-0.028925619834710647,0.23002754820936633,-0.01928374655647369,-0.1404958677685949,0.08264462809917372,0.3415977961432508,0.553719008264463,1.1666254756207852,-0.07988980716253435,-0.07988980716253435,-0.07988980716253435,-0.07988980716253435,0.06343456450785312,0.286212801100731,0.2706833160746225,0.3606952656393281,-0.09236018434256377,-0.05618525289136467,-0.2899670626310962,-0.501191133407923,0,0,0,0
