anchor_day,n,n_failure,n_recovery,failure_component,recovery_component
919,29,19,10,1.8623342834935295,-4.501759821620226
920,109,87,22,-2.6182665704975747,-2.901005652594317
921,6,3,3,-1.4499280613977021,-6.559063679226928
922,8,6,2,-0.3843560103734067,-3.1998907027270516
923,16,12,4,1.6779703821381615,-5.119681331325705
924,7,3,4,2.7252871440725133,-9.474688932910668
925,1,1,0,-5.0859254099148155,0.0
928,3,3,0,-2.3875720610440605,0.0
934,4,4,0,-2.8649119586266902,0.0
939,2,2,0,2.8634646922745928,0.0
942,1,1,0,4.013702827352656,0.0
945,2,2,0,-2.8933793862858193,0.0
946,2,1,1,0.571424690291332,-6.965081806453149
947,1,1,0,18.366582769944618,0.0
948,4,4,0,6.165774293743318,0.0
949,3,3,0,5.50854136071386,0.0
950,2,2,0,7.030281033424454,0.0
951,2,2,0,-4.00853457047287,0.0
952,4,4,0,1.1382871998659057,0.0
953,5,5,0,10.120560436337666,0.0
954,1,1,0,3.406571485014153,0.0
955,13,13,0,6.211941372376179,0.0
956,3,3,0,-4.773399883965772,0.0
957,1,1,0,-5.148314270465997,0.0
958,2,2,0,9.42059532467338,0.0
959,3,3,0,-4.012666060233771,0.0
960,23,23,0,1.2617868730187192,0.0
961,12,12,0,6.467061867723456,0.0
962,3,3,0,-4.873619217887443,0.0
963,9,9,0,0.25468179896482707,0.0
965,8,8,0,1.192430535494422,0.0
966,12,11,1,-1.5356742750077583,0.08375204327092807
967,9,8,1,4.704309119437443,-1.2946797539589128
968,3,2,1,6.699713232451249,-7.2488867648320445
971,4,2,2,4.052922431885141,0.4000138120137535
972,4,4,0,2.8746156521747395,0.0
973,4,4,0,17.090857923844386,0.0
974,14,12,2,5.442908717926004,-0.7635722514509393
975,21,16,5,5.776064152109842,-0.9408648387139392
976,24,16,8,4.693981629753255,0.10029640979146122
977,2,2,0,-6.3458230586668325,0.0
978,4,4,0,-1.7506076946271412,0.0
979,6,3,3,5.49409798013102,5.623940032479109
980,23,18,5,4.030343225690376,-0.7387333144305503
981,32,23,9,0.2982146212207072,-2.051538773395309
982,149,111,38,1.4138881648982355,-1.810839995528264
983,6,4,2,1.1065039283383804,-2.004695553028153
984,466,314,152,-0.49305679069107367,-4.545149419405423
985,135,104,31,1.5560275851763945,-2.4903614711277693
986,96,63,33,1.7259310514838244,-3.261759492446918
987,5,3,2,-3.0227945208388896,-4.536614982992065
988,3,2,1,3.8295270027541495,-4.467063281562739
989,25,9,16,-0.866047648827917,-9.695684095556832
990,102,45,57,1.026900398030828,-10.740513960316749
991,536,251,285,-1.4652444408138066,-9.873843971347682
992,423,182,241,-0.9923763431131768,-8.963776546158664
993,715,197,518,-0.7190224284265224,-14.644679568378107
994,562,90,472,-1.3192079909758108,-24.475324181484854
995,221,22,199,0.374775045028843,-21.50982347421891
996,18,1,17,-0.2915209883625997,-35.51449826326637
997,10,0,10,0.0,-18.821635661844205
1032,1,1,0,37.99921327086715,0.0
1033,2,2,0,-2.9080088087079403,0.0
1035,1,1,0,-3.0961104837898183,0.0
1036,13,9,4,1.0042662852746285,-6.862803581935912
1037,116,49,67,1.1653271805653773,-13.057094960748353
1038,11,7,4,10.261180839655337,-7.91318541552605
1039,1,1,0,26.56632315905345,0.0
1040,6,4,2,18.50476355362194,-5.885437387960017
1041,11,5,6,6.760803964126737,-11.595966587130711
1042,2,2,0,6.622642732205104,0.0
1043,7,4,3,3.1302527629613244,-5.974990146188716
1044,3,3,0,22.572787563165644,0.0
1045,1,1,0,-8.355233229650917,0.0
1047,2,2,0,24.686562032406236,0.0
1049,2,2,0,12.636789753562724,0.0
1050,4,4,0,10.962499853499043,0.0
1051,4,4,0,13.397194846459794,0.0
1052,2,2,0,13.258847453281426,0.0
1053,4,3,1,12.740074142123598,-3.01726545503563
1054,1,1,0,3.547233562235718,0.0
1055,2,1,1,-0.8680611676920442,-1.4548926371794764
1057,3,3,0,15.41434641411479,0.0
1058,3,3,0,21.248571308011993,0.0
1059,2,2,0,12.759000803377408,0.0
1061,1,1,0,-6.124332131891123,0.0
1062,3,2,1,11.582433133266981,-5.188224922964314
1063,13,11,2,8.973244898463836,-1.068130236679664
1064,4,4,0,1.504643225163901,0.0
1065,3,1,2,1.628178959967041,-21.213201554559063
1066,7,6,1,5.5575282335398954,-0.8110487066785562
1067,1,1,0,-1.089403873160652,0.0
1068,11,10,1,10.42811267981868,0.0
1069,32,27,5,0.22616502744688605,-1.234818461539979
1070,16,13,3,4.215354089784315,-1.936690089396561
1071,119,92,27,0.4012747002685768,-4.167354651493161
1072,5,5,0,9.378720936117034,0.0
1073,12,10,2,13.078589938790158,-2.3090622878474303
1074,1,1,0,-2.207608014400236,0.0
1076,7,7,0,9.462150307487146,0.0
1077,3,3,0,9.931132761525037,0.0
1078,1,1,0,2.5005774764391084,0.0
1079,3,3,0,3.5613038691649144,0.0
1080,15,15,0,3.91765207658719,0.0
1081,10,9,1,0.8731473909945535,-4.0681357095556185
1082,65,56,9,-0.6200027092787596,-2.601530480994935
1083,40,34,6,1.4158244543799767,-2.6021572062701965
1084,9,8,1,2.023181540933292,-2.2409005685203525
1085,2,2,0,-2.014746197191875,0.0
1086,10,9,1,2.366886816319385,-1.2833926469832904
1087,10,9,1,1.2460973958768902,-2.940744967147087
1088,10,8,2,4.23388138017499,-4.112431421250977
1089,9,8,1,-0.4951288716079476,-1.424475171614907
1090,36,33,3,-0.03394815502798205,-1.449031296450502
1091,34,30,4,0.48206618512214755,-1.5851070611668752
1092,43,41,2,-2.341043368083675,-0.5208510802422494
1093,82,74,8,-1.7537392807332164,-0.9428009695329331
1094,17,16,1,-1.3096257799174291,-0.7808652934490661
1095,6,6,0,3.3742385487386994,0.0
1096,1,1,0,5.537033562080964,0.0
1097,10,10,0,1.657064588524804,0.0
1098,6,4,2,3.352979641448544,-3.021473800713222
1099,11,9,2,0.7656126868504757,-1.5519220061308194
1100,43,35,8,-3.3456745660016436,-2.2197237271524006
1101,1,1,0,-6.443510805729504,0.0
1102,7,7,0,2.623010998330328,0.0
1103,19,19,0,-1.0152035827252563,0.0
1104,69,63,6,-2.9942104738527977,-1.0770789705899975
1105,55,51,4,-2.872596223593529,-1.0608546180053735
1106,4,4,0,-4.503555800096871,0.0
1107,7,7,0,-1.7504514296850242,0.0
1108,9,8,1,-1.5268768470484266,-0.8044674974078703
1109,3,2,1,6.5955555904881225,-2.407236390078714
1112,9,9,0,-1.26016472115602,0.0
1113,1,1,0,3.784597415816684,0.0
1114,1,1,0,-1.8945554043786768,0.0
1115,10,8,2,-0.973729666997518,-1.257033831068089
1116,2,2,0,0.4546179565669206,0.0
1117,8,7,1,-1.03994422474259,-1.726221190616024
1118,4,4,0,-2.2264415540708473,0.0
1119,2,2,0,-2.341229859090194,0.0
1120,10,8,2,-0.08333132908572996,-0.48369645143443946
1121,7,6,1,-0.1281493170392903,-1.43393803797273
1122,11,10,1,-1.3569399978342838,-1.1264993528766862
1123,36,31,5,-3.211167627613737,-1.4413056009419085
1124,17,14,3,-2.0281764953182884,-1.4256969445513343
1125,30,25,5,-4.50929784126663,-2.0771865829330647
1126,31,28,3,-4.90224492872211,-0.9723743098434519
1127,23,19,4,-3.931699615851838,-1.427776778183827
1128,24,22,2,-4.707349584284555,-0.915982607001505
1129,22,20,2,-5.2742122672485925,-1.7361971309749187
1130,11,11,0,-3.8696974315359927,0.0
1131,5,4,1,-3.4727726270250967,-0.8457946844995133
1132,1,0,1,0.0,-16.103398280546127
1133,3,3,0,-7.193495428589948,0.0
1134,3,1,2,-1.7580069965264198,-8.477315827098822
1136,17,14,3,-7.176352214862248,-2.5084256119717367
1137,19,14,5,-5.688673635983542,-3.763257713466414
1138,17,13,4,-5.8051386454912866,-4.503375567418346
1139,9,5,4,-6.086688441438318,-7.654566617175192
1140,1,0,1,0.0,-28.200200647993324
1141,13,7,6,-4.85733502137359,-7.6305801713089405
1142,39,24,15,-5.140882020518146,-5.833610323644915
1143,1,0,1,0.0,-24.239333181026645
1144,6,5,1,-9.538009329065398,-2.299816081620313
1145,3,3,0,-9.955313648239011,0.0
1146,1,0,1,0.0,-14.567438809883969
