TPR,point_break_even_fpr_raw,point_break_even_fpr_clipped,grid_interp_break_even_fpr
0.25,0.13496450216264325,0.13496450216264325,0.1359463506306795
0.5,0.2699290043252865,0.2699290043252865,0.2704304123036535
0.75,0.40489350648792977,0.40489350648792977,0.4063757376973872
1.0,0.539858008650573,0.539858008650573,0.5404957741844306
