horizon_day,variable,n,missing_n,mean,median,variance,std,min,max,range,iqr,p1,p5,p10,p25,p50,p75,p90,p95,p99
7,low_ret,157469,2258,-0.00937497964631834,-0.011039212044237079,0.005393475748073326,0.0734402869552763,-0.675392114636039,1.1448228619543364,1.8202149765903752,0.07630560394379482,-0.20078512375365332,-0.11857449783738183,-0.0873448159880319,-0.04723708718828923,-0.011039212044237079,0.025516970091521318,0.06992399081648593,0.10494999828966833,0.2064755648759036
7,close_ret,157469,2258,0.00838081383869118,0.003016276328173584,0.006136471173129122,0.07833563156781927,-0.6714956210905805,1.3189748257133704,1.990470446803951,0.07518421393146735,-0.17461431473413438,-0.10147206577691231,-0.07216793760329376,-0.03361584824711217,0.003016276328173584,0.042763366193703245,0.093710300638286,0.1356638365813715,0.25329216238307173
7,MFE,157469,0,0.05914918365555275,0.03986922168740348,0.004386174018004226,0.06622819654802799,-0.0009990009990010762,1.4198908661060057,1.4208898671050068,0.03364140694895035,-0.0009990009990009652,0.002239251834065703,0.00622781473845313,0.01698481536465346,0.03986922168740348,0.07791867061313629,0.13257278854599783,0.18030070474486817,0.31421889200921155
7,MAE,157469,0,-0.05329777967826312,-0.0394221163451931,0.002733757760655173,0.05228534938828632,-0.675392114636039,-0.000999000999000632,0.6743931136370384,0.07436732002488844,-0.2614031752728656,-0.1490788742575583,-0.11378943637008154,-0.0715137663140678,-0.0394221163451931,-0.018075941152863928,-0.006824079710377129,-0.0030436223738043535,-0.0009990009990008542
8,high_ret,157469,2317,0.027281514711810693,0.016893554206987238,0.007577733600434107,0.0870501786352797,-0.6584573542269312,1.7826620818534566,2.441119436080388,0.07372483817379923,-0.15697230304720872,-0.08506756867412599,-0.05683128396681199,-0.01974657573687874,0.016893554206987238,0.06143856143856152,0.12139110125417028,0.17390805885789143,0.32466562508333896
8,low_ret,157469,2317,-0.009328689167530674,-0.011205907757631917,0.006410360404602104,0.08006472634439028,-0.6911279539542365,1.596864052389659,2.287992006343895,0.08302499341702708,-0.21545785693364217,-0.13038953316102866,-0.094230901174659,-0.05006277141695409,-0.011205907757631917,0.02751336280511618,0.07648511651372346,0.11690468171478244,0.2299175873918182
8,close_ret,157469,2317,0.008406871641288971,0.0022587224563684893,0.007361719887440391,0.08580046554326143,-0.6710460256814892,1.7826620818534566,2.453708107534946,0.08098052013791635,-0.19072270023570417,-0.1122751576969313,-0.07872179768154786,-0.03656517514936833,0.0022587224563684893,0.04468427143869591,0.10019819716483475,0.14804963204919108,0.28806972070886355
8,MFE,157469,0,0.06418520471255014,0.04288098431583065,0.0053510331188308434,0.07315075610566744,-0.0009990009990010762,1.7826620818534566,1.7836610828524577,0.03614777944021097,-0.0009990009990008542,0.0025610973055859364,0.0067332048756196805,0.018299881936245654,0.04288098431583065,0.08333771491666231,0.14378407064829515,0.19864006573653006,0.3508928492367554
8,MAE,157469,0,-0.05690601334834991,-0.04205383657438433,0.0030683639560819724,0.05539281502218471,-0.6911279539542365,-0.000999000999000632,0.6901289529552359,0.08038435650492666,-0.27525141176028883,-0.16242697699651332,-0.12243819307931099,-0.07611185806674525,-0.04205383657438433,-0.019353350062011443,-0.007255792224477031,-0.0032749754071992937,-0.0009990009990008542
9,high_ret,157469,2447,0.02806617356928012,0.016323243392716735,0.009320674116227657,0.09654363840371699,-0.666250341317848,2.3389790802189725,3.0052294215368205,0.07975980682927997,-0.17704866809365968,-0.09619933745386078,-0.06343656343656323,-0.02236800632522548,0.016323243392716735,0.06420162659508755,0.1289286949242851,0.18771511770190735,0.36546767364269533
9,low_ret,157469,2447,-0.009566846436690422,-0.011857707509881354,0.00784468977936187,0.08857025335496038,-0.6912778190906004,1.8973721696093664,2.5886499886999665,0.08911918721159412,-0.24300188909717144,-0.14371342942771526,-0.10097689472147547,-0.05277064586085678,-0.011857707509881354,0.030042826057072647,0.08277204647667724,0.12784541475481484,0.2625446998361456
9,close_ret,157469,2447,0.008216590593283215,0.0016685584108815377,0.0090319249701208,0.09503644022226843,-0.690828223681509,2.3389790802189725,3.0298073039004816,0.08771925093982663,-0.2209333120137139,-0.12606214548556818,-0.0860506925289451,-0.03975886933754236,0.0016685584108815377,0.04725033098432724,0.10700110700110699,0.1604950348480397,0.3233946950632801
9,MFE,157469,0,0.06931342531141202,0.04560878041541039,0.00661218599082901,0.08131534904819021,-0.0009990009990010762,2.3389790802189725,2.3399780812179736,0.038356451577178416,-0.0009990009990008542,0.002926346737741836,0.007252328838231971,0.019493327185635012,0.04560878041541039,0.08882942670408633,0.15420399824750822,0.2157802606827269,0.39885418870108896
9,MAE,157469,0,-0.06075933761815586,-0.04457958149233299,0.003539536864052826,0.059494006959128466,-0.6912778190906004,-0.000999000999000632,0.6902788180915997,0.08692018381024919,-0.29710108473960056,-0.17880804714158285,-0.13149976530258217,-0.08018810457834824,-0.04457958149233299,-0.020587255881373556,-0.0077080583359983605,-0.0034965034965034336,-0.0009990009990008542
10,high_ret,157469,2517,0.027152415116067027,0.015486164001015545,0.010799882760045764,0.10392248438160899,-0.6839344274087749,2.392833581512827,3.076768008921602,0.08705823400322675,-0.20655589881133346,-0.11103846923584286,-0.0715720700022112,-0.026335982857721874,0.015486164001015545,0.06716126433534553,0.13647820069838443,0.19880119880119884,0.3851768635664568
10,low_ret,157469,2517,-0.011329199252302365,-0.012346681557033112,0.009307334057900485,0.09647452543495866,-0.7032670299997033,2.1246381650694324,2.8279051950691354,0.09757468497359836,-0.289522987827528,-0.16156773800298485,-0.10992136653063148,-0.05666738982976055,-0.012346681557033112,0.033123469297457464,0.08938603515109385,0.13673289747215822,0.2713258699932043
10,close_ret,157469,2517,0.006781338634721494,0.0012922856959555196,0.010343816270336969,0.1017045538328396,-0.697122559408788,2.274353678666347,2.971476238075135,0.0954089827152044,-0.2637071405575004,-0.14230506335769483,-0.09411669701924888,-0.04314468165501986,0.0012922856959555196,0.050960053596219856,0.11416331705410937,0.167531947164136,0.3239163117491455
10,MFE,157469,0,0.07408109069481889,0.04838981243475615,0.007710055750699307,0.0878069231365005,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.04067152722955991,-0.0009990009990008542,0.0032340540815118946,0.00771828520519624,0.020718412022759924,0.04838981243475615,0.0945941545310629,0.16466573314403504,0.23075465546698698,0.43944447905909656
10,MAE,157469,0,-0.06530889698041062,-0.047249047249047216,0.004223921936841358,0.06499170667740121,-0.7032670299997033,-0.000999000999000632,0.7022680290007026,0.09529330764273047,-0.32398983745595067,-0.19792107382364435,-0.1425423548917777,-0.08487417019840215,-0.047249047249047216,-0.021957063915105768,-0.008162975965236243,-0.0037435092380145195,-0.0009990009990008542
11,high_ret,157469,2930,0.026395376751397564,0.015657786702927057,0.011928554907558654,0.10921792392990563,-0.6870815952724143,2.266275503472269,2.953357098744683,0.09308913940054714,-0.24794547513101084,-0.12341670961166637,-0.07743135269762008,-0.028520714274207992,0.015657786702927057,0.07066217605311054,0.14375314405162298,0.20604325377565194,0.38215961696863515
11,low_ret,157469,2930,-0.011946418513588677,-0.012355080559694365,0.010502364436007577,0.10248104427652743,-0.7046158162269773,2.0487033182450975,2.7533191344720747,0.10312482324137728,-0.327566222033224,-0.17114207139892054,-0.11547990380107165,-0.059347731914103474,-0.012355080559694365,0.036450997420218845,0.09604681033252471,0.1445076662467968,0.27410204065722454
11,close_ret,157469,2930,0.006742787018534996,0.001084421313827022,0.01140554274931099,0.10679673566786108,-0.7007193226815189,2.237732617786526,2.9384519404680454,0.09965267158839206,-0.2937473305303728,-0.14857541166944951,-0.09856825027456503,-0.045399045399045324,0.001084421313827022,0.05450105450105447,0.12244955229193935,0.17802563492882467,0.3229061748665286
11,MFE,157469,0,0.07817183253532183,0.05085226192492631,0.008593745655020689,0.09270245765361719,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.04268611614410167,-0.0009990009990008542,0.0035117434811604573,0.00816614578082464,0.021766954559538698,0.05085226192492631,0.09952940141619382,0.17440775980283293,0.24490893721662976,0.4606159207146729
11,MAE,157469,0,-0.06930327168645448,-0.04971127992710711,0.0048845913877564,0.0698898518223955,-0.7046158162269773,-0.000999000999000632,0.7036168152279767,0.10064911543614363,-0.3493519166281495,-0.21276377774564212,-0.15036039536325074,-0.08896135311229647,-0.04971127992710711,-0.023323045669414233,-0.008666211519892853,-0.003999003999003992,-0.0009990009990008542
12,high_ret,157469,3026,0.026231346774650076,0.014835308783435641,0.012917445904547119,0.11365494227945884,-0.6863601514764305,2.321745639804939,3.00810579128137,0.09599273485572847,-0.2708604168154797,-0.12784044231447572,-0.08115742607229283,-0.03139456891992376,0.014835308783435641,0.073918001843018,0.15148983050862128,0.2151854195722225,0.3811023807491467
12,low_ret,157469,3026,-0.012128567045754641,-0.012835505726500718,0.011464789144277291,0.10707375562796557,-0.7071893623617761,2.0320084228440023,2.7391977852057785,0.10554943503205086,-0.34616168122184005,-0.17682947525329307,-0.11838494075855158,-0.06171176889408936,-0.012835505726500718,0.038617228151267,0.10146263992417848,0.15077535746557355,0.2806342593576636
12,close_ret,157469,3026,0.006148723657787338,0.00023281280987830222,0.0122231600302655,0.1105584009936174,-0.6978718850906069,2.3131289195979226,3.0110008046885293,0.10145715097081595,-0.31154278482305287,-0.15232947511113024,-0.10122433816093765,-0.0477565140651765,0.00023281280987830222,0.05565903140530015,0.12550391880000822,0.18143771819159485,0.33268123530649363
12,MFE,157469,0,0.08208715440705763,0.053267719934386726,0.009411147820999433,0.0970110706105207,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.044671219486860994,-0.0009990009990008542,0.0037468469772510282,0.008596500447525735,0.02278673707245149,0.053267719934386726,0.10472052219625039,0.18412472335677665,0.2586371559508267,0.47822247068770407
12,MAE,157469,0,-0.07271718580412195,-0.05204284766328571,0.005440109555309049,0.07375709833845857,-0.7071893623617761,-0.000999000999000632,0.7061903613627755,0.10537648281395048,-0.37146948289805426,-0.22692375852704444,-0.1574193304772362,-0.09262711810482505,-0.05204284766328571,-0.024585467845178344,-0.00915368995989647,-0.0042878931767821316,-0.0009990009990008542
13,high_ret,157469,3066,0.026661654510484318,0.015378064558392524,0.013563577843452218,0.1164627744966271,-0.6863601514764305,2.2894329390286265,2.975793090505057,0.09831405601173401,-0.2801132019428356,-0.12974730409467014,-0.08293599145334149,-0.03234542648216876,0.015378064558392524,0.07584722969338364,0.15407128615668472,0.21837033921583285,0.3896807121783744
13,low_ret,157469,3066,-0.011313366595196413,-0.012916190830301377,0.012069306498462648,0.10986039549565917,-0.7212090235346049,2.016390617468785,2.73759964100339,0.10631717561366287,-0.35662225938062697,-0.17404959468105471,-0.11923336644396425,-0.06260406260406254,-0.012916190830301377,0.040338971373454435,0.1048405467010119,0.15598687027258482,0.2929210655186277
13,close_ret,157469,3066,0.008459691376967343,0.0016161848622582298,0.01293158902212756,0.11371714480291686,-0.7095927328485467,2.0912483742672423,2.8008411071157893,0.10272383017177089,-0.31880687636585014,-0.15169283426688018,-0.10110764530951266,-0.04724904724904716,0.0016161848622582298,0.058941058941059055,0.13017743883796143,0.18973482266144243,0.3484933971712932
13,MFE,157469,0,0.08566113321143304,0.05550873707298298,0.010192336234021191,0.10095710095887853,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.04659180160517895,-0.0009990009990008542,0.003937425201856693,0.008916935467804032,0.02374405779978561,0.05550873707298298,0.1094304153430119,0.1926058437686345,0.2706423277782976,0.4945962241281841
13,MAE,157469,0,-0.07517714851935609,-0.05371010898649076,0.005887257546400235,0.07672846633681814,-0.7212090235346049,-0.000999000999000632,0.7202100225356043,0.10857731015466615,-0.38781418215684516,-0.23485026843451842,-0.1622874191411569,-0.09538314446289897,-0.05371010898649076,-0.025439392411869433,-0.009454368677423703,-0.00443908708371521,-0.0009990009990008542
14,high_ret,157469,3118,0.02848877241003306,0.016160836922599398,0.014318220766889054,0.11965876803180389,-0.6863601514764305,2.165029041039823,2.851389192516254,0.10024105690545626,-0.28476546235279143,-0.12892625336531593,-0.08408021998285686,-0.03299590889320181,0.016160836922599398,0.07854891227256589,0.15943435781492465,0.2246535727625243,0.40531141325857845
14,low_ret,157469,3118,-0.008977242547312962,-0.012074400101007576,0.012486913966575324,0.11174486102982689,-0.7212090235346049,1.9727684714207627,2.6939774949553676,0.10736649774497131,-0.34887372537013395,-0.17006070852224686,-0.11944089784597889,-0.06301069277873417,-0.012074400101007576,0.0432457984905541,0.10956392957180672,0.16279216734682345,0.31046409031344535
14,close_ret,157469,3118,0.009839248516823365,0.0018032458425167874,0.013306716431826848,0.11535474169632928,-0.7095927328485467,2.127330890134125,2.8369236229826713,0.10474112429059923,-0.3040447535928967,-0.14913983355047977,-0.10293787844808244,-0.04871248154830243,0.0018032458425167874,0.06111505075235657,0.13442113442113457,0.19388978499977083,0.36158897188685546
14,MFE,157469,0,0.08923505315431493,0.057765763648116586,0.011046059415611376,0.10510023508827834,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.04846578527597334,-0.0009990009990008542,0.004157133189391482,0.009299978372143247,0.024857495445730793,0.057765763648116586,0.1142703450395759,0.20114489615955877,0.28266794933461625,0.5125768185558601
14,MAE,157469,0,-0.07719034721293963,-0.05534734474723235,0.0061673454937552505,0.07853244866776567,-0.7212090235346049,-0.000999000999000632,0.7202100225356043,0.11060298399379398,-0.3984732163245302,-0.23892456302511636,-0.16595032874102633,-0.0981012397816351,-0.05534734474723235,-0.026319302816998347,-0.009800771915309259,-0.00460550280044858,-0.0009990009990008542
15,high_ret,157469,3122,0.029624968166546996,0.016537587631794803,0.014871420048926439,0.12194843192483633,-0.6994156286191683,2.2280388075536326,2.927454436172801,0.10296627877681226,-0.27424880644183836,-0.129586663800836,-0.08642869114501746,-0.034344421146666415,0.016537587631794803,0.08057159117646628,0.16337021353416803,0.22961609424318308,0.42029280600379587
15,low_ret,157469,3122,-0.007745713831264666,-0.012058052648458717,0.012620118656146493,0.11233930147613742,-0.6994156286191683,2.0427793231027733,2.7421949517219417,0.10854653606561551,-0.3260852679738878,-0.16974773255823633,-0.12060458871407423,-0.06376742107249289,-0.012058052648458717,0.04435981848013648,0.11261750674384274,0.16690032656419235,0.3222345679124573
15,close_ret,157469,3122,0.010805746006068274,0.0018827326519634813,0.013801918695319635,0.11748156747047443,-0.6994156286191683,2.1547966857939906,2.854212314413159,0.10688242416191895,-0.2942894434654721,-0.1503744268596698,-0.10499969150995547,-0.050124790912081996,0.0018827326519634813,0.0624826678338386,0.13820227400661272,0.19953766367314082,0.37222328233564184
15,MFE,157469,0,0.09261850801732761,0.05998131132781048,0.011872381984502823,0.1089604606474423,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.050366092549244935,-0.0009990009990008542,0.004343250332555204,0.009615218778565549,0.02584555559603552,0.05998131132781048,0.11867955499733585,0.20920678111353752,0.2935423409411918,0.5284831364772307
15,MAE,157469,0,-0.07907031914595218,-0.057083267609583266,0.006329641259414051,0.07955904259990847,-0.7212090235346049,-0.000999000999000632,0.7202100225356043,0.1125697343689483,-0.40332961311982285,-0.24258549174675315,-0.16965300197853156,-0.10067954023997971,-0.057083267609583266,-0.027315483011685515,-0.010227647641042625,-0.004807136954531943,-0.0009990009990008542
16,high_ret,157469,3125,0.030462281936773833,0.01652733231680603,0.01537434539112841,0.12399332801053616,-0.7613006462563984,2.267891138511085,3.0291917847674834,0.1054458082334989,-0.26186636936175667,-0.13180421478173082,-0.08891847591669287,-0.03601019832918759,0.01652733231680603,0.08258275588952912,0.1661271059767302,0.23583292740046524,0.42750327792219767
16,low_ret,157469,3125,-0.006739056939377443,-0.012109042480213827,0.013048232342071347,0.11422885949737635,-0.7613006462563984,2.016390617468785,2.7776912637251834,0.1113888262393454,-0.31166927428424146,-0.17078968462367672,-0.12349786871955923,-0.06578776871663894,-0.012109042480213827,0.046420024978433116,0.11716240748498812,0.17361983215641782,0.33105640198818465
16,close_ret,157469,3125,0.011719964694724638,0.001920987696236609,0.01406717970268803,0.11860514197406465,-0.7613006462563984,2.125176710082371,2.8864773563387693,0.10926525633082784,-0.27765122162397055,-0.1520753781088957,-0.10734426863459123,-0.05128761775865745,0.001920987696236609,0.06430019183410501,0.1414479333554479,0.2040770033187184,0.37766860091903603
16,MFE,157469,0,0.09579001859811286,0.062137336001720556,0.012672804697691784,0.11257355238994542,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.05218838084728583,-0.0009990009990008542,0.004510702163033554,0.009948955154434724,0.02681044865199067,0.062137336001720556,0.1226715406779717,0.21677423139009666,0.303915819447568,0.5433935007715214
16,MAE,157469,0,-0.08112606068845625,-0.059193233950515345,0.006465588090836973,0.08040888067145925,-0.7613006462563984,-0.000999000999000632,0.7603016452573977,0.11454489151671671,-0.40607337867611837,-0.24603613473657981,-0.17373812546723205,-0.10370003827947738,-0.059193233950515345,-0.028510216117789033,-0.010665426314965868,-0.00501686222904653,-0.0009990009990008542
