horizon_day,variable,n,missing_n,mean,median,variance,std,min,max,range,iqr,p1,p5,p10,p25,p50,p75,p90,p95,p99
17,high_ret,157469,3127,0.0312879149200048,0.016479110937479002,0.015886033522036942,0.12603980927483563,-0.8055042302829912,2.2288628277166955,3.034367057999687,0.10829638457293433,-0.2507492507492506,-0.13332477046938654,-0.09181727363545533,-0.03729405886246573,0.016479110937479002,0.08428929584322048,0.17024309871373566,0.24206637196533842,0.43893138244724705
17,low_ret,157469,3127,-0.005762158488625403,-0.012119750362221515,0.01326769517014961,0.11518548159446836,-0.8055042302829912,1.8872362205695543,2.6927404508525457,0.11285599331855795,-0.299483575752339,-0.17071837453167685,-0.12497574368077946,-0.06715737806909236,-0.012119750362221515,0.04800859517840661,0.12003625041016397,0.178277754363725,0.33985590965905105
17,close_ret,157469,3127,0.012476048129538723,0.0019355193130711212,0.014671244743170456,0.12112491380046657,-0.8055042302829912,2.149936483269817,2.9554407135528082,0.11198040400584297,-0.27457982447268653,-0.15340975815277685,-0.11004488469277185,-0.053076813507429405,0.0019355193130711212,0.06619385662016353,0.1454505457585224,0.2106755283655842,0.3883677443137684
17,MFE,157469,0,0.09893678877094848,0.06418738494210219,0.01346569096319297,0.11604176387487813,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.053936374691091915,-0.0009990009990008542,0.0046933123856203185,0.010251010251010273,0.027706205796597994,0.06418738494210219,0.12693542537640545,0.22420459914796892,0.3142972480825113,0.5566624309112036
17,MAE,157469,0,-0.08316243285479132,-0.06103141850445393,0.006624402810371897,0.08139043439109965,-0.8055042302829912,-0.000999000999000632,0.8045052292839906,0.11719581604277965,-0.4075554374846588,-0.251766051944067,-0.17822723454723358,-0.10668676411749467,-0.06103141850445393,-0.02954188668474378,-0.01098339236659242,-0.0051615051615049755,-0.0009990009990008542
18,high_ret,157469,3128,0.032090671282945606,0.016858017851066665,0.01681220513461483,0.129661887748925,-0.8408670975042656,2.3232590194615512,3.164126116965817,0.111047410547922,-0.25477568283534535,-0.1363670394707488,-0.09418939269685533,-0.039103516715456976,0.016858017851066665,0.08635261764422886,0.17405651002488964,0.24869350302876336,0.45053356677006917
18,low_ret,157469,3128,-0.005245526921382197,-0.01183807151257421,0.014053669859722426,0.11854817526947611,-0.8408670975042656,2.298390601826828,3.139257699331093,0.11752996977256547,-0.3004464994394992,-0.17415917415917403,-0.12936804128513968,-0.06936330777390387,-0.01183807151257421,0.050199405150370024,0.12356960663293526,0.1836078884320913,0.3512076620396874
18,close_ret,157469,3128,0.013183173879163592,0.002255073916311856,0.01560800872899401,0.12493201642891229,-0.8408670975042656,2.298390601826828,3.139257699331093,0.11538684010930256,-0.2777548959633373,-0.15646944385375938,-0.1131317661929907,-0.05497233817043845,0.002255073916311856,0.06823072173595945,0.1491291639714647,0.21722249381823833,0.4043927087405348
18,MFE,157469,0,0.10205046288176288,0.06603922393396089,0.014330615081814406,0.11971054707841915,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.055482400768693596,-0.0009990009990008542,0.004868225998698916,0.010556823165267293,0.02852310732745522,0.06603922393396089,0.13118497310593402,0.23138144187920545,0.3244492390873112,0.5704748433339388
18,MAE,157469,0,-0.08547537401377762,-0.06302306964558613,0.006835691812113861,0.08267824267673969,-0.8408670975042656,-0.000999000999000632,0.839868096505265,0.11969444765235193,-0.41019763090835787,-0.25736644387504287,-0.18271751729793806,-0.11057863525870804,-0.06302306964558613,-0.030381383322559574,-0.011297980370145178,-0.005268236037466623,-0.0009990009990008542
19,high_ret,157469,3132,0.03273692975832201,0.016622454885684368,0.017770522998088147,0.13330612513342419,-0.8762299647255398,2.9581850880627822,3.834415052788322,0.1138477253914975,-0.253179931306006,-0.13805008892897258,-0.09722527050581313,-0.04091702198957714,0.016622454885684368,0.08786092613585894,0.17726317935564878,0.2549179215845885,0.46674825756591903
19,low_ret,157469,3132,-0.004596726426222068,-0.012068264145826402,0.01505966435328577,0.12271782410589657,-0.8762299647255398,2.9581850880627822,3.834415052788322,0.12018634256133495,-0.3039630225666813,-0.17679326479601692,-0.13225460670716135,-0.07122356101947935,-0.012068264145826402,0.0522264620625279,0.12798871736137016,0.19116458465612934,0.3691660578898895
19,close_ret,157469,3132,0.0138082463111995,0.0018390700208883448,0.016722814395282674,0.12931672125167215,-0.8762299647255398,2.9581850880627822,3.834415052788322,0.11840979327144967,-0.27749327084875247,-0.159132960686104,-0.11657072325056132,-0.05729761844869741,0.0018390700208883448,0.07016993560529161,0.15398474413451357,0.2242407711314237,0.42118393105509916
19,MFE,157469,0,0.10512766863642523,0.06784816045404729,0.015288619171675033,0.12364715593848098,-0.0009990009990010762,2.9581850880627822,2.9591840890617833,0.05698421799485418,-0.0009990009990008542,0.005041273530773439,0.01086394245919311,0.02940019407799843,0.06784816045404729,0.13515516741323186,0.2386115673855317,0.3332122423031514,0.5885127560136296
19,MAE,157469,0,-0.0875288925413315,-0.06476502221183067,0.007055887292852035,0.08399932912144022,-0.8762299647255398,-0.000999000999000632,0.8752309637265392,0.12270764801184589,-0.4144740994144934,-0.2627474475627622,-0.18747267022367656,-0.11369476586867888,-0.06476502221183067,-0.031240428394374242,-0.011597678103585715,-0.005429160639803476,-0.0009990009990008542
20,high_ret,157469,3136,0.03373559747541345,0.016940879125051156,0.01897117623278418,0.1377358930445662,-0.8762299647255398,3.7500548374165152,4.626284802142055,0.1174652575803179,-0.2589440893724425,-0.14137826084031813,-0.10052437845526674,-0.042532959381974655,0.016940879125051156,0.09063561566115186,0.1836259265864019,0.2628741616734756,0.4810683702273862
20,low_ret,157469,3136,-0.004068810150407808,-0.01222373132485488,0.016177182785812514,0.12718955454679648,-0.9027521151414957,3.7500548374165152,4.652806952558011,0.1241645132867169,-0.30735567049560214,-0.18072231282034026,-0.13638824461157179,-0.07362141404694578,-0.01222373132485488,0.05460209491418855,0.13271768752039792,0.1980796356160193,0.38494157075187524
20,close_ret,157469,3136,0.014857093325271917,0.0024667440105430316,0.017935464120991892,0.1339233516642706,-0.9027521151414957,3.7500548374165152,4.652806952558011,0.12270672080499313,-0.285646817169836,-0.16312286192958542,-0.1202399767944501,-0.05904022872087489,0.0024667440105430316,0.07337457495186217,0.15988880033823882,0.23379118573541702,0.43831583670920876
20,MFE,157469,0,0.10820374986316048,0.06983481066610664,0.016253562909073403,0.12748946195303124,-0.0009990009990010762,3.7500548374165152,3.7510538384155163,0.058650872652900254,-0.0009990009990008542,0.0052076882316066464,0.011183938013206385,0.030210013450237216,0.06983481066610664,0.13946154744575456,0.2461566199703693,0.34174328208375865,0.6013788596825895
20,MAE,157469,0,-0.08962560806295214,-0.06629955410443222,0.007307888597050301,0.08548618951064728,-0.9027521151414957,-0.000999000999000632,0.901753114142495,0.12601197505305206,-0.4189367287697528,-0.2677502233721568,-0.19231152915748428,-0.11736143620201578,-0.06629955410443222,-0.03186700939509923,-0.011799011799011772,-0.005519367510317674,-0.0009990009990008542
