horizon_day,variable,bucket,count,pct
11,low_ret,-15~-10%,9724,6.292262794504946
11,low_ret,-10~-8%,7552,4.886792330738519
11,low_ret,-8~-5%,18009,11.653369052472192
11,low_ret,-5~-3%,16429,10.63097341124247
11,low_ret,-3~-2%,8836,5.717650560699887
11,low_ret,-2~-1%,9142,5.915658830457036
11,low_ret,-1~0%,9230,5.972602385158439
11,low_ret,0~+1%,8655,5.600528022052686
11,low_ret,+1~+2%,7741,5.009091556176758
11,low_ret,+2~+3%,6805,4.403419201625479
11,low_ret,+3~+5%,11213,7.255773623486627
11,low_ret,+5~+8%,11696,7.568316088495461
11,low_ret,+8~+10%,5186,3.3557872122894543
11,low_ret,+10~+15%,7398,4.787141110011065
11,low_ret,+15~+20%,3461,2.2395641229721948
11,low_ret,>=+20%,3706,2.3981001559476898
11,close_ret,<-20%,4481,2.899591688829357
11,close_ret,-20~-15%,3145,2.03508499472625
11,close_ret,-15~-10%,7485,4.843437578863588
11,close_ret,-10~-8%,5936,3.841101598949133
11,close_ret,-8~-5%,14651,9.480454771934593
11,close_ret,-5~-3%,14380,9.305094506888228
11,close_ret,-3~-2%,8414,5.444580332472709
11,close_ret,-2~-1%,8747,5.660059920149607
11,close_ret,-1~0%,9131,5.908540886119361
11,close_ret,0~+1%,8899,5.758416969179301
11,close_ret,+1~+2%,8245,5.335222824012062
11,close_ret,+2~+3%,7505,4.8563792958411796
11,close_ret,+3~+5%,12506,8.092455626087913
11,close_ret,+5~+8%,13766,8.907783795676172
11,close_ret,+8~+10%,6494,4.202175502623933
11,close_ret,+10~+15%,9842,6.368618924672736
11,close_ret,+15~+20%,4897,3.1687794019632585
11,close_ret,>=+20%,6015,3.8922213810106188
12,high_ret,<-20%,3442,2.22865393705121
12,high_ret,-20~-15%,2462,1.5941156284195463
12,high_ret,-15~-10%,5564,3.6026236216597707
12,high_ret,-10~-8%,4295,2.78096126078877
12,high_ret,-8~-5%,11609,7.516689005005082
12,high_ret,-5~-3%,12244,7.927843929475599
12,high_ret,-3~-2%,7637,4.944866390836749
12,high_ret,-2~-1%,8269,5.354078851097169
12,high_ret,-1~0%,8787,5.689477671373905
12,high_ret,0~+1%,8699,5.6324987212110615
12,high_ret,+1~+2%,8515,5.513360916325117
12,high_ret,+2~+3%,7920,5.128105514655893
12,high_ret,+3~+5%,13519,8.753391218766794
12,high_ret,+5~+8%,15669,10.14549056933626
12,high_ret,+8~+10%,7678,4.971413401708073
12,high_ret,+10~+15%,12420,8.041801829801285
12,high_ret,+15~+20%,6717,4.349177366407024
12,high_ret,>=+20%,8997,5.8254501660806906
12,low_ret,<-20%,6276,4.063635127522775
12,low_ret,-20~-15%,3992,2.58477237556898
12,low_ret,-15~-10%,10118,6.551284292586909
12,low_ret,-10~-8%,8098,5.243358391121643
12,low_ret,-8~-5%,18211,11.79140524335839
12,low_ret,-5~-3%,15819,10.242613779841106
12,low_ret,-3~-2%,8557,5.540555415266474
12,low_ret,-2~-1%,8586,5.5593325692974105
12,low_ret,-1~0%,8885,5.752931502237072
12,low_ret,0~+1%,8252,5.343071553906619
12,low_ret,+1~+2%,7391,4.7855843256088
12,low_ret,+2~+3%,6528,4.226802121170917
12,low_ret,+3~+5%,10964,7.099059199834243
12,low_ret,+5~+8%,11664,7.55230084885686
12,low_ret,+8~+10%,5317,3.4426940683617904
12,low_ret,+10~+15%,7982,5.1682497749978955
12,low_ret,+15~+20%,3704,2.3982958113996746
12,low_ret,>=+20%,4099,2.654053599062437
12,close_ret,<-20%,4822,3.122187473695797
12,close_ret,-20~-15%,3094,2.0033280886799663
12,close_ret,-15~-10%,7827,5.067889124142887
12,close_ret,-10~-8%,6300,4.0791748412035505
12,close_ret,-8~-5%,15131,9.797141987658877
12,close_ret,-5~-3%,14500,9.38857701546849
12,close_ret,-3~-2%,8168,5.288682556023906
12,close_ret,-2~-1%,8488,5.495878738434244
12,close_ret,-1~0%,8741,5.659693220152419
12,close_ret,0~+1%,8500,5.503648595274632
12,close_ret,+1~+2%,7979,5.166307310787799
12,close_ret,+2~+3%,7222,4.67615884177334
12,close_ret,+3~+5%,12102,7.835900623531011
12,close_ret,+5~+8%,13553,8.775405813147891
12,close_ret,+8~+10%,6381,4.131621374876168
12,close_ret,+10~+15%,10302,6.670422097472854
12,close_ret,+15~+20%,5080,3.2892393957641333
12,close_ret,>=+20%,6253,4.048742901912032
13,high_ret,<-20%,3779,2.4474913052207534
13,high_ret,-20~-15%,2357,1.5265247436902134
13,high_ret,-15~-10%,5482,3.550449149304094
13,high_ret,-10~-8%,4662,3.0193713852710116
13,high_ret,-8~-5%,11847,7.672778378658446
13,high_ret,-5~-3%,12056,7.808138442905902
13,high_ret,-3~-2%,7436,4.815968601646341
13,high_ret,-2~-1%,8022,5.195494906187056
13,high_ret,-1~0%,8496,5.50248376003057
13,high_ret,0~+1%,8500,5.505074383269755
13,high_ret,+1~+2%,8299,5.374895565500671
13,high_ret,+2~+3%,7746,5.016741902683238
13,high_ret,+3~+5%,13488,8.735581562534406
13,high_ret,+5~+8%,15544,10.06716190747589
13,high_ret,+8~+10%,7801,5.052362972222042
13,high_ret,+10~+15%,12707,8.229762375083386
13,high_ret,+15~+20%,6839,4.429318083197866
13,high_ret,>=+20%,9342,6.05040057511836
13,low_ret,<-20%,6058,3.923498895746844
13,low_ret,-20~-15%,4102,2.656684131785004
13,low_ret,-15~-10%,10621,6.878752355848008
13,low_ret,-10~-8%,8099,5.245364403541382
13,low_ret,-8~-5%,18117,11.733580306082136
13,low_ret,-5~-3%,15780,10.22000867858785
13,low_ret,-3~-2%,8349,5.407278355990493
13,low_ret,-2~-1%,8519,5.517379843655887
13,low_ret,-1~0%,8640,5.595746196641257
13,low_ret,0~+1%,8068,5.225287073437692
13,low_ret,+1~+2%,7226,4.679960881589088
13,low_ret,+2~+3%,6408,4.1501784291755985
13,low_ret,+3~+5%,10613,6.873571109369636
13,low_ret,+5~+8%,11735,7.600240927961243
13,low_ret,+8~+10%,5580,3.6139194186641452
13,low_ret,+10~+15%,8168,5.2900526544173365
13,low_ret,+15~+20%,3909,2.531686560494291
13,low_ret,>=+20%,4411,2.8568097770121046
13,close_ret,<-20%,4719,3.0562877664294086
13,close_ret,-20~-15%,3136,2.0310486195216413
13,close_ret,-15~-10%,7862,5.091869976619625
13,close_ret,-10~-8%,6274,4.063392550662876
13,close_ret,-8~-5%,14876,9.634527826531867
13,close_ret,-5~-3%,14083,9.12093676936329
13,close_ret,-3~-2%,8058,5.218810515339728
13,close_ret,-2~-1%,8272,5.357408858636167
13,close_ret,-1~0%,8606,5.573725899108178
13,close_ret,0~+1%,8453,5.4746345602093225
13,close_ret,+1~+2%,7784,5.041352823455503
13,close_ret,+2~+3%,7039,4.558849245157154
13,close_ret,+3~+5%,12060,7.810729066145088
13,close_ret,+5~+8%,13657,8.845035394390004
13,close_ret,+8~+10%,6787,4.3956399810884506
13,close_ret,+10~+15%,10497,6.798443035433249
13,close_ret,+15~+20%,5362,3.472730452128521
13,close_ret,>=+20%,6878,4.454576659779927
14,high_ret,<-20%,3515,2.277277115146646
14,high_ret,-20~-15%,2358,1.5276868954525724
14,high_ret,-15~-10%,5917,3.833470466663643
14,high_ret,-10~-8%,4732,3.0657397749285717
14,high_ret,-8~-5%,11984,7.764122033546917
14,high_ret,-5~-3%,12121,7.85288077174751
14,high_ret,-3~-2%,7325,4.74567706072523
14,high_ret,-2~-1%,7839,5.078684297477826
14,high_ret,-1~0%,8129,5.266567757902443
14,high_ret,0~+1%,8237,5.336538150060576
14,high_ret,+1~+2%,8025,5.199188861750167
14,high_ret,+2~+3%,7486,4.849984774960966
14,high_ret,+3~+5%,13234,8.57396453537716
14,high_ret,+5~+8%,15475,10.025850172658421
14,high_ret,+8~+10%,7821,5.067022565451471
14,high_ret,+10~+15%,13081,8.474839813153139
14,high_ret,+15~+20%,7166,4.642665094492423
14,high_ret,>=+20%,9906,6.417839858504318
14,low_ret,<-20%,5586,3.6190241721789946
14,low_ret,-20~-15%,4352,2.819547654372178
14,low_ret,-15~-10%,11094,7.187514172243782
14,low_ret,-10~-8%,8278,5.363100984120608
14,low_ret,-8~-5%,17851,11.565198800137349
14,low_ret,-5~-3%,15153,9.817234744186951
14,low_ret,-3~-2%,8202,5.31386256000933
14,low_ret,-2~-1%,8416,5.4525075963226675
14,low_ret,-1~0%,8462,5.48230980039002
14,low_ret,0~+1%,7715,4.998347921296267
14,low_ret,+1~+2%,7016,4.545483994272794
14,low_ret,+2~+3%,6316,4.091972193247857
14,low_ret,+3~+5%,10699,6.931603941665425
14,low_ret,+5~+8%,12000,7.774488017570342
14,low_ret,+8~+10%,5653,3.662431730277096
14,low_ret,+10~+15%,8495,5.503689642438339
14,low_ret,+15~+20%,4139,2.681550492060304
14,low_ret,>=+20%,4924,3.1901315832096975
14,close_ret,<-20%,4258,2.7586474982345432
14,close_ret,-20~-15%,3377,2.1878705029445875
14,close_ret,-15~-10%,8615,5.581434522614042
14,close_ret,-10~-8%,6436,4.169717073423561
14,close_ret,-8~-5%,15104,9.785488918115206
14,close_ret,-5~-3%,13722,8.890127048091687
14,close_ret,-3~-2%,7826,5.070261935458792
14,close_ret,-2~-1%,8129,5.266567757902443
14,close_ret,-1~0%,8307,5.3818893301630695
14,close_ret,0~+1%,8038,5.207611223769201
14,close_ret,+1~+2%,7619,4.936152017155704
14,close_ret,+2~+3%,6931,4.490414704148337
14,close_ret,+3~+5%,11896,7.707109121418067
14,close_ret,+5~+8%,13676,8.860324844024333
14,close_ret,+8~+10%,6880,4.457373130073663
14,close_ret,+10~+15%,10725,6.948448665703494
14,close_ret,+15~+20%,5600,3.6280944081994932
14,close_ret,>=+20%,7212,4.672467298559776
15,high_ret,<-20%,3297,2.1360959396684094
15,high_ret,-20~-15%,2531,1.6398115933578237
15,high_ret,-15~-10%,6471,4.1925013119788535
15,high_ret,-10~-8%,4924,3.190214257484758
15,high_ret,-8~-5%,12194,7.900380311894627
15,high_ret,-5~-3%,11972,7.756548556175372
15,high_ret,-3~-2%,7006,4.539122885446429
15,high_ret,-2~-1%,7602,4.925265797197224
15,high_ret,-1~0%,8001,5.183774223016968
15,high_ret,0~+1%,8046,5.2129293086357364
15,high_ret,+1~+2%,7743,5.016618398802698
15,high_ret,+2~+3%,7463,4.8352089771748075
15,high_ret,+3~+5%,13073,8.469876317647897
15,high_ret,+5~+8%,15191,9.842109014104583
15,high_ret,+8~+10%,7902,5.119633034655678
15,high_ret,+10~+15%,13153,8.521707580970151
15,high_ret,+15~+20%,7274,4.712757617575981
15,high_ret,>=+20%,10504,6.805444874212002
15,low_ret,<-20%,5353,3.468159407050347
15,low_ret,-20~-15%,4646,3.0101006174399245
15,low_ret,-15~-10%,11451,7.4189974537891885
15,low_ret,-10~-8%,8413,5.450705229126578
15,low_ret,-8~-5%,17647,11.433328798097794
15,low_ret,-5~-3%,14991,9.712530855798947
15,low_ret,-3~-2%,8124,5.263464790374934
15,low_ret,-2~-1%,8262,5.352873719605824
15,low_ret,-1~0%,8273,5.360000518312633
15,low_ret,0~+1%,7568,4.903237510285266
15,low_ret,+1~+2%,7050,4.567630080273669
15,low_ret,+2~+3%,6343,4.109571290663245
15,low_ret,+3~+5%,10488,6.795078621547552
15,low_ret,+5~+8%,11811,7.652238138739334
15,low_ret,+8~+10%,5726,3.709822672290359
15,low_ret,+10~+15%,8604,5.574452370308461
15,low_ret,+15~+20%,4357,2.8228601786882805
15,low_ret,>=+20%,5240,3.3949477476076635
15,close_ret,<-20%,4193,2.716606088877659
15,close_ret,-20~-15%,3560,2.3064912178403207
15,close_ret,-15~-10%,9019,5.843327048792656
15,close_ret,-10~-8%,6710,4.347347211154088
15,close_ret,-8~-5%,15196,9.845348468062223
15,close_ret,-5~-3%,13488,8.738750996132092
15,close_ret,-3~-2%,7598,4.922674234031112
15,close_ret,-2~-1%,7782,5.041886139672297
15,close_ret,-1~0%,8159,5.286140968078421
15,close_ret,0~+1%,7832,5.074280679248706
15,close_ret,+1~+2%,7343,4.7574620821914255
15,close_ret,+2~+3%,6975,4.519038270909056
15,close_ret,+3~+5%,11706,7.584209605628875
15,close_ret,+5~+8%,13447,8.712187473679437
15,close_ret,+8~+10%,6898,4.469150679961386
15,close_ret,+10~+15%,10926,7.078854788236895
15,close_ret,+15~+20%,5836,3.7810906593584583
15,close_ret,>=+20%,7679,4.975153388144895
16,high_ret,<-20%,3091,2.0026693619447467
16,high_ret,-20~-15%,2811,1.8212564142435081
16,high_ret,-15~-10%,6880,4.457575286373296
16,high_ret,-10~-8%,5188,3.3613227595500956
16,high_ret,-8~-5%,12521,8.11239827916861
16,high_ret,-5~-3%,11809,7.6510910692997465
16,high_ret,-3~-2%,7029,4.554112890685741
16,high_ret,-2~-1%,7363,4.770512621157933
16,high_ret,-1~0%,7783,5.042632042709791
16,high_ret,0~+1%,7651,4.95710879593635
16,high_ret,+1~+2%,7566,4.902037008241331
16,high_ret,+2~+3%,7076,4.584564349764164
16,high_ret,+3~+5%,12719,8.240683149328772
16,high_ret,+5~+8%,15141,9.809905146944487
16,high_ret,+8~+10%,7928,5.136578033483647
16,high_ret,+10~+15%,13377,8.667003576426684
16,high_ret,+15~+20%,7565,4.901389104856683
16,high_ret,>=+20%,10846,7.027160109884415
16,low_ret,<-20%,5319,3.4461981029388897
16,low_ret,-20~-15%,5062,3.2796869330845384
16,low_ret,-15~-10%,12145,7.868786606541232
16,low_ret,-10~-8%,8349,5.409345358420152
16,low_ret,-8~-5%,17793,11.528144923029078
16,low_ret,-5~-3%,14470,9.375161975846162
16,low_ret,-3~-2%,7781,5.041336235940497
16,low_ret,-2~-1%,7966,5.161198362100244
16,low_ret,-1~0%,7835,5.07632301871145
16,low_ret,0~+1%,7293,4.725159384232623
16,low_ret,+1~+2%,6785,4.396024464831804
16,low_ret,+2~+3%,6149,3.983957912196133
16,low_ret,+3~+5%,10532,6.8237184471051675
16,low_ret,+5~+8%,11807,7.649795262530451
16,low_ret,+8~+10%,5783,3.746825273415228
16,low_ret,+10~+15%,9086,5.886850152905199
16,low_ret,+15~+20%,4481,2.903255066604468
16,low_ret,>=+20%,5708,3.698232519566682
16,close_ret,<-20%,4002,2.59290934535842
16,close_ret,-20~-15%,3972,2.5734722438190016
16,close_ret,-15~-10%,9489,6.147955216918053
16,close_ret,-10~-8%,6749,4.372699942984502
16,close_ret,-8~-5%,15161,9.822863214637433
16,close_ret,-5~-3%,13381,8.669595189965271
16,close_ret,-3~-2%,7462,4.834655056238014
16,close_ret,-2~-1%,7751,5.021899134401078
16,close_ret,-1~0%,7800,5.053646400248795
16,close_ret,0~+1%,7481,4.846965220546312
16,close_ret,+1~+2%,7217,4.67591872699943
16,close_ret,+2~+3%,6628,4.294303633442182
16,close_ret,+3~+5%,11647,7.546130720986886
16,close_ret,+5~+8%,13506,8.750583113046183
16,close_ret,+8~+10%,6937,4.4945057792981915
16,close_ret,+10~+15%,11227,7.274011299435028
16,close_ret,+15~+20%,5877,3.8077281915720724
16,close_ret,>=+20%,8057,5.220157570103146
17,high_ret,<-20%,2945,1.9081001930777104
17,high_ret,-20~-15%,3090,2.002047401225849
17,high_ret,-15~-10%,7378,4.780293115289423
17,high_ret,-10~-8%,5503,3.5654585271669412
17,high_ret,-8~-5%,12568,8.142955255212451
17,high_ret,-5~-3%,11661,7.555299270451335
17,high_ret,-3~-2%,6908,4.475774578533387
17,high_ret,-2~-1%,7168,4.6442316414197045
17,high_ret,-1~0%,7669,4.968835443366031
17,high_ret,0~+1%,7583,4.91311503025748
17,high_ret,+1~+2%,7152,4.633865052934392
17,high_ret,+2~+3%,7043,4.563242668878206
17,high_ret,+3~+5%,12411,8.041233105700329
17,high_ret,+5~+8%,14880,9.640927291340011
17,high_ret,+8~+10%,7823,5.068613857537158
17,high_ret,+10~+15%,13500,8.746809034481865
17,high_ret,+15~+20%,7694,4.985033237874331
17,high_ret,>=+20%,11366,7.3641652952533985
17,low_ret,<-20%,5282,3.422270023713571
17,low_ret,-20~-15%,5188,3.3613663163623646
17,low_ret,-15~-10%,12685,8.218760933511293
17,low_ret,-10~-8%,8586,5.562970545930466
17,low_ret,-8~-5%,17610,11.409726451646344
17,low_ret,-5~-3%,14069,9.115470837490767
17,low_ret,-3~-2%,7663,4.9649479726840395
17,low_ret,-2~-1%,7665,4.9662437962447035
17,low_ret,-1~0%,7651,4.957173031320056
17,low_ret,0~+1%,7175,4.648767023882028
17,low_ret,+1~+2%,6630,4.295655103601094
17,low_ret,+2~+3%,6053,3.9218100063495354
17,low_ret,+3~+5%,10412,6.74605745681668
17,low_ret,+5~+8%,11912,7.717925127314665
17,low_ret,+8~+10%,5864,3.799354679866789
17,low_ret,+10~+15%,9237,5.984761114926592
17,low_ret,+15~+20%,4578,2.9661401303598502
17,low_ret,>=+20%,6082,3.940599447979163
17,close_ret,<-20%,4095,2.6531987404594988
17,close_ret,-20~-15%,4026,2.6084928276165917
17,close_ret,-15~-10%,10213,6.617123012530614
17,close_ret,-10~-8%,7063,4.576200904484845
17,close_ret,-8~-5%,15021,9.732282852366822
17,close_ret,-5~-3%,13003,8.424796879656867
17,close_ret,-3~-2%,7249,4.6967124956265955
17,close_ret,-2~-1%,7516,4.869704940975237
17,close_ret,-1~0%,7602,4.925425354083788
17,close_ret,0~+1%,7290,4.723276878620207
17,close_ret,+1~+2%,6956,4.506874343989323
17,close_ret,+2~+3%,6507,4.215961954620259
17,close_ret,+3~+5%,11432,7.406927472755309
17,close_ret,+5~+8%,13382,8.67035544440269
17,close_ret,+8~+10%,6908,4.475774578533387
17,close_ret,+10~+15%,11411,7.393321325368338
17,close_ret,+15~+20%,6107,3.956797242487463
17,close_ret,>=+20%,8561,5.546772751422167
18,high_ret,<-20%,3149,2.0402874155279545
18,high_ret,-20~-15%,3087,2.000116624876086
18,high_ret,-15~-10%,7713,4.997375940288063
18,high_ret,-10~-8%,5837,3.7818855650799206
18,high_ret,-8~-5%,12894,8.354228623632087
18,high_ret,-5~-3%,11507,7.455569161791099
18,high_ret,-3~-2%,6661,4.315768331162815
18,high_ret,-2~-1%,7064,4.576878470399959
18,high_ret,-1~0%,7284,4.719419985616265
18,high_ret,0~+1%,7124,4.6157534290953155
18,high_ret,+1~+2%,6972,4.517270200400412
18,high_ret,+2~+3%,6786,4.396757828444807
18,high_ret,+3~+5%,12187,7.8961520270051375
18,high_ret,+5~+8%,14802,9.590452310144421
18,high_ret,+8~+10%,7894,5.114648732352388
18,high_ret,+10~+15%,13636,8.834982279497995
18,high_ret,+15~+20%,7689,4.981825956809921
18,high_ret,>=+20%,12055,7.810627117875354
18,low_ret,<-20%,5414,3.507817106277658
18,low_ret,-20~-15%,5697,3.6911773281240885
18,low_ret,-15~-10%,13494,8.742978210585651
18,low_ret,-10~-8%,8532,5.528019126479678
18,low_ret,-8~-5%,16934,10.971809175786085
18,low_ret,-5~-3%,13736,8.899773877323588
18,low_ret,-3~-2%,7327,4.747280372681271
18,low_ret,-2~-1%,7415,4.804296978767794
18,low_ret,-1~0%,7224,4.6805450269209095
18,low_ret,0~+1%,6775,4.389630752683992
18,low_ret,+1~+2%,6555,4.247089237467685
18,low_ret,+2~+3%,6042,3.914708340622388
18,low_ret,+3~+5%,10520,6.816076091252486
18,low_ret,+5~+8%,11915,7.719918880919523
18,low_ret,+8~+10%,5978,3.873241718014008
18,low_ret,+10~+15%,9513,6.1636247011487555
18,low_ret,+15~+20%,4810,3.1164758554110703
18,low_ret,>=+20%,6460,4.185537219533371
18,close_ret,<-20%,4161,2.6959783855229658
18,close_ret,-20~-15%,4377,2.8359282368262484
18,close_ret,-15~-10%,10660,6.906784328208318
18,close_ret,-10~-8%,7250,4.6973908423555635
18,close_ret,-8~-5%,15029,9.737529237208518
18,close_ret,-5~-3%,12661,8.203264200698454
18,close_ret,-3~-2%,6991,4.5295806039872755
18,close_ret,-2~-1%,7216,4.675361699094862
18,close_ret,-1~0%,7355,4.765422020072437
18,close_ret,0~+1%,6878,4.456366098444354
18,close_ret,+1~+2%,6854,4.440816114966211
18,close_ret,+2~+3%,6261,4.056601939860439
18,close_ret,+3~+5%,11298,7.320154722335608
18,close_ret,+5~+8%,13502,8.748161538411699
18,close_ret,+8~+10%,7015,4.545130587465417
18,close_ret,+10~+15%,11534,7.473062893204009
18,close_ret,+15~+20%,6178,4.002824913665196
18,close_ret,>=+20%,9121,5.909641637672427
19,high_ret,<-20%,3063,1.9846180760284313
19,high_ret,-20~-15%,3297,2.136234344324433
19,high_ret,-15~-10%,8328,5.395984112688468
19,high_ret,-10~-8%,6037,3.911570135482742
19,high_ret,-8~-5%,12824,8.309089848837285
19,high_ret,-5~-3%,11459,7.424661617110609
19,high_ret,-3~-2%,6505,4.214802672074745
19,high_ret,-2~-1%,6800,4.4059428393709865
19,high_ret,-1~0%,7248,4.696216720553075
19,high_ret,0~+1%,7040,4.5614467042899625
19,high_ret,+1~+2%,6903,4.472679914732048
19,high_ret,+2~+3%,6418,4.158432521041617
19,high_ret,+3~+5%,11994,7.771305649325826
19,high_ret,+5~+8%,14676,9.509061339795382
19,high_ret,+8~+10%,7717,5.000097189915574
19,high_ret,+10~+15%,13833,8.96285401426748
19,high_ret,+15~+20%,7696,4.986490601735164
19,high_ret,>=+20%,12499,8.09851169842617
19,low_ret,<-20%,5498,3.562334372185542
19,low_ret,-20~-15%,6128,3.970532017597854
19,low_ret,-15~-10%,13870,8.986827526775821
19,low_ret,-10~-8%,8628,5.590363943837187
19,low_ret,-8~-5%,16860,10.924146510558066
19,low_ret,-5~-3%,13482,8.735429611823477
19,low_ret,-3~-2%,7072,4.582180552945826
19,low_ret,-2~-1%,7033,4.556911174896492
19,low_ret,-1~0%,7086,4.591251611732767
19,low_ret,0~+1%,6690,4.334670234616456
19,low_ret,+1~+2%,6256,4.053467412221308
19,low_ret,+2~+3%,5983,3.8765817658759727
19,low_ret,+3~+5%,10111,6.551248242482361
19,low_ret,+5~+8%,12036,7.798518825686647
19,low_ret,+8~+10%,6059,3.9258246564336483
19,low_ret,+10~+15%,9585,6.210435605201605
19,low_ret,+15~+20%,4874,3.1580243233962046
19,low_ret,>=+20%,7086,4.591251611732767
19,close_ret,<-20%,4209,2.7271490310165416
19,close_ret,-20~-15%,4707,3.049819550723417
19,close_ret,-15~-10%,11376,7.370883197159463
19,close_ret,-10~-8%,7412,4.8024776949143755
19,close_ret,-8~-5%,14994,9.715103960813027
19,close_ret,-5~-3%,12495,8.095919967344187
19,close_ret,-3~-2%,6758,4.378729663010166
19,close_ret,-2~-1%,6977,4.520626939748731
19,close_ret,-1~0%,6996,4.532937662388151
19,close_ret,0~+1%,6884,4.460369192092629
19,close_ret,+1~+2%,6415,4.1564887227301295
19,close_ret,+2~+3%,6234,4.0392128912704015
19,close_ret,+3~+5%,11057,7.164192643371324
19,close_ret,+5~+8%,13134,8.509949007690961
19,close_ret,+8~+10%,7172,4.6469738299953995
19,close_ret,+10~+15%,11446,7.416238491094164
19,close_ret,+15~+20%,6327,4.099470638926505
19,close_ret,>=+20%,9744,6.313456915710426
20,high_ret,<-20%,3241,2.1000045356469452
20,high_ret,-20~-15%,3509,2.273655018693345
20,high_ret,-15~-10%,8829,5.720746697077099
20,high_ret,-10~-8%,6184,4.006920101339312
20,high_ret,-8~-5%,12835,8.316432648882612
20,high_ret,-5~-3%,11411,7.393752470307711
20,high_ret,-3~-2%,6314,4.091153544608088
20,high_ret,-2~-1%,6611,4.28359456499906
20,high_ret,-1~0%,6854,4.441046308955311
20,high_ret,0~+1%,6763,4.382082898667168
20,high_ret,+1~+2%,6656,4.31275229536133
20,high_ret,+2~+3%,6153,3.986833664867527
20,high_ret,+3~+5%,11707,7.585545541135078
20,high_ret,+5~+8%,14366,9.308443430763349
20,high_ret,+8~+10%,7817,5.065021738707859
20,high_ret,+10~+15%,13778,8.92744908736304
20,high_ret,+15~+20%,8049,5.215346037464444
20,high_ret,>=+20%,13256,8.589219415160725
20,low_ret,<-20%,5778,3.743852578515288
20,low_ret,-20~-15%,6660,4.315344093615753
20,low_ret,-15~-10%,14380,9.317514724653833
20,low_ret,-10~-8%,8560,5.546448264467093
20,low_ret,-8~-5%,16788,10.877777273817006
20,low_ret,-5~-3%,12967,8.401961991278599
20,low_ret,-3~-2%,6740,4.367180058704231
20,low_ret,-2~-1%,6767,4.384674696921591
20,low_ret,-1~0%,6751,4.374307503903896
20,low_ret,0~+1%,6426,4.163723895731956
20,low_ret,+1~+2%,6053,3.92203870850693
20,low_ret,+2~+3%,5847,3.7885610984041
20,low_ret,+3~+5%,9969,6.4594091995879035
20,low_ret,+5~+8%,11983,7.764379620690326
20,low_ret,+8~+10%,6053,3.92203870850693
20,low_ret,+10~+15%,9815,6.359624966792585
20,low_ret,+15~+20%,5219,3.3816487724595516
20,low_ret,>=+20%,7577,4.909513843442427
20,close_ret,<-20%,4395,2.8477383320482335
20,close_ret,-20~-15%,5143,3.332404605625498
20,close_ret,-15~-10%,11828,7.663947438331401
20,close_ret,-10~-8%,7297,4.7280879656327555
20,close_ret,-8~-5%,14866,9.632418212566334
20,close_ret,-5~-3%,12360,8.008656606169776
20,close_ret,-3~-2%,6465,4.1889939287125895
20,close_ret,-2~-1%,6633,4.297849455398392
20,close_ret,-1~0%,6633,4.297849455398392
20,close_ret,0~+1%,6576,4.260916330272852
20,close_ret,+1~+2%,6401,4.147525156641807
20,close_ret,+2~+3%,5940,3.8488204078194554
20,close_ret,+3~+5%,10641,6.894831306331114
20,close_ret,+5~+8%,13177,8.538031399635852
20,close_ret,+8~+10%,6960,4.509728962697544
20,close_ret,+10~+15%,11947,7.74105343640051
20,close_ret,+15~+20%,6571,4.257676582454821
20,close_ret,>=+20%,10500,6.803470417862674
