ts_code,stock_name,n_episodes,total_pnl,mean_ret_pct,best_ret_pct,worst_ret_pct,mean_pnl_per_ep
000036.SZ,华联控股,18,263058.691359421,4.952581716302135,21.33110588150443,-20.77121438696464,14614.371742190056
000037.SZ,深南电A,13,308084.7404851204,7.0929130275606695,30.386385254119652,-8.54304179544018,23698.826191163105
000038.SZ,深大通,5,-93216.4204314595,0.01171822201706938,13.094963328308705,-10.661659277256952,-18643.2840862919
000039.SZ,中集集团,13,81785.15553330099,2.7730442093084005,11.348438561181815,-10.76956098809394,6291.165810253922
000040.SZ,东旭蓝天,12,-31552.50273821957,2.9048642527081583,20.884037843632168,-53.05044519998785,-2629.3752281849643
000042.SZ,中洲控股,16,414663.6067174813,7.20698701618208,44.13298826419701,-14.169235949952808,25916.47541984258
000045.SZ,深纺织A,15,216450.207877501,5.061400899463331,12.233023863984364,-14.24098164783996,14430.013858500066
000046.SZ,泛海控股,8,-101268.3852674996,-1.1971544929158928,12.830496214390696,-24.57354308878549,-12658.54815843745
000048.SZ,京基智农,17,149065.1577993607,4.576488824226529,19.460672111064437,-20.57750719883,8768.53869408004
000049.SZ,德赛电池,12,-84295.77939521908,1.9805334582448963,13.618588215374198,-9.639453794355877,-7024.648282934923
000050.SZ,深天马A,15,-178335.38676437936,1.3000987264859492,19.28205024621384,-20.2234856827754,-11889.025784291958
000055.SZ,方大集团,18,321821.6321246404,3.826386163744827,10.42724744137096,-6.282302916997258,17878.97956248002
000056.SZ,皇庭国际,12,75977.69397966043,1.795506367760324,19.578251512748583,-19.0591283289553,6331.474498305036
000058.SZ,深赛格,16,150160.63909428063,4.813277426336959,11.581989057083932,-9.114223829010266,9385.03994339254
000059.SZ,华锦股份,17,320080.10342688055,6.72004326227128,27.381370284476976,-7.485794318120847,18828.241378051796
000060.SZ,中金岭南,16,375836.7271732209,5.516754321078175,14.17364974694696,-2.941026898674727,23489.795448326306
000061.SZ,农产品,14,95196.17935602093,2.9483621164157303,19.538236832624044,-9.197499792426006,6799.727096858638
000062.SZ,深圳华强,17,94077.07877124118,3.9002316080713504,18.295840848680957,-13.840971999555904,5533.945810073011
000063.SZ,中兴通讯,13,-160531.9975942188,1.754061254033677,20.15289579699506,-20.144973123840867,-12348.615199555292
000065.SZ,北方国际,15,211924.52712594072,7.807088941117083,19.16466482355616,-11.171900386116826,14128.301808396047
000066.SZ,中国长城,12,5445.859954320913,1.3830616720716133,16.715920372067366,-18.499137666671015,453.82166286007606
000068.SZ,华控赛格,15,320912.0315879407,6.0096391188911955,15.009385512920211,-7.186860908002737,21394.135439196045
000069.SZ,华侨城A,17,78541.63636356144,2.310367335826841,11.174661007670055,-25.22075483281741,4620.0962566800845
000070.SZ,特发信息,11,95495.11553304103,0.11113031876605688,16.011270311598327,-42.79390336450614,8681.374139367366
000078.SZ,ST海王,20,367891.13863062114,4.3182897372146485,19.89005100834455,-5.490335820011443,18394.556931531057
000088.SZ,盐田港,19,284976.70126470085,3.677206839423944,6.702038779516806,0.0050695432591667,14998.77375077373
000089.SZ,深圳机场,14,71371.10208348144,1.2434094419559452,10.428517236982232,-9.023743851102676,5097.935863105818
000090.SZ,天健集团,15,168713.01509202053,3.6997996801530815,20.78611263913996,-6.088419494055434,11247.534339468035
000096.SZ,广聚能源,19,421501.7853905412,6.496625035140036,25.731897238626967,-6.092653099351926,22184.30449423901
000099.SZ,中信海直,13,198237.0939789607,4.897525092915505,14.34325893500151,0.2313977065096018,15249.007229150824
000100.SZ,TCL科技,15,103072.59130932088,3.4793137098344946,15.8787247693402,-18.7893834254223,6871.506087288059
000150.SZ,宜华健康,8,-204557.85544787953,-1.9608735526723398,18.725423846329704,-37.81041696752102,-25569.73193098494
000151.SZ,中成股份,15,394487.8866477008,9.217847792736121,44.67828257662416,-8.419017383217732,26299.192443180054
000153.SZ,丰原药业,18,162916.40047914127,5.629787633762089,20.4671352290014,-11.81514395687983,9050.91113773007
000155.SZ,川能动力,15,140109.81511230118,5.8196260448234645,21.008435633047043,-7.552663330466094,9340.654340820078
000156.SZ,华数传媒,12,17015.84973396038,2.4879904848364784,23.233752931782657,-18.64341680873308,1417.9874778300316
000157.SZ,中联重科,12,-70594.55710775917,1.9216111705878822,13.685829897706506,-13.80041051524958,-5882.8797589799315
000158.SZ,常山北明,16,269603.8829431209,6.127982077410483,24.560678659113087,-10.400429212911453,16850.242683945056
000159.SZ,国际实业,14,210304.9812353409,4.620745169530566,12.342114011496978,-8.734346913282991,15021.784373952922
000166.SZ,申万宏源,19,78919.05602286069,2.441979292174114,8.41909651538297,-6.454280142047876,4153.634527518984
000301.SZ,东方盛虹,14,-28506.432426479092,5.546551553521639,31.091429779248276,-16.948731206785606,-2036.1737447485066
000333.SZ,美的集团,13,110051.00764938086,4.090690401966126,14.205110903116452,-16.382866014783342,8465.46212687545
000338.SZ,潍柴动力,13,-175651.5208858192,1.4900750640092066,14.789487612355805,-18.420994993984415,-13511.655452755322
000400.SZ,许继电气,15,360730.254733561,6.675491333691378,30.479211706645177,-3.878399519288585,24048.68364890407
000401.SZ,金隅冀东,15,-191172.23783837847,-0.18817473685124117,12.16428805530367,-26.539615850417764,-12744.815855891899
