n_episodes,n_signal_days,neff_first_zc,k_first_zc,neff_geyer,k_geyer,neff_block_10,neff_block_21,neff_block_40,neff_block_60
89046,1494,175.6774527957199,30,182.6237534745748,30,401.1277953852366,290.7786476978082,208.0006448290002,226.68435963840466
