gate,total_return_pct,cagr_pct,ann_vol_pct,maxdd_pct,sharpe,sortino,calmar,trades,win_rate_pct,pf,cap_util_mean,cap_util_med,stock_pnl,slot_occ_days,pnl_per_slot_day,total_signal_opp,executed_initial,blocked_gate,blocked_by_k,blocked_held,blocked_capital,blocked_missing,blocked_k_positive_frozen
G0,30.295093786122408,5.65643037176935,24.49357389746915,-30.78972881784398,0.3467648252149691,0.4915666270850961,0.18371160087942065,76,68.42105263157895,1.3044752610587418,0.5961945214238673,0.6458531982283029,302950.9378612245,2636.0,114.92827688210339,530,76,0,336,116,0,0,92
G1_EO,-11.384971652062703,-2.4817962747049283,26.975931216110194,-40.70435545175504,0.041251062849410776,0.057557432519408085,-0.06097127069476593,70,65.71428571428571,0.903796621472316,0.626184480707238,0.7065053768292635,-113849.7165206263,2482.0,-45.87015170049408,530,70,40,296,107,0,0,79
G1_EA,7.661729469676359,1.546795202200224,26.23780542343913,-28.43564681776629,0.1892451601528137,0.2621735390052321,0.05439634315734301,71,67.6056338028169,1.0728456548030374,0.5995300391190307,0.6644332385069256,76617.29469676377,2496.0,30.69603152915215,530,71,40,304,101,0,0,78
G2,20.496566326257472,3.95283019335837,24.075733824858627,-33.605612781963664,0.2810857313735238,0.3932039595876311,0.11762410699083807,74,68.91891891891892,1.2138603416297242,0.5780205064975048,0.5978623137725065,204965.66326257394,2632.0,77.87449212103873,530,74,0,344,110,0,0,92
G4_EO,-0.36631180182460366,-0.07627457630066115,26.45934281506042,-34.35491191557232,0.1290924006218437,0.18034604513041366,-0.0022201942036151044,74,64.86486486486487,0.9965430973368622,0.6366743803491637,0.7211443070735515,-3663.118018245703,2648.0,-1.3833527259236038,530,74,4,341,108,0,0,93
G4_EA,-6.318029825462612,-1.3478178095280402,26.849120741271815,-40.40235923093262,0.08333596304972078,0.11763420837820682,-0.033359878858166575,72,66.66666666666666,0.9460283652918625,0.6485340214777618,0.7422495654777471,-63180.29825462552,2602.0,-24.281436685098203,530,72,4,325,111,0,0,91
